English Word	Emotion	Emotion-Intensity-Score	Croatian Word
secrecy	surprise	0.398	tajnost
incontinence	surprise	0.391	inkontinencija
peri	surprise	0.391	periferija
cheerful	surprise	0.391	veseo
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	nadmoći
aspiration	surprise	0.391	aspiracija
buck	surprise	0.383	mužjak
lose	surprise	0.383	izgubiti
cadaver	surprise	0.383	kadaver
crowning	surprise	0.383	krunidba
praiseworthy	surprise	0.383	hvalevrijedan
inheritance	surprise	0.383	nasljedstvo
score	surprise	0.383	postići
gulp	surprise	0.375	gutljaj
camouflaged	surprise	0.375	kamuflirana
advance	surprise	0.375	unaprijed
succeed	surprise	0.375	uspjeti
frisky	surprise	0.375	nestašan
mystic	surprise	0.375	mistik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	nada
joker	surprise	0.367	šaljivac
sparkle	surprise	0.367	svjetlucati
excavation	surprise	0.367	iskopavanje
sensual	surprise	0.367	senzualan
entertainment	surprise	0.359	Zabava
feeling	surprise	0.359	osjećaj
modify	surprise	0.352	modificirati
blessings	surprise	0.352	blagoslovi
newcomer	surprise	0.352	pridošlica
obit	surprise	0.352	obit
postponement	surprise	0.352	odgoda
award	surprise	0.352	dodijeliti
clown	surprise	0.352	klaun
highest	surprise	0.344	najviši
hero	surprise	0.344	junak
glorify	surprise	0.344	slaviti
proficiency	surprise	0.344	stručnost
start	surprise	0.344	početak
wonderfully	surprise	0.344	predivno
celebrity	surprise	0.344	slavna osoba
rekindle	surprise	0.336	ponovo zapaliti
optimism	surprise	0.336	optimizam
sanctify	surprise	0.336	posvetiti
unbeaten	surprise	0.336	nepobijeđen
prodigious	surprise	0.336	nevjerojatan
grin	surprise	0.336	osmijeh
memorable	surprise	0.336	nezaboravan
warned	surprise	0.336	upozorio
dissolution	surprise	0.336	otapanje
hypertrophy	surprise	0.328	hipertrofija
admiration	surprise	0.328	divljenje
examination	surprise	0.320	ispitivanje
angel	surprise	0.320	anđeo
present	surprise	0.320	predstaviti
catch	surprise	0.320	ulov
hap	surprise	0.320	hap
saint	surprise	0.312	svetac
embrace	surprise	0.312	zagrljaj
flirt	surprise	0.312	koketirati
puma	surprise	0.312	puma
kiss	surprise	0.312	poljubac
liberty	surprise	0.312	sloboda
scrimmage	surprise	0.312	krkljanac
treat	surprise	0.312	liječiti
inaffable	surprise	0.312	nedokučiv
occasional	surprise	0.312	povremeno
dismissal	surprise	0.312	otkaz
perfection	surprise	0.305	savršenstvo
saintly	surprise	0.305	svetački
gratify	surprise	0.305	zadovoljiti
generosity	surprise	0.305	velikodušnost
sally	surprise	0.305	Sally
palpable	surprise	0.297	opipljiv
finally	surprise	0.297	konačno
differently	surprise	0.297	različito
polarity	surprise	0.297	polaritet
ceremony	surprise	0.297	ceremonija
favorable	surprise	0.297	povoljan
larger	surprise	0.297	veći
warn	surprise	0.297	upozoriti
medal	surprise	0.289	medalja
romance	surprise	0.289	romantika
inviting	surprise	0.289	pozivajući
greeting	surprise	0.289	pozdrav
resignation	surprise	0.281	rezignacija
accolade	surprise	0.281	priznanje
labor	surprise	0.281	rad
candid	surprise	0.281	iskren
trip	surprise	0.281	putovanje
stare	surprise	0.273	buljiti
admire	surprise	0.266	diviti se
glimmer	surprise	0.266	svjetlucanje
playful	surprise	0.266	razigran
somatic	surprise	0.266	somatski
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimika
insolvency	surprise	0.266	insolventnost
immerse	surprise	0.266	zaroniti
invite	surprise	0.266	pozvati
compensate	surprise	0.266	nadoknaditi
receiving	surprise	0.258	primanje
complement	surprise	0.258	upotpuniti, dopuna
chuckle	surprise	0.258	cerekanje
laugh	surprise	0.258	smijeh
hypothesis	surprise	0.258	hipoteza
honeymoon	surprise	0.250	medeni mjesec
opera	surprise	0.242	opera
pleasant	surprise	0.242	ugodan
marry	surprise	0.242	oženiti se
independence	surprise	0.242	neovisnost
chant	surprise	0.234	pjevati
holiness	surprise	0.234	svetost
assessment	surprise	0.234	procjena
rhythmical	surprise	0.234	ritmički
hopeful	surprise	0.234	pun nade
leave	surprise	0.234	napustiti
trophy	surprise	0.234	trofej
deal	surprise	0.227	Dogovor
procession	surprise	0.227	procesija
placard	surprise	0.227	plakat
shopping	surprise	0.219	shopping
musical	surprise	0.219	glazbeni
cherish	surprise	0.219	njegovati
good	surprise	0.219	dobro
dawn	surprise	0.211	zora
simplify	surprise	0.211	pojednostaviti
shell	surprise	0.211	ljuska
morals	surprise	0.203	moral
money	surprise	0.203	novac
nullify	surprise	0.203	poništiti
purity	surprise	0.203	čistoća
sweet	surprise	0.203	slatko
synchronize	surprise	0.195	sinkronizirati
precious	surprise	0.195	dragocjen
humanitarian	surprise	0.195	humanitarni
preservative	surprise	0.195	konzervans
unfulfilled	surprise	0.195	neispunjeno
obliging	surprise	0.188	uslužan
singularly	surprise	0.188	pojedinačno
graduation	surprise	0.180	matura
foresee	surprise	0.180	predvidjeti
pray	surprise	0.180	moliti
lovely	surprise	0.180	lijep
thirst	surprise	0.172	žeđ
mouth	surprise	0.172	usta
youth	surprise	0.172	mladosti
sun	surprise	0.172	Sunce
art	surprise	0.172	umjetnost
goodness	surprise	0.164	dobrota
latent	surprise	0.156	latentan
visor	surprise	0.156	vizir
overdue	surprise	0.156	zakašnjeli
practiced	surprise	0.156	uvježban
loyal	surprise	0.148	odan
expect	surprise	0.148	očekivati
wireless	surprise	0.148	bežični
destination	surprise	0.148	odredište
infant	surprise	0.141	dječji
cream	surprise	0.141	krema
slush	surprise	0.141	bljuzgavica
quote	surprise	0.141	citat
playground	surprise	0.133	igralište
vote	surprise	0.125	glasanje
teach	surprise	0.125	podučavati
organization	surprise	0.125	organizacija
dolphin	surprise	0.117	dupin
weight	surprise	0.117	težina
smile	surprise	0.117	osmijeh
sisterhood	surprise	0.109	sestrinstvo
cable	surprise	0.109	kabel
sunny	surprise	0.102	sunčano
steady	surprise	0.094	postojan
peaceful	surprise	0.086	mirno
spa	surprise	0.086	lječilište
leisure	surprise	0.086	slobodno vrijeme
picnic	surprise	0.078	piknik
tree	surprise	0.078	drvo
worm	surprise	0.055	crv
truthfulness	trust	0.906	istinitost
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	pouzdan
honor	trust	0.844	čast
honesty	trust	0.844	poštenje
honest	trust	0.844	pošten, čestit
truth	trust	0.844	istina
truthful	trust	0.836	istinit
trusting	trust	0.836	povjerljiv
brotherhood	trust	0.820	bratstvo
entrust	trust	0.812	povjeriti
committed	trust	0.805	predan
loyalty	trust	0.805	odanost
integrity	trust	0.805	integritet
honorable	trust	0.805	časni
trust	trust	0.805	povjerenje
credibility	trust	0.805	vjerodostojnost
faithful	trust	0.797	vjeran
sincere	trust	0.797	iskrena
partnership	trust	0.789	partnerstvo
responsible	trust	0.789	odgovoran
true	trust	0.789	pravi
wisdom	trust	0.789	mudrost
verification	trust	0.781	verifikacija
cooperative	trust	0.781	zadruga
vow	trust	0.781	zavjet
oath	trust	0.781	zakletva
respectable	trust	0.773	ugledan
sisterhood	trust	0.773	sestrinstvo
hero	trust	0.773	junak
credible	trust	0.773	vjerodostojan
promise	trust	0.773	obećanje
verified	trust	0.773	provjereno
qualified	trust	0.766	kvalificirani
authentication	trust	0.766	ovjera
respected	trust	0.766	poštovani
compassion	trust	0.759	suosjećanje
approval	trust	0.758	odobrenje
moral	trust	0.758	moralni
reliability	trust	0.758	pouzdanost
trusts	trust	0.758	vjerovao
safekeeping	trust	0.758	sigurnosno čuvanje
reputable	trust	0.758	ugledan
love	trust	0.758	ljubav
friend	trust	0.750	prijatelju
stable	trust	0.750	stabilan
authentic	trust	0.750	autentičan
competence	trust	0.750	kompetencija
safeguard	trust	0.750	zaštita
companion	trust	0.750	pratilac
advised	trust	0.750	savjetovao
respect	trust	0.750	poštovanje
loyal	trust	0.750	odan
genuine	trust	0.750	pravi
friendships	trust	0.750	povjerenja
ally	trust	0.750	saveznik
proven	trust	0.742	dokazano
freedom	trust	0.742	sloboda
respects	trust	0.742	poštovanje
accepting	trust	0.742	prijateljstva
faith	trust	0.742	vjera
wholesome	trust	0.742	zdrav
heartfelt	trust	0.734	iskren
unification	trust	0.734	ujedinjenje
confirmation	trust	0.734	potvrda
protecting	trust	0.734	štiteći
reassurance	trust	0.734	uvjeravanje
trustee	trust	0.734	povjerenik
supporter	trust	0.734	podupiratelj
respectful	trust	0.734	pun poštovanja
admirable	trust	0.734	izvrstan
fact	trust	0.727	činjenica
friendship	trust	0.727	prijateljstvo
partners	trust	0.727	prihvaćajući
confidentially	trust	0.727	povjerljivo
confident	trust	0.727	uvjeren
equality	trust	0.727	jednakost
alliance	trust	0.727	savez
credential	trust	0.727	uvjerenje
believing	trust	0.727	vjerujući
excellence	trust	0.727	izvrsnost
agreement	trust	0.727	sporazum
closeness	trust	0.719	bliskost
authenticate	trust	0.719	ovjeriti
virtuous	trust	0.719	čestit
intelligence	trust	0.719	inteligencija
kindred	trust	0.719	rodbina
virtue	trust	0.719	vrlina
honored	trust	0.719	poštovan
justice	trust	0.711	pravednost
charitable	trust	0.711	dobrotvorna
determination	trust	0.711	odlučnost
creditable	trust	0.711	zaslužan
consistency	trust	0.711	dosljednost
allegiance	trust	0.711	vjernost
cooperation	trust	0.711	suradnja
guarantee	trust	0.711	jamčiti
dedication	trust	0.711	posveta
straightforward	trust	0.711	izravna
cooperating	trust	0.711	surađujući
reliable	trust	0.703	pouzdan
nurture	trust	0.703	njegovati
mother	trust	0.703	majka
fulfilled	trust	0.703	ispunjeno
admiration	trust	0.703	divljenje
mentor	trust	0.703	mentor
guardianship	trust	0.703	skrbništvo
assurance	trust	0.703	osiguranje
morality	trust	0.703	moralnost
motherhood	trust	0.703	majčinstvo
innocent	trust	0.703	nevin
reverence	trust	0.703	štovanje
sanctuary	trust	0.703	svetilište
friendliness	trust	0.703	prijateljstvo
prepared	trust	0.703	pripremljeni
admire	trust	0.703	diviti se
protected	trust	0.703	zaštićen
proof	trust	0.703	dokaz
bodyguard	trust	0.695	tjelohranitelj
skillful	trust	0.695	vješto
marriage	trust	0.695	brak
allied	trust	0.695	saveznički
morals	trust	0.695	moral
humanitarian	trust	0.695	humanitarni
pact	trust	0.695	pakt
courage	trust	0.695	hrabrost
accountable	trust	0.695	odgovoran
agreeable	trust	0.695	ugodan
united	trust	0.695	ujedinjen
indestructible	trust	0.695	neuništiv
approving	trust	0.695	odobravajući
guardian	trust	0.695	čuvar
compassionate	trust	0.695	suosjećajan
scientist	trust	0.695	znanstvenik
certified	trust	0.695	ovjereni
pledge	trust	0.688	zalog
adviser	trust	0.688	savjetnik
authenticity	trust	0.688	autentičnost
understanding	trust	0.688	razumijevanje
secure	trust	0.688	siguran
guidance	trust	0.688	usmjeravanje
monogamy	trust	0.688	monogamija
valor	trust	0.688	hrabrost
solidity	trust	0.688	solidnost
perfection	trust	0.688	savršenstvo
believed	trust	0.688	vjerovao
humanity	trust	0.688	čovječanstvo
justifiable	trust	0.688	opravdano
competent	trust	0.688	kompetentan
esteem	trust	0.688	poštovanje
protector	trust	0.680	zaštitnik
inspire	trust	0.680	nadahnuti
hope	trust	0.680	nada
strongest	trust	0.680	partneri
expertise	trust	0.680	stručnost
humble	trust	0.680	skroman
indivisible	trust	0.680	nedjeljiv
official	trust	0.680	službeno
affirm	trust	0.680	potvrditi
familiarity	trust	0.680	familijarnost
confirmed	trust	0.680	potvrđeno
diligence	trust	0.680	marljivost
grandfather	trust	0.680	djed
advocacy	trust	0.680	zagovaranje
goodness	trust	0.680	dobrota
commendable	trust	0.680	pohvalno
acceptance	trust	0.680	prihvaćanje
diplomatic	trust	0.680	diplomatski
leader	trust	0.680	vođa
confide	trust	0.680	povjeriti
agreeing	trust	0.680	slažući se
approve	trust	0.680	odobriti
professional	trust	0.680	profesionalni
elders	trust	0.680	starješine
confidential	trust	0.680	povjerljivo
faultless	trust	0.672	besprijekoran
believes	trust	0.672	prihvaćeno
sanctify	trust	0.672	posvetiti
intelligent	trust	0.672	inteligentan
safe	trust	0.672	sef
accepted	trust	0.672	najjača
dignity	trust	0.672	dostojanstvo
unwavering	trust	0.672	nepokolebljiv
encyclopedia	trust	0.672	enciklopedija
mastery	trust	0.672	majstorstvo
cohesive	trust	0.672	kohezivni
harmoniously	trust	0.672	skladno
benevolence	trust	0.672	dobronamjernost
healing	trust	0.672	iscjeljivanje
accredited	trust	0.672	akreditovan
covenant	trust	0.672	zavjet
accountability	trust	0.664	odgovornost
team	trust	0.664	tim
authority	trust	0.664	vlast
heroic	trust	0.664	herojski
reliance	trust	0.664	oslanjanje
expert	trust	0.664	stručnjak
communicate	trust	0.664	komunicirati
spiritual	trust	0.664	duhovni
impeccable	trust	0.664	besprijekoran
specialist	trust	0.664	specijalista
affirmatively	trust	0.664	afirmativno
proficient	trust	0.664	vješt
fulfillment	trust	0.664	ispunjenje
advocate	trust	0.664	zagovarati
disciple	trust	0.664	učenik
attestation	trust	0.664	ovjeravanje
merit	trust	0.664	zasluga
supporting	trust	0.664	podržavajući
ambassador	trust	0.664	ambasador
guidebook	trust	0.664	vodič
accept	trust	0.664	prihvatiti
strengthening	trust	0.661	jačanje
holiness	trust	0.656	svetost
facts	trust	0.656	činjenice
warranty	trust	0.656	jamstvo
strength	trust	0.656	snaga
relationship	trust	0.656	odnos
defended	trust	0.656	branio
constancy	trust	0.656	postojanost
favorable	trust	0.656	povoljan
gentleman	trust	0.656	gospodin
counsel	trust	0.656	savjetnik
scientific	trust	0.656	znanstveni
structure	trust	0.656	struktura
elder	trust	0.656	stariji
excellent	trust	0.656	izvrsno
achieve	trust	0.656	postići
steadfast	trust	0.656	postojan
familiar	trust	0.656	poznato
proficiency	trust	0.656	stručnost
supports	trust	0.656	vjeruje
counselor	trust	0.648	savjetnik
lovable	trust	0.648	simpatičan
advisable	trust	0.648	preporučljivo
agreed	trust	0.648	dogovoren
heroism	trust	0.648	junaštvo
rely	trust	0.648	osloniti
uphold	trust	0.648	podržati
brother	trust	0.648	brat
matrimony	trust	0.648	brak
assuredly	trust	0.648	sigurno
peaceful	trust	0.648	mirno
saint	trust	0.648	svetac
unconditionally	trust	0.648	prihvaća
solidarity	trust	0.648	solidarnost
accepts	trust	0.648	podržava
inspiration	trust	0.648	inspiracija
noble	trust	0.648	plemenita
successful	trust	0.648	uspješan
harmony	trust	0.648	sklad
protective	trust	0.648	zaštitnički
competency	trust	0.648	kompetencija
comrade	trust	0.648	drug
academic	trust	0.648	akademski
assist	trust	0.648	pomoći
worthy	trust	0.643	dostojan
benefactor	trust	0.641	dobrotvor
credence	trust	0.641	vjerodostojnost
confidence	trust	0.641	samouvjerenost
relationships	trust	0.641	bezuvjetno
ordained	trust	0.641	zaređeni
legal	trust	0.641	pravni
champion	trust	0.641	prvak
lawful	trust	0.641	zakonito
durability	trust	0.641	izdržljivost
judiciary	trust	0.641	sudstvo
doctor	trust	0.641	liječnik
loving	trust	0.641	ljubavni
assure	trust	0.641	osigurati
establish	trust	0.641	uspostaviti
mamma	trust	0.641	mama
kind	trust	0.641	ljubazan
unity	trust	0.641	jedinstvo
conscientious	trust	0.641	savjestan
real	trust	0.641	stvaran
coexist	trust	0.641	koegzistirati
leading	trust	0.641	vodeći
teacher	trust	0.641	učitelj, nastavnik, profesor
intimate	trust	0.634	intiman
brotherly	trust	0.633	bratski
physician	trust	0.633	liječnik
judicial	trust	0.633	sudski
saintly	trust	0.633	svetački
aspiration	trust	0.633	aspiracija
conscience	trust	0.633	savjest
therapeutic	trust	0.633	terapeutski
fidelity	trust	0.633	vjernost
soundness	trust	0.633	zvučnost
important	trust	0.633	važno
homage	trust	0.633	odavanje počasti
legitimacy	trust	0.633	legitimitet
fortitude	trust	0.633	snaga duha
deepest	trust	0.633	odnosima
approved	trust	0.633	odobreno
courageous	trust	0.633	hrabar
devotional	trust	0.633	pobožno
endorse	trust	0.633	potvrditi
backbone	trust	0.633	okosnica
authorize	trust	0.633	odobriti
practiced	trust	0.633	uvježban
sanctification	trust	0.633	posvećenje
hopeful	trust	0.633	pun nade
convincing	trust	0.633	uvjerljiv
bless	trust	0.633	blagosloviti
angel	trust	0.625	anđeo
authorization	trust	0.625	ovlaštenje
assured	trust	0.625	osiguran
purify	trust	0.625	pročistiti
caretaker	trust	0.625	domar
regard	trust	0.625	obzir
profound	trust	0.625	dubokoumni
achievement	trust	0.625	postignuće
evident	trust	0.625	evidentan
positivity	trust	0.625	pozitivnost
communication	trust	0.625	komunikacija
professorship	trust	0.625	profesura
blessing	trust	0.625	blagoslov
beliefs	trust	0.625	najdublji
encourage	trust	0.625	poticati
fireman	trust	0.625	vatrogasac
majestic	trust	0.625	veličanstven
civilized	trust	0.625	civiliziran
certify	trust	0.625	potvrditi
wonderful	trust	0.625	predivno
engaged	trust	0.625	angažiran
accurate	trust	0.625	točan
approvement	trust	0.617	odobrenje
optimism	trust	0.617	optimizam
planning	trust	0.617	planiranje
believer	trust	0.617	vjernik
advice	trust	0.617	savjet
commend	trust	0.617	pohvaliti
gospel	trust	0.617	Gospel
objective	trust	0.617	cilj
rational	trust	0.617	racionalan
cherish	trust	0.617	njegovati
constantly	trust	0.617	konstantno
haven	trust	0.617	utočište
fundamental	trust	0.617	temeljni
bedrock	trust	0.617	temelj
accord	trust	0.617	sporazum
triumphant	trust	0.617	pobjednički
surety	trust	0.617	jamstvo
testament	trust	0.617	zavjet
absolution	trust	0.617	oprost
truce	trust	0.617	primirje
reassure	trust	0.617	uvjeriti
appreciation	trust	0.617	zahvalnost
qualities	trust	0.617	kvalitete
passionate	trust	0.617	strastvena
good	trust	0.617	dobro
unimpeachable	trust	0.617	besprijekoran
corroborate	trust	0.617	potvrditi
thoughtful	trust	0.617	zamišljeno
heroine	trust	0.617	heroina
teach	trust	0.617	podučavati
god	trust	0.617	bog
attentive	trust	0.617	pažljiv
scripture	trust	0.609	sveto pismo
civilization	trust	0.609	civilizacija
magnificence	trust	0.609	veličanstvenost
recommend	trust	0.609	Preporuči
progression	trust	0.609	napredovanje
steward	trust	0.609	upravitelj
purification	trust	0.609	pročišćavanje
patron	trust	0.609	pokrovitelj
praiseworthy	trust	0.609	hvalevrijedan
heal	trust	0.609	liječiti
considerate	trust	0.609	obziran
blessings	trust	0.609	blagoslovi
mediator	trust	0.609	posrednik
babysitter	trust	0.609	dadilja
notary	trust	0.609	bilježnik
awareness	trust	0.609	svijest
vetted	trust	0.609	vjerovanja
excel	trust	0.609	excel
happy	trust	0.609	sretan
praise	trust	0.609	hvaliti
brilliant	trust	0.609	briljantan
liking	trust	0.609	sviđanje
definitive	trust	0.609	konačan
comfort	trust	0.609	udobnost
officer	trust	0.609	časnik
peace	trust	0.602	mir
serenity	trust	0.602	spokoj
unquestionable	trust	0.602	neupitna
embrace	trust	0.602	zagrljaj
identify	trust	0.602	identificirati
inspired	trust	0.602	nadahnut
steady	trust	0.602	postojan
nun	trust	0.602	časna sestra
guarded	trust	0.602	čuvan
symmetry	trust	0.602	simetrija
mainstay	trust	0.602	glavni oslonac
fulfill	trust	0.602	ispuniti
humility	trust	0.602	poniznost
helpful	trust	0.602	koristan
transcendence	trust	0.602	transcendencija
unconditional	trust	0.602	bezuvjetno
brave	trust	0.602	hrabar
brighten	trust	0.602	posvijetliti
experienced	trust	0.602	iskusan
enlightenment	trust	0.602	prosvjetljenje
sympathetic	trust	0.602	suosjećajan
witness	trust	0.602	svjedok
vigilant	trust	0.594	budan
ministry	trust	0.594	ministarstvo
admiral	trust	0.594	admiral
vigilance	trust	0.594	budnost
depend	trust	0.594	ovisiti
generosity	trust	0.594	velikodušnost
befriend	trust	0.594	sprijateljiti se
complimentary	trust	0.594	pozdravni
assessment	trust	0.594	procjena
fairly	trust	0.594	pošteno
enlighten	trust	0.594	prosvijetliti
strengthen	trust	0.594	ojačati
nurse	trust	0.594	medicinska sestra
endowment	trust	0.594	zadužbina
visionary	trust	0.594	vizionar
praised	trust	0.594	hvaljen
eminence	trust	0.594	eminencija
marry	trust	0.594	oženiti se
generous	trust	0.594	velikodušan
gratitude	trust	0.594	zahvalnost
sage	trust	0.594	kadulja
tranquility	trust	0.594	mir
openly	trust	0.594	otvoreno
grant	trust	0.594	odobriti
spouse	trust	0.594	suprug
philanthropic	trust	0.594	filantropski
regent	trust	0.594	regent
substantiate	trust	0.594	potkrijepiti
commendation	trust	0.594	pohvala
council	trust	0.594	vijeće
efficient	trust	0.594	učinkovit
sweetheart	trust	0.589	dušo
bylaw	trust	0.586	podzakonski akt
magnificent	trust	0.586	veličanstvena
designation	trust	0.586	oznaka
godly	trust	0.586	božji
seniority	trust	0.586	radni staž
conservation	trust	0.586	očuvanje
educational	trust	0.586	obrazovni
rooted	trust	0.586	ukorijenjen
inheritance	trust	0.586	nasljedstvo
diplomacy	trust	0.586	diplomacija
mate	trust	0.586	pariti
convince	trust	0.586	uvjeriti
unfailing	trust	0.586	nepogrešiv
share	trust	0.586	udio
monk	trust	0.586	redovnik
constitutional	trust	0.586	ustavna
lovely	trust	0.586	lijep
compliance	trust	0.586	usklađenost
attest	trust	0.586	posvjedočiti
victory	trust	0.586	pobjeda
serene	trust	0.586	spokojan
checklist	trust	0.586	spisak
husbandry	trust	0.586	stočarstvo
enjoying	trust	0.586	uživajući
revere	trust	0.586	duboko poštovati
tribe	trust	0.586	pleme
meritorious	trust	0.586	zaslužan
joyful	trust	0.586	radostan
delegate	trust	0.586	delegat
helper	trust	0.586	pomagač
angelic	trust	0.586	anđeoski
ambition	trust	0.586	ambicija
father	trust	0.586	otac
acclaim	trust	0.586	aklamirati
testimony	trust	0.586	svjedočanstvo
collectively	trust	0.586	kolektivno
sobriety	trust	0.586	trijeznost
prestige	trust	0.586	prestiž
firmness	trust	0.586	čvrstoća
structural	trust	0.578	strukturalni
impartiality	trust	0.578	nepristranost
navigator	trust	0.578	navigator
judge	trust	0.578	suditi
shelter	trust	0.578	zaklon
coexisting	trust	0.578	koegzistirajući
unquestioned	trust	0.578	neupitan
careful	trust	0.578	oprezan
obey	trust	0.578	poslušati
professor	trust	0.578	profesor
convinced	trust	0.578	uvjeren
communion	trust	0.578	pričest
cheerfulness	trust	0.578	vedrina
inviting	trust	0.578	pozivajući
irrefutable	trust	0.578	nepobitan
commandant	trust	0.578	zapovjednik
smile	trust	0.578	osmijeh
authoritative	trust	0.578	autoritativan
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalizirana
adore	trust	0.578	obožavati
upright	trust	0.578	uspravno
revival	trust	0.578	oživljavanje
dutiful	trust	0.578	dužan
watchdog	trust	0.578	pas čuvar
apostle	trust	0.570	apostol
volunteers	trust	0.570	dobrovoljci
immaculate	trust	0.570	besprijekoran
adhering	trust	0.570	pridržavajući se
unquestionably	trust	0.570	neupitno
advise	trust	0.570	savjetovati
punctual	trust	0.570	točan
consult	trust	0.570	savjetovati
ordinance	trust	0.570	pravilnik
complement	trust	0.570	upotpuniti, dopuna
modest	trust	0.570	skroman
everlasting	trust	0.570	vječna
compass	trust	0.570	kompas
heavenly	trust	0.570	nebeski
determinate	trust	0.570	određen
counsellor	trust	0.570	savjetnik
abundance	trust	0.570	obilje
guide	trust	0.570	vodič
earned	trust	0.570	provjeren
pedigree	trust	0.570	pedigre
relative	trust	0.570	relativna
principal	trust	0.570	glavni
plausible	trust	0.570	vjerojatan
collaborator	trust	0.570	suradnik
connective	trust	0.570	vezni
corroboration	trust	0.570	potvrda
insure	trust	0.570	osigurati
pilot	trust	0.570	pilot
unequivocal	trust	0.570	nedvosmislen
matron	trust	0.570	matrona
cuddle	trust	0.570	maziti
measured	trust	0.570	izmjereno
fort	trust	0.562	utvrda
treasurer	trust	0.562	blagajnik
apostolic	trust	0.562	apostolski
save	trust	0.562	uštedjeti
frankness	trust	0.562	iskrenost
insight	trust	0.562	uvid
admit	trust	0.562	priznati
earn	trust	0.562	zaraditi
remarkable	trust	0.562	izvanredan
strong	trust	0.562	snažna
content	trust	0.562	sadržaj
vitality	trust	0.562	vitalnost
prize	trust	0.562	nagrada
vigorous	trust	0.562	snažan
congregation	trust	0.562	zajednica
uplift	trust	0.562	uzdizanje
spotless	trust	0.562	besprijekoran
devout	trust	0.562	pobožan
soothing	trust	0.562	umirujući
miracle	trust	0.562	čudo
cohesion	trust	0.562	kohezija
lovemaking	trust	0.562	vođenje ljubavi
curable	trust	0.562	izlječiv
pleasant	trust	0.562	ugodan
jury	trust	0.562	žiri
pertinent	trust	0.562	primjeran, vazan
succeeding	trust	0.562	uspjevši
concordance	trust	0.562	suglasnost
jurist	trust	0.562	pravnik
applaud	trust	0.562	pljeskati
ordination	trust	0.562	ređenje
compensate	trust	0.562	nadoknaditi
patience	trust	0.555	strpljenje
mediate	trust	0.555	posredovati
coach	trust	0.555	trener
illumination	trust	0.555	osvjetljenje
cultivate	trust	0.555	kultivirati
providing	trust	0.555	pružanje
precedence	trust	0.555	prednost
exalt	trust	0.555	uzdizati
succeed	trust	0.555	uspjeti
inclusion	trust	0.555	uključenje, Ubrajanje
meditate	trust	0.555	meditirati
coalesce	trust	0.555	spojiti se
betrothed	trust	0.555	zaručnica
midwife	trust	0.555	primalja
veteran	trust	0.555	veteran
destined	trust	0.555	suđeno
auditor	trust	0.555	revizor
privacy	trust	0.555	privatnost
restorative	trust	0.555	obnoviteljski
influential	trust	0.555	utjecajan
impartial	trust	0.555	nepristran
discretion	trust	0.555	diskrecija
foresight	trust	0.555	predviđanje
congruence	trust	0.555	kongruencija
worship	trust	0.555	štovati
constant	trust	0.555	konstantno
reunion	trust	0.555	ponovno sjedinjenje
intuition	trust	0.555	intuicija
reconciliation	trust	0.555	pomirenje
ambulance	trust	0.555	kola hitne pomoći
defender	trust	0.555	branitelj
greatness	trust	0.555	veličina
buddy	trust	0.555	prijatelj
vote	trust	0.555	glasanje
physicist	trust	0.555	fizičar
prophet	trust	0.555	prorok
prevalent	trust	0.547	prevladavajući
eyewitness	trust	0.547	očevidac
durable	trust	0.547	izdržljiva
prudent	trust	0.547	razborit
securities	trust	0.547	vrijednosni papiri
salvation	trust	0.547	spasenje
govern	trust	0.547	vladati
law	trust	0.547	zakon
proud	trust	0.547	ponos
cheer	trust	0.547	bodriti
reinforcement	trust	0.547	pojačanje
promises	trust	0.547	zaradio
invocation	trust	0.547	zazivanje
provide	trust	0.547	pružiti
friendly	trust	0.547	prijateljski
commanding	trust	0.547	zapovijedajući
temperate	trust	0.547	umjerena
conciliation	trust	0.547	mirenje
convent	trust	0.547	samostan
heritage	trust	0.547	baština
independence	trust	0.547	neovisnost
rejoice	trust	0.547	veseliti se
engaging	trust	0.547	angažiranje
readiness	trust	0.547	spremnost
registry	trust	0.547	registar
statement	trust	0.547	izjava
liberty	trust	0.547	sloboda
forgive	trust	0.547	oprostiti
ancestral	trust	0.547	predački
impenetrable	trust	0.547	neprobojan
choices	trust	0.539	obećanja
psalms	trust	0.539	psalmi
majority	trust	0.539	većina
antidote	trust	0.539	protuotrov
tantamount	trust	0.539	jednaka
perfect	trust	0.539	savršen
regularity	trust	0.539	pravilnost
chronicle	trust	0.539	kronika
ensemble	trust	0.539	ansambl
applause	trust	0.539	pljesak
obedience	trust	0.539	poslušnost
aspiring	trust	0.539	težeći
watchman	trust	0.539	stražar
inimitable	trust	0.539	neponovljiv
chastity	trust	0.539	čednost
architecture	trust	0.539	arhitektura
stamina	trust	0.539	izdržljivost
delightful	trust	0.539	divan
exalted	trust	0.539	uzvišen
relevant	trust	0.539	relevantan
reinforcements	trust	0.539	pojačanja
proctor	trust	0.539	proctor
immovable	trust	0.539	nepokretna
instructions	trust	0.539	upute
define	trust	0.539	definirati
uncensured	trust	0.539	necenzuriran
institute	trust	0.539	institut
responsive	trust	0.539	uzvratni
recovery	trust	0.539	oporavak
