English Word	Emotion	Emotion-Intensity-Score	Norwegian Word
subito	surprise	0.461	subito
overestimate	surprise	0.453	overvurdere
ordeal	surprise	0.453	prøvelse
evanescence	surprise	0.453	evanescens
merriment	surprise	0.453	munterhet
raffle	surprise	0.453	lotteri
winning	surprise	0.453	vinne
wonderful	surprise	0.453	herlig
hoax	surprise	0.453	bløff
confession	surprise	0.453	tilståelse
splendid	surprise	0.445	fantastisk
stound	surprise	0.445	sto
perchance	surprise	0.445	muligens
excel	surprise	0.445	utmerke
enthusiast	surprise	0.445	entusiast
gambling	surprise	0.445	gambling
feat	surprise	0.445	bragd
laughter	surprise	0.445	latter
brighten	surprise	0.438	lysere
unique	surprise	0.438	unik
senseless	surprise	0.438	meningsløs
changeable	surprise	0.438	foranderlig
splendor	surprise	0.438	prakt
rapt	surprise	0.438	henført
unintentional	surprise	0.438	utilsiktet
fascination	surprise	0.430	fascinasjon
trepidation	surprise	0.430	frykt
lawsuit	surprise	0.430	rettssak
gift	surprise	0.430	gave
stealthy	surprise	0.430	snikende
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrige
delighted	surprise	0.430	glad
judgment	surprise	0.422	dømmekraft
stealth	surprise	0.422	skjult
enchant	surprise	0.422	fortrylle
originality	surprise	0.422	originalitet
riddle	surprise	0.422	gåte
quicksilver	surprise	0.422	kvikksølv
illegitimate	surprise	0.414	uekte
experiment	surprise	0.414	eksperiment
elusive	surprise	0.414	flyktig
syncope	surprise	0.414	synkope
liberation	surprise	0.414	frigjøring
spirits	surprise	0.414	brennevin
perjury	surprise	0.414	mened
veracity	surprise	0.414	sannhet
parade	surprise	0.406	parade
applause	surprise	0.406	bifall
inspired	surprise	0.406	inspirert
allure	surprise	0.406	lokke
eager	surprise	0.406	ivrig
gambler	surprise	0.406	spiller
fete	surprise	0.406	fest
divorce	surprise	0.398	skilsmisse
guess	surprise	0.398	Gjett
princely	surprise	0.398	fyrstelig
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	hemmelighold
incontinence	surprise	0.391	inkontinens
peri	surprise	0.391	peri
cheerful	surprise	0.391	munter
hermaphrodite	surprise	0.391	hermafroditt
supremacy	surprise	0.391	overherredømme
aspiration	surprise	0.391	aspirasjon
buck	surprise	0.383	dollar
lose	surprise	0.383	å tape
cadaver	surprise	0.383	kadaver
crowning	surprise	0.383	kroning
praiseworthy	surprise	0.383	prisverdig
inheritance	surprise	0.383	arv
score	surprise	0.383	score
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kamuflert
advance	surprise	0.375	avansere
succeed	surprise	0.375	lykkes
frisky	surprise	0.375	frekk
mystic	surprise	0.375	mystiker
compliment	surprise	0.375	kompliment
hope	surprise	0.367	håp
joker	surprise	0.367	joker
sparkle	surprise	0.367	gnistre
excavation	surprise	0.367	utgraving
sensual	surprise	0.367	sensuell
entertainment	surprise	0.359	underholdning
feeling	surprise	0.359	følelse
modify	surprise	0.352	endre
blessings	surprise	0.352	velsignelser
newcomer	surprise	0.352	nykommer
obit	surprise	0.352	obit
postponement	surprise	0.352	utsettelse
award	surprise	0.352	tildele
clown	surprise	0.352	klovn
highest	surprise	0.344	høyest
hero	surprise	0.344	helt
glorify	surprise	0.344	lovprise
proficiency	surprise	0.344	ferdigheter
start	surprise	0.344	start
wonderfully	surprise	0.344	fantastisk
celebrity	surprise	0.344	kjendis
rekindle	surprise	0.336	tenne opp igjen
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	helliggjøre
unbeaten	surprise	0.336	ubeseiret
prodigious	surprise	0.336	fantastisk
grin	surprise	0.336	glise
memorable	surprise	0.336	minneverdig
warned	surprise	0.336	advart
dissolution	surprise	0.336	oppløsning
hypertrophy	surprise	0.328	hypertrofi
admiration	surprise	0.328	beundring
examination	surprise	0.320	undersøkelse
angel	surprise	0.320	engel
present	surprise	0.320	tilstede
catch	surprise	0.320	å fange
hap	surprise	0.320	hap
saint	surprise	0.312	helgen
embrace	surprise	0.312	omfavne
flirt	surprise	0.312	flørte
puma	surprise	0.312	puma
kiss	surprise	0.312	kysse
liberty	surprise	0.312	frihet
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	behandle
inaffable	surprise	0.312	urokkelig
occasional	surprise	0.312	sporadisk
dismissal	surprise	0.312	avskjedigelse
perfection	surprise	0.305	fullkommenhet
saintly	surprise	0.305	hellig
gratify	surprise	0.305	tilfredsstille
generosity	surprise	0.305	gavmildhet
sally	surprise	0.305	sally
palpable	surprise	0.297	håndgripelig
finally	surprise	0.297	til slutt
differently	surprise	0.297	annerledes
polarity	surprise	0.297	polaritet
ceremony	surprise	0.297	seremoni
favorable	surprise	0.297	gunstig
larger	surprise	0.297	større
warn	surprise	0.297	varsle
medal	surprise	0.289	medalje
romance	surprise	0.289	romanse
inviting	surprise	0.289	innbydende
greeting	surprise	0.289	hilsen
resignation	surprise	0.281	oppsigelse
accolade	surprise	0.281	utmerkelse
labor	surprise	0.281	arbeid
candid	surprise	0.281	oppriktige
trip	surprise	0.281	tur
stare	surprise	0.273	stirre
admire	surprise	0.266	beundre
glimmer	surprise	0.266	glimt
playful	surprise	0.266	leken
somatic	surprise	0.266	somatisk
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimikk
insolvency	surprise	0.266	insolvens
immerse	surprise	0.266	senke
invite	surprise	0.266	invitere
compensate	surprise	0.266	kompensere
receiving	surprise	0.258	mottar
complement	surprise	0.258	komplement
chuckle	surprise	0.258	humre
laugh	surprise	0.258	latter
hypothesis	surprise	0.258	hypotese
honeymoon	surprise	0.250	bryllupsreise
opera	surprise	0.242	opera
pleasant	surprise	0.242	hyggelig
marry	surprise	0.242	gifte seg
independence	surprise	0.242	uavhengighet
chant	surprise	0.234	sang
holiness	surprise	0.234	hellighet
assessment	surprise	0.234	evaluering
rhythmical	surprise	0.234	rytmisk
hopeful	surprise	0.234	håpefull
leave	surprise	0.234	permisjon
trophy	surprise	0.234	trofé
deal	surprise	0.227	avtale
procession	surprise	0.227	prosesjon
placard	surprise	0.227	plakat
shopping	surprise	0.219	shopping
musical	surprise	0.219	musikalsk
cherish	surprise	0.219	verne om
good	surprise	0.219	god
dawn	surprise	0.211	soloppgang
simplify	surprise	0.211	forenkle
shell	surprise	0.211	skall
morals	surprise	0.203	moral
money	surprise	0.203	penger
nullify	surprise	0.203	annullere
purity	surprise	0.203	renhet
sweet	surprise	0.203	søt
synchronize	surprise	0.195	synkronisere
precious	surprise	0.195	dyrebar
humanitarian	surprise	0.195	humanitære
preservative	surprise	0.195	konserveringsmiddel
unfulfilled	surprise	0.195	uoppfylt
obliging	surprise	0.188	forpliktende
singularly	surprise	0.188	enkeltvis
graduation	surprise	0.180	eksamen
foresee	surprise	0.180	forutse
pray	surprise	0.180	be
lovely	surprise	0.180	herlig
thirst	surprise	0.172	tørst
mouth	surprise	0.172	munn
youth	surprise	0.172	ungdom
sun	surprise	0.172	sol
art	surprise	0.172	Kunst
goodness	surprise	0.164	godhet
latent	surprise	0.156	latent
visor	surprise	0.156	visir
overdue	surprise	0.156	forfalt
practiced	surprise	0.156	øvd
loyal	surprise	0.148	lojal
expect	surprise	0.148	forvente
wireless	surprise	0.148	trådløst
destination	surprise	0.148	mål
infant	surprise	0.141	spedbarn
cream	surprise	0.141	krem
slush	surprise	0.141	slaps
quote	surprise	0.141	sitat
playground	surprise	0.133	lekeplass
vote	surprise	0.125	stemme
teach	surprise	0.125	lære bort
organization	surprise	0.125	organisasjon
dolphin	surprise	0.117	delfin
weight	surprise	0.117	vekt
smile	surprise	0.117	smil
sisterhood	surprise	0.109	søsterskap
cable	surprise	0.109	kabel
sunny	surprise	0.102	solfylt
steady	surprise	0.094	stødig
peaceful	surprise	0.086	fredelig
spa	surprise	0.086	spa
leisure	surprise	0.086	fritid
picnic	surprise	0.078	piknik
tree	surprise	0.078	tre
worm	surprise	0.055	mark
truthfulness	trust	0.906	sannferdighet
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	troverdig
honor	trust	0.844	ære
honesty	trust	0.844	ærlighet
honest	trust	0.844	ærlig
truth	trust	0.844	sannhet
truthful	trust	0.836	sannferdig
trusting	trust	0.836	tillitsfulle
brotherhood	trust	0.820	brorskap
entrust	trust	0.812	overlate
committed	trust	0.805	engasjert
loyalty	trust	0.805	lojalitet
integrity	trust	0.805	integritet
honorable	trust	0.805	hederlig
trust	trust	0.805	tillit
credibility	trust	0.805	troverdighet
faithful	trust	0.797	trofast
sincere	trust	0.797	oppriktig
partnership	trust	0.789	samarbeid
responsible	trust	0.789	ansvarlig
true	trust	0.789	ekte
wisdom	trust	0.789	visdom
verification	trust	0.781	bekreftelse
cooperative	trust	0.781	kooperativ
vow	trust	0.781	løfte
oath	trust	0.781	ed
respectable	trust	0.773	respektabel
sisterhood	trust	0.773	søsterskap
hero	trust	0.773	helt
credible	trust	0.773	troverdig
promise	trust	0.773	love
verified	trust	0.773	verifisert
qualified	trust	0.766	utdannet
authentication	trust	0.766	godkjenning
respected	trust	0.766	respektert
compassion	trust	0.759	medfølelse
approval	trust	0.758	godkjenning
moral	trust	0.758	moralsk
reliability	trust	0.758	pålitelighet
trusts	trust	0.758	klarert
safekeeping	trust	0.758	oppbevaring
reputable	trust	0.758	anerkjente
love	trust	0.758	kjærlighet
friend	trust	0.750	venn
stable	trust	0.750	stabil
authentic	trust	0.750	autentisk
competence	trust	0.750	kompetanse
safeguard	trust	0.750	sikre
companion	trust	0.750	kompanjong
advised	trust	0.750	rådet
respect	trust	0.750	respekt
loyal	trust	0.750	lojal
genuine	trust	0.750	ekte
friendships	trust	0.750	stoler
ally	trust	0.750	alliert
proven	trust	0.742	bevist
freedom	trust	0.742	frihet
respects	trust	0.742	respekterer
accepting	trust	0.742	vennskap
faith	trust	0.742	tro
wholesome	trust	0.742	sunn
heartfelt	trust	0.734	hjertefølt
unification	trust	0.734	samling
confirmation	trust	0.734	bekreftelse
protecting	trust	0.734	beskytte
reassurance	trust	0.734	beroligelse
trustee	trust	0.734	bobestyrer
supporter	trust	0.734	tilhenger
respectful	trust	0.734	respektfull
admirable	trust	0.734	beundringsverdig
fact	trust	0.727	faktum
friendship	trust	0.727	vennskap
partners	trust	0.727	aksepterer
confidentially	trust	0.727	konfidensielt
confident	trust	0.727	Selvsikker
equality	trust	0.727	likestilling
alliance	trust	0.727	allianse
credential	trust	0.727	legitimasjon
believing	trust	0.727	tro
excellence	trust	0.727	fortreffelighet
agreement	trust	0.727	avtale
closeness	trust	0.719	nærhet
authenticate	trust	0.719	autentisere
virtuous	trust	0.719	dydig
intelligence	trust	0.719	intelligens
kindred	trust	0.719	slekt
virtue	trust	0.719	dyd
honored	trust	0.719	hedret
justice	trust	0.711	Rettferdighet
charitable	trust	0.711	veldedige
determination	trust	0.711	besluttsomhet
creditable	trust	0.711	kredittverdig
consistency	trust	0.711	konsistens
allegiance	trust	0.711	troskap
cooperation	trust	0.711	samarbeid
guarantee	trust	0.711	garanti
dedication	trust	0.711	dedikasjon
straightforward	trust	0.711	rett fram
cooperating	trust	0.711	samarbeider
reliable	trust	0.703	pålitelig
nurture	trust	0.703	pleie
mother	trust	0.703	mor
fulfilled	trust	0.703	oppfylt
admiration	trust	0.703	beundring
mentor	trust	0.703	mentor
guardianship	trust	0.703	vergemål
assurance	trust	0.703	forsikring
morality	trust	0.703	moral
motherhood	trust	0.703	morskap
innocent	trust	0.703	uskyldig
reverence	trust	0.703	ærbødighet
sanctuary	trust	0.703	helligdom
friendliness	trust	0.703	vennlighet
prepared	trust	0.703	forberedt
admire	trust	0.703	beundre
protected	trust	0.703	beskyttet
proof	trust	0.703	bevis
bodyguard	trust	0.695	livvakt
skillful	trust	0.695	dyktig
marriage	trust	0.695	ekteskap
allied	trust	0.695	allierte
morals	trust	0.695	moral
humanitarian	trust	0.695	humanitære
pact	trust	0.695	pakt
courage	trust	0.695	mot
accountable	trust	0.695	ansvarlig
agreeable	trust	0.695	behagelig
united	trust	0.695	forent
indestructible	trust	0.695	uforgjengelig
approving	trust	0.695	godkjenner
guardian	trust	0.695	verge
compassionate	trust	0.695	medfølende
scientist	trust	0.695	forsker
certified	trust	0.695	sertifisert
pledge	trust	0.688	løfte
adviser	trust	0.688	rådgiver
authenticity	trust	0.688	autentisitet
understanding	trust	0.688	forståelse
secure	trust	0.688	sikre
guidance	trust	0.688	veiledning
monogamy	trust	0.688	monogami
valor	trust	0.688	tapperhet
solidity	trust	0.688	soliditet
perfection	trust	0.688	fullkommenhet
believed	trust	0.688	trodde
humanity	trust	0.688	menneskeheten
justifiable	trust	0.688	forsvarlig
competent	trust	0.688	kompetent
esteem	trust	0.688	aktelse
protector	trust	0.680	beskytter
inspire	trust	0.680	inspirere
hope	trust	0.680	håp
strongest	trust	0.680	partnere
expertise	trust	0.680	ekspertise
humble	trust	0.680	ydmyk
indivisible	trust	0.680	udelelig
official	trust	0.680	offisielt
affirm	trust	0.680	bekrefte
familiarity	trust	0.680	familiær
confirmed	trust	0.680	bekreftet
diligence	trust	0.680	aktsomhet
grandfather	trust	0.680	farfar
advocacy	trust	0.680	beslutningspåvirkning
goodness	trust	0.680	godhet
commendable	trust	0.680	prisverdig
acceptance	trust	0.680	godkjennelse
diplomatic	trust	0.680	diplomatisk
leader	trust	0.680	leder
confide	trust	0.680	betro
agreeing	trust	0.680	enig
approve	trust	0.680	vedta
professional	trust	0.680	profesjonell
elders	trust	0.680	eldste
confidential	trust	0.680	konfidensiell
faultless	trust	0.672	feilfri
believes	trust	0.672	akseptert
sanctify	trust	0.672	helliggjøre
intelligent	trust	0.672	intelligent
safe	trust	0.672	sikker
accepted	trust	0.672	sterkest
dignity	trust	0.672	verdighet
unwavering	trust	0.672	urokkelig
encyclopedia	trust	0.672	leksikon
mastery	trust	0.672	mestring
cohesive	trust	0.672	sammenhengende
harmoniously	trust	0.672	harmonisk
benevolence	trust	0.672	velvilje
healing	trust	0.672	helbredelse
accredited	trust	0.672	akkreditert
covenant	trust	0.672	pakt
accountability	trust	0.664	ansvarlighet
team	trust	0.664	team
authority	trust	0.664	autoritet
heroic	trust	0.664	heroisk
reliance	trust	0.664	avhengighet
expert	trust	0.664	Ekspert
communicate	trust	0.664	kommunisere
spiritual	trust	0.664	åndelig
impeccable	trust	0.664	upåklagelig
specialist	trust	0.664	spesialist
affirmatively	trust	0.664	bekreftende
proficient	trust	0.664	dyktig
fulfillment	trust	0.664	oppfyllelse
advocate	trust	0.664	advokat
disciple	trust	0.664	disippel
attestation	trust	0.664	attestasjon
merit	trust	0.664	bragd
supporting	trust	0.664	støttende
ambassador	trust	0.664	ambassadør
guidebook	trust	0.664	guidebok
accept	trust	0.664	aksepterer
strengthening	trust	0.661	styrking
holiness	trust	0.656	hellighet
facts	trust	0.656	fakta
warranty	trust	0.656	garanti
strength	trust	0.656	styrke
relationship	trust	0.656	forhold
defended	trust	0.656	forsvarte
constancy	trust	0.656	bestandighet
favorable	trust	0.656	gunstig
gentleman	trust	0.656	herre
counsel	trust	0.656	råd
scientific	trust	0.656	vitenskapelig
structure	trust	0.656	struktur
elder	trust	0.656	eldre
excellent	trust	0.656	utmerket
achieve	trust	0.656	oppnå
steadfast	trust	0.656	standhaftig
familiar	trust	0.656	velkjent
proficiency	trust	0.656	ferdigheter
supports	trust	0.656	mener
counselor	trust	0.648	rådgiver
lovable	trust	0.648	elskelig
advisable	trust	0.648	tilrådelig
agreed	trust	0.648	avtalt
heroism	trust	0.648	heltemot
rely	trust	0.648	stole på
uphold	trust	0.648	opprettholde
brother	trust	0.648	bror
matrimony	trust	0.648	ekteskap
assuredly	trust	0.648	helt sikkert
peaceful	trust	0.648	fredelig
saint	trust	0.648	helgen
unconditionally	trust	0.648	godtar
solidarity	trust	0.648	solidaritet
accepts	trust	0.648	støtter
inspiration	trust	0.648	inspirasjon
noble	trust	0.648	edel
successful	trust	0.648	vellykket
harmony	trust	0.648	harmoni
protective	trust	0.648	beskyttende
competency	trust	0.648	kompetanse
comrade	trust	0.648	kamerat
academic	trust	0.648	akademisk
assist	trust	0.648	assistere
worthy	trust	0.643	verdig
benefactor	trust	0.641	velgjører
credence	trust	0.641	troverdighet
confidence	trust	0.641	selvtillit
relationships	trust	0.641	betingelsesløst
ordained	trust	0.641	ordinert
legal	trust	0.641	lovlig
champion	trust	0.641	champion
lawful	trust	0.641	lovlig
durability	trust	0.641	varighet
judiciary	trust	0.641	domstolene
doctor	trust	0.641	doktor
loving	trust	0.641	kjærlig
assure	trust	0.641	forsikre
establish	trust	0.641	etablere
mamma	trust	0.641	mamma
kind	trust	0.641	snill
unity	trust	0.641	enhet
conscientious	trust	0.641	pliktoppfyllende
real	trust	0.641	ekte
coexist	trust	0.641	sameksistere
leading	trust	0.641	ledende
teacher	trust	0.641	lærer
intimate	trust	0.634	intimt
brotherly	trust	0.633	broderlig
physician	trust	0.633	lege
judicial	trust	0.633	rettslig
saintly	trust	0.633	hellig
aspiration	trust	0.633	aspirasjon
conscience	trust	0.633	samvittighet
therapeutic	trust	0.633	terapeutisk
fidelity	trust	0.633	gjengivelse
soundness	trust	0.633	forsvarlighet
important	trust	0.633	viktig
homage	trust	0.633	hyllest
legitimacy	trust	0.633	legitimitet
fortitude	trust	0.633	mot
deepest	trust	0.633	forhold
approved	trust	0.633	godkjent
courageous	trust	0.633	modig
devotional	trust	0.633	andakt
endorse	trust	0.633	fremheve
backbone	trust	0.633	ryggrad
authorize	trust	0.633	autorisere
practiced	trust	0.633	øvd
sanctification	trust	0.633	helliggjørelse
hopeful	trust	0.633	håpefull
convincing	trust	0.633	overbevisende
bless	trust	0.633	velsigne
angel	trust	0.625	engel
authorization	trust	0.625	autorisasjon
assured	trust	0.625	forsikret
purify	trust	0.625	rense
caretaker	trust	0.625	vaktmester
regard	trust	0.625	hensyn
profound	trust	0.625	dyp
achievement	trust	0.625	oppnåelse
evident	trust	0.625	tydelig
positivity	trust	0.625	positivitet
communication	trust	0.625	kommunikasjon
professorship	trust	0.625	professorat
blessing	trust	0.625	velsignelse
beliefs	trust	0.625	dypest
encourage	trust	0.625	oppmuntre
fireman	trust	0.625	brannmann
majestic	trust	0.625	majestetisk
civilized	trust	0.625	sivilisert
certify	trust	0.625	sertifisere
wonderful	trust	0.625	herlig
engaged	trust	0.625	forlovet
accurate	trust	0.625	korrekt
approvement	trust	0.617	godkjenning
optimism	trust	0.617	optimisme
planning	trust	0.617	planlegger
believer	trust	0.617	troende
advice	trust	0.617	råd
commend	trust	0.617	anbefale
gospel	trust	0.617	evangelium
objective	trust	0.617	objektiv
rational	trust	0.617	rasjonell
cherish	trust	0.617	verne om
constantly	trust	0.617	stadig
haven	trust	0.617	havn
fundamental	trust	0.617	fundamental
bedrock	trust	0.617	berggrunn
accord	trust	0.617	avtale
triumphant	trust	0.617	triumferende
surety	trust	0.617	kausjonist
testament	trust	0.617	testamente
absolution	trust	0.617	absolusjon
truce	trust	0.617	våpenhvile
reassure	trust	0.617	Forsikre
appreciation	trust	0.617	verdsettelse
qualities	trust	0.617	kvaliteter
passionate	trust	0.617	lidenskapelig
good	trust	0.617	god
unimpeachable	trust	0.617	upåklagelig
corroborate	trust	0.617	underbygge
thoughtful	trust	0.617	omtenksom
heroine	trust	0.617	heltinne
teach	trust	0.617	lære bort
god	trust	0.617	Gud
attentive	trust	0.617	oppmerksomme
scripture	trust	0.609	skrift
civilization	trust	0.609	sivilisasjon
magnificence	trust	0.609	storhet
recommend	trust	0.609	anbefale
progression	trust	0.609	progresjon
steward	trust	0.609	steward
purification	trust	0.609	rensing
patron	trust	0.609	beskytter
praiseworthy	trust	0.609	prisverdig
heal	trust	0.609	helbrede
considerate	trust	0.609	hensynsfull
blessings	trust	0.609	velsignelser
mediator	trust	0.609	formidler
babysitter	trust	0.609	barnevakt
notary	trust	0.609	notarius publicus
awareness	trust	0.609	bevissthet
vetted	trust	0.609	tro
excel	trust	0.609	utmerke
happy	trust	0.609	lykkelig
praise	trust	0.609	ros
brilliant	trust	0.609	strålende
liking	trust	0.609	liker
definitive	trust	0.609	definitive
comfort	trust	0.609	komfort
officer	trust	0.609	offiser
peace	trust	0.602	fred
serenity	trust	0.602	sinnsro
unquestionable	trust	0.602	utvilsomt
embrace	trust	0.602	omfavne
identify	trust	0.602	identifisere
inspired	trust	0.602	inspirert
steady	trust	0.602	stødig
nun	trust	0.602	nonne
guarded	trust	0.602	bevoktet
symmetry	trust	0.602	symmetri
mainstay	trust	0.602	bærebjelke
fulfill	trust	0.602	innfri
humility	trust	0.602	ydmykhet
helpful	trust	0.602	hjelpsom
transcendence	trust	0.602	transcendens
unconditional	trust	0.602	betingelsesløs
brave	trust	0.602	modig
brighten	trust	0.602	lysere
experienced	trust	0.602	opplevde
enlightenment	trust	0.602	opplysning
sympathetic	trust	0.602	medfølende
witness	trust	0.602	vitne
vigilant	trust	0.594	årvåken
ministry	trust	0.594	departement
admiral	trust	0.594	admiral
vigilance	trust	0.594	årvåkenhet
depend	trust	0.594	avhenge
generosity	trust	0.594	gavmildhet
befriend	trust	0.594	bli venn
complimentary	trust	0.594	gratis
assessment	trust	0.594	evaluering
fairly	trust	0.594	rettferdig
enlighten	trust	0.594	opplyse
strengthen	trust	0.594	forsterke
nurse	trust	0.594	sykepleier
endowment	trust	0.594	begavelse
visionary	trust	0.594	visjonær
praised	trust	0.594	rost
eminence	trust	0.594	eminens
marry	trust	0.594	gifte seg
generous	trust	0.594	sjenerøs
gratitude	trust	0.594	takknemlighet
sage	trust	0.594	salvie
tranquility	trust	0.594	ro
openly	trust	0.594	åpent
grant	trust	0.594	stipend
spouse	trust	0.594	ektefelle
philanthropic	trust	0.594	filantropisk
regent	trust	0.594	regent
substantiate	trust	0.594	underbygge
commendation	trust	0.594	anbefaling
council	trust	0.594	råd
efficient	trust	0.594	effektiv
sweetheart	trust	0.589	kjære
bylaw	trust	0.586	vedtekt
magnificent	trust	0.586	storslått
designation	trust	0.586	betegnelse
godly	trust	0.586	gudfryktig
seniority	trust	0.586	ansiennitet
conservation	trust	0.586	bevaring
educational	trust	0.586	pedagogisk
rooted	trust	0.586	forankret
inheritance	trust	0.586	arv
diplomacy	trust	0.586	diplomati
mate	trust	0.586	kompis
convince	trust	0.586	overbevise
unfailing	trust	0.586	ufeilbarlig
share	trust	0.586	dele
monk	trust	0.586	munk
constitutional	trust	0.586	konstitusjonelle
lovely	trust	0.586	herlig
compliance	trust	0.586	samsvar
attest	trust	0.586	attestere
victory	trust	0.586	seier
serene	trust	0.586	fredelig
checklist	trust	0.586	sjekkliste
husbandry	trust	0.586	husdrift
enjoying	trust	0.586	Nyter
revere	trust	0.586	ære
tribe	trust	0.586	stamme
meritorious	trust	0.586	meritterende
joyful	trust	0.586	gledelig
delegate	trust	0.586	delegat
helper	trust	0.586	hjelper
angelic	trust	0.586	engleaktig
ambition	trust	0.586	ambisjon
father	trust	0.586	far
acclaim	trust	0.586	anerkjennelse
testimony	trust	0.586	vitnesbyrd
collectively	trust	0.586	samlet sett
sobriety	trust	0.586	Edruelighet
prestige	trust	0.586	prestisje
firmness	trust	0.586	fasthet
structural	trust	0.578	strukturell
impartiality	trust	0.578	upartiskhet
navigator	trust	0.578	navigator
judge	trust	0.578	dømme
shelter	trust	0.578	husly
coexisting	trust	0.578	sameksisterende
unquestioned	trust	0.578	ubestridt
careful	trust	0.578	forsiktig
obey	trust	0.578	lyde
professor	trust	0.578	professor
convinced	trust	0.578	overbevist
communion	trust	0.578	kommunion
cheerfulness	trust	0.578	munterhet
inviting	trust	0.578	innbydende
irrefutable	trust	0.578	ugjendrivelig
commandant	trust	0.578	kommandant
smile	trust	0.578	smil
authoritative	trust	0.578	autoritær
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalisert
adore	trust	0.578	forguder
upright	trust	0.578	oppreist
revival	trust	0.578	vekkelse
dutiful	trust	0.578	pliktoppfyllende
watchdog	trust	0.578	vakthund
apostle	trust	0.570	apostel
volunteers	trust	0.570	frivillige
immaculate	trust	0.570	plettfri
adhering	trust	0.570	fester seg
unquestionably	trust	0.570	utvilsomt
advise	trust	0.570	rådgi
punctual	trust	0.570	punktlig
consult	trust	0.570	rådføre
ordinance	trust	0.570	forordning
complement	trust	0.570	komplement
modest	trust	0.570	beskjeden
everlasting	trust	0.570	evig
compass	trust	0.570	kompass
heavenly	trust	0.570	himmelsk
determinate	trust	0.570	bestemme
counsellor	trust	0.570	rådgiver
abundance	trust	0.570	overflod
guide	trust	0.570	guide
earned	trust	0.570	undersøkt
pedigree	trust	0.570	stamtavle
relative	trust	0.570	slektning
principal	trust	0.570	rektor
plausible	trust	0.570	plausible
collaborator	trust	0.570	samarbeidspartner
connective	trust	0.570	bindende
corroboration	trust	0.570	bekreftelse
insure	trust	0.570	forsikre
pilot	trust	0.570	Pilot
unequivocal	trust	0.570	utvetydig
matron	trust	0.570	matrone
cuddle	trust	0.570	kose
measured	trust	0.570	målt
fort	trust	0.562	fort
treasurer	trust	0.562	kasserer
apostolic	trust	0.562	apostolisk
save	trust	0.562	lagre
frankness	trust	0.562	ærlighet
insight	trust	0.562	innsikt
admit	trust	0.562	innrømme
earn	trust	0.562	tjene
remarkable	trust	0.562	bemerkelsesverdig
strong	trust	0.562	sterk
content	trust	0.562	innhold
vitality	trust	0.562	vitalitet
prize	trust	0.562	premie
vigorous	trust	0.562	energisk
congregation	trust	0.562	forsamling
uplift	trust	0.562	heving
spotless	trust	0.562	plettfrie
devout	trust	0.562	troende
soothing	trust	0.562	beroligende
miracle	trust	0.562	mirakel
cohesion	trust	0.562	samhold
lovemaking	trust	0.562	samleie
curable	trust	0.562	kureres
pleasant	trust	0.562	hyggelig
jury	trust	0.562	jury
pertinent	trust	0.562	relevant
succeeding	trust	0.562	lykkes
concordance	trust	0.562	samsvar
jurist	trust	0.562	jurist
applaud	trust	0.562	klappe
ordination	trust	0.562	ordinasjon
compensate	trust	0.562	kompensere
patience	trust	0.555	tålmodighet
mediate	trust	0.555	mekle
coach	trust	0.555	trener
illumination	trust	0.555	belysning
cultivate	trust	0.555	dyrke
providing	trust	0.555	gir
precedence	trust	0.555	presedens
exalt	trust	0.555	opphøye
succeed	trust	0.555	lykkes
inclusion	trust	0.555	inkludering
meditate	trust	0.555	meditere
coalesce	trust	0.555	smelte sammen
betrothed	trust	0.555	forlovet
midwife	trust	0.555	jordmor
veteran	trust	0.555	veteran
destined	trust	0.555	skjebnebestemt
auditor	trust	0.555	revisor
privacy	trust	0.555	personvern
restorative	trust	0.555	gjenopprettende
influential	trust	0.555	innflytelsesrik
impartial	trust	0.555	upartisk
discretion	trust	0.555	diskresjon
foresight	trust	0.555	framsyn
congruence	trust	0.555	sammenfallende
worship	trust	0.555	tilbedelse
constant	trust	0.555	konstant
reunion	trust	0.555	gjenforening
intuition	trust	0.555	intuisjon
reconciliation	trust	0.555	forsoning
ambulance	trust	0.555	ambulanse
defender	trust	0.555	Forsvarer
greatness	trust	0.555	storhet
buddy	trust	0.555	kompis
vote	trust	0.555	stemme
physicist	trust	0.555	fysiker
prophet	trust	0.555	profet
prevalent	trust	0.547	utbredt
eyewitness	trust	0.547	øyenvitne
durable	trust	0.547	varig
prudent	trust	0.547	forsvarlig
securities	trust	0.547	verdipapirer
salvation	trust	0.547	frelse
govern	trust	0.547	styre
law	trust	0.547	lov
proud	trust	0.547	stolt
cheer	trust	0.547	oppmuntre
reinforcement	trust	0.547	forsterkning
promises	trust	0.547	tjent
invocation	trust	0.547	påkallelse
provide	trust	0.547	gi
friendly	trust	0.547	vennlig
commanding	trust	0.547	kommanderende
temperate	trust	0.547	temperert
conciliation	trust	0.547	forlik
convent	trust	0.547	kloster
heritage	trust	0.547	arv
independence	trust	0.547	uavhengighet
rejoice	trust	0.547	fryde
