English Word	Emotion	Emotion-Intensity-Score	Czech Word
vanish	surprise	0.617	zmizet
prank	surprise	0.617	žert
murder	surprise	0.617	vražda
thief	surprise	0.609	zloděj
blindfold	surprise	0.609	páska přes oči
unstable	surprise	0.609	nestabilní
strangle	surprise	0.609	uškrtit
coup	surprise	0.609	převrat
magical	surprise	0.609	magický
shatter	surprise	0.609	roztříštit
splash	surprise	0.609	šplouchnout
stupor	surprise	0.602	otupělost
inconceivable	surprise	0.602	nepředstavitelné
betray	surprise	0.602	zradit
defy	surprise	0.602	vzdorovat
jubilee	surprise	0.602	jubileum
assail	surprise	0.602	napadnout
deluge	surprise	0.602	potopa
tackle	surprise	0.602	řešit
monstrosity	surprise	0.594	obludnost
lightning	surprise	0.594	Blesk
stupendous	surprise	0.594	úžasné
shrill	surprise	0.594	pronikavý
mishap	surprise	0.594	nehoda
alerts	surprise	0.594	upozornění
mysterious	surprise	0.586	tajemný
randomly	surprise	0.586	náhodně
wild	surprise	0.586	divoký
deceit	surprise	0.586	podvod
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	past
uncanny	surprise	0.586	podivné
wondrous	surprise	0.586	úžasné
premature	surprise	0.578	předčasné
stagger	surprise	0.578	vrávorat
rejoicing	surprise	0.578	radovat se
godsend	surprise	0.578	dar z nebes
jubilant	surprise	0.578	jásavý
electric	surprise	0.578	elektrický
raving	surprise	0.578	nepříčetný
bizarre	surprise	0.578	bizarní
death	surprise	0.578	smrt
fluke	surprise	0.578	náhoda
oddity	surprise	0.578	zvláštnost
dynamic	surprise	0.570	dynamický
dismay	surprise	0.570	zděšení
revenge	surprise	0.570	pomsta
nefarious	surprise	0.562	zločinný
fascinate	surprise	0.562	fascinovat
jerk	surprise	0.562	blbec
ecstatic	surprise	0.562	extatický
reward	surprise	0.562	odměna
uncover	surprise	0.562	odhalit
reappear	surprise	0.562	znovu se objevit
zany	surprise	0.555	bláznivý
whim	surprise	0.555	rozmar
thaumaturgy	surprise	0.555	thaumaturgie
conjure	surprise	0.555	vykouzlit
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	zachránit
daze	surprise	0.547	omámení
heroism	surprise	0.547	hrdinství
illuminate	surprise	0.547	osvětlit
winner	surprise	0.547	vítěz
ejaculation	surprise	0.547	ejakulace
thwart	surprise	0.547	překazit
rarity	surprise	0.547	rarita
unbridled	surprise	0.547	nespoutaný
tantalizing	surprise	0.547	vzrušující
punch	surprise	0.539	rána pěstí
cheer	surprise	0.539	jásot
treason	surprise	0.539	zrada
violation	surprise	0.539	porušení
celebration	surprise	0.539	oslava
illusion	surprise	0.539	iluze
marvel	surprise	0.539	zázrak
lucky	surprise	0.539	šťastný
lunge	surprise	0.539	výpad
interrupt	surprise	0.539	přerušit
insult	surprise	0.539	urazit
concealed	surprise	0.531	skrytý
snag	surprise	0.531	zádrhel
sensation	surprise	0.531	pocit
banger	surprise	0.531	petarda
fearfully	surprise	0.531	ustrašeně
affront	surprise	0.531	urážka
jest	surprise	0.531	žert
undiscovered	surprise	0.523	neobjevený
liberate	surprise	0.523	osvobodit
veer	surprise	0.523	zatáčet
abandonment	surprise	0.523	opuštění
immediacy	surprise	0.523	bezprostřednost
improvise	surprise	0.523	improvizovat
victimized	surprise	0.523	obětí
scorpion	surprise	0.523	Štír
majestic	surprise	0.523	majestátní
wonder	surprise	0.523	divit se
rejoice	surprise	0.523	radovat se
tickle	surprise	0.516	šimrání
chance	surprise	0.516	šance
yelp	surprise	0.516	křičet
howl	surprise	0.516	výt
stealthily	surprise	0.516	tajně
unintentionally	surprise	0.508	neúmyslně
magnificent	surprise	0.508	velkolepý
reflex	surprise	0.508	reflex
garish	surprise	0.508	výstřední
transcendence	surprise	0.508	transcendence
rave	surprise	0.508	vztekat se
luck	surprise	0.508	štěstí
swerve	surprise	0.508	říznout
pop	surprise	0.508	pop
enliven	surprise	0.500	oživit
slayer	surprise	0.500	vrah
remarkable	surprise	0.500	pozoruhodný
infrequent	surprise	0.500	málo časté
pang	surprise	0.500	bolest
erotic	surprise	0.500	erotický
misbehavior	surprise	0.500	špatné chování
diversion	surprise	0.500	odklon
heroic	surprise	0.500	hrdinný
alertness	surprise	0.500	ostražitost
marvelous	surprise	0.500	úžasné
fainting	surprise	0.500	mdloba
embarrassment	surprise	0.500	rozpaky
nab	surprise	0.492	nab
birthday	surprise	0.492	narozeniny
camouflage	surprise	0.492	maskovat
unutterable	surprise	0.492	nevyslovitelné
chimera	surprise	0.492	chiméra
trump	surprise	0.492	trumf
decoy	surprise	0.492	vějička
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	velikost
exigent	surprise	0.492	naléhavý
prick	surprise	0.484	bodnutí
variable	surprise	0.484	variabilní
curiosity	surprise	0.484	zvědavost
daemon	surprise	0.484	démon
inexpressible	surprise	0.484	nepopsatelný
magician	surprise	0.484	kouzelník
underestimate	surprise	0.484	podcenění
fanfare	surprise	0.484	fanfára
horde	surprise	0.484	horda
zeal	surprise	0.484	horlivost
incident	surprise	0.477	incident
illumination	surprise	0.477	osvětlení
chicane	surprise	0.477	šikana
sneeze	surprise	0.477	kýchnutí
subversive	surprise	0.477	podvratný
gawk	surprise	0.477	zírat
fortune	surprise	0.477	štěstí
strange	surprise	0.477	zvláštní
dreadfully	surprise	0.477	děsivě
unguarded	surprise	0.477	nehlídané
prowl	surprise	0.469	slídit
reversal	surprise	0.469	obrácení
wizard	surprise	0.469	kouzelník
rapid	surprise	0.469	rychlý
leery	surprise	0.469	pochybující
break	surprise	0.461	přestávka
slip	surprise	0.461	uklouznutí
divergent	surprise	0.461	divergentní
hilarious	surprise	0.461	povedený
coincidence	surprise	0.461	náhoda
subito	surprise	0.461	subito
overestimate	surprise	0.453	přeceňovat
ordeal	surprise	0.453	utrpení
evanescence	surprise	0.453	prchání
merriment	surprise	0.453	veselí
raffle	surprise	0.453	tombola
winning	surprise	0.453	vítězný
wonderful	surprise	0.453	Báječné
hoax	surprise	0.453	hoax
confession	surprise	0.453	zpověď
splendid	surprise	0.445	nádherný
stound	surprise	0.445	zarazit
perchance	surprise	0.445	náhodou
excel	surprise	0.445	vynikat
enthusiast	surprise	0.445	nadšenec
gambling	surprise	0.445	hazardní hry
feat	surprise	0.445	výkon
laughter	surprise	0.445	smích
brighten	surprise	0.438	rozjasnit
unique	surprise	0.438	unikátní
senseless	surprise	0.438	nesmyslný
changeable	surprise	0.438	měnitelný
splendor	surprise	0.438	nádhera
rapt	surprise	0.438	zaujatý
unintentional	surprise	0.438	neúmyslné
fascination	surprise	0.430	okouzlení
trepidation	surprise	0.430	chvění
lawsuit	surprise	0.430	soudní spor
gift	surprise	0.430	dárek
stealthy	surprise	0.430	kradmý
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrika
delighted	surprise	0.430	potěšen
judgment	surprise	0.422	rozsudek
stealth	surprise	0.422	tajnost
enchant	surprise	0.422	okouzlit
originality	surprise	0.422	originalita
riddle	surprise	0.422	hádanka
quicksilver	surprise	0.422	rtuť
illegitimate	surprise	0.414	nelegitimní
experiment	surprise	0.414	experiment
elusive	surprise	0.414	nepolapitelný
syncope	surprise	0.414	synkopa
liberation	surprise	0.414	osvobození
spirits	surprise	0.414	duchy
perjury	surprise	0.414	křivá přísaha
veracity	surprise	0.414	pravdivost
parade	surprise	0.406	průvod
applause	surprise	0.406	potlesk
inspired	surprise	0.406	inspirovaný
allure	surprise	0.406	lákat
eager	surprise	0.406	dychtivý
gambler	surprise	0.406	hazardní hráč
fete	surprise	0.406	slavnost
divorce	surprise	0.398	rozvod
guess	surprise	0.398	tipni si
princely	surprise	0.398	knížecí
burlesque	surprise	0.398	parodie
secrecy	surprise	0.398	tajemství
incontinence	surprise	0.391	inkontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	veselý
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	svrchovanost
aspiration	surprise	0.391	aspirace
buck	surprise	0.383	dolar
lose	surprise	0.383	prohrát
cadaver	surprise	0.383	mrtvola
crowning	surprise	0.383	korunovat
praiseworthy	surprise	0.383	chvályhodný
inheritance	surprise	0.383	dědictví
score	surprise	0.383	skóre
gulp	surprise	0.375	doušek
camouflaged	surprise	0.375	maskovaný
advance	surprise	0.375	záloha
succeed	surprise	0.375	povést se
frisky	surprise	0.375	skotačivý
mystic	surprise	0.375	mystik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	naděje
joker	surprise	0.367	žolík
sparkle	surprise	0.367	Jiskra
excavation	surprise	0.367	vykopávka
sensual	surprise	0.367	smyslný
entertainment	surprise	0.359	zábava
feeling	surprise	0.359	pocit
modify	surprise	0.352	upravit
blessings	surprise	0.352	požehnání
newcomer	surprise	0.352	nováček
obit	surprise	0.352	obit
postponement	surprise	0.352	odložení
award	surprise	0.352	cena
clown	surprise	0.352	klaun
highest	surprise	0.344	nejvyšší
hero	surprise	0.344	hrdina
glorify	surprise	0.344	velebit
proficiency	surprise	0.344	odbornost
start	surprise	0.344	Start
wonderfully	surprise	0.344	báječně
celebrity	surprise	0.344	osobnost
rekindle	surprise	0.336	znovu zapálit
optimism	surprise	0.336	optimismus
sanctify	surprise	0.336	posvětit
unbeaten	surprise	0.336	neporažený
prodigious	surprise	0.336	podivuhodný
grin	surprise	0.336	úsměv
memorable	surprise	0.336	památný
warned	surprise	0.336	varoval
dissolution	surprise	0.336	rozpuštění
hypertrophy	surprise	0.328	hypertrofie
admiration	surprise	0.328	obdiv
examination	surprise	0.320	zkouška
angel	surprise	0.320	anděl
present	surprise	0.320	současnost, dárek
catch	surprise	0.320	úlovek
hap	surprise	0.320	dobře
saint	surprise	0.312	svatý
embrace	surprise	0.312	objetí
flirt	surprise	0.312	flirtovat
puma	surprise	0.312	puma
kiss	surprise	0.312	polibek
liberty	surprise	0.312	svoboda
scrimmage	surprise	0.312	rvačka
treat	surprise	0.312	zacházet
inaffable	surprise	0.312	nesnesitelný
occasional	surprise	0.312	příležitostné
dismissal	surprise	0.312	propuštění
perfection	surprise	0.305	dokonalost
saintly	surprise	0.305	svatý
gratify	surprise	0.305	uspokojit
generosity	surprise	0.305	velkorysost
sally	surprise	0.305	výpad
palpable	surprise	0.297	hmatatelné
finally	surprise	0.297	Konečně
differently	surprise	0.297	jinak
polarity	surprise	0.297	polarita
ceremony	surprise	0.297	obřad
favorable	surprise	0.297	příznivý
larger	surprise	0.297	větší
warn	surprise	0.297	varovat
medal	surprise	0.289	medaile
romance	surprise	0.289	romantika
inviting	surprise	0.289	zvoucí
greeting	surprise	0.289	Pozdrav
resignation	surprise	0.281	rezignace
accolade	surprise	0.281	vyznamenání
labor	surprise	0.281	práce
candid	surprise	0.281	upřímný
trip	surprise	0.281	výlet
stare	surprise	0.273	upřený pohled
admire	surprise	0.266	obdivovat
glimmer	surprise	0.266	záblesk
playful	surprise	0.266	hravý
somatic	surprise	0.266	somatické
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimikry
insolvency	surprise	0.266	platební neschopnost
immerse	surprise	0.266	ponořit
invite	surprise	0.266	pozvat
compensate	surprise	0.266	kompenzovat
receiving	surprise	0.258	přijímání
complement	surprise	0.258	doplněk
chuckle	surprise	0.258	smát se
laugh	surprise	0.258	smích
hypothesis	surprise	0.258	hypotéza
honeymoon	surprise	0.250	svatební cesta
opera	surprise	0.242	opera
pleasant	surprise	0.242	příjemný
marry	surprise	0.242	vdávat se
independence	surprise	0.242	nezávislost
chant	surprise	0.234	zpívat
holiness	surprise	0.234	svatost
assessment	surprise	0.234	Posouzení
rhythmical	surprise	0.234	rytmický
hopeful	surprise	0.234	nadějný
leave	surprise	0.234	odejít
trophy	surprise	0.234	trofej
deal	surprise	0.227	obchod
procession	surprise	0.227	průvod
placard	surprise	0.227	plakát
shopping	surprise	0.219	nakupování
musical	surprise	0.219	hudební
cherish	surprise	0.219	milovat
good	surprise	0.219	dobrý
dawn	surprise	0.211	svítání
simplify	surprise	0.211	zjednodušit
shell	surprise	0.211	skořápka
morals	surprise	0.203	morálky
money	surprise	0.203	peníze
nullify	surprise	0.203	anulovat
purity	surprise	0.203	čistota
sweet	surprise	0.203	bonbón
synchronize	surprise	0.195	synchronizovat
precious	surprise	0.195	drahocenný
humanitarian	surprise	0.195	humanitární
preservative	surprise	0.195	konzervační
unfulfilled	surprise	0.195	nesplněno
obliging	surprise	0.188	zavazující
singularly	surprise	0.188	ojediněle
graduation	surprise	0.180	promoce
foresee	surprise	0.180	předvídat
pray	surprise	0.180	modlit se
lovely	surprise	0.180	půvabný
thirst	surprise	0.172	žízeň
mouth	surprise	0.172	ústa
youth	surprise	0.172	mládí
sun	surprise	0.172	slunce
art	surprise	0.172	umění
goodness	surprise	0.164	dobrota
latent	surprise	0.156	latentní
visor	surprise	0.156	hledí
overdue	surprise	0.156	zpožděný
practiced	surprise	0.156	cvičil
loyal	surprise	0.148	loajální
expect	surprise	0.148	očekávat
wireless	surprise	0.148	bezdrátový
destination	surprise	0.148	destinace
infant	surprise	0.141	kojenec
cream	surprise	0.141	krém
slush	surprise	0.141	rozbředlý sníh
quote	surprise	0.141	citát
playground	surprise	0.133	hřiště
vote	surprise	0.125	hlasování
teach	surprise	0.125	učit
organization	surprise	0.125	organizace
dolphin	surprise	0.117	delfín
weight	surprise	0.117	hmotnost
smile	surprise	0.117	úsměv
sisterhood	surprise	0.109	sesterstvo
cable	surprise	0.109	kabel
sunny	surprise	0.102	slunný
steady	surprise	0.094	stabilní
peaceful	surprise	0.086	klidný
spa	surprise	0.086	lázně
leisure	surprise	0.086	volný čas
picnic	surprise	0.078	piknik
tree	surprise	0.078	strom
worm	surprise	0.055	červ
truthfulness	trust	0.906	pravdivost
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	důvěryhodný
honor	trust	0.844	čest
honesty	trust	0.844	poctivost
honest	trust	0.844	upřímný
truth	trust	0.844	pravda
truthful	trust	0.836	pravdivý
trusting	trust	0.836	důvěřivý
brotherhood	trust	0.820	bratrství
entrust	trust	0.812	svěřit
committed	trust	0.805	angažovaný
loyalty	trust	0.805	věrnost
integrity	trust	0.805	integrita
honorable	trust	0.805	ctihodný
trust	trust	0.805	důvěra
credibility	trust	0.805	důvěryhodnost
faithful	trust	0.797	věřící
sincere	trust	0.797	upřímný
partnership	trust	0.789	partnerství
responsible	trust	0.789	odpovědný
true	trust	0.789	skutečný
wisdom	trust	0.789	moudrost
verification	trust	0.781	ověření
cooperative	trust	0.781	družstevní
vow	trust	0.781	slib
oath	trust	0.781	přísaha
respectable	trust	0.773	slušný
sisterhood	trust	0.773	sesterstvo
hero	trust	0.773	hrdina
credible	trust	0.773	důvěryhodný
promise	trust	0.773	slib
verified	trust	0.773	ověřeno
qualified	trust	0.766	kvalifikovaný
authentication	trust	0.766	autentizace
respected	trust	0.766	respektován
compassion	trust	0.759	soucit
approval	trust	0.758	schválení
moral	trust	0.758	morální
reliability	trust	0.758	spolehlivost
trusts	trust	0.758	důvěryhodný
safekeeping	trust	0.758	úschova
reputable	trust	0.758	seriózní
love	trust	0.758	milovat
friend	trust	0.750	přítel
stable	trust	0.750	stabilní
authentic	trust	0.750	autentický
competence	trust	0.750	odborná způsobilost
safeguard	trust	0.750	chránit
companion	trust	0.750	společník
advised	trust	0.750	poradil
respect	trust	0.750	úcta
loyal	trust	0.750	loajální
genuine	trust	0.750	originální
friendships	trust	0.750	důvěry
ally	trust	0.750	spojenec
proven	trust	0.742	osvědčený
freedom	trust	0.742	svoboda
respects	trust	0.742	respektuje
accepting	trust	0.742	přátelství
faith	trust	0.742	víra
wholesome	trust	0.742	zdravý
heartfelt	trust	0.734	srdečný
unification	trust	0.734	unifikace
confirmation	trust	0.734	potvrzení
protecting	trust	0.734	chránící
reassurance	trust	0.734	ujištění
trustee	trust	0.734	správce
supporter	trust	0.734	podporovatel
respectful	trust	0.734	uctivý
admirable	trust	0.734	obdivuhodný
fact	trust	0.727	skutečnost
friendship	trust	0.727	přátelství
partners	trust	0.727	přijímání
confidentially	trust	0.727	důvěrně
confident	trust	0.727	sebejistý
equality	trust	0.727	rovnost
alliance	trust	0.727	aliance
credential	trust	0.727	pověření
believing	trust	0.727	věřící
excellence	trust	0.727	excelence
agreement	trust	0.727	dohoda
closeness	trust	0.719	blízkost
authenticate	trust	0.719	ověřit
virtuous	trust	0.719	ctnostný
intelligence	trust	0.719	inteligence
kindred	trust	0.719	příbuzenství
virtue	trust	0.719	ctnost
honored	trust	0.719	poctěn
justice	trust	0.711	spravedlnost
charitable	trust	0.711	charitativní
determination	trust	0.711	odhodlání
creditable	trust	0.711	úctyhodný
consistency	trust	0.711	konzistence
allegiance	trust	0.711	věrnost
cooperation	trust	0.711	spolupráce
guarantee	trust	0.711	záruka
dedication	trust	0.711	obětavost
straightforward	trust	0.711	přímočarý
cooperating	trust	0.711	spolupracující
reliable	trust	0.703	spolehlivý
nurture	trust	0.703	živit
mother	trust	0.703	matka
fulfilled	trust	0.703	splnil
admiration	trust	0.703	obdiv
mentor	trust	0.703	učitel
guardianship	trust	0.703	poručnictví
assurance	trust	0.703	ujištění
morality	trust	0.703	morálka
motherhood	trust	0.703	mateřství
innocent	trust	0.703	nevinný
reverence	trust	0.703	úcta
sanctuary	trust	0.703	svatyně
friendliness	trust	0.703	přívětivost
prepared	trust	0.703	připravený
admire	trust	0.703	obdivovat
protected	trust	0.703	chráněný
proof	trust	0.703	důkaz
bodyguard	trust	0.695	osobní strážce
skillful	trust	0.695	dovedný
marriage	trust	0.695	manželství
allied	trust	0.695	spojenecký
morals	trust	0.695	morálky
humanitarian	trust	0.695	humanitární
pact	trust	0.695	pakt
courage	trust	0.695	odvaha
accountable	trust	0.695	odpovědný
agreeable	trust	0.695	příjemný
united	trust	0.695	sjednocený
indestructible	trust	0.695	nezničitelný
approving	trust	0.695	schvalování
guardian	trust	0.695	opatrovník
compassionate	trust	0.695	soucitný
scientist	trust	0.695	vědec
certified	trust	0.695	certifikovaný
pledge	trust	0.688	slib
adviser	trust	0.688	poradce
authenticity	trust	0.688	pravost
understanding	trust	0.688	porozumění
secure	trust	0.688	zajistit
guidance	trust	0.688	vedení
monogamy	trust	0.688	monogamie
valor	trust	0.688	chrabrost
solidity	trust	0.688	pevnost
perfection	trust	0.688	dokonalost
believed	trust	0.688	věřil
humanity	trust	0.688	lidstvo
justifiable	trust	0.688	ospravedlnitelné
competent	trust	0.688	kompetentní
esteem	trust	0.688	úcta
protector	trust	0.680	ochránce
inspire	trust	0.680	inspirovat
hope	trust	0.680	naděje
strongest	trust	0.680	partnery
expertise	trust	0.680	odbornost
humble	trust	0.680	pokořit
indivisible	trust	0.680	nedělitelný
official	trust	0.680	oficiální
affirm	trust	0.680	potvrdit
familiarity	trust	0.680	obeznámenost
confirmed	trust	0.680	potvrzeno
diligence	trust	0.680	pečlivost
grandfather	trust	0.680	dědeček
advocacy	trust	0.680	obhajoba
goodness	trust	0.680	dobrota
commendable	trust	0.680	chvályhodné
acceptance	trust	0.680	přijetí
diplomatic	trust	0.680	diplomatický
leader	trust	0.680	vůdce
confide	trust	0.680	svěřit se
agreeing	trust	0.680	souhlasit
approve	trust	0.680	Schválit
professional	trust	0.680	profesionální
elders	trust	0.680	starší
confidential	trust	0.680	důvěrné
faultless	trust	0.672	bezchybný
believes	trust	0.672	přijato
sanctify	trust	0.672	posvětit
intelligent	trust	0.672	inteligentní
safe	trust	0.672	bezpečný
accepted	trust	0.672	nejsilnější
dignity	trust	0.672	důstojnost
unwavering	trust	0.672	neochvějný
encyclopedia	trust	0.672	encyklopedie
mastery	trust	0.672	mistrovství
cohesive	trust	0.672	soudržný
harmoniously	trust	0.672	harmonicky
benevolence	trust	0.672	shovívavost
healing	trust	0.672	léčení
accredited	trust	0.672	akreditovat, pověřit, zplnomocnit
covenant	trust	0.672	smlouva
accountability	trust	0.664	odpovědnost
team	trust	0.664	tým
authority	trust	0.664	autorita
heroic	trust	0.664	hrdinný
reliance	trust	0.664	důvěra
expert	trust	0.664	expert
communicate	trust	0.664	komunikovat
spiritual	trust	0.664	duchovní
impeccable	trust	0.664	dokonalý
specialist	trust	0.664	specialista
affirmatively	trust	0.664	kladně
proficient	trust	0.664	dovedný
fulfillment	trust	0.664	splnění
advocate	trust	0.664	zastánce
disciple	trust	0.664	žák
attestation	trust	0.664	atestace
merit	trust	0.664	zásluhy
supporting	trust	0.664	vedlejší
ambassador	trust	0.664	velvyslanec
guidebook	trust	0.664	průvodce
accept	trust	0.664	akceptovat
strengthening	trust	0.661	posilování
holiness	trust	0.656	svatost
facts	trust	0.656	fakta
warranty	trust	0.656	záruka
strength	trust	0.656	síla
relationship	trust	0.656	vztah
defended	trust	0.656	bránil
constancy	trust	0.656	stálost
favorable	trust	0.656	příznivý
gentleman	trust	0.656	gentleman
counsel	trust	0.656	poradce
scientific	trust	0.656	vědecký
structure	trust	0.656	struktura
elder	trust	0.656	starší
excellent	trust	0.656	vynikající
achieve	trust	0.656	dosáhnout
steadfast	trust	0.656	stálý
familiar	trust	0.656	známý
proficiency	trust	0.656	odbornost
supports	trust	0.656	věří
counselor	trust	0.648	poradce
lovable	trust	0.648	roztomilý
advisable	trust	0.648	vhodné
agreed	trust	0.648	souhlasil
heroism	trust	0.648	hrdinství
rely	trust	0.648	spolehnout se
uphold	trust	0.648	prosazovat
brother	trust	0.648	bratr
matrimony	trust	0.648	manželství
assuredly	trust	0.648	jistě
peaceful	trust	0.648	klidný
saint	trust	0.648	svatý
unconditionally	trust	0.648	přijímá
solidarity	trust	0.648	solidarita
accepts	trust	0.648	podporuje
inspiration	trust	0.648	inspirace
noble	trust	0.648	ušlechtilý
successful	trust	0.648	úspěšný
harmony	trust	0.648	harmonie
protective	trust	0.648	ochranný
competency	trust	0.648	kompetence
comrade	trust	0.648	soudruh
academic	trust	0.648	akademický
assist	trust	0.648	pomáhat
worthy	trust	0.643	hodný
benefactor	trust	0.641	patron
credence	trust	0.641	víra
confidence	trust	0.641	důvěra
relationships	trust	0.641	bezpodmínečně
ordained	trust	0.641	vysvěcen
legal	trust	0.641	právní
champion	trust	0.641	mistr
lawful	trust	0.641	zákonný
durability	trust	0.641	trvanlivost
judiciary	trust	0.641	justiční
doctor	trust	0.641	doktor
loving	trust	0.641	milující
assure	trust	0.641	ujistit
establish	trust	0.641	založit
mamma	trust	0.641	máma
kind	trust	0.641	druh
unity	trust	0.641	jednota
conscientious	trust	0.641	svědomitý
real	trust	0.641	nemovitý
coexist	trust	0.641	koexistovat
leading	trust	0.641	vedoucí
teacher	trust	0.641	učitel
intimate	trust	0.634	intimní
brotherly	trust	0.633	bratrský
physician	trust	0.633	lékař
judicial	trust	0.633	soudní
saintly	trust	0.633	svatý
aspiration	trust	0.633	aspirace
conscience	trust	0.633	svědomí
therapeutic	trust	0.633	terapeutický
fidelity	trust	0.633	věrnost
soundness	trust	0.633	solidnost
important	trust	0.633	Důležité
homage	trust	0.633	hold
legitimacy	trust	0.633	legitimnost
fortitude	trust	0.633	statečnost
deepest	trust	0.633	vztahy
approved	trust	0.633	schválený
courageous	trust	0.633	odvážný
devotional	trust	0.633	oddaný
endorse	trust	0.633	podporovat
backbone	trust	0.633	páteř
authorize	trust	0.633	povolit
practiced	trust	0.633	cvičil
sanctification	trust	0.633	posvěcení
hopeful	trust	0.633	nadějný
convincing	trust	0.633	přesvědčivý
bless	trust	0.633	žehnat
angel	trust	0.625	anděl
authorization	trust	0.625	povolení
assured	trust	0.625	zajištěno
purify	trust	0.625	očistit
caretaker	trust	0.625	domovník
regard	trust	0.625	považovat
profound	trust	0.625	hluboký
achievement	trust	0.625	úspěch
evident	trust	0.625	evidentní
positivity	trust	0.625	pozitivita
communication	trust	0.625	sdělení
professorship	trust	0.625	profesura
blessing	trust	0.625	požehnání
beliefs	trust	0.625	nejhlubší
encourage	trust	0.625	podporovat
fireman	trust	0.625	hasič
majestic	trust	0.625	majestátní
civilized	trust	0.625	civilizovaný
certify	trust	0.625	certifikovat
wonderful	trust	0.625	Báječné
engaged	trust	0.625	zasnoubený
accurate	trust	0.625	přesný
approvement	trust	0.617	schválení
optimism	trust	0.617	optimismus
planning	trust	0.617	plánování
believer	trust	0.617	věřící
advice	trust	0.617	Rada
commend	trust	0.617	chválit
gospel	trust	0.617	evangelium
objective	trust	0.617	objektivní
rational	trust	0.617	Racionální
cherish	trust	0.617	milovat
constantly	trust	0.617	neustále
haven	trust	0.617	útočiště
fundamental	trust	0.617	základní
bedrock	trust	0.617	skalní podloží
accord	trust	0.617	souhlas
triumphant	trust	0.617	triumfální
surety	trust	0.617	jistota
testament	trust	0.617	testament
absolution	trust	0.617	rozhřešení
truce	trust	0.617	příměří
reassure	trust	0.617	uklidnit
appreciation	trust	0.617	uznání
qualities	trust	0.617	kvality
passionate	trust	0.617	vášnivý
good	trust	0.617	dobrý
unimpeachable	trust	0.617	bezúhonný
corroborate	trust	0.617	potvrdit
thoughtful	trust	0.617	ohleduplný
heroine	trust	0.617	hrdinka
teach	trust	0.617	učit
god	trust	0.617	Bůh
attentive	trust	0.617	pozorný
scripture	trust	0.609	bible
civilization	trust	0.609	civilizace
magnificence	trust	0.609	velkolepost
recommend	trust	0.609	doporučit
progression	trust	0.609	postup
steward	trust	0.609	stevard
purification	trust	0.609	čištění
patron	trust	0.609	patron
praiseworthy	trust	0.609	chvályhodný
heal	trust	0.609	vyléčit
considerate	trust	0.609	ohleduplný
blessings	trust	0.609	požehnání
mediator	trust	0.609	prostředník
babysitter	trust	0.609	domácí opatrovnice dětí
notary	trust	0.609	notář
awareness	trust	0.609	povědomí
vetted	trust	0.609	přesvědčení
excel	trust	0.609	vynikat
happy	trust	0.609	šťastný
praise	trust	0.609	Chvála
brilliant	trust	0.609	brilantní
liking	trust	0.609	záliba
definitive	trust	0.609	definitivní
comfort	trust	0.609	pohodlí
officer	trust	0.609	důstojník
peace	trust	0.602	mír
serenity	trust	0.602	klid
unquestionable	trust	0.602	nezpochybnitelný
embrace	trust	0.602	objetí
identify	trust	0.602	identifikovat
inspired	trust	0.602	inspirovaný
steady	trust	0.602	stabilní
nun	trust	0.602	jeptiška
guarded	trust	0.602	hlídané
symmetry	trust	0.602	symetrie
mainstay	trust	0.602	opora
fulfill	trust	0.602	splnit
humility	trust	0.602	pokora
helpful	trust	0.602	ochotný
transcendence	trust	0.602	transcendence
unconditional	trust	0.602	bezpodmínečné
brave	trust	0.602	statečný
brighten	trust	0.602	rozjasnit
experienced	trust	0.602	zkušený
enlightenment	trust	0.602	osvícení
sympathetic	trust	0.602	soucitný
witness	trust	0.602	svědek
vigilant	trust	0.594	bdělý
ministry	trust	0.594	ministerstvo
admiral	trust	0.594	admirál
vigilance	trust	0.594	bdělost
depend	trust	0.594	záviset
generosity	trust	0.594	velkorysost
befriend	trust	0.594	spřátelit se
complimentary	trust	0.594	bezplatný
assessment	trust	0.594	Posouzení
fairly	trust	0.594	spravedlivě
enlighten	trust	0.594	osvítit
strengthen	trust	0.594	posílit
nurse	trust	0.594	zdravotní sestřička
endowment	trust	0.594	nadace
visionary	trust	0.594	vizionář
praised	trust	0.594	chválil
eminence	trust	0.594	eminence
marry	trust	0.594	vdávat se
generous	trust	0.594	štědrý
gratitude	trust	0.594	vděčnost
sage	trust	0.594	šalvěj
tranquility	trust	0.594	klid
openly	trust	0.594	otevřeně
grant	trust	0.594	grant
spouse	trust	0.594	manžel
philanthropic	trust	0.594	dobročinný
regent	trust	0.594	regent
substantiate	trust	0.594	podložit
commendation	trust	0.594	vyznamenání
council	trust	0.594	rada
efficient	trust	0.594	účinný
sweetheart	trust	0.589	miláček
bylaw	trust	0.586	vyhláška
magnificent	trust	0.586	velkolepý
designation	trust	0.586	označení
godly	trust	0.586	zbožný
seniority	trust	0.586	seniority
conservation	trust	0.586	zachování
