English Word	Emotion	Emotion-Intensity-Score	Latin Word
synchronize	surprise	0.195	synchronize
precious	surprise	0.195	pretiosus
humanitarian	surprise	0.195	humanitarium
preservative	surprise	0.195	conservans
unfulfilled	surprise	0.195	inexpleta
obliging	surprise	0.188	officiosus
singularly	surprise	0.188	singulariter
graduation	surprise	0.180	graduatio
foresee	surprise	0.180	praevidere
pray	surprise	0.180	precor
lovely	surprise	0.180	amabilia
thirst	surprise	0.172	sitis
mouth	surprise	0.172	oris
youth	surprise	0.172	adulescens
sun	surprise	0.172	solis
art	surprise	0.172	artem
goodness	surprise	0.164	bonitas
latent	surprise	0.156	latens
visor	surprise	0.156	visor
overdue	surprise	0.156	decuit
practiced	surprise	0.156	exercitatus
loyal	surprise	0.148	fidus
expect	surprise	0.148	expecto
wireless	surprise	0.148	wireless
destination	surprise	0.148	destination
infant	surprise	0.141	infant
cream	surprise	0.141	crepito
slush	surprise	0.141	slush 
quote	surprise	0.141	quote
playground	surprise	0.133	playground
vote	surprise	0.125	suffragium
teach	surprise	0.125	docere
organization	surprise	0.125	organization
dolphin	surprise	0.117	delphini
weight	surprise	0.117	pondus
smile	surprise	0.117	risus
sisterhood	surprise	0.109	fraternitas
cable	surprise	0.109	cable
sunny	surprise	0.102	serenum
steady	surprise	0.094	stabilis
peaceful	surprise	0.086	pacificus
spa	surprise	0.086	spa
leisure	surprise	0.086	otium
picnic	surprise	0.078	picnic
tree	surprise	0.078	Arbor
worm	surprise	0.055	vermis
truthfulness	trust	0.906	veritas
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	fidelis
honor	trust	0.844	honor
honesty	trust	0.844	honestas
honest	trust	0.844	honestus
truth	trust	0.844	veritas
truthful	trust	0.836	verax
trusting	trust	0.836	confidens
brotherhood	trust	0.820	fraternitas
entrust	trust	0.812	committo
committed	trust	0.805	scelus
loyalty	trust	0.805	fides
integrity	trust	0.805	integritas
honorable	trust	0.805	honestus
trust	trust	0.805	confido
credibility	trust	0.805	fides
faithful	trust	0.797	fidelis
sincere	trust	0.797	sincerus
partnership	trust	0.789	societate
responsible	trust	0.789	author
true	trust	0.789	verum
wisdom	trust	0.789	sapientia
verification	trust	0.781	verificationis
cooperative	trust	0.781	cooperans
vow	trust	0.781	votum
oath	trust	0.781	juramentum
respectable	trust	0.773	honestus
sisterhood	trust	0.773	fraternitas
hero	trust	0.773	heros
credible	trust	0.773	credibilis
promise	trust	0.773	promitto
verified	trust	0.773	verificatur
qualified	trust	0.766	quid
authentication	trust	0.766	authenticas
respected	trust	0.766	honoratus
compassion	trust	0.759	misericordia
approval	trust	0.758	approbatio
moral	trust	0.758	moralis
reliability	trust	0.758	reliability
trusts	trust	0.758	confidebat
safekeeping	trust	0.758	custodia
reputable	trust	0.758	honestus
love	trust	0.758	amare
friend	trust	0.750	amica
stable	trust	0.750	stabulum
authentic	trust	0.750	authentica
competence	trust	0.750	competentia
safeguard	trust	0.750	custodia
companion	trust	0.750	comes
advised	trust	0.750	consilium
respect	trust	0.750	respect
loyal	trust	0.750	fidus
genuine	trust	0.750	genuinum
friendships	trust	0.750	credit
ally	trust	0.750	socius
proven	trust	0.742	proven
freedom	trust	0.742	libertas
respects	trust	0.742	respectus
accepting	trust	0.742	amicitia
faith	trust	0.742	fidem
wholesome	trust	0.742	salutaris
heartfelt	trust	0.734	cordialis
unification	trust	0.734	adunatio
confirmation	trust	0.734	confirmatio
protecting	trust	0.734	protegens
reassurance	trust	0.734	confirmationem
trustee	trust	0.734	fideicommissarius
supporter	trust	0.734	fautor
respectful	trust	0.734	obsequium
admirable	trust	0.734	admirabilis
fact	trust	0.727	fact
friendship	trust	0.727	amicitia
partners	trust	0.727	accipiens
confidentially	trust	0.727	secreto
confident	trust	0.727	confidentes
equality	trust	0.727	aequalitas
alliance	trust	0.727	societas
credential	trust	0.727	credential
believing	trust	0.727	credens
excellence	trust	0.727	excellentia
agreement	trust	0.727	pactum
closeness	trust	0.719	propinquitas
authenticate	trust	0.719	signo authenticitatis incisionem
virtuous	trust	0.719	honestum
intelligence	trust	0.719	intelligentia
kindred	trust	0.719	cognatio
virtue	trust	0.719	virtus
honored	trust	0.719	inclitus
justice	trust	0.711	iustitia
charitable	trust	0.711	caritativa
determination	trust	0.711	determinatio
creditable	trust	0.711	honestum
consistency	trust	0.711	constantia
allegiance	trust	0.711	fides
cooperation	trust	0.711	cooperante
guarantee	trust	0.711	pignus
dedication	trust	0.711	dedication
straightforward	trust	0.711	directus
cooperating	trust	0.711	cooperans
reliable	trust	0.703	reliable
nurture	trust	0.703	nutrire
mother	trust	0.703	mater
fulfilled	trust	0.703	impletum
admiration	trust	0.703	admirationem
mentor	trust	0.703	oraculi
guardianship	trust	0.703	custodia
assurance	trust	0.703	fides
morality	trust	0.703	mores
motherhood	trust	0.703	maternitatis
innocent	trust	0.703	innocens
reverence	trust	0.703	reverentia
sanctuary	trust	0.703	sanctuarium
friendliness	trust	0.703	amicitia
prepared	trust	0.703	paratus
admire	trust	0.703	admirari
protected	trust	0.703	protected
proof	trust	0.703	probationem
bodyguard	trust	0.695	satellitum
skillful	trust	0.695	peritissimus
marriage	trust	0.695	matrimonium
allied	trust	0.695	sociis
morals	trust	0.695	mores
humanitarian	trust	0.695	humanitarium
pact	trust	0.695	foedus
courage	trust	0.695	animo
accountable	trust	0.695	accountable
agreeable	trust	0.695	iucundus
united	trust	0.695	unitum
indestructible	trust	0.695	incorruptibilis
approving	trust	0.695	approbantes
guardian	trust	0.695	custos
compassionate	trust	0.695	misericors
scientist	trust	0.695	physicus
certified	trust	0.695	certified
pledge	trust	0.688	pignus
adviser	trust	0.688	consiliarius
authenticity	trust	0.688	veritas
understanding	trust	0.688	intellectus
secure	trust	0.688	secure
guidance	trust	0.688	ductu
monogamy	trust	0.688	monogamia
valor	trust	0.688	virtus
solidity	trust	0.688	soliditas
perfection	trust	0.688	perfectum
believed	trust	0.688	crediderunt
humanity	trust	0.688	humanitas
justifiable	trust	0.688	probabili
competent	trust	0.688	competentis
esteem	trust	0.688	aestimatio
protector	trust	0.680	protector
inspire	trust	0.680	inspire
hope	trust	0.680	spes
strongest	trust	0.680	socii
expertise	trust	0.680	expertise
humble	trust	0.680	humilis
indivisible	trust	0.680	indivisibilis
official	trust	0.680	officialis
affirm	trust	0.680	affirmare
familiarity	trust	0.680	familiaritas
confirmed	trust	0.680	confirmatus
diligence	trust	0.680	diligentia
grandfather	trust	0.680	avus
advocacy	trust	0.680	patrocinium
goodness	trust	0.680	bonitas
commendable	trust	0.680	laudabilis
acceptance	trust	0.680	acceptatio
diplomatic	trust	0.680	diplomatic
leader	trust	0.680	princeps
confide	trust	0.680	confide
agreeing	trust	0.680	consentiens
approve	trust	0.680	approbo
professional	trust	0.680	professio
elders	trust	0.680	seniores
confidential	trust	0.680	secreto
faultless	trust	0.672	immaculatus
believes	trust	0.672	accepit
sanctify	trust	0.672	sanctificare
intelligent	trust	0.672	intelligentes
safe	trust	0.672	tutum
accepted	trust	0.672	fortissimum
dignity	trust	0.672	dignitas
unwavering	trust	0.672	constantem
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	magisterium
cohesive	trust	0.672	cohaerentis
harmoniously	trust	0.672	harmonice
benevolence	trust	0.672	benevolentia
healing	trust	0.672	sanitatem
accredited	trust	0.672	adprobatum
covenant	trust	0.672	sacramentum
accountability	trust	0.664	accountability
team	trust	0.664	team
authority	trust	0.664	auctoritas
heroic	trust	0.664	heroici
reliance	trust	0.664	fiducia
expert	trust	0.664	peritum
communicate	trust	0.664	communicare
spiritual	trust	0.664	spirituale
impeccable	trust	0.664	impeccabilis
specialist	trust	0.664	specialist
affirmatively	trust	0.664	affirmative
proficient	trust	0.664	proficientis
fulfillment	trust	0.664	impletio
advocate	trust	0.664	advocatus
disciple	trust	0.664	discipulus
attestation	trust	0.664	testificatio
merit	trust	0.664	merit
supporting	trust	0.664	supporting
ambassador	trust	0.664	legatus
guidebook	trust	0.664	guidebook
accept	trust	0.664	accipere
strengthening	trust	0.661	confirmatio
holiness	trust	0.656	sanctitas
facts	trust	0.656	veritates
warranty	trust	0.656	warantiam
strength	trust	0.656	vi
relationship	trust	0.656	necessitudo
defended	trust	0.656	defendi
constancy	trust	0.656	constantia
favorable	trust	0.656	placabilis
gentleman	trust	0.656	vir
counsel	trust	0.656	consilium
scientific	trust	0.656	scientificum
structure	trust	0.656	structure
elder	trust	0.656	senior 
excellent	trust	0.656	optimum
achieve	trust	0.656	consequi
steadfast	trust	0.656	firmum
familiar	trust	0.656	nota
proficiency	trust	0.656	progressus sum
supports	trust	0.656	credit
counselor	trust	0.648	consiliarius
lovable	trust	0.648	amabilis
advisable	trust	0.648	opportunum
agreed	trust	0.648	constat
heroism	trust	0.648	virtus
rely	trust	0.648	rely
uphold	trust	0.648	suscipio
brother	trust	0.648	frater
matrimony	trust	0.648	matrimonium
assuredly	trust	0.648	certe
peaceful	trust	0.648	pacificus
saint	trust	0.648	sanctus
unconditionally	trust	0.648	accipit
solidarity	trust	0.648	solidarietatis
accepts	trust	0.648	subsidiis
inspiration	trust	0.648	inspiratio
noble	trust	0.648	nobilis
successful	trust	0.648	felix
harmony	trust	0.648	concordia
protective	trust	0.648	tutela
competency	trust	0.648	pertinet
comrade	trust	0.648	comes
academic	trust	0.648	academica
assist	trust	0.648	adiuvaret
worthy	trust	0.643	digna
benefactor	trust	0.641	benefactor
credence	trust	0.641	fides
confidence	trust	0.641	fiducia
relationships	trust	0.641	sine condicione
ordained	trust	0.641	ordinavit
legal	trust	0.641	legal
champion	trust	0.641	champion
lawful	trust	0.641	licitum
durability	trust	0.641	firmitatem
judiciary	trust	0.641	iudiciarius
doctor	trust	0.641	doctor
loving	trust	0.641	amare
assure	trust	0.641	confirmo
establish	trust	0.641	statuere
mamma	trust	0.641	mamma
kind	trust	0.641	benignus
unity	trust	0.641	unitatem
conscientious	trust	0.641	religiosus
real	trust	0.641	real
coexist	trust	0.641	simul
leading	trust	0.641	ducens
teacher	trust	0.641	magister
intimate	trust	0.634	familiaris
brotherly	trust	0.633	fraterna
physician	trust	0.633	medicus
judicial	trust	0.633	iudicialis
saintly	trust	0.633	sanctus
aspiration	trust	0.633	aspiratio
conscience	trust	0.633	conscientia
therapeutic	trust	0.633	medicinales
fidelity	trust	0.633	fidelitas
soundness	trust	0.633	sanitas
important	trust	0.633	maximus
homage	trust	0.633	homagium
legitimacy	trust	0.633	legitimatio
fortitude	trust	0.633	fortitudo
deepest	trust	0.633	relationes
approved	trust	0.633	probatus
courageous	trust	0.633	audax
devotional	trust	0.633	devotionis
endorse	trust	0.633	probamus
backbone	trust	0.633	spina
authorize	trust	0.633	auctor
practiced	trust	0.633	exercitatus
sanctification	trust	0.633	sanctificatio
hopeful	trust	0.633	bonae spei
convincing	trust	0.633	persuadens
bless	trust	0.633	benedicite
angel	trust	0.625	angelus
authorization	trust	0.625	auctoritas
assured	trust	0.625	certus
purify	trust	0.625	mundare
caretaker	trust	0.625	curator
regard	trust	0.625	regard
profound	trust	0.625	profundus
achievement	trust	0.625	factum
evident	trust	0.625	patet
positivity	trust	0.625	positivity
communication	trust	0.625	communicationis
professorship	trust	0.625	magisterium
blessing	trust	0.625	benedictio
beliefs	trust	0.625	altissima
encourage	trust	0.625	robora
fireman	trust	0.625	fireman
majestic	trust	0.625	sublimis
civilized	trust	0.625	humanitas
certify	trust	0.625	notum
wonderful	trust	0.625	mirabilis
engaged	trust	0.625	occupatum
accurate	trust	0.625	accurate
approvement	trust	0.617	approbatio
optimism	trust	0.617	spe
planning	trust	0.617	planning
believer	trust	0.617	credentis
advice	trust	0.617	consilium
commend	trust	0.617	commendo
gospel	trust	0.617	evangelium
objective	trust	0.617	objectum
rational	trust	0.617	rationale
cherish	trust	0.617	foveam
constantly	trust	0.617	constanter
haven	trust	0.617	portum
fundamental	trust	0.617	fundamentalis
bedrock	trust	0.617	petram
accord	trust	0.617	secundum
triumphant	trust	0.617	triumphans
surety	trust	0.617	fideiussor
testament	trust	0.617	testament
absolution	trust	0.617	absolutio
truce	trust	0.617	indutiae
reassure	trust	0.617	securi
appreciation	trust	0.617	appreciation
qualities	trust	0.617	qualitates
passionate	trust	0.617	flagranti
good	trust	0.617	bonum
unimpeachable	trust	0.617	incompetens
corroborate	trust	0.617	confirmo
thoughtful	trust	0.617	animo
heroine	trust	0.617	heroine
teach	trust	0.617	docere
god	trust	0.617	Deus
attentive	trust	0.617	attentus
scripture	trust	0.609	scriptura
civilization	trust	0.609	civilization
magnificence	trust	0.609	magnificentia
recommend	trust	0.609	suadeo
progression	trust	0.609	progressio
steward	trust	0.609	dispensator
purification	trust	0.609	purgatio
patron	trust	0.609	patronus
praiseworthy	trust	0.609	laudabile
heal	trust	0.609	sana
considerate	trust	0.609	considerate
blessings	trust	0.609	beneficia
mediator	trust	0.609	mediator
babysitter	trust	0.609	matricibus hoc
notary	trust	0.609	notarius
awareness	trust	0.609	conscientia
vetted	trust	0.609	fidei
excel	trust	0.609	excel
happy	trust	0.609	felix
praise	trust	0.609	lauda
brilliant	trust	0.609	egregie
liking	trust	0.609	favor
definitive	trust	0.609	definitive
comfort	trust	0.609	consolatio
officer	trust	0.609	praefectus
peace	trust	0.602	pax
serenity	trust	0.602	serenitatem
unquestionable	trust	0.602	sine dubio
embrace	trust	0.602	amplexus
identify	trust	0.602	identify
inspired	trust	0.602	inspirati
steady	trust	0.602	stabilis
nun	trust	0.602	nun
guarded	trust	0.602	custodiebantur
symmetry	trust	0.602	symmetria
mainstay	trust	0.602	columen
fulfill	trust	0.602	imple
humility	trust	0.602	humilitas
helpful	trust	0.602	utile
transcendence	trust	0.602	transcendentia
unconditional	trust	0.602	absolutus
brave	trust	0.602	fortis
brighten	trust	0.602	perspicuus
experienced	trust	0.602	peritus
enlightenment	trust	0.602	illustratio
sympathetic	trust	0.602	sympatheticus
witness	trust	0.602	testimonium
vigilant	trust	0.594	vigilantes
ministry	trust	0.594	ministerium
admiral	trust	0.594	praefectus
vigilance	trust	0.594	vigilantia
depend	trust	0.594	depend
generosity	trust	0.594	liberalitas
befriend	trust	0.594	befriend
complimentary	trust	0.594	honorifice
assessment	trust	0.594	taxatio
fairly	trust	0.594	satis
enlighten	trust	0.594	illuminare
strengthen	trust	0.594	confirma
nurse	trust	0.594	nutrix
endowment	trust	0.594	dote
visionary	trust	0.594	visionarius
praised	trust	0.594	laudatur
eminence	trust	0.594	eminentia
marry	trust	0.594	nubere
generous	trust	0.594	liberalis
gratitude	trust	0.594	gratiam
sage	trust	0.594	sage
tranquility	trust	0.594	tranquillitas
openly	trust	0.594	palam
grant	trust	0.594	da
spouse	trust	0.594	coniugis
philanthropic	trust	0.594	philanthropic
regent	trust	0.594	regens
substantiate	trust	0.594	substantiatum
commendation	trust	0.594	commendaticiis
council	trust	0.594	concilium
efficient	trust	0.594	efficientis
sweetheart	trust	0.589	puella
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	magnificus
designation	trust	0.586	designatio
godly	trust	0.586	pia
seniority	trust	0.586	antiquitas
conservation	trust	0.586	conservationem
educational	trust	0.586	educationis
rooted	trust	0.586	radicatus
inheritance	trust	0.586	hereditas
diplomacy	trust	0.586	legatio
mate	trust	0.586	mate
convince	trust	0.586	arguere
unfailing	trust	0.586	indeficiens
share	trust	0.586	participes
monk	trust	0.586	monachus
constitutional	trust	0.586	constitutionalis
lovely	trust	0.586	amabilia
compliance	trust	0.586	obsequio
attest	trust	0.586	testantur
victory	trust	0.586	victoriam
serene	trust	0.586	serenus
checklist	trust	0.586	Genus 
husbandry	trust	0.586	agricultura
enjoying	trust	0.586	enjoying
revere	trust	0.586	venerari
tribe	trust	0.586	tribus
meritorious	trust	0.586	meritorium
joyful	trust	0.586	jucundus
delegate	trust	0.586	delegatus
helper	trust	0.586	auxiliator
angelic	trust	0.586	angelicus
ambition	trust	0.586	ambitio
father	trust	0.586	pater
acclaim	trust	0.586	acclamare
testimony	trust	0.586	testimonium
collectively	trust	0.586	collective
sobriety	trust	0.586	sobrietas
prestige	trust	0.586	auctoritas
firmness	trust	0.586	firmitas
structural	trust	0.578	structuris
impartiality	trust	0.578	aequitatis
navigator	trust	0.578	navigator
judge	trust	0.578	iudex
shelter	trust	0.578	tectumque
coexisting	trust	0.578	coexisting
unquestioned	trust	0.578	indubitatus
careful	trust	0.578	diligenter
obey	trust	0.578	obedire
professor	trust	0.578	professor
convinced	trust	0.578	persuasum
communion	trust	0.578	communionem
cheerfulness	trust	0.578	hilaritas
inviting	trust	0.578	vocat
irrefutable	trust	0.578	inexpugnabilis
commandant	trust	0.578	praefectus
smile	trust	0.578	risus
authoritative	trust	0.578	auctoritate
philanthropist	trust	0.578	philanthropist
legalized	trust	0.578	legalised
adore	trust	0.578	adorare
upright	trust	0.578	rectus
revival	trust	0.578	resuscitatio
dutiful	trust	0.578	officiosus
watchdog	trust	0.578	vigil
apostle	trust	0.570	apostoli
volunteers	trust	0.570	volunteers
immaculate	trust	0.570	immaculatus
adhering	trust	0.570	adhaerens
unquestionably	trust	0.570	haut dubie
advise	trust	0.570	consilium
punctual	trust	0.570	punctual
consult	trust	0.570	consule
ordinance	trust	0.570	jus
complement	trust	0.570	complement
modest	trust	0.570	modestus
everlasting	trust	0.570	sempiterne
compass	trust	0.570	circino
heavenly	trust	0.570	caelestia
determinate	trust	0.570	determinate
counsellor	trust	0.570	consiliarius
abundance	trust	0.570	abundantia
guide	trust	0.570	dux
earned	trust	0.570	vetted
pedigree	trust	0.570	genus
relative	trust	0.570	cognatus
principal	trust	0.570	principalem
plausible	trust	0.570	probabile
collaborator	trust	0.570	cooperator
connective	trust	0.570	nota
corroboration	trust	0.570	corroboratio
insure	trust	0.570	tueri
pilot	trust	0.570	gubernator
unequivocal	trust	0.570	incunctanter
matron	trust	0.570	matronae
cuddle	trust	0.570	Cuddle
measured	trust	0.570	metiri
fort	trust	0.562	castellum
treasurer	trust	0.562	arcarius
apostolic	trust	0.562	apostolicus
save	trust	0.562	salvare
frankness	trust	0.562	libertas
insight	trust	0.562	scientia
admit	trust	0.562	fateri
earn	trust	0.562	earn
remarkable	trust	0.562	praeclarum
strong	trust	0.562	fortis
content	trust	0.562	content
vitality	trust	0.562	vitale
prize	trust	0.562	praemium
vigorous	trust	0.562	strenuus
congregation	trust	0.562	congregatio
uplift	trust	0.562	sublevo
spotless	trust	0.562	immaculatus
devout	trust	0.562	devotus
soothing	trust	0.562	blandimentum
miracle	trust	0.562	miraculum
cohesion	trust	0.562	cohaesio
lovemaking	trust	0.562	ut diligatis
curable	trust	0.562	sanabilis
pleasant	trust	0.562	jucundus
jury	trust	0.562	iudices
pertinent	trust	0.562	pertinent
succeeding	trust	0.562	postea
concordance	trust	0.562	concordantia
jurist	trust	0.562	jurist
applaud	trust	0.562	plaudite
ordination	trust	0.562	ordinationis
compensate	trust	0.562	compenset
patience	trust	0.555	patientia
mediate	trust	0.555	medius
coach	trust	0.555	raeda
illumination	trust	0.555	illuminatio
cultivate	trust	0.555	colere
providing	trust	0.555	providing
precedence	trust	0.555	praelatio
exalt	trust	0.555	exaltare
succeed	trust	0.555	succedunt
inclusion	trust	0.555	inclusio
meditate	trust	0.555	meditari
coalesce	trust	0.555	coalescere
betrothed	trust	0.555	desponsata
midwife	trust	0.555	obstetrix
veteran	trust	0.555	veteranus
destined	trust	0.555	destinatus
auditor	trust	0.555	auditor
privacy	trust	0.555	secretum
restorative	trust	0.555	reficiat
influential	trust	0.555	gratiosus
impartial	trust	0.555	aequus
discretion	trust	0.555	discretione
foresight	trust	0.555	providentia
congruence	trust	0.555	congruentia
worship	trust	0.555	cultus
constant	trust	0.555	assidue
reunion	trust	0.555	reunion
intuition	trust	0.555	intuitum
reconciliation	trust	0.555	reconciliationis
ambulance	trust	0.555	ambulance
defender	trust	0.555	defensor
greatness	trust	0.555	magnitudo
buddy	trust	0.555	buddy
vote	trust	0.555	suffragium
physicist	trust	0.555	physicus
prophet	trust	0.555	propheta
prevalent	trust	0.547	prevalent
eyewitness	trust	0.547	testis
durable	trust	0.547	durabilis
prudent	trust	0.547	prudens
securities	trust	0.547	securitates
salvation	trust	0.547	salus
govern	trust	0.547	gubernare
law	trust	0.547	lex
proud	trust	0.547	superbus
cheer	trust	0.547	laetificet
reinforcement	trust	0.547	supplementum
promises	trust	0.547	meruit
invocation	trust	0.547	invocatio
provide	trust	0.547	provide
friendly	trust	0.547	amicissimum
commanding	trust	0.547	imperium
temperate	trust	0.547	temperatus
conciliation	trust	0.547	conciliatio
convent	trust	0.547	conventum
heritage	trust	0.547	hereditas
independence	trust	0.547	libertatem
rejoice	trust	0.547	gaudete
engaging	trust	0.547	confligere
readiness	trust	0.547	promptum
registry	trust	0.547	subcriptio
statement	trust	0.547	dicitur
liberty	trust	0.547	libertas
forgive	trust	0.547	dimitte
ancestral	trust	0.547	paterna
impenetrable	trust	0.547	impenetrabilis
choices	trust	0.539	promissa
psalms	trust	0.539	psalmi
majority	trust	0.539	maioris
antidote	trust	0.539	antidotum
tantamount	trust	0.539	quantum
perfect	trust	0.539	perfectus
regularity	trust	0.539	certa
chronicle	trust	0.539	annales
ensemble	trust	0.539	ensemble
applause	trust	0.539	plausus
obedience	trust	0.539	obedientia
aspiring	trust	0.539	aspirare
watchman	trust	0.539	speculator
inimitable	trust	0.539	inimitabilis
chastity	trust	0.539	pudicitia
architecture	trust	0.539	architectura
stamina	trust	0.539	patientia
delightful	trust	0.539	jucundus
exalted	trust	0.539	exaltatus
relevant	trust	0.539	pertinet
reinforcements	trust	0.539	supplementa
proctor	trust	0.539	procurator
immovable	trust	0.539	immobilis
instructions	trust	0.539	instructiones
define	trust	0.539	definire
uncensured	trust	0.539	uncensured
institute	trust	0.539	institutum
responsive	trust	0.539	responsive
recovery	trust	0.539	recuperatio
obliging	trust	0.539	officiosus
obvious	trust	0.539	patet
forefathers	trust	0.539	patres
eager	trust	0.539	cupidus
inoculation	trust	0.539	Ammonium
admitting	trust	0.539	admittendo
memorable	trust	0.539	memorabile
hospital	trust	0.531	hospitium
rescue	trust	0.531	liberandum
deed	trust	0.531	factum
princely	trust	0.531	principaliter
retirement	trust	0.531	secessus
cradle	trust	0.531	cunabula
immunization	trust	0.531	immunization
bloom	trust	0.531	florere
candid	trust	0.531	candid
evergreen	trust	0.531	semper viridis
ballot	trust	0.531	scrutinium
accompaniment	trust	0.531	comitante
verily	trust	0.531	amen
inseparable	trust	0.531	inseparabilis
analyst	trust	0.531	analyst
strive	trust	0.531	contendunt
dependent	trust	0.531	dependens
heavens	trust	0.531	caelum
answerable	trust	0.531	respondere
school	trust	0.531	schola
terms	trust	0.531	verba
center	trust	0.531	centrum
firstborn	trust	0.531	primogenitus
transcript	trust	0.531	transcript
fraternal	trust	0.531	fraternus
omniscient	trust	0.531	omniscius
seal	trust	0.531	sigillum
edification	trust	0.531	aedificatio
doubtless	trust	0.531	sine dubio
deliverance	trust	0.531	liberatio
sponsor	trust	0.531	sponsor
expedient	trust	0.531	expediens
bride	trust	0.531	sponsa
refuge	trust	0.531	refuge
approbation	trust	0.527	approbatio
chaplain	trust	0.523	capellanus
laureate	trust	0.523	laureatus
liberate	trust	0.523	liberare
coronation	trust	0.523	coronatio
adoration	trust	0.523	adoratio
countenance	trust	0.523	vultus
honeymoon	trust	0.523	honeymoon
connoisseur	trust	0.523	cupidum
notable	trust	0.523	notabilis
benedictory	trust	0.523	benedictorium
celebration	trust	0.523	celebrationem
neighbor	trust	0.523	vicinus
unbroken	trust	0.523	continens
award	trust	0.523	award
improvement	trust	0.523	melius
hug	trust	0.523	amplexus
graduation	trust	0.523	graduatio
correctness	trust	0.523	rectitudo
winning	trust	0.523	winning
paragon	trust	0.523	paragon
ratify	trust	0.523	sancio
powerful	trust	0.523	potens
elevation	trust	0.523	elevatio
commonwealth	trust	0.523	civitas
account	trust	0.523	propter
unimpeached	trust	0.523	immunis
taught	trust	0.523	docuit
salutary	trust	0.523	salutaris
captivate	trust	0.523	captare
dictionary	trust	0.523	dictionary
nobility	trust	0.523	nobilitas
ourselves	trust	0.523	electiones
feeling	trust	0.518	affectum
amen	trust	0.516	Amen
committee	trust	0.516	committee
reverie	trust	0.516	reverie
deserve	trust	0.516	merentur
fully	trust	0.516	plene
compliment	trust	0.516	honorificum
obstetrician	trust	0.516	obstetrician
enchanted	trust	0.516	haeream
inform	trust	0.516	certiorem
association	trust	0.516	consociatio
credit	trust	0.516	credit
passwords	trust	0.516	ipsi
freely	trust	0.516	gratis
framework	trust	0.516	compage
nobleman	trust	0.516	nobilis
formative	trust	0.516	formativa
tender	trust	0.516	tenera
measure	trust	0.516	metimur
advent	trust	0.516	Adventus
management	trust	0.516	procuratio
confession	trust	0.516	confessio
remedy	trust	0.516	remedium
sentinel	trust	0.516	vigilia
pray	trust	0.516	precor
perpetuity	trust	0.516	perpetuum
tribunal	trust	0.516	tribunal
minded	trust	0.516	animo
organization	trust	0.516	organization
predominant	trust	0.516	praevalens
volunteer	trust	0.509	Voluntarius
accolade	trust	0.508	accolade
courtship	trust	0.508	sponsalia
patronage	trust	0.508	patrocinium
philosopher	trust	0.508	philosophus
confessional	trust	0.508	confessionale
diversity	trust	0.508	diversitas
virgin	trust	0.508	virginalis
venerable	trust	0.508	venerabilis
policy	trust	0.508	consilium
intact	trust	0.508	integer
custodian	trust	0.508	custos
automatic	trust	0.508	automatic
unsurpassed	trust	0.508	intrepidus
shepherd	trust	0.508	pastor
reward	trust	0.508	praemium
beautification	trust	0.508	pulchritudinis
medical	trust	0.508	medical
constable	trust	0.508	constabularius
forgiving	trust	0.508	ignoscens
tolerance	trust	0.508	tolerantia
priest	trust	0.508	sacerdos
enable	trust	0.508	da 
vouch	trust	0.508	approbo
lieutenant	trust	0.508	legatus
instruct	trust	0.508	instrue
housewife	trust	0.508	mulier
admissible	trust	0.508	admittenda
sovereign	trust	0.508	princeps
amour	trust	0.508	amour
savor	trust	0.508	odor
darling	trust	0.500	deliciae
related	trust	0.500	affinis
infallibility	trust	0.500	infallibilitas
watchful	trust	0.500	vigilans
nerds	trust	0.500	passwords
instruction	trust	0.500	disciplinam
doctrine	trust	0.500	doctrina
birth	trust	0.500	nativitas
timing	trust	0.500	leo
infinity	trust	0.500	infinitum
religions	trust	0.500	nerds
warden	trust	0.500	custos
optimist	trust	0.500	optimist
apologetic	trust	0.500	apologeticum
gateway	trust	0.500	porta
pontiff	trust	0.500	pontificem
alive	trust	0.500	vivus
indelible	trust	0.500	indelebilis
personal	trust	0.500	personale
pious	trust	0.500	pie
majesty	trust	0.500	majestas
synchronize	trust	0.500	synchronize
guard	trust	0.500	custodia
retain	trust	0.500	retinent
romantic	trust	0.500	romantic
superman	trust	0.500	hone
info	trust	0.500	info
backer	trust	0.500	advocatus
undying	trust	0.500	immortali
vindication	trust	0.500	vindicta
badge	trust	0.500	insigne
treasure	trust	0.500	thesaurus
guru	trust	0.500	guru
church	trust	0.492	ecclesia
formality	trust	0.492	ratio
contributor	trust	0.492	contributor
radiance	trust	0.492	jubar
psalm	trust	0.492	psalmus
laudatory	trust	0.492	laudans
grandchildren	trust	0.492	nepotes
popularity	trust	0.492	popularis
salute	trust	0.492	salutant
hosannah	trust	0.492	hosannah
attraction	trust	0.492	attractio
efforts	trust	0.492	iudicium
privy	trust	0.492	secreti
improve	trust	0.492	meliorem
sheriff	trust	0.492	vicecomitis
chairman	trust	0.492	praeses
judgement	trust	0.492	proverbia
harbor	trust	0.492	portus
elegance	trust	0.492	elegantia
hardy	trust	0.492	duri
umpire	trust	0.492	arbiter
constitute	trust	0.492	constituunt
proverbs	trust	0.492	religiones
jubilant	trust	0.492	jubilans
aspire	trust	0.492	aspirare
synonymous	trust	0.492	synonymous
