English Word	Emotion	Emotion-Intensity-Score	Belarusian Word
secure	trust	0.688	бяспечны
guidance	trust	0.688	кіраўніцтва
monogamy	trust	0.688	манагамія
valor	trust	0.688	доблесць
solidity	trust	0.688	самавітасць
perfection	trust	0.688	дасканаласць
believed	trust	0.688	верыў
humanity	trust	0.688	чалавецтва
justifiable	trust	0.688	апраўдана
competent	trust	0.688	кампетэнтны
esteem	trust	0.688	павага
protector	trust	0.680	абаронца
inspire	trust	0.680	натхняць
hope	trust	0.680	надзея
strongest	trust	0.680	партнёры
expertise	trust	0.680	экспертыза
humble	trust	0.680	сціплы
indivisible	trust	0.680	непадзельны
official	trust	0.680	афіцыйны
affirm	trust	0.680	пацвердзіць
familiarity	trust	0.680	знаёмства
confirmed	trust	0.680	пацверджана
diligence	trust	0.680	працавітасць
grandfather	trust	0.680	дзед
advocacy	trust	0.680	прапаганда
goodness	trust	0.680	дабрыня
commendable	trust	0.680	пахвальна
acceptance	trust	0.680	прыняцце
diplomatic	trust	0.680	дыпламатычны
leader	trust	0.680	лідэр
confide	trust	0.680	даверыцца
agreeing	trust	0.680	згаджаючыся
approve	trust	0.680	зацвердзіць
professional	trust	0.680	прафесійны
elders	trust	0.680	старасты
confidential	trust	0.680	канфідэнцыяльны
faultless	trust	0.672	бездакорны
believes	trust	0.672	прынята
sanctify	trust	0.672	асвяціць
intelligent	trust	0.672	разумны
safe	trust	0.672	бяспечны
accepted	trust	0.672	самы моцны
dignity	trust	0.672	годнасць
unwavering	trust	0.672	непахісны
encyclopedia	trust	0.672	энцыклапедыя
mastery	trust	0.672	майстэрства
cohesive	trust	0.672	сувязным
harmoniously	trust	0.672	гарманічна
benevolence	trust	0.672	добразычлівасць
healing	trust	0.672	вылячэнне
accredited	trust	0.672	акрэдытаваны
covenant	trust	0.672	запавет
accountability	trust	0.664	падсправаздачнасць
team	trust	0.664	каманда
authority	trust	0.664	аўтарытэт
heroic	trust	0.664	гераічны
reliance	trust	0.664	апора
expert	trust	0.664	эксперт
communicate	trust	0.664	мець зносіны
spiritual	trust	0.664	духоўны
impeccable	trust	0.664	бездакорны
specialist	trust	0.664	спецыяліст
affirmatively	trust	0.664	сцвярджальна
proficient	trust	0.664	дасведчаны
fulfillment	trust	0.664	выкананне
advocate	trust	0.664	адвакат
disciple	trust	0.664	вучань
attestation	trust	0.664	атэстацыя
merit	trust	0.664	заслугі
supporting	trust	0.664	які падтрымлівае
ambassador	trust	0.664	паслом
guidebook	trust	0.664	даведнік
accept	trust	0.664	прыняць
strengthening	trust	0.661	умацаванне
holiness	trust	0.656	святасць
facts	trust	0.656	факты
warranty	trust	0.656	гарантыя
strength	trust	0.656	сіла
relationship	trust	0.656	адносіны
defended	trust	0.656	абараняў
constancy	trust	0.656	сталасць
favorable	trust	0.656	спрыяльны
gentleman	trust	0.656	джэнтльмен
counsel	trust	0.656	адвакат
scientific	trust	0.656	навуковая
structure	trust	0.656	структура
elder	trust	0.656	старэйшы
excellent	trust	0.656	выдатны
achieve	trust	0.656	дасягнуць
steadfast	trust	0.656	непахісны
familiar	trust	0.656	знаёмыя
proficiency	trust	0.656	майстэрства
supports	trust	0.656	лічыць
counselor	trust	0.648	саветнік
lovable	trust	0.648	мілы
advisable	trust	0.648	мэтазгодна
agreed	trust	0.648	пагадзіўся
heroism	trust	0.648	гераізм
rely	trust	0.648	спадзявацца
uphold	trust	0.648	падтрымліваць
brother	trust	0.648	брат
matrimony	trust	0.648	сужэнства
assuredly	trust	0.648	напэўна
peaceful	trust	0.648	мірны
saint	trust	0.648	святы
unconditionally	trust	0.648	прымае
solidarity	trust	0.648	салідарнасць
accepts	trust	0.648	падтрымлівае
inspiration	trust	0.648	натхненне
noble	trust	0.648	высакародны
successful	trust	0.648	паспяховы
harmony	trust	0.648	гармонія
protective	trust	0.648	ахоўныя
competency	trust	0.648	кампетэнтнасць
comrade	trust	0.648	таварыш
academic	trust	0.648	акадэмічны
assist	trust	0.648	дапамагаць
worthy	trust	0.643	годны
benefactor	trust	0.641	дабрачынца
credence	trust	0.641	давер
confidence	trust	0.641	упэўненасць
relationships	trust	0.641	безумоўна
ordained	trust	0.641	пасвечаны
legal	trust	0.641	юрыдычны
champion	trust	0.641	чэмпіён
lawful	trust	0.641	законным
durability	trust	0.641	даўгавечнасць
judiciary	trust	0.641	судовая ўлада
doctor	trust	0.641	доктар
loving	trust	0.641	кахаючы
assure	trust	0.641	запэўніць
establish	trust	0.641	усталяваць
mamma	trust	0.641	мама
kind	trust	0.641	выгляд
unity	trust	0.641	адзінства
conscientious	trust	0.641	добрасумленны
real	trust	0.641	рэальныя
coexist	trust	0.641	суіснуюць
leading	trust	0.641	вядучы
teacher	trust	0.641	выкладчык
intimate	trust	0.634	інтымныя
brotherly	trust	0.633	па-братэрску
physician	trust	0.633	лекар
judicial	trust	0.633	судовая
saintly	trust	0.633	святы
aspiration	trust	0.633	імкненне
conscience	trust	0.633	сумленне
therapeutic	trust	0.633	тэрапеўтычны
fidelity	trust	0.633	вернасць
soundness	trust	0.633	абгрунтаванасць
important	trust	0.633	важны
homage	trust	0.633	пашана
legitimacy	trust	0.633	легітымнасць
fortitude	trust	0.633	стойкасць духу
deepest	trust	0.633	адносіны
approved	trust	0.633	зацверджаны
courageous	trust	0.633	мужны
devotional	trust	0.633	адданае
endorse	trust	0.633	пацвердзіць
backbone	trust	0.633	хрыбетнік
authorize	trust	0.633	аўтарызаваць
practiced	trust	0.633	практыкаваўся
sanctification	trust	0.633	асвячэнне
hopeful	trust	0.633	абнадзейлівы
convincing	trust	0.633	пераканаўча
bless	trust	0.633	дабраславіць
angel	trust	0.625	анёл
authorization	trust	0.625	аўтарызацыя
assured	trust	0.625	запэўніў
purify	trust	0.625	ачысціць
caretaker	trust	0.625	вартаўнік
regard	trust	0.625	стаўленне
profound	trust	0.625	глыбокі
achievement	trust	0.625	дасягненне
evident	trust	0.625	відавочны
positivity	trust	0.625	пазітыву
communication	trust	0.625	сувязі
professorship	trust	0.625	прафесарства
blessing	trust	0.625	дабраславеньне
beliefs	trust	0.625	самае глыбокае
encourage	trust	0.625	заахвочваць
fireman	trust	0.625	пажарны
majestic	trust	0.625	велічны
civilized	trust	0.625	цывілізаваны
certify	trust	0.625	засведчыць
wonderful	trust	0.625	выдатны
engaged	trust	0.625	займаецца
accurate	trust	0.625	дакладны
approvement	trust	0.617	зацвярджэнне
optimism	trust	0.617	аптымізм
planning	trust	0.617	планаванне
believer	trust	0.617	вернік
advice	trust	0.617	парады
commend	trust	0.617	хваліць
gospel	trust	0.617	Евангелле
objective	trust	0.617	аб'ектыўная
rational	trust	0.617	рацыянальны
cherish	trust	0.617	песціць
constantly	trust	0.617	пастаянна
haven	trust	0.617	прытулак
fundamental	trust	0.617	фундаментальны
bedrock	trust	0.617	карэнныя пароды
accord	trust	0.617	згода
triumphant	trust	0.617	трыумфальна
surety	trust	0.617	паручыцельства
testament	trust	0.617	завяшчанне
absolution	trust	0.617	адпушчэнне
truce	trust	0.617	перамір'е
reassure	trust	0.617	супакоіць
appreciation	trust	0.617	удзячнасць
qualities	trust	0.617	якасці
passionate	trust	0.617	гарачы
good	trust	0.617	добры
unimpeachable	trust	0.617	бездакорны
corroborate	trust	0.617	пацвярджаюць
thoughtful	trust	0.617	удумлівы
heroine	trust	0.617	гераіня
teach	trust	0.617	навучыць
god	trust	0.617	бог
attentive	trust	0.617	уважлівы
scripture	trust	0.609	пісанне
civilization	trust	0.609	цывілізацыя
magnificence	trust	0.609	пышнасць
recommend	trust	0.609	рэкамендаваць
progression	trust	0.609	прагрэсаванне
steward	trust	0.609	сцюард
purification	trust	0.609	ачышчэнне
patron	trust	0.609	заступнік
praiseworthy	trust	0.609	пахвальна
heal	trust	0.609	вылечыць
considerate	trust	0.609	уважлівы
blessings	trust	0.609	дабраславеньні
mediator	trust	0.609	пасярэднік
babysitter	trust	0.609	няня
notary	trust	0.609	натарыус
awareness	trust	0.609	дасведчанасць
vetted	trust	0.609	перакананні
excel	trust	0.609	Excel
happy	trust	0.609	шчаслівы
praise	trust	0.609	пахвала
brilliant	trust	0.609	бліскучы
liking	trust	0.609	сімпатыя
definitive	trust	0.609	канчатковы
comfort	trust	0.609	камфорт
officer	trust	0.609	афіцэр
peace	trust	0.602	свет
serenity	trust	0.602	спакой
unquestionable	trust	0.602	бясспрэчна
embrace	trust	0.602	абдымаць
identify	trust	0.602	ідэнтыфікаваць
inspired	trust	0.602	натхнёна
steady	trust	0.602	ўстойлівы
nun	trust	0.602	манашка
guarded	trust	0.602	ахоўваецца
symmetry	trust	0.602	сіметрыя
mainstay	trust	0.602	апора
fulfill	trust	0.602	выконваць
humility	trust	0.602	пакора
helpful	trust	0.602	карысна
transcendence	trust	0.602	трансцэндэнтнасць
unconditional	trust	0.602	безумоўны
brave	trust	0.602	адважны
brighten	trust	0.602	асвятліць
experienced	trust	0.602	вопытны
enlightenment	trust	0.602	асветніцтва
sympathetic	trust	0.602	спагадлівы
witness	trust	0.602	сведка
vigilant	trust	0.594	пільны
ministry	trust	0.594	міністэрства
admiral	trust	0.594	адмірал
vigilance	trust	0.594	пільнасць
depend	trust	0.594	залежаць
generosity	trust	0.594	шчодрасць
befriend	trust	0.594	пасябраваць
complimentary	trust	0.594	бясплатны
assessment	trust	0.594	ацэнка
fairly	trust	0.594	справядліва
enlighten	trust	0.594	прасьвятляць
strengthen	trust	0.594	умацоўваць
nurse	trust	0.594	медсястра
endowment	trust	0.594	дараванне
visionary	trust	0.594	дальнабачны
praised	trust	0.594	хвалілі
eminence	trust	0.594	эмінэнцыя
marry	trust	0.594	ажаніцца
generous	trust	0.594	шчодры
gratitude	trust	0.594	удзячнасць
sage	trust	0.594	шалфей
tranquility	trust	0.594	спакой
openly	trust	0.594	адкрыта
grant	trust	0.594	грант
spouse	trust	0.594	муж і жонка
philanthropic	trust	0.594	філантрапічны
regent	trust	0.594	рэгент
substantiate	trust	0.594	абгрунтаваць
commendation	trust	0.594	падзяка
council	trust	0.594	рада
efficient	trust	0.594	эфектыўны
sweetheart	trust	0.589	мілая
bylaw	trust	0.586	падзаконны акт
magnificent	trust	0.586	цудоўны
designation	trust	0.586	абазначэнне
godly	trust	0.586	пабожны
seniority	trust	0.586	стаж
conservation	trust	0.586	захаванне
educational	trust	0.586	навучальны
rooted	trust	0.586	ўкараніліся
inheritance	trust	0.586	спадчыну
diplomacy	trust	0.586	дыпламатыі
mate	trust	0.586	таварыш
convince	trust	0.586	пераканаць
unfailing	trust	0.586	безадмоўны
share	trust	0.586	доля
monk	trust	0.586	манах
constitutional	trust	0.586	канстытуцыйны
lovely	trust	0.586	выдатны
compliance	trust	0.586	адпаведнасць
attest	trust	0.586	засведчыць
victory	trust	0.586	перамога
serene	trust	0.586	ціхамірны
checklist	trust	0.586	кантрольны спіс
husbandry	trust	0.586	гаспадарка
enjoying	trust	0.586	атрымліваць асалоду ад
revere	trust	0.586	шанаваць
tribe	trust	0.586	племя
meritorious	trust	0.586	заслужаны
joyful	trust	0.586	радасны
delegate	trust	0.586	дэлегат
helper	trust	0.586	памочнік
angelic	trust	0.586	анёльскі
ambition	trust	0.586	славалюбства
father	trust	0.586	бацька
acclaim	trust	0.586	прызнанне
testimony	trust	0.586	паказанні
collectively	trust	0.586	калектыўна
sobriety	trust	0.586	цвярозасць
prestige	trust	0.586	прэстыж
firmness	trust	0.586	цвёрдасць
structural	trust	0.578	структурныя
impartiality	trust	0.578	бесстароннасць
navigator	trust	0.578	навігатар
judge	trust	0.578	суддзя
shelter	trust	0.578	прытулак
coexisting	trust	0.578	суіснуючыя
unquestioned	trust	0.578	бясспрэчны
careful	trust	0.578	асцярожны
obey	trust	0.578	падпарадкоўвацца
professor	trust	0.578	прафесар
convinced	trust	0.578	перакананы
communion	trust	0.578	прычасце
cheerfulness	trust	0.578	жыццярадаснасць
inviting	trust	0.578	запрашаючы
irrefutable	trust	0.578	неабвержны
commandant	trust	0.578	камендант
smile	trust	0.578	усміхніся
authoritative	trust	0.578	аўтарытэтны
philanthropist	trust	0.578	філантроп
legalized	trust	0.578	легалізаваны
adore	trust	0.578	абажаць
upright	trust	0.578	вертыкальна
revival	trust	0.578	адраджэнне
dutiful	trust	0.578	паслухмяны
watchdog	trust	0.578	вартавы сабака
apostle	trust	0.570	апостал
volunteers	trust	0.570	валанцёры
immaculate	trust	0.570	бездакорны
adhering	trust	0.570	прытрымліваючыся
unquestionably	trust	0.570	бясспрэчна
advise	trust	0.570	параіць
punctual	trust	0.570	пунктуальны
consult	trust	0.570	параіцца
ordinance	trust	0.570	пастанова
complement	trust	0.570	дапаўняць
modest	trust	0.570	сціплы
everlasting	trust	0.570	вечны
compass	trust	0.570	компас
heavenly	trust	0.570	нябесны
determinate	trust	0.570	дэтэрмінаваць
counsellor	trust	0.570	саветнік
abundance	trust	0.570	багацце
guide	trust	0.570	кіраўніцтва
earned	trust	0.570	правераны
pedigree	trust	0.570	радавод
relative	trust	0.570	сваяк
principal	trust	0.570	галоўны
plausible	trust	0.570	праўдападобна
collaborator	trust	0.570	калабарант
connective	trust	0.570	злучальны
corroboration	trust	0.570	пацверджанне
insure	trust	0.570	застрахаваць
pilot	trust	0.570	пілот
unequivocal	trust	0.570	адназначна
matron	trust	0.570	матрона
cuddle	trust	0.570	абдымацца
measured	trust	0.570	вымяраецца
fort	trust	0.562	крэпасць
treasurer	trust	0.562	скарбнік
apostolic	trust	0.562	апостальскі
save	trust	0.562	захаваць
frankness	trust	0.562	шчырасць
insight	trust	0.562	праніклівасць
admit	trust	0.562	прызнаць
earn	trust	0.562	зарабіць
remarkable	trust	0.562	выдатны
strong	trust	0.562	моцная
content	trust	0.562	змест
vitality	trust	0.562	жыццяздольнасць
prize	trust	0.562	прыз
vigorous	trust	0.562	энергічны
congregation	trust	0.562	сход
uplift	trust	0.562	ўздым
spotless	trust	0.562	бездакорны
devout	trust	0.562	набожны
soothing	trust	0.562	заспакаяльны
miracle	trust	0.562	цуд
cohesion	trust	0.562	згуртаванасць
lovemaking	trust	0.562	заняткі любоўю
curable	trust	0.562	вылечны
pleasant	trust	0.562	прыемны
jury	trust	0.562	журы
pertinent	trust	0.562	дарэчны
succeeding	trust	0.562	паспяховы
concordance	trust	0.562	сугучнасць
jurist	trust	0.562	юрыст
applaud	trust	0.562	апладзіраваць
ordination	trust	0.562	пасвячэнне
compensate	trust	0.562	кампенсаваць
patience	trust	0.555	цярпенне
mediate	trust	0.555	пасярэднічаць
coach	trust	0.555	трэнер
illumination	trust	0.555	асвятленне
cultivate	trust	0.555	культываваць
providing	trust	0.555	забеспячэнне
precedence	trust	0.555	старшынства
exalt	trust	0.555	узвялічваць
succeed	trust	0.555	атрымаць поспех
inclusion	trust	0.555	уключэнне
meditate	trust	0.555	медытаваць
coalesce	trust	0.555	зрастацца
betrothed	trust	0.555	заручаны
midwife	trust	0.555	акушэрка
veteran	trust	0.555	ветэран
destined	trust	0.555	наканавана
auditor	trust	0.555	рэвізор
privacy	trust	0.555	канфідэнцыяльнасць
restorative	trust	0.555	аднаўленчы
influential	trust	0.555	уплывовы
impartial	trust	0.555	бесстаронні
discretion	trust	0.555	меркаванне
foresight	trust	0.555	дальнабачнасць
congruence	trust	0.555	кангруэнтнасць
worship	trust	0.555	набажэнства
constant	trust	0.555	пастаянная
reunion	trust	0.555	уз'яднанне
intuition	trust	0.555	інтуіцыя
reconciliation	trust	0.555	прымірэнне
ambulance	trust	0.555	хуткая дапамога
defender	trust	0.555	абаронца
greatness	trust	0.555	веліч
buddy	trust	0.555	прыяцель
vote	trust	0.555	галасаваць
physicist	trust	0.555	фізік
prophet	trust	0.555	прарок
prevalent	trust	0.547	распаўсюджаны
eyewitness	trust	0.547	відавочца
durable	trust	0.547	трывалы
prudent	trust	0.547	разважлівы
securities	trust	0.547	каштоўныя паперы
salvation	trust	0.547	выратаванне
govern	trust	0.547	кіраваць
law	trust	0.547	права
proud	trust	0.547	ганарлівы
cheer	trust	0.547	падбадзёрыць
reinforcement	trust	0.547	армаванне
promises	trust	0.547	зарабіў
invocation	trust	0.547	выкліканне
provide	trust	0.547	забяспечыць
friendly	trust	0.547	прыязны
commanding	trust	0.547	загадны
temperate	trust	0.547	ўмераны
conciliation	trust	0.547	прымірэнне
convent	trust	0.547	жаночы манастыр
heritage	trust	0.547	спадчына
independence	trust	0.547	незалежнасць
rejoice	trust	0.547	радавацца
engaging	trust	0.547	прыцягненне
readiness	trust	0.547	гатоўнасць
registry	trust	0.547	рэестр
statement	trust	0.547	заяву
liberty	trust	0.547	свабода
forgive	trust	0.547	прабачце
ancestral	trust	0.547	радавой
impenetrable	trust	0.547	непранікальны
choices	trust	0.539	абяцанні
psalms	trust	0.539	псалмы
majority	trust	0.539	большасць
antidote	trust	0.539	проціяддзе
tantamount	trust	0.539	раўназначна
perfect	trust	0.539	ідэальны
regularity	trust	0.539	рэгулярнасць
chronicle	trust	0.539	хроніка
ensemble	trust	0.539	ансамбль
applause	trust	0.539	апладысменты
obedience	trust	0.539	паслухмянасць
aspiring	trust	0.539	які імкнецца
watchman	trust	0.539	вартаўнік
inimitable	trust	0.539	непаўторны
chastity	trust	0.539	цнатлівасць
architecture	trust	0.539	архітэктуры
stamina	trust	0.539	цягавітасць
delightful	trust	0.539	цудоўны
exalted	trust	0.539	узнёслы
relevant	trust	0.539	актуальныя
reinforcements	trust	0.539	падмацавання
proctor	trust	0.539	практар
immovable	trust	0.539	нерухомы
instructions	trust	0.539	інструкцыі
define	trust	0.539	вызначыць
uncensured	trust	0.539	бесцэнзурны
institute	trust	0.539	інстытут
responsive	trust	0.539	спагадны
recovery	trust	0.539	аднаўленне
obliging	trust	0.539	абавязлівы
obvious	trust	0.539	відавочны
forefathers	trust	0.539	прабацькі
eager	trust	0.539	нецярплівы
inoculation	trust	0.539	прышчэпка
admitting	trust	0.539	дапускаючы
memorable	trust	0.539	запамінальны
hospital	trust	0.531	бальніца
rescue	trust	0.531	выратаванне
deed	trust	0.531	справа
princely	trust	0.531	княжацкі
retirement	trust	0.531	выхад на пенсію
cradle	trust	0.531	калыска
immunization	trust	0.531	імунізацыя
bloom	trust	0.531	красаваць
candid	trust	0.531	шчыры
evergreen	trust	0.531	вечназялёныя
ballot	trust	0.531	галасаванне
accompaniment	trust	0.531	суправаджэнне
verily	trust	0.531	сапраўды
inseparable	trust	0.531	непадзельны
analyst	trust	0.531	аналітык
strive	trust	0.531	імкнуцца
dependent	trust	0.531	залежны
heavens	trust	0.531	нябёсы
answerable	trust	0.531	адказнасць
school	trust	0.531	школа
terms	trust	0.531	тэрміны
center	trust	0.531	цэнтр
firstborn	trust	0.531	першынец
transcript	trust	0.531	стэнаграма
fraternal	trust	0.531	брацкага
omniscient	trust	0.531	усёведны
seal	trust	0.531	пячатка
edification	trust	0.531	павучанне
doubtless	trust	0.531	несумненна
deliverance	trust	0.531	збаўленне
sponsor	trust	0.531	спонсар
expedient	trust	0.531	мэтазгодны
bride	trust	0.531	нявеста
refuge	trust	0.531	прытулак
approbation	trust	0.527	апрабацыя
chaplain	trust	0.523	капелан
laureate	trust	0.523	лаўрэат
liberate	trust	0.523	вызваляць
coronation	trust	0.523	каранацыя
adoration	trust	0.523	пакланенне
countenance	trust	0.523	аблічча
honeymoon	trust	0.523	мядовы месяц
connoisseur	trust	0.523	знаўца
notable	trust	0.523	прыкметны
benedictory	trust	0.523	дабрачынны
celebration	trust	0.523	святкаванне
neighbor	trust	0.523	сусед
unbroken	trust	0.523	непарушны
award	trust	0.523	прэмія
improvement	trust	0.523	паляпшэнне
hug	trust	0.523	абняць
graduation	trust	0.523	выпускны
correctness	trust	0.523	карэктнасць
winning	trust	0.523	перамога
paragon	trust	0.523	узор
ratify	trust	0.523	ратыфікаваць
powerful	trust	0.523	магутны
elevation	trust	0.523	ўзвышэнне
commonwealth	trust	0.523	садружнасці
account	trust	0.523	рахунак
unimpeached	trust	0.523	беспярэчны
taught	trust	0.523	вучыў
salutary	trust	0.523	выратавальны
captivate	trust	0.523	захапіць
dictionary	trust	0.523	слоўнік
nobility	trust	0.523	дваранства
ourselves	trust	0.523	выбары
feeling	trust	0.518	пачуццё
amen	trust	0.516	амін
committee	trust	0.516	камітэта
reverie	trust	0.516	летуценнасць
deserve	trust	0.516	заслугоўваюць
fully	trust	0.516	цалкам
compliment	trust	0.516	камплімент
obstetrician	trust	0.516	акушэр
enchanted	trust	0.516	зачараваны
inform	trust	0.516	інфармаваць
association	trust	0.516	асацыяцыі
credit	trust	0.516	крэдыт
passwords	trust	0.516	сябе
freely	trust	0.516	свабодна
framework	trust	0.516	рамках
nobleman	trust	0.516	дваранін
formative	trust	0.516	фарміруючы
tender	trust	0.516	пяшчотны
measure	trust	0.516	мера
advent	trust	0.516	адвэнт
management	trust	0.516	кіравання
confession	trust	0.516	споведзь
remedy	trust	0.516	сродак
sentinel	trust	0.516	вартавы
pray	trust	0.516	маліцца
perpetuity	trust	0.516	вечнасць
tribunal	trust	0.516	трыбунал
minded	trust	0.516	настроены
organization	trust	0.516	арганізацыі
predominant	trust	0.516	пераважная
volunteer	trust	0.509	валанцёр
accolade	trust	0.508	пахвала
courtship	trust	0.508	заляцанні
patronage	trust	0.508	мецэнацтва
philosopher	trust	0.508	філосаф
confessional	trust	0.508	спавядальны
diversity	trust	0.508	разнастайнасць
virgin	trust	0.508	нявінніца
venerable	trust	0.508	шаноўны
policy	trust	0.508	палітыкі
intact	trust	0.508	некранутым
custodian	trust	0.508	захавальнікам
automatic	trust	0.508	аўтаматычны
unsurpassed	trust	0.508	непераўзыдзены
shepherd	trust	0.508	пастух
reward	trust	0.508	Узнагарода
beautification	trust	0.508	добраўпарадкаванне
medical	trust	0.508	медыцынскі
constable	trust	0.508	канстэбль
forgiving	trust	0.508	даруючы
tolerance	trust	0.508	памяркоўнасць
priest	trust	0.508	святар
enable	trust	0.508	уключыць
vouch	trust	0.508	ручацца
lieutenant	trust	0.508	лейтэнант
instruct	trust	0.508	інструктаваць
housewife	trust	0.508	хатняя гаспадыня
admissible	trust	0.508	дапушчальны
sovereign	trust	0.508	суверэнны
amour	trust	0.508	любоў
savor	trust	0.508	смакаваць
darling	trust	0.500	дарагая
related	trust	0.500	звязаныя
infallibility	trust	0.500	беспамылковасць
watchful	trust	0.500	пільны
nerds	trust	0.500	паролі
instruction	trust	0.500	інструкцыя
doctrine	trust	0.500	дактрына
birth	trust	0.500	нараджэнне
timing	trust	0.500	тэрміны
infinity	trust	0.500	бясконцасць
religions	trust	0.500	батанікі
warden	trust	0.500	наглядчык
optimist	trust	0.500	аптыміст
apologetic	trust	0.500	апалагетычны
gateway	trust	0.500	шлюз
pontiff	trust	0.500	Пантыфік
alive	trust	0.500	жывы
indelible	trust	0.500	нязмыўная
personal	trust	0.500	асабісты
pious	trust	0.500	набожны
majesty	trust	0.500	велічнасць
synchronize	trust	0.500	сінхранізаваць
guard	trust	0.500	ахоўнік
retain	trust	0.500	захаваць
romantic	trust	0.500	рамантычны
superman	trust	0.500	супермэн
info	trust	0.500	інфармацыя
backer	trust	0.500	заступнік
undying	trust	0.500	неўміраючы
vindication	trust	0.500	апраўданне
badge	trust	0.500	значок
treasure	trust	0.500	скарб
guru	trust	0.500	гуру
church	trust	0.492	царквы
formality	trust	0.492	фармальнасць
contributor	trust	0.492	укладальнік
radiance	trust	0.492	ззянне
psalm	trust	0.492	псалом
laudatory	trust	0.492	хвалебны
grandchildren	trust	0.492	унукі
popularity	trust	0.492	папулярнасць
salute	trust	0.492	салют
hosannah	trust	0.492	асанна
attraction	trust	0.492	атракцыён
efforts	trust	0.492	прысуд
privy	trust	0.492	тайны
improve	trust	0.492	палепшыць
sheriff	trust	0.492	шэрыф
chairman	trust	0.492	старшыня
judgement	trust	0.492	прыказкі
harbor	trust	0.492	гавань
elegance	trust	0.492	элегантнасць
hardy	trust	0.492	марозаўстойлівыя
umpire	trust	0.492	суддзя
constitute	trust	0.492	складаюць
proverbs	trust	0.492	рэлігіі
jubilant	trust	0.492	юбіляр
aspire	trust	0.492	імкнуцца
synonymous	trust	0.492	сінанімічныя
inevitable	trust	0.492	непазбежны
musical	trust	0.492	музычны
spokesman	trust	0.492	прэс-сакратар
endow	trust	0.492	надзяляць
fellow	trust	0.492	таварыш
grow	trust	0.492	расці
moderator	trust	0.492	мадэратар
enjoy	trust	0.484	атрымліваць асалоду ад
found	trust	0.484	знойдзены
armor	trust	0.484	браня
colonel	trust	0.484	палкоўнік
referee	trust	0.484	рэферы
favorite	trust	0.484	любімы
assembly	trust	0.484	зборка
romance	trust	0.484	рамантыка
confess	trust	0.484	прызнацца
sweet	trust	0.484	салодкі
crowning	trust	0.484	каранаванне
forecast	trust	0.484	прагноз
affection	trust	0.484	прыхільнасць
approbate	trust	0.484	дарэчны
path	trust	0.484	шлях
concord	trust	0.484	згода
police	trust	0.484	паліцыя
countryman	trust	0.484	зямляк
income	trust	0.484	даход
ranger	trust	0.484	рэйнджар
depth	trust	0.484	глыбіня
like	trust	0.484	падабаецца
voucher	trust	0.484	ваўчар
diagnosis	trust	0.484	дыягностыка
hire	trust	0.484	наняць
clean	trust	0.484	чыстыя
laudation	trust	0.484	пахвала
arbiter	trust	0.484	арбітр
purely	trust	0.477	чыста
votive	trust	0.477	вотыўны
expect	trust	0.477	чакаць
glory	trust	0.477	слава
counted	trust	0.477	намаганні
apologize	trust	0.477	прасіць прабачэння
sterling	trust	0.477	стэрлінгаў
word	trust	0.477	слова
follow	trust	0.477	прытрымлівацца
sermon	trust	0.477	пропаведзь
consul	trust	0.477	консул
calculator	trust	0.477	калькулятар
lamb	trust	0.477	бараніна
veracity	trust	0.477	праўдзівасць
matter	trust	0.477	справа
parliament	trust	0.477	парламент
lover	trust	0.477	палюбоўнік
sacrifice	trust	0.477	ахвярапрынашэнне
putative	trust	0.477	меркаваны
preponderance	trust	0.477	перавага
landmark	trust	0.477	арыенцір
nursery	trust	0.477	гадавальнік
mathematical	trust	0.477	матэматычны
frank	trust	0.477	шчыры
signature	trust	0.477	подпіс
policeman	trust	0.477	міліцыянт
episcopal	trust	0.477	епіскапскі
pastor	trust	0.477	пастар
eagerness	trust	0.469	ахвота
mighty	trust	0.469	магутны
recruits	trust	0.469	навабранцы
tribune	trust	0.469	трыбуна
author	trust	0.469	аўтар
effective	trust	0.469	эфектыўны
intended	trust	0.469	прызначаны
passion	trust	0.469	запал
religion	trust	0.469	рэлігія
flagship	trust	0.469	флагман
immerse	trust	0.469	пагрузіць
capacity	trust	0.469	ёмістасць
associate	trust	0.469	паплечнік
cashier	trust	0.469	касір
regal	trust	0.469	царскі
dove	trust	0.469	голуб
tutelage	trust	0.469	апека
underwrite	trust	0.469	гарантаваць
uncritical	trust	0.469	некрытычны
prefer	trust	0.469	аддаю перавагу
instructor	trust	0.469	інструктар
gain	trust	0.469	атрымаць
marshal	trust	0.469	маршал
judgment	trust	0.469	прысуд
judicious	trust	0.469	разважлівы
top	trust	0.469	верх
title	trust	0.469	назва
vicar	trust	0.469	пробашч
bridesmaid	trust	0.469	сяброўка нявесты
commission	trust	0.469	камісія
lifestyle	trust	0.461	лад жыцця
aunt	trust	0.461	цётка
attendant	trust	0.461	суправаджальнік
enroll	trust	0.461	залічыць
priesthood	trust	0.461	святарства
trade	trust	0.461	гандаль
crucial	trust	0.461	вырашальнае значэнне
moorings	trust	0.461	прычалы
kitten	trust	0.461	кацяня
medal	trust	0.461	медаль
oblige	trust	0.461	абавязаць
manage	trust	0.461	кіраваць
magnetic	trust	0.461	магнітныя
custody	trust	0.461	апека
necessarily	trust	0.461	абавязкова
partake	trust	0.461	прычасціцца
cautious	trust	0.461	асцярожны
consecration	trust	0.461	асвячэнне
courier	trust	0.461	кур'ер
bank	trust	0.461	банк
