English Word	Emotion	Emotion-Intensity-Score	Marathi Word
uninspired	sadness	0.344	प्रेरणाहीन
furrow	sadness	0.344	फरो
cumbersome	sadness	0.344	अवजड
specter	sadness	0.344	भूत
desert	sadness	0.344	वाळवंट
lagging	sadness	0.344	मागे पडणे
attenuation	sadness	0.344	क्षीणन
forfeit	sadness	0.344	जप्त
plea	sadness	0.344	विनवणी
thrash	sadness	0.344	मारणे
resigned	sadness	0.344	राजीनामा दिला
detention	sadness	0.344	अटक
surgery	sadness	0.344	शस्त्रक्रिया
intercede	sadness	0.344	मध्यस्थी करणे
stained	sadness	0.344	डागलेले
unaccountable	sadness	0.339	बेहिशेबी
myopia	sadness	0.339	मायोपिया
mishap	sadness	0.338	अपघात
probation	sadness	0.336	परिविक्षा
severance	sadness	0.333	विच्छेदन
disagreeing	sadness	0.333	असहमत
unacknowledged	sadness	0.328	न स्वीकारलेले
dependence	sadness	0.328	अवलंबित्व
unacceptable	sadness	0.328	अस्वीकार्य
leave	sadness	0.328	सोडा
bondage	sadness	0.328	बंधन
bacteria	sadness	0.328	जिवाणू
sterile	sadness	0.328	निर्जंतुक
adrift	sadness	0.328	वाहून जाणे
endless	sadness	0.328	अंतहीन
incompetent	sadness	0.328	अक्षम
soreness	sadness	0.328	वेदना
nether	sadness	0.328	दोन्ही
nepotism	sadness	0.328	घराणेशाही
squall	sadness	0.328	squall
disallowed	sadness	0.328	परवानगी नाही
scold	sadness	0.327	शिव्या देणे
flaccid	sadness	0.324	झणझणीत
hobo	sadness	0.323	hobo
fragile	sadness	0.319	नाजूक
stingy	sadness	0.319	कंजूस
sue	sadness	0.318	खटला
scarcely	sadness	0.318	क्वचितच
mistake	sadness	0.312	चूक
committal	sadness	0.312	वचनबद्ध
nonsensical	sadness	0.312	निरर्थक
inhibit	sadness	0.312	प्रतिबंधित करणे
skid	sadness	0.312	स्किड
wan	sadness	0.312	वॅन
defy	sadness	0.312	अवमान करणे
fatty	sadness	0.312	फॅटी
clouded	sadness	0.312	ढगाळ
ulcer	sadness	0.312	व्रण
nostalgia	sadness	0.312	नॉस्टॅल्जिया
evanescence	sadness	0.312	दूर होणे
hamstring	sadness	0.312	हॅमस्ट्रिंग
thresh	sadness	0.312	मळणी
conceal	sadness	0.311	लपवणे
blemish	sadness	0.310	डाग
resisting	sadness	0.309	प्रतिकार करणे
sympathetic	sadness	0.307	सहानुभूतीपूर्ण
bugaboo	sadness	0.304	बगाबू
opium	sadness	0.303	अफू
confess	sadness	0.303	कबूल करणे
alas	sadness	0.302	अरेरे
mislead	sadness	0.297	दिशाभूल करणे
suppress	sadness	0.297	दाबणे
inappropriate	sadness	0.297	अयोग्य
discontinuity	sadness	0.297	अखंडता
wrinkled	sadness	0.297	सुरकुत्या
dull	sadness	0.297	कंटाळवाणा
weak	sadness	0.297	कमकुवत
halting	sadness	0.297	थांबणे
incompatible	sadness	0.297	विसंगत
migraine	sadness	0.297	मायग्रेन
subsidence	sadness	0.297	कमी होणे
setback	sadness	0.297	धक्का
toocold	sadness	0.297	खूप थंड
incase	sadness	0.297	केस
hermit	sadness	0.296	संन्यासी
moving	sadness	0.295	हलवून
shrink	sadness	0.295	संकुचित
shiver	sadness	0.291	थरथर
constraint	sadness	0.288	मर्यादा
unimportant	sadness	0.288	बिनमहत्त्वाचे
tramp	sadness	0.288	भटक्या
rubble	sadness	0.282	ढिगारा
down	sadness	0.281	खाली
taint	sadness	0.281	कलंक
flop	sadness	0.281	फ्लॉप
wearily	sadness	0.281	थकल्यासारखे
overdue	sadness	0.281	अतिदेय
excluding	sadness	0.281	वगळून
confession	sadness	0.281	कबुली
grey	sadness	0.281	राखाडी
senseless	sadness	0.281	मूर्ख
unseat	sadness	0.281	बसणे
remove	sadness	0.281	काढा
revoke	sadness	0.281	मागे घेणे
shortage	sadness	0.281	कमतरता
apathy	sadness	0.281	उदासीनता
adverse	sadness	0.281	प्रतिकूल
negro	sadness	0.281	निग्रो
timid	sadness	0.281	भित्रा
flinch	sadness	0.281	चकचकीत
scrapie	sadness	0.281	स्क्रॅपी
grumpy	sadness	0.281	चिडखोर
knell	sadness	0.275	गुडघे टेकणे
throb	sadness	0.273	धडधडणे
confusion	sadness	0.273	गोंधळ
soldier	sadness	0.273	शिपाई
jurisprudence	sadness	0.273	न्यायशास्त्र
humbled	sadness	0.273	नम्र
gray	sadness	0.269	राखाडी
lax	sadness	0.266	शिथिल
mixedemotions	sadness	0.266	संमिश्र भावना
obstacle	sadness	0.266	अडथळा
slur	sadness	0.266	गाळ
unrealistic	sadness	0.266	अवास्तव
drifted	sadness	0.266	वाहून गेले
leaving	sadness	0.266	सोडून
shack	sadness	0.266	झोपडी
eternity	sadness	0.266	अनंतकाळ
remiss	sadness	0.266	चुकणे
inconvenient	sadness	0.263	गैरसोयीचे
restrict	sadness	0.259	प्रतिबंधित
misrepresentation	sadness	0.259	चुकीचे वर्णन
stagnant	sadness	0.259	स्थिर
disservice	sadness	0.258	सेवा
wilderness	sadness	0.255	वाळवंट
nosun	sadness	0.255	nosun
backwater	sadness	0.255	बॅकवॉटर
tempest	sadness	0.250	वादळ
pine	sadness	0.250	झुरणे
humbug	sadness	0.250	हंबग
bang	sadness	0.250	मोठा आवाज
speculation	sadness	0.250	अटकळ
labored	sadness	0.250	परिश्रम घेतले
incomplete	sadness	0.250	अपूर्ण
gullible	sadness	0.250	भोळे
undying	sadness	0.250	अमर
anchorage	sadness	0.250	अँकरेज
unexplained	sadness	0.250	अस्पष्ट
error	sadness	0.250	त्रुटी
wasteful	sadness	0.250	व्यर्थ
communism	sadness	0.250	साम्यवाद
uneducated	sadness	0.250	अशिक्षित
melodrama	sadness	0.242	मेलोड्रामा
demonstrative	sadness	0.242	प्रात्यक्षिक
rainyday	sadness	0.242	पावसाळी दिवस
necessity	sadness	0.236	गरज
boredom	sadness	0.235	कंटाळवाणेपणा
foggy	sadness	0.234	धुके
sentence	sadness	0.234	वाक्य
misty	sadness	0.234	धुके
cancel	sadness	0.234	रद्द करा
void	sadness	0.234	शून्य
cloudy	sadness	0.234	ढगाळ
blockade	sadness	0.234	नाकेबंदी
pale	sadness	0.234	फिकट गुलाबी
trash	sadness	0.234	कचरा
uninteresting	sadness	0.234	रसहीन
hollow	sadness	0.234	पोकळ
healing	sadness	0.234	उपचार
depart	sadness	0.234	निघणे
burke	sadness	0.234	बर्क
warp	sadness	0.234	ताना
case	sadness	0.228	केस
rainy	sadness	0.227	पावसाळी
uninterested	sadness	0.223	स्वारस्य नाही
onerous	sadness	0.223	कठीण
bottom	sadness	0.223	तळाशी
fasting	sadness	0.220	उपवास
boooo	sadness	0.219	boooo
dole	sadness	0.219	डोल
pious	sadness	0.219	धार्मिक
indifference	sadness	0.219	उदासीनता
coping	sadness	0.219	सामना
discolored	sadness	0.219	रंगीत
thirst	sadness	0.219	तहान
blunder	sadness	0.219	चूक
cocaine	sadness	0.218	कोकेन
tough	sadness	0.212	कठीण
revolution	sadness	0.203	क्रांती
hoary	sadness	0.203	hoary
chilly	sadness	0.203	थंडगार
sluggish	sadness	0.203	आळशी
yucky	sadness	0.203	युकी
fat	sadness	0.203	चरबी
lower	sadness	0.203	कमी
sprain	sadness	0.203	मोच
chargeable	sadness	0.203	शुल्क आकारण्यायोग्य
arid	sadness	0.203	रखरखीत
wanting	sadness	0.202	इच्छा
progression	sadness	0.201	प्रगती
closure	sadness	0.195	बंद
unbeaten	sadness	0.193	नाबाद
rack	sadness	0.188	रॅक
halter	sadness	0.188	थांबवणे
rumor	sadness	0.188	अफवा
tease	sadness	0.188	चिडवणे
invalid	sadness	0.188	अवैध
cataract	sadness	0.188	मोतीबिंदू
meh	sadness	0.188	meh
heartfelt	sadness	0.188	मनापासून
retirement	sadness	0.188	सेवानिवृत्ती
splitting	sadness	0.188	विभाजन
interrupted	sadness	0.188	व्यत्यय आला
oddity	sadness	0.188	विचित्रता
cold	sadness	0.188	थंड
veal	sadness	0.188	वासराचे मांस
concerned	sadness	0.184	संबंधित
sarcasm	sadness	0.181	व्यंग
strip	sadness	0.179	पट्टी
divided	sadness	0.172	विभाजित
feeling	sadness	0.172	भावना
overload	sadness	0.172	ओव्हरलोड
sap	sadness	0.172	रस
memories	sadness	0.172	आठवणी
esteem	sadness	0.172	आदर
cupping	sadness	0.172	कपिंग
eschew	sadness	0.172	टाळणे
destination	sadness	0.170	गंतव्यस्थान
nosnow	sadness	0.169	बर्फवृष्टी
limited	sadness	0.167	मर्यादित
rain	sadness	0.163	पाऊस
willful	sadness	0.160	जाणूनबुजून
untitled	sadness	0.157	शीर्षकहीन
stint	sadness	0.156	कार्यकाळ
cross	sadness	0.156	फुली
weeds	sadness	0.156	तण
pare	sadness	0.155	pare
snort	sadness	0.154	घोरणे
procession	sadness	0.152	मिरवणूक
inconsequential	sadness	0.152	अवास्तव
tax	sadness	0.142	कर
emo	sadness	0.141	इमो
tolerate	sadness	0.141	सहन करणे
mug	sadness	0.141	घोकंपट्टी
overpriced	sadness	0.141	जास्त किंमत
weight	sadness	0.141	वजन
touchy	sadness	0.140	हळवे
kennel	sadness	0.130	कुत्र्यासाठी घर
grounded	sadness	0.130	ग्राउंड केलेले
unpaid	sadness	0.125	न भरलेले
socialist	sadness	0.125	समाजवादी
meek	sadness	0.125	नम्र
clouds	sadness	0.125	ढग
margin	sadness	0.125	समास
theocratic	sadness	0.125	ईश्वरशासित
stillness	sadness	0.125	शांतता
sisterhood	sadness	0.125	बहीणभाव
terrific	sadness	0.125	भयानक
commemorate	sadness	0.125	स्मरण करणे
late	sadness	0.125	उशीरा
default	sadness	0.121	डीफॉल्ट
lace	sadness	0.118	नाडी
unpublished	sadness	0.116	अप्रकाशित
interested	sadness	0.114	स्वारस्य
fortress	sadness	0.110	किल्ला
lush	sadness	0.109	समृद्ध
harry	sadness	0.109	हॅरी
ultimate	sadness	0.109	अंतिम
priesthood	sadness	0.109	पुरोहितपद
orchestra	sadness	0.109	ऑर्केस्ट्रा
rating	sadness	0.109	रेटिंग
fleece	sadness	0.109	लोकर
sanctify	sadness	0.108	पवित्र करणे
income	sadness	0.100	उत्पन्न
winning	sadness	0.094	जिंकणे
boo	sadness	0.094	बू
quiet	sadness	0.094	शांत
sonnet	sadness	0.094	सॉनेट
vainly	sadness	0.091	व्यर्थ
hug	sadness	0.078	मिठी
opera	sadness	0.078	ऑपेरा
humble	sadness	0.078	नम्र
hut	sadness	0.078	झोपडी
ovation	sadness	0.078	जयजयकार
wet	sadness	0.078	ओले
motivating	sadness	0.078	प्रेरक
treat	sadness	0.076	उपचार
hymn	sadness	0.064	भजन
honest	sadness	0.062	प्रामाणिक
relics	sadness	0.061	अवशेष
couch	sadness	0.060	पलंग
waffle	sadness	0.047	वायफळ बडबड
shell	sadness	0.045	शेल
musical	sadness	0.045	संगीत
savor	sadness	0.034	आस्वाद घेणे
napkin	sadness	0.031	रुमाल
vote	sadness	0.031	मत
sing	sadness	0.017	गाणे
mother	sadness	0.016	आई
music	sadness	0.016	संगीत
nutritious	sadness	0.015	पौष्टिक
lovely	sadness	0.009	सुंदर
sweetheart	sadness	0.000	प्रिये
romance	sadness	0.000	प्रणय
liquor	sadness	0.000	दारू
art	sadness	0.000	कला
surprise	surprise	0.930	आश्चर्य
explode	surprise	0.906	एकदम बाहेर पडणे
flabbergast	surprise	0.906	आश्चर्यकारक
explosion	surprise	0.898	स्फोट
ambush	surprise	0.883	हल्ला
explosive	surprise	0.883	स्फोटक
eruption	surprise	0.883	उद्रेक
surprisingly	surprise	0.875	आश्चर्याची गोष्ट
startle	surprise	0.875	धक्कादायक
shockingly	surprise	0.875	धक्कादायकपणे
frighten	surprise	0.875	घाबरवणे
surprised	surprise	0.867	आश्चर्यचकित
frightened	surprise	0.867	घाबरलेला
surprising	surprise	0.867	आश्चर्यकारक
outburst	surprise	0.859	उद्रेक
thrilling	surprise	0.859	थरारक
miracle	surprise	0.859	चमत्कार
blast	surprise	0.852	स्फोट
astonishingly	surprise	0.852	आश्चर्यकारकपणे
alarm	surprise	0.852	गजर
shock	surprise	0.844	धक्का
thunderstruck	surprise	0.844	गडगडाट
jolt	surprise	0.844	धक्का
dazzle	surprise	0.836	चकचकीत करणे
bang	surprise	0.836	मोठा आवाज
catastrophe	surprise	0.836	आपत्ती
fright	surprise	0.836	भीती
unexpectedly	surprise	0.836	अनपेक्षितपणे
startling	surprise	0.828	धक्कादायक
suddenly	surprise	0.828	अचानक
emergency	surprise	0.828	आणीबाणी
bewilderment	surprise	0.828	गोंधळ
stunned	surprise	0.820	स्तब्ध
astound	surprise	0.820	चकित करणे
jackpot	surprise	0.812	जॅकपॉट
earthquake	surprise	0.812	भूकंप
disaster	surprise	0.812	आपत्ती
astonishment	surprise	0.805	आश्चर्य
climax	surprise	0.805	कळस
aghast	surprise	0.805	हैराण
astonish	surprise	0.805	आश्चर्यचकित
scare	surprise	0.797	घाबरवणे
awestruck	surprise	0.797	आश्चर्यचकित
erupt	surprise	0.789	उद्रेक
bomb	surprise	0.789	बॉम्ब
exclaim	surprise	0.789	उद्गार
amazement	surprise	0.781	आश्चर्य
abduction	surprise	0.773	अपहरण
alarming	surprise	0.773	चिंताजनक
detonate	surprise	0.773	स्फोट
raid	surprise	0.773	छापा
miraculous	surprise	0.773	चमत्कारिक
invade	surprise	0.773	आक्रमण करणे
kidnap	surprise	0.766	अपहरण
unpredictable	surprise	0.758	अप्रत्याशित
stupefy	surprise	0.758	मूर्ख
dumfound	surprise	0.758	डमफाऊंड
overwhelming	surprise	0.758	जबरदस्त
erratic	surprise	0.750	अनियमित
unimaginable	surprise	0.750	अकल्पनीय
accident	surprise	0.750	अपघात
outrageous	surprise	0.750	अपमानकारक
horror	surprise	0.742	भयपट
amaze	surprise	0.742	आश्चर्यचकित करणे
blitz	surprise	0.742	ब्लिट्झ
bewilder	surprise	0.742	आश्चर्यचकित करणे
flinch	surprise	0.742	चकचकीत
petrify	surprise	0.742	पेट्रीफाय
wreck	surprise	0.742	नाश
slaughter	surprise	0.742	कत्तल
frenetic	surprise	0.734	उन्माद
crash	surprise	0.734	आपटी
frantic	surprise	0.734	उन्मत्त
stupefaction	surprise	0.734	मूर्खपणा
excitement	surprise	0.734	उत्साह
riotous	surprise	0.727	दंगलखोर
outcry	surprise	0.727	आक्रोश
vanished	surprise	0.727	गायब
moonstruck	surprise	0.727	moonstruck
sudden	surprise	0.727	अचानक
awe	surprise	0.719	दरारा
scream	surprise	0.719	किंचाळणे
breathless	surprise	0.719	धाप लागणे
sabotage	surprise	0.719	तोडफोड
shriek	surprise	0.719	ओरडणे
unanticipated	surprise	0.719	अनपेक्षित
bewildered	surprise	0.719	आश्चर्याने
manslaughter	surprise	0.719	हत्या
amazedness	surprise	0.719	आश्चर्य
rupture	surprise	0.719	फुटणे
unexpected	surprise	0.711	अनपेक्षित
electrify	surprise	0.711	विद्युतीकरण
uncontrollable	surprise	0.711	अनियंत्रित
shot	surprise	0.711	शॉट
avalanche	surprise	0.711	हिमस्खलन
gasp	surprise	0.711	धापा टाकणे
stun	surprise	0.711	थक्क करणे
slam	surprise	0.703	स्लॅम
abrupt	surprise	0.703	अचानक
intruder	surprise	0.703	घुसखोर
unforeseen	surprise	0.703	अनपेक्षित
suspense	surprise	0.703	सस्पेन्स
devastation	surprise	0.703	विध्वंस
surge	surprise	0.703	लाट
excite	surprise	0.695	उत्तेजित करणे
dumfounder	surprise	0.695	डमफाउंडर
yell	surprise	0.695	ओरडणे
unprecedented	surprise	0.695	अभूतपूर्व
strike	surprise	0.695	संप
volatility	surprise	0.695	अस्थिरता
urgent	surprise	0.695	तातडीचे
stab	surprise	0.695	वार
disturbance	surprise	0.688	अडथळा
carnage	surprise	0.688	नरसंहार
incredible	surprise	0.688	अविश्वसनीय
spectacular	surprise	0.688	नेत्रदीपक
thrill	surprise	0.680	रोमांच
recklessness	surprise	0.680	बेपर्वाई
clamor	surprise	0.680	कोलाहल
monstrous	surprise	0.680	राक्षसी
slap	surprise	0.680	थप्पड
inexplicable	surprise	0.672	अवर्णनीय
terrorist	surprise	0.672	दहशतवादी
exciting	surprise	0.672	रोमांचक
accidental	surprise	0.672	अपघाती
accidentally	surprise	0.672	चुकून
striking	surprise	0.672	टोलावणे
captivate	surprise	0.672	मोहित करणे
exhilaration	surprise	0.672	उत्साह
topple	surprise	0.664	पाडणे
dire	surprise	0.664	भयंकर
revolution	surprise	0.664	क्रांती
volcano	surprise	0.664	ज्वालामुखी
freakish	surprise	0.664	विचित्र
revolt	surprise	0.656	बंड
bloodshed	surprise	0.656	रक्तपात
sneak	surprise	0.656	डोकावणे
unspeakable	surprise	0.656	अकथनीय
incendiary	surprise	0.656	आग लावणारा
epidemic	surprise	0.648	साथरोग
violent	surprise	0.648	हिंसक
disruption	surprise	0.648	व्यत्यय
amazingly	surprise	0.648	आश्चर्यकारकपणे
mutiny	surprise	0.648	बंडखोरी
spellbound	surprise	0.648	मंत्रमुग्ध
cyclone	surprise	0.648	चक्रीवादळ
unsuspecting	surprise	0.648	संशयास्पद
attacking	surprise	0.648	हल्ला करणे
unintended	surprise	0.648	अनपेक्षित
shout	surprise	0.641	ओरडणे
indescribable	surprise	0.641	अवर्णनीय
tumult	surprise	0.641	गोंधळ
improvisation	surprise	0.641	सुधारणा
wildfire	surprise	0.641	जंगलातील आग
excitation	surprise	0.641	उत्तेजना
screech	surprise	0.641	ओरडणे
enthusiasm	surprise	0.641	उत्साह
uncertain	surprise	0.633	अनिश्चित
plunder	surprise	0.633	लुटणे
gape	surprise	0.633	गॅप
treachery	surprise	0.633	विश्वासघात
agape	surprise	0.633	agape
anomaly	surprise	0.633	विसंगती
presto	surprise	0.633	presto
apparition	surprise	0.633	प्रकटीकरण
wonderment	surprise	0.625	आश्चर्य
slaughtering	surprise	0.625	कत्तल
trick	surprise	0.625	युक्ती
mystery	surprise	0.625	रहस्य
murderous	surprise	0.625	खूनी
distress	surprise	0.625	त्रास
sorcery	surprise	0.625	चेटूक
excited	surprise	0.625	उत्साहित
tempest	surprise	0.625	वादळ
urgency	surprise	0.625	निकड
inimaginable	surprise	0.617	अकल्पनीय
intrusive	surprise	0.617	अनाहूत
quickness	surprise	0.617	वेग
intense	surprise	0.617	तीव्र
trickery	surprise	0.617	फसवणूक
vanish	surprise	0.617	गायब होणे
prank	surprise	0.617	खोड्या
murder	surprise	0.617	खून
thief	surprise	0.609	चोर
blindfold	surprise	0.609	डोळ्यावर पट्टी
unstable	surprise	0.609	अस्थिर
strangle	surprise	0.609	गळा दाबणे
coup	surprise	0.609	सत्तापालट
magical	surprise	0.609	जादुई
shatter	surprise	0.609	तुकडे करणे
splash	surprise	0.609	स्प्लॅश
stupor	surprise	0.602	मूर्ख
inconceivable	surprise	0.602	अकल्पनीय
betray	surprise	0.602	विश्वासघात करणे
defy	surprise	0.602	अवमान करणे
jubilee	surprise	0.602	जयंती
assail	surprise	0.602	हल्ला
deluge	surprise	0.602	महापूर
tackle	surprise	0.602	हाताळणे
monstrosity	surprise	0.594	राक्षसीपणा
lightning	surprise	0.594	वीज
stupendous	surprise	0.594	विलक्षण
shrill	surprise	0.594	कर्कश
mishap	surprise	0.594	अपघात
alerts	surprise	0.594	सूचना
mysterious	surprise	0.586	रहस्यमय
randomly	surprise	0.586	यादृच्छिकपणे
wild	surprise	0.586	जंगली
deceit	surprise	0.586	फसवणूक
bonus	surprise	0.586	बोनस
pitfall	surprise	0.586	फसण्याची
uncanny	surprise	0.586	विचित्र
wondrous	surprise	0.586	आश्चर्यकारक
premature	surprise	0.578	अकाली
stagger	surprise	0.578	स्तब्ध
rejoicing	surprise	0.578	आनंदी
godsend	surprise	0.578	देवदान
jubilant	surprise	0.578	आनंदी
electric	surprise	0.578	विद्युत
raving	surprise	0.578	बडबड
bizarre	surprise	0.578	विचित्र
death	surprise	0.578	मृत्यू
fluke	surprise	0.578	फ्लूक
oddity	surprise	0.578	विचित्रता
dynamic	surprise	0.570	गतिमान
dismay	surprise	0.570	दहशत
revenge	surprise	0.570	बदला
nefarious	surprise	0.562	वाईट
fascinate	surprise	0.562	मोहित करणे
jerk	surprise	0.562	धक्का
ecstatic	surprise	0.562	उत्साही
reward	surprise	0.562	प्रतिफळ भरून पावले
uncover	surprise	0.562	उघड करणे
reappear	surprise	0.562	पुन्हा दिसणे
zany	surprise	0.555	झणझणीत
whim	surprise	0.555	लहरी
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	जादू करणे
crescendo	surprise	0.555	क्रेसेंडो
rescue	surprise	0.547	बचाव
daze	surprise	0.547	थक्क करणे
heroism	surprise	0.547	वीरता
illuminate	surprise	0.547	भ्रमनिरास
winner	surprise	0.547	विजेता
ejaculation	surprise	0.547	स्खलन
thwart	surprise	0.547	निकामी करणे
rarity	surprise	0.547	दुर्मिळता
unbridled	surprise	0.547	बेलगाम
tantalizing	surprise	0.547	त्रासदायक
punch	surprise	0.539	ठोसा
cheer	surprise	0.539	आनंद
treason	surprise	0.539	देशद्रोह
violation	surprise	0.539	उल्लंघन
celebration	surprise	0.539	उत्सव
illusion	surprise	0.539	भ्रम
marvel	surprise	0.539	चमत्कार
lucky	surprise	0.539	भाग्यवान
lunge	surprise	0.539	लंग
interrupt	surprise	0.539	व्यत्यय
insult	surprise	0.539	अपमान
concealed	surprise	0.531	लपवलेले
snag	surprise	0.531	अडचण
sensation	surprise	0.531	संवेदना
banger	surprise	0.531	बँगर
fearfully	surprise	0.531	भीतीने
affront	surprise	0.531	अपमान
jest	surprise	0.531	थट्टा
undiscovered	surprise	0.523	शोधलेले
liberate	surprise	0.523	मुक्त करणे
veer	surprise	0.523	वीर
abandonment	surprise	0.523	त्याग
immediacy	surprise	0.523	तात्काळ
improvise	surprise	0.523	सुधारणे
victimized	surprise	0.523	बळी
scorpion	surprise	0.523	विंचू
majestic	surprise	0.523	भव्य
wonder	surprise	0.523	आश्चर्य
rejoice	surprise	0.523	आनंद करा
tickle	surprise	0.516	गुदगुल्या
chance	surprise	0.516	संधी
yelp	surprise	0.516	ओरडणे
howl	surprise	0.516	रडणे
stealthily	surprise	0.516	चोरून
unintentionally	surprise	0.508	अजाणतेपणे
magnificent	surprise	0.508	भव्य
reflex	surprise	0.508	प्रतिक्षेप
garish	surprise	0.508	भडक
transcendence	surprise	0.508	अतिक्रमण
rave	surprise	0.508	बडबड
luck	surprise	0.508	नशीब
swerve	surprise	0.508	वळणे
pop	surprise	0.508	पॉप
enliven	surprise	0.500	जिवंत करणे
slayer	surprise	0.500	खून करणारा
remarkable	surprise	0.500	उल्लेखनीय
infrequent	surprise	0.500	क्वचित
pang	surprise	0.500	वेदना
erotic	surprise	0.500	कामुक
misbehavior	surprise	0.500	गैरवर्तन
diversion	surprise	0.500	वळवणे
heroic	surprise	0.500	वीर
alertness	surprise	0.500	सतर्कता
marvelous	surprise	0.500	अद्भुत
fainting	surprise	0.500	बेहोशी
embarrassment	surprise	0.500	पेच
nab	surprise	0.492	पकडणे
birthday	surprise	0.492	वाढदिवस
camouflage	surprise	0.492	क्लृप्ती
unutterable	surprise	0.492	अव्यक्त
chimera	surprise	0.492	चिमेरा
trump	surprise	0.492	ट्रम्प
decoy	surprise	0.492	फसवणूक
infarct	surprise	0.492	infarct
greatness	surprise	0.492	महानता
exigent	surprise	0.492	अत्यावश्यक
prick	surprise	0.484	टोचणे
variable	surprise	0.484	चल
curiosity	surprise	0.484	कुतूहल
daemon	surprise	0.484	डिमन
inexpressible	surprise	0.484	अव्यक्त
magician	surprise	0.484	जादूगार
underestimate	surprise	0.484	कमी लेखणे
fanfare	surprise	0.484	धूमधडाका
horde	surprise	0.484	जमाव
zeal	surprise	0.484	आवेश
incident	surprise	0.477	घटना
illumination	surprise	0.477	प्रदीपन
chicane	surprise	0.477	चिकन
sneeze	surprise	0.477	शिंकणे
subversive	surprise	0.477	विध्वंसक
gawk	surprise	0.477	गव
fortune	surprise	0.477	दैव
strange	surprise	0.477	विचित्र
dreadfully	surprise	0.477	भयानकपणे
unguarded	surprise	0.477	असुरक्षित
prowl	surprise	0.469	फिरणे
reversal	surprise	0.469	उलट
wizard	surprise	0.469	विझार्ड
rapid	surprise	0.469	जलद
leery	surprise	0.469	लज्जास्पद
break	surprise	0.461	खंडित
slip	surprise	0.461	स्लिप
divergent	surprise	0.461	भिन्न
hilarious	surprise	0.461	आनंदी
coincidence	surprise	0.461	योगायोग
subito	surprise	0.461	subito
overestimate	surprise	0.453	जास्त अंदाज
ordeal	surprise	0.453	अग्निपरीक्षा
evanescence	surprise	0.453	दूर होणे
merriment	surprise	0.453	आनंद
raffle	surprise	0.453	राफल
winning	surprise	0.453	जिंकणे
wonderful	surprise	0.453	अद्भुत
hoax	surprise	0.453	लबाडी
confession	surprise	0.453	कबुली
splendid	surprise	0.445	भव्य
stound	surprise	0.445	स्थिर
perchance	surprise	0.445	संभाव्यता
excel	surprise	0.445	एक्सेल
enthusiast	surprise	0.445	उत्साही
gambling	surprise	0.445	जुगार
feat	surprise	0.445	पराक्रम
laughter	surprise	0.445	हशा
brighten	surprise	0.438	उजळणे
unique	surprise	0.438	अद्वितीय
senseless	surprise	0.438	मूर्ख
changeable	surprise	0.438	बदलण्यायोग्य
splendor	surprise	0.438	वैभव
rapt	surprise	0.438	आनंद
unintentional	surprise	0.438	नकळत
fascination	surprise	0.430	मोह
trepidation	surprise	0.430	भीती
lawsuit	surprise	0.430	खटला
gift	surprise	0.430	भेट
stealthy	surprise	0.430	गुप्त
fiesta	surprise	0.430	उत्सव
intrigue	surprise	0.430	कारस्थान
delighted	surprise	0.430	आनंदित
judgment	surprise	0.422	निर्णय
stealth	surprise	0.422	चोरी
enchant	surprise	0.422	मंत्रमुग्ध करणे
originality	surprise	0.422	मौलिकता
riddle	surprise	0.422	कोडे
quicksilver	surprise	0.422	द्रुत चांदी
illegitimate	surprise	0.414	बेकायदेशीर
experiment	surprise	0.414	प्रयोग
elusive	surprise	0.414	मायावी
syncope	surprise	0.414	सिंकोप
liberation	surprise	0.414	मुक्ती
spirits	surprise	0.414	आत्मे
perjury	surprise	0.414	खोटी साक्ष
veracity	surprise	0.414	सत्यता
parade	surprise	0.406	परेड
applause	surprise	0.406	टाळ्या
inspired	surprise	0.406	प्रेरित
allure	surprise	0.406	आकर्षण
eager	surprise	0.406	उत्सुक
gambler	surprise	0.406	जुगारी
fete	surprise	0.406	उत्सव
divorce	surprise	0.398	घटस्फोट
guess	surprise	0.398	अंदाज
princely	surprise	0.398	राजेशाही
burlesque	surprise	0.398	बर्लेस्क
secrecy	surprise	0.398	गुप्तता
incontinence	surprise	0.391	असंयम
peri	surprise	0.391	पेरी
cheerful	surprise	0.391	आनंदी
hermaphrodite	surprise	0.391	हर्माफ्रोडाइट
supremacy	surprise	0.391	वर्चस्व
aspiration	surprise	0.391	आकांक्षा
buck	surprise	0.383	बोकड
lose	surprise	0.383	गमावणे
cadaver	surprise	0.383	शव
crowning	surprise	0.383	मुकुट
praiseworthy	surprise	0.383	कौतुकास्पद
inheritance	surprise	0.383	वारसा
score	surprise	0.383	स्कोअर
gulp	surprise	0.375	घासणे
camouflaged	surprise	0.375	छद्म
advance	surprise	0.375	प्रगती
succeed	surprise	0.375	यशस्वी
frisky	surprise	0.375	भडक
mystic	surprise	0.375	गूढ
compliment	surprise	0.375	प्रशंसा
hope	surprise	0.367	आशा
joker	surprise	0.367	जोकर
sparkle	surprise	0.367	चमकणे
excavation	surprise	0.367	उत्खनन
sensual	surprise	0.367	कामुक
entertainment	surprise	0.359	मनोरंजन
feeling	surprise	0.359	भावना
modify	surprise	0.352	सुधारित करा
blessings	surprise	0.352	आशीर्वाद
newcomer	surprise	0.352	नवागत
obit	surprise	0.352	obit
