English Word	Emotion	Emotion-Intensity-Score	Russian Word
experiment	surprise	0.414	эксперимент
elusive	surprise	0.414	неуловимый
syncope	surprise	0.414	обморок
liberation	surprise	0.414	освобождение
spirits	surprise	0.414	духи
perjury	surprise	0.414	лжесвидетельство
veracity	surprise	0.414	правдивость
parade	surprise	0.406	парад
applause	surprise	0.406	аплодисменты
inspired	surprise	0.406	вдохновленный
allure	surprise	0.406	очарование
eager	surprise	0.406	жаждущий
gambler	surprise	0.406	азартный игрок
fete	surprise	0.406	праздник
divorce	surprise	0.398	развод
guess	surprise	0.398	предполагать
princely	surprise	0.398	княжеский
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	секретность
incontinence	surprise	0.391	недержание мочи
peri	surprise	0.391	пери
cheerful	surprise	0.391	веселый
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	превосходство
aspiration	surprise	0.391	стремление
buck	surprise	0.383	доллар
lose	surprise	0.383	терять
cadaver	surprise	0.383	труп
crowning	surprise	0.383	венчающий
praiseworthy	surprise	0.383	похвальный
inheritance	surprise	0.383	наследование
score	surprise	0.383	счет
gulp	surprise	0.375	глоток
camouflaged	surprise	0.375	замаскированный
advance	surprise	0.375	продвигать
succeed	surprise	0.375	преуспеть
frisky	surprise	0.375	резвый
mystic	surprise	0.375	мистика
compliment	surprise	0.375	комплимент
hope	surprise	0.367	надеяться
joker	surprise	0.367	джокер
sparkle	surprise	0.367	блеск
excavation	surprise	0.367	земляные работы
sensual	surprise	0.367	чувственный
entertainment	surprise	0.359	развлечения
feeling	surprise	0.359	чувство
modify	surprise	0.352	изменить
blessings	surprise	0.352	благословения
newcomer	surprise	0.352	новичок
obit	surprise	0.352	некролог
postponement	surprise	0.352	отсрочка
award	surprise	0.352	награда
clown	surprise	0.352	клоун
highest	surprise	0.344	наибольший
hero	surprise	0.344	герой
glorify	surprise	0.344	прославлять
proficiency	surprise	0.344	мастерство
start	surprise	0.344	Начало
wonderfully	surprise	0.344	чудесно
celebrity	surprise	0.344	знаменитость
rekindle	surprise	0.336	возродить
optimism	surprise	0.336	оптимизм
sanctify	surprise	0.336	освятить
unbeaten	surprise	0.336	непобедимый
prodigious	surprise	0.336	потрясающий
grin	surprise	0.336	ухмылка
memorable	surprise	0.336	памятный
warned	surprise	0.336	предупрежден
dissolution	surprise	0.336	растворение
hypertrophy	surprise	0.328	гипертрофия
admiration	surprise	0.328	восхищение
examination	surprise	0.320	экзамен
angel	surprise	0.320	ангел
present	surprise	0.320	подарок
catch	surprise	0.320	ловить
hap	surprise	0.320	случиться
saint	surprise	0.312	святой
embrace	surprise	0.312	объятие
flirt	surprise	0.312	флиртовать
puma	surprise	0.312	пума
kiss	surprise	0.312	целовать
liberty	surprise	0.312	свобода
scrimmage	surprise	0.312	схватка
treat	surprise	0.312	удовольствие
inaffable	surprise	0.312	невозмутимый
occasional	surprise	0.312	случайный
dismissal	surprise	0.312	увольнение
perfection	surprise	0.305	совершенство
saintly	surprise	0.305	святой
gratify	surprise	0.305	удовлетворять
generosity	surprise	0.305	щедрость
sally	surprise	0.305	Салли
palpable	surprise	0.297	ощутимый
finally	surprise	0.297	в конце концов
differently	surprise	0.297	иначе
polarity	surprise	0.297	полярность
ceremony	surprise	0.297	церемония
favorable	surprise	0.297	благоприятный
larger	surprise	0.297	больше
warn	surprise	0.297	предупреждать
medal	surprise	0.289	медаль
romance	surprise	0.289	романтика
inviting	surprise	0.289	приглашая
greeting	surprise	0.289	приветствие
resignation	surprise	0.281	отставка
accolade	surprise	0.281	похвалить
labor	surprise	0.281	труд, работа
candid	surprise	0.281	искренний
trip	surprise	0.281	путешествие
stare	surprise	0.273	глазеть
admire	surprise	0.266	восхищаться
glimmer	surprise	0.266	мерцание
playful	surprise	0.266	игривый
somatic	surprise	0.266	соматический
festival	surprise	0.266	фестиваль
mimicry	surprise	0.266	мимикрия
insolvency	surprise	0.266	неплатежеспособность
immerse	surprise	0.266	погружать
invite	surprise	0.266	приглашать
compensate	surprise	0.266	компенсировать
receiving	surprise	0.258	получение
complement	surprise	0.258	дополнять
chuckle	surprise	0.258	посмеиваться
laugh	surprise	0.258	смех
hypothesis	surprise	0.258	гипотеза
honeymoon	surprise	0.250	Медовый месяц
opera	surprise	0.242	опера
pleasant	surprise	0.242	приятный
marry	surprise	0.242	жениться
independence	surprise	0.242	независимость
chant	surprise	0.234	воспевать
holiness	surprise	0.234	святость
assessment	surprise	0.234	оценка
rhythmical	surprise	0.234	ритмичный
hopeful	surprise	0.234	обнадеживающий
leave	surprise	0.234	оставлять
trophy	surprise	0.234	трофей
deal	surprise	0.227	иметь дело
procession	surprise	0.227	шествие
placard	surprise	0.227	плакат
shopping	surprise	0.219	поход по магазинам
musical	surprise	0.219	музыкальный
cherish	surprise	0.219	ценить
good	surprise	0.219	хороший
dawn	surprise	0.211	рассвет
simplify	surprise	0.211	упрощать
shell	surprise	0.211	оболочка
morals	surprise	0.203	мораль
money	surprise	0.203	Деньги
nullify	surprise	0.203	аннулировать
purity	surprise	0.203	чистота
sweet	surprise	0.203	сладкий
synchronize	surprise	0.195	синхронизировать
precious	surprise	0.195	драгоценный
humanitarian	surprise	0.195	гуманитарный
preservative	surprise	0.195	консервант
unfulfilled	surprise	0.195	невыполненный
obliging	surprise	0.188	услужливый
singularly	surprise	0.188	исключительно
graduation	surprise	0.180	выпускной
foresee	surprise	0.180	предвидеть
pray	surprise	0.180	молиться
lovely	surprise	0.180	прекрасный
thirst	surprise	0.172	жажда
mouth	surprise	0.172	рот
youth	surprise	0.172	молодежь
sun	surprise	0.172	солнце
art	surprise	0.172	искусство
goodness	surprise	0.164	доброта
latent	surprise	0.156	скрытый
visor	surprise	0.156	козырек
overdue	surprise	0.156	просроченный
practiced	surprise	0.156	практиковал
loyal	surprise	0.148	верный
expect	surprise	0.148	ожидать
wireless	surprise	0.148	беспроводной
destination	surprise	0.148	назначения
infant	surprise	0.141	младенец
cream	surprise	0.141	пломбир
slush	surprise	0.141	слякоть
quote	surprise	0.141	цитировать
playground	surprise	0.133	детская площадка
vote	surprise	0.125	голосование
teach	surprise	0.125	учить
organization	surprise	0.125	организация
dolphin	surprise	0.117	дельфин
weight	surprise	0.117	масса
smile	surprise	0.117	улыбка
sisterhood	surprise	0.109	сестринство
cable	surprise	0.109	кабель
sunny	surprise	0.102	солнечно
steady	surprise	0.094	устойчивый
peaceful	surprise	0.086	мирный
spa	surprise	0.086	спа
leisure	surprise	0.086	досуг
picnic	surprise	0.078	пикник
tree	surprise	0.078	дерево
worm	surprise	0.055	червь
truthfulness	trust	0.906	правдивость
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	заслуживающий доверия
honor	trust	0.844	честь
honesty	trust	0.844	честность
honest	trust	0.844	честный
truth	trust	0.844	правда
truthful	trust	0.836	правдивый
trusting	trust	0.836	доверяющий
brotherhood	trust	0.820	братство
entrust	trust	0.812	доверить
committed	trust	0.805	преданный идее
loyalty	trust	0.805	верность
integrity	trust	0.805	честность
honorable	trust	0.805	почетный
trust	trust	0.805	доверять
credibility	trust	0.805	достоверность
faithful	trust	0.797	верный
sincere	trust	0.797	искренний
partnership	trust	0.789	партнерство
responsible	trust	0.789	ответственный
true	trust	0.789	истинный
wisdom	trust	0.789	мудрость
verification	trust	0.781	проверка
cooperative	trust	0.781	кооператив
vow	trust	0.781	клятва
oath	trust	0.781	клятва
respectable	trust	0.773	респектабельный
sisterhood	trust	0.773	сестринство
hero	trust	0.773	герой
credible	trust	0.773	заслуживающий доверия
promise	trust	0.773	обещать
verified	trust	0.773	проверено
qualified	trust	0.766	квалифицированный
authentication	trust	0.766	аутентификация
respected	trust	0.766	уважаемый
compassion	trust	0.759	сострадание
approval	trust	0.758	одобрение
moral	trust	0.758	моральный
reliability	trust	0.758	надежность
trusts	trust	0.758	доверенный
safekeeping	trust	0.758	хранение
reputable	trust	0.758	уважаемый
love	trust	0.758	любовь
friend	trust	0.750	друг
stable	trust	0.750	стабильный
authentic	trust	0.750	аутентичный
competence	trust	0.750	компетентность
safeguard	trust	0.750	охранять
companion	trust	0.750	компаньон
advised	trust	0.750	посоветовал
respect	trust	0.750	уважать
loyal	trust	0.750	верный
genuine	trust	0.750	подлинный
friendships	trust	0.750	доверяет
ally	trust	0.750	союзник
proven	trust	0.742	доказано
freedom	trust	0.742	свобода
respects	trust	0.742	уважает
accepting	trust	0.742	дружба
faith	trust	0.742	вера
wholesome	trust	0.742	полезный
heartfelt	trust	0.734	искренний
unification	trust	0.734	объединение
confirmation	trust	0.734	подтверждение
protecting	trust	0.734	защита
reassurance	trust	0.734	заверение
trustee	trust	0.734	попечитель
supporter	trust	0.734	сторонник
respectful	trust	0.734	почтительный
admirable	trust	0.734	замечательный
fact	trust	0.727	факт
friendship	trust	0.727	дружба
partners	trust	0.727	принятие
confidentially	trust	0.727	конфиденциально
confident	trust	0.727	уверенная в себе
equality	trust	0.727	равенство
alliance	trust	0.727	альянс
credential	trust	0.727	полномочия
believing	trust	0.727	веря
excellence	trust	0.727	совершенство
agreement	trust	0.727	соглашение
closeness	trust	0.719	близость
authenticate	trust	0.719	аутентифицировать
virtuous	trust	0.719	добродетельный
intelligence	trust	0.719	интеллект
kindred	trust	0.719	родственный
virtue	trust	0.719	добродетель
honored	trust	0.719	заслуженный
justice	trust	0.711	справедливость
charitable	trust	0.711	благотворительный
determination	trust	0.711	решимость
creditable	trust	0.711	похвальный
consistency	trust	0.711	последовательность
allegiance	trust	0.711	преданность
cooperation	trust	0.711	сотрудничество
guarantee	trust	0.711	гарантия
dedication	trust	0.711	преданность
straightforward	trust	0.711	простой
cooperating	trust	0.711	сотрудничество
reliable	trust	0.703	надежный
nurture	trust	0.703	воспитывать
mother	trust	0.703	мать
fulfilled	trust	0.703	выполненный
admiration	trust	0.703	восхищение
mentor	trust	0.703	наставник
guardianship	trust	0.703	опекунство
assurance	trust	0.703	гарантия
morality	trust	0.703	мораль
motherhood	trust	0.703	материнство
innocent	trust	0.703	невиновный
reverence	trust	0.703	благоговение
sanctuary	trust	0.703	святилище
friendliness	trust	0.703	дружелюбие
prepared	trust	0.703	готовый
admire	trust	0.703	восхищаться
protected	trust	0.703	защищенный
proof	trust	0.703	доказательство
bodyguard	trust	0.695	телохранитель
skillful	trust	0.695	искусный
marriage	trust	0.695	свадьба
allied	trust	0.695	союзный
morals	trust	0.695	мораль
humanitarian	trust	0.695	гуманитарный
pact	trust	0.695	договор
courage	trust	0.695	храбрость
accountable	trust	0.695	ответственный
agreeable	trust	0.695	приятный
united	trust	0.695	объединенный
indestructible	trust	0.695	нерушимый
approving	trust	0.695	одобряющий
guardian	trust	0.695	опекун
compassionate	trust	0.695	сострадательный
scientist	trust	0.695	ученый
certified	trust	0.695	проверенный
pledge	trust	0.688	залог
adviser	trust	0.688	советник
authenticity	trust	0.688	подлинность
understanding	trust	0.688	понимание
secure	trust	0.688	безопасный
guidance	trust	0.688	руководство
monogamy	trust	0.688	моногамия
valor	trust	0.688	доблесть
solidity	trust	0.688	прочность
perfection	trust	0.688	совершенство
believed	trust	0.688	верил
humanity	trust	0.688	человечество
justifiable	trust	0.688	оправданный
competent	trust	0.688	компетентный
esteem	trust	0.688	почитать
protector	trust	0.680	защитник
inspire	trust	0.680	вдохновлять
hope	trust	0.680	надеяться
strongest	trust	0.680	партнеры
expertise	trust	0.680	экспертиза
humble	trust	0.680	скромный
indivisible	trust	0.680	неделимый
official	trust	0.680	официальный
affirm	trust	0.680	подтверждать
familiarity	trust	0.680	знакомство
confirmed	trust	0.680	подтвержденный
diligence	trust	0.680	усердие
grandfather	trust	0.680	дедушка
advocacy	trust	0.680	защита
goodness	trust	0.680	доброта
commendable	trust	0.680	похвально
acceptance	trust	0.680	принятие
diplomatic	trust	0.680	дипломатический
leader	trust	0.680	лидер
confide	trust	0.680	доверять
agreeing	trust	0.680	согласие
approve	trust	0.680	одобрить
professional	trust	0.680	профессиональный
elders	trust	0.680	старейшины
confidential	trust	0.680	конфиденциальный
faultless	trust	0.672	безупречный
believes	trust	0.672	принято
sanctify	trust	0.672	освятить
intelligent	trust	0.672	умный
safe	trust	0.672	Безопасно
accepted	trust	0.672	сильнейший
dignity	trust	0.672	достоинство
unwavering	trust	0.672	непоколебимый
encyclopedia	trust	0.672	энциклопедия
mastery	trust	0.672	мастерство
cohesive	trust	0.672	сплоченный
harmoniously	trust	0.672	гармонично
benevolence	trust	0.672	доброжелательность
healing	trust	0.672	выздоровление
accredited	trust	0.672	аккредитованный
covenant	trust	0.672	завет
accountability	trust	0.664	подотчетность
team	trust	0.664	команда
authority	trust	0.664	орган власти
heroic	trust	0.664	героический
reliance	trust	0.664	опора
expert	trust	0.664	эксперт
communicate	trust	0.664	общаться
spiritual	trust	0.664	духовный
impeccable	trust	0.664	безупречный
specialist	trust	0.664	специалист
affirmatively	trust	0.664	утвердительно
proficient	trust	0.664	опытный
fulfillment	trust	0.664	исполнение
advocate	trust	0.664	адвокат
disciple	trust	0.664	ученик
attestation	trust	0.664	аттестация
merit	trust	0.664	цена
supporting	trust	0.664	поддержка
ambassador	trust	0.664	посол
guidebook	trust	0.664	путеводитель
accept	trust	0.664	принимать
strengthening	trust	0.661	укрепление
holiness	trust	0.656	святость
facts	trust	0.656	факты
warranty	trust	0.656	гарантия
strength	trust	0.656	прочность
relationship	trust	0.656	отношение
defended	trust	0.656	защищал
constancy	trust	0.656	постоянство
favorable	trust	0.656	благоприятный
gentleman	trust	0.656	джентльмен
counsel	trust	0.656	адвокат
scientific	trust	0.656	научный
structure	trust	0.656	структура
elder	trust	0.656	старший
excellent	trust	0.656	превосходно
achieve	trust	0.656	достигать
steadfast	trust	0.656	стойкий
familiar	trust	0.656	привычный
proficiency	trust	0.656	мастерство
supports	trust	0.656	верит
counselor	trust	0.648	советник
lovable	trust	0.648	милый
advisable	trust	0.648	желательно
agreed	trust	0.648	согласовано
heroism	trust	0.648	героизм
rely	trust	0.648	полагаться
uphold	trust	0.648	поддерживать
brother	trust	0.648	брат
matrimony	trust	0.648	брак
assuredly	trust	0.648	конечно
peaceful	trust	0.648	мирный
saint	trust	0.648	святой
unconditionally	trust	0.648	принимает
solidarity	trust	0.648	солидарность
accepts	trust	0.648	поддерживает
inspiration	trust	0.648	вдохновение
noble	trust	0.648	благородный
successful	trust	0.648	успешный
harmony	trust	0.648	гармония
protective	trust	0.648	защитный
competency	trust	0.648	компетентность
comrade	trust	0.648	товарищ
academic	trust	0.648	академический
assist	trust	0.648	помогать
worthy	trust	0.643	достойный
benefactor	trust	0.641	благодетель
credence	trust	0.641	доверие
confidence	trust	0.641	уверенность
relationships	trust	0.641	безусловно
ordained	trust	0.641	рукоположен
legal	trust	0.641	законный
champion	trust	0.641	чемпион
lawful	trust	0.641	законный
durability	trust	0.641	долговечность
judiciary	trust	0.641	судебная власть
doctor	trust	0.641	доктор
loving	trust	0.641	любящий
assure	trust	0.641	гарантировать
establish	trust	0.641	учреждать
mamma	trust	0.641	мама
kind	trust	0.641	Добрый
unity	trust	0.641	единство
conscientious	trust	0.641	добросовестный
real	trust	0.641	настоящий
coexist	trust	0.641	сосуществовать
leading	trust	0.641	ведущий
teacher	trust	0.641	учитель
intimate	trust	0.634	интимный
brotherly	trust	0.633	братский
physician	trust	0.633	врач
judicial	trust	0.633	судебный
saintly	trust	0.633	святой
aspiration	trust	0.633	стремление
conscience	trust	0.633	совесть
therapeutic	trust	0.633	терапевтический
fidelity	trust	0.633	верность
soundness	trust	0.633	надежность
important	trust	0.633	важный
homage	trust	0.633	дань уважения
legitimacy	trust	0.633	легитимность
fortitude	trust	0.633	стойкость
deepest	trust	0.633	отношения
approved	trust	0.633	одобренный
courageous	trust	0.633	смелый
devotional	trust	0.633	религиозный
endorse	trust	0.633	одобрять
backbone	trust	0.633	хребет
authorize	trust	0.633	разрешать
practiced	trust	0.633	практиковал
sanctification	trust	0.633	освящение
hopeful	trust	0.633	обнадеживающий
convincing	trust	0.633	убедительный
bless	trust	0.633	благословить
angel	trust	0.625	ангел
authorization	trust	0.625	авторизация
assured	trust	0.625	заверенный
purify	trust	0.625	очистить
caretaker	trust	0.625	смотритель
regard	trust	0.625	внимание
profound	trust	0.625	глубокий
achievement	trust	0.625	достижение
evident	trust	0.625	очевидный
positivity	trust	0.625	позитив
communication	trust	0.625	коммуникация
professorship	trust	0.625	профессура
blessing	trust	0.625	благословение
beliefs	trust	0.625	глубочайший
encourage	trust	0.625	поощрять
fireman	trust	0.625	пожарный
majestic	trust	0.625	величественный
civilized	trust	0.625	цивилизованный
certify	trust	0.625	удостоверять
wonderful	trust	0.625	замечательно
engaged	trust	0.625	увлеченный
accurate	trust	0.625	точный
approvement	trust	0.617	одобрение
optimism	trust	0.617	оптимизм
planning	trust	0.617	планирование
believer	trust	0.617	верующий
advice	trust	0.617	совет
commend	trust	0.617	хвалить
gospel	trust	0.617	Евангелие
objective	trust	0.617	задача
rational	trust	0.617	рациональный
cherish	trust	0.617	ценить
constantly	trust	0.617	постоянно
haven	trust	0.617	гавань
fundamental	trust	0.617	фундаментальный
bedrock	trust	0.617	коренная порода
accord	trust	0.617	согласие
triumphant	trust	0.617	торжествующий
surety	trust	0.617	поручительство
testament	trust	0.617	завещание
absolution	trust	0.617	отпущение грехов
truce	trust	0.617	перемирие
reassure	trust	0.617	успокоить
appreciation	trust	0.617	признательность
qualities	trust	0.617	качества
passionate	trust	0.617	страстный
good	trust	0.617	хороший
unimpeachable	trust	0.617	безупречный
corroborate	trust	0.617	подтверждать
thoughtful	trust	0.617	заботливая
heroine	trust	0.617	героиня
teach	trust	0.617	учить
god	trust	0.617	Бог
attentive	trust	0.617	внимательный
scripture	trust	0.609	Писание
civilization	trust	0.609	цивилизация
magnificence	trust	0.609	великолепие
recommend	trust	0.609	рекомендовать
progression	trust	0.609	прогрессия
steward	trust	0.609	стюард
purification	trust	0.609	очищение
patron	trust	0.609	покровитель
praiseworthy	trust	0.609	похвальный
heal	trust	0.609	лечить
considerate	trust	0.609	внимательный
blessings	trust	0.609	благословения
mediator	trust	0.609	посредник
babysitter	trust	0.609	няня
notary	trust	0.609	нотариус
awareness	trust	0.609	осведомленность
vetted	trust	0.609	убеждения
excel	trust	0.609	превосходить
happy	trust	0.609	счастливый
praise	trust	0.609	хвалить
brilliant	trust	0.609	блестящий
liking	trust	0.609	симпатия
definitive	trust	0.609	окончательный
comfort	trust	0.609	комфорт
officer	trust	0.609	офицер
peace	trust	0.602	мир
serenity	trust	0.602	умиротворенность
unquestionable	trust	0.602	несомненный
embrace	trust	0.602	объятие
identify	trust	0.602	идентифицировать
inspired	trust	0.602	вдохновленный
steady	trust	0.602	устойчивый
nun	trust	0.602	монахиня
guarded	trust	0.602	охраняемый
symmetry	trust	0.602	симметрия
mainstay	trust	0.602	опора
fulfill	trust	0.602	выполнить
humility	trust	0.602	смирение
helpful	trust	0.602	полезный
transcendence	trust	0.602	превосходство
unconditional	trust	0.602	безусловный
brave	trust	0.602	Храбрый
brighten	trust	0.602	осветлить
experienced	trust	0.602	опытный
enlightenment	trust	0.602	просветление
sympathetic	trust	0.602	симпатичный
witness	trust	0.602	свидетель
vigilant	trust	0.594	бдительный
ministry	trust	0.594	министерство
admiral	trust	0.594	адмирал
vigilance	trust	0.594	бдительность
depend	trust	0.594	зависеть
generosity	trust	0.594	щедрость
befriend	trust	0.594	подружиться
complimentary	trust	0.594	бесплатный
assessment	trust	0.594	оценка
fairly	trust	0.594	весьма
enlighten	trust	0.594	просвещать
strengthen	trust	0.594	укреплять
nurse	trust	0.594	медсестра
endowment	trust	0.594	пожертвование
visionary	trust	0.594	провидец
praised	trust	0.594	похвалил
eminence	trust	0.594	высокое положение
marry	trust	0.594	жениться
generous	trust	0.594	щедрый
gratitude	trust	0.594	благодарность
sage	trust	0.594	мудрец
tranquility	trust	0.594	спокойствие
openly	trust	0.594	открыто
grant	trust	0.594	грант
spouse	trust	0.594	супруг
philanthropic	trust	0.594	филантропический
regent	trust	0.594	регент
substantiate	trust	0.594	обосновать
commendation	trust	0.594	похвала
council	trust	0.594	совет
efficient	trust	0.594	эффективный
sweetheart	trust	0.589	дорогой
bylaw	trust	0.586	в соответствии с законом
magnificent	trust	0.586	великолепный
designation	trust	0.586	обозначение
godly	trust	0.586	благочестивый
seniority	trust	0.586	старшинство
conservation	trust	0.586	сохранение
educational	trust	0.586	образовательный
rooted	trust	0.586	укорененный
inheritance	trust	0.586	наследование
diplomacy	trust	0.586	дипломатия
mate	trust	0.586	приятель
convince	trust	0.586	убеждать
unfailing	trust	0.586	неизменный
share	trust	0.586	Поделиться
monk	trust	0.586	монах
constitutional	trust	0.586	конституционный
lovely	trust	0.586	прекрасный
compliance	trust	0.586	согласие
attest	trust	0.586	свидетельствовать
victory	trust	0.586	победа
serene	trust	0.586	безмятежный
checklist	trust	0.586	контрольный список
husbandry	trust	0.586	земледелие
enjoying	trust	0.586	наслаждаясь
revere	trust	0.586	почитать
tribe	trust	0.586	племя
meritorious	trust	0.586	заслуженный
joyful	trust	0.586	радостный
delegate	trust	0.586	делегировать
helper	trust	0.586	помощник
angelic	trust	0.586	ангельский
ambition	trust	0.586	амбиция
father	trust	0.586	отец
acclaim	trust	0.586	признание
testimony	trust	0.586	показания
collectively	trust	0.586	коллективно
sobriety	trust	0.586	трезвость
prestige	trust	0.586	престиж
firmness	trust	0.586	твердость
structural	trust	0.578	структурный
impartiality	trust	0.578	беспристрастность
navigator	trust	0.578	навигатор
judge	trust	0.578	судить
shelter	trust	0.578	приют
coexisting	trust	0.578	сосуществование
unquestioned	trust	0.578	бесспорный
careful	trust	0.578	осторожный
obey	trust	0.578	подчиниться
professor	trust	0.578	профессор
convinced	trust	0.578	убежденный
communion	trust	0.578	причастие
cheerfulness	trust	0.578	бодрость
inviting	trust	0.578	приглашая
irrefutable	trust	0.578	неопровержимый
commandant	trust	0.578	комендант
smile	trust	0.578	улыбка
authoritative	trust	0.578	авторитетный
philanthropist	trust	0.578	филантроп
legalized	trust	0.578	узаконенный
adore	trust	0.578	обожать
upright	trust	0.578	прямой
revival	trust	0.578	возрождение
dutiful	trust	0.578	послушный
watchdog	trust	0.578	сторожевая собака
apostle	trust	0.570	апостол
volunteers	trust	0.570	волонтеры
immaculate	trust	0.570	безупречный
adhering	trust	0.570	придерживаясь
unquestionably	trust	0.570	бесспорно
advise	trust	0.570	советовать
punctual	trust	0.570	пунктуальный
consult	trust	0.570	консультироваться
ordinance	trust	0.570	постановление
complement	trust	0.570	дополнять
modest	trust	0.570	скромный
everlasting	trust	0.570	вечный
compass	trust	0.570	компас
heavenly	trust	0.570	небесный
determinate	trust	0.570	определить
counsellor	trust	0.570	советник
abundance	trust	0.570	избыток
guide	trust	0.570	руководство
earned	trust	0.570	проверенный
pedigree	trust	0.570	родословная
relative	trust	0.570	родственник
principal	trust	0.570	главный
plausible	trust	0.570	правдоподобный
collaborator	trust	0.570	сотрудник
connective	trust	0.570	соединительный
corroboration	trust	0.570	подтверждение
insure	trust	0.570	застраховать
pilot	trust	0.570	пилот
unequivocal	trust	0.570	недвусмысленный
matron	trust	0.570	надзирательница
cuddle	trust	0.570	обнимать
measured	trust	0.570	измеренный
fort	trust	0.562	форт
treasurer	trust	0.562	казначей
apostolic	trust	0.562	апостольский
save	trust	0.562	спасти
frankness	trust	0.562	откровенность
insight	trust	0.562	в поле зрения
admit	trust	0.562	признавать
earn	trust	0.562	зарабатывать
remarkable	trust	0.562	замечательный
strong	trust	0.562	сильный
content	trust	0.562	содержание
vitality	trust	0.562	жизненная сила
prize	trust	0.562	приз
vigorous	trust	0.562	энергичный
congregation	trust	0.562	собрание
uplift	trust	0.562	поднимать
spotless	trust	0.562	безупречный
devout	trust	0.562	набожный
soothing	trust	0.562	успокаивающий
miracle	trust	0.562	чудо
cohesion	trust	0.562	сплоченность
lovemaking	trust	0.562	занятие любовью
curable	trust	0.562	излечимый
pleasant	trust	0.562	приятный
jury	trust	0.562	жюри
pertinent	trust	0.562	соответствующий
succeeding	trust	0.562	преуспевающий
concordance	trust	0.562	соответствие
jurist	trust	0.562	юрист
applaud	trust	0.562	аплодировать
ordination	trust	0.562	рукоположение
compensate	trust	0.562	компенсировать
patience	trust	0.555	терпение
mediate	trust	0.555	посредничать
coach	trust	0.555	тренер
illumination	trust	0.555	освещение
cultivate	trust	0.555	культивировать
providing	trust	0.555	обеспечение
precedence	trust	0.555	приоритет
exalt	trust	0.555	превозносить
succeed	trust	0.555	преуспеть
inclusion	trust	0.555	включение
meditate	trust	0.555	медитировать
coalesce	trust	0.555	сливаться
betrothed	trust	0.555	невеста
midwife	trust	0.555	акушерка
veteran	trust	0.555	ветеран
destined	trust	0.555	предназначенный
auditor	trust	0.555	аудитор
privacy	trust	0.555	Конфиденциальность
restorative	trust	0.555	восстановительный
influential	trust	0.555	влиятельный
impartial	trust	0.555	беспристрастный
discretion	trust	0.555	осмотрительность
foresight	trust	0.555	предвидение
congruence	trust	0.555	конгруэнтность
worship	trust	0.555	поклонение
constant	trust	0.555	постоянный
reunion	trust	0.555	воссоединение
intuition	trust	0.555	интуиция
reconciliation	trust	0.555	примирение
ambulance	trust	0.555	скорая помощь
defender	trust	0.555	защитник
greatness	trust	0.555	величие
buddy	trust	0.555	приятель
vote	trust	0.555	голосование
physicist	trust	0.555	физик
prophet	trust	0.555	пророк
prevalent	trust	0.547	распространенный
eyewitness	trust	0.547	очевидец
durable	trust	0.547	прочный
prudent	trust	0.547	благоразумный
securities	trust	0.547	ценные бумаги
salvation	trust	0.547	спасение
govern	trust	0.547	управлять
law	trust	0.547	закон
proud	trust	0.547	гордый
cheer	trust	0.547	радость
reinforcement	trust	0.547	подкрепление
promises	trust	0.547	заработал
invocation	trust	0.547	призыв
provide	trust	0.547	предоставлять
friendly	trust	0.547	дружелюбный
commanding	trust	0.547	командующий
temperate	trust	0.547	умеренный
conciliation	trust	0.547	примирение
convent	trust	0.547	монастырь
heritage	trust	0.547	наследство
independence	trust	0.547	независимость
rejoice	trust	0.547	радоваться
engaging	trust	0.547	привлечение
readiness	trust	0.547	готовность
registry	trust	0.547	реестр
statement	trust	0.547	утверждение
liberty	trust	0.547	свобода
forgive	trust	0.547	простить
ancestral	trust	0.547	родовой
impenetrable	trust	0.547	непроницаемый
choices	trust	0.539	обещания
psalms	trust	0.539	псалмы
majority	trust	0.539	большинство
antidote	trust	0.539	противоядие
tantamount	trust	0.539	равносильно
perfect	trust	0.539	идеально
regularity	trust	0.539	регулярность
chronicle	trust	0.539	хроника
ensemble	trust	0.539	ансамбль
applause	trust	0.539	аплодисменты
obedience	trust	0.539	послушание
aspiring	trust	0.539	стремящийся
watchman	trust	0.539	сторож
inimitable	trust	0.539	неподражаемый
chastity	trust	0.539	целомудрие
architecture	trust	0.539	архитектура
stamina	trust	0.539	выносливость
delightful	trust	0.539	восхитительный
exalted	trust	0.539	возвышенный
relevant	trust	0.539	актуальны
reinforcements	trust	0.539	подкрепление
proctor	trust	0.539	проктор
immovable	trust	0.539	неподвижный
instructions	trust	0.539	инструкции
define	trust	0.539	определять
uncensured	trust	0.539	без цензуры
institute	trust	0.539	институт
responsive	trust	0.539	отзывчивый
recovery	trust	0.539	восстановление
obliging	trust	0.539	услужливый
obvious	trust	0.539	очевидный
forefathers	trust	0.539	предки
eager	trust	0.539	жаждущий
inoculation	trust	0.539	прививка
admitting	trust	0.539	признавая
memorable	trust	0.539	памятный
hospital	trust	0.531	больница
rescue	trust	0.531	спасать
deed	trust	0.531	поступок
princely	trust	0.531	княжеский
retirement	trust	0.531	уход на пенсию
cradle	trust	0.531	колыбель
immunization	trust	0.531	иммунизация
bloom	trust	0.531	цвести
candid	trust	0.531	искренний
evergreen	trust	0.531	вечнозеленый
