English Word	Emotion	Emotion-Intensity-Score	Scots-Gaelic Word
chant	surprise	0.234	seinn
holiness	surprise	0.234	naomhachd
assessment	surprise	0.234	measadh
rhythmical	surprise	0.234	ruitheamach
hopeful	surprise	0.234	dòchasach
leave	surprise	0.234	falbh
trophy	surprise	0.234	trocair
deal	surprise	0.227	gnothach
procession	surprise	0.227	caismeachd
placard	surprise	0.227	placard
shopping	surprise	0.219	ceannachd
musical	surprise	0.219	ceòlmhor
cherish	surprise	0.219	meas
good	surprise	0.219	math
dawn	surprise	0.211	madainn
simplify	surprise	0.211	simplidh
shell	surprise	0.211	slige
morals	surprise	0.203	moraltachd
money	surprise	0.203	airgead
nullify	surprise	0.203	nullify
purity	surprise	0.203	purrachd
sweet	surprise	0.203	milis
synchronize	surprise	0.195	sioncronaich
precious	surprise	0.195	luachmhor
humanitarian	surprise	0.195	daonnachdail
preservative	surprise	0.195	gleidhidh
unfulfilled	surprise	0.195	neo-choileanta
obliging	surprise	0.188	dleasdanas
singularly	surprise	0.188	gu h-aonaranach
graduation	surprise	0.180	ceumnachadh
foresee	surprise	0.180	ro-innse
pray	surprise	0.180	urnaigh
lovely	surprise	0.180	ghrinn
thirst	surprise	0.172	tart
mouth	surprise	0.172	beul
youth	surprise	0.172	òigridh
sun	surprise	0.172	ghrian
art	surprise	0.172	ealain
goodness	surprise	0.164	maitheas
latent	surprise	0.156	falaichte
visor	surprise	0.156	visor
overdue	surprise	0.156	fada thall
practiced	surprise	0.156	cleachdte
loyal	surprise	0.148	dìleas
expect	surprise	0.148	dùil
wireless	surprise	0.148	wireless
destination	surprise	0.148	ceann-uidhe
infant	surprise	0.141	leanabh
cream	surprise	0.141	uachdar
slush	surprise	0.141	sliochd
quote	surprise	0.141	luaidh
playground	surprise	0.133	raon-cluiche
vote	surprise	0.125	bhòt
teach	surprise	0.125	teagasg
organization	surprise	0.125	buidheann
dolphin	surprise	0.117	leumadair
weight	surprise	0.117	cuideam
smile	surprise	0.117	gàire
sisterhood	surprise	0.109	peatharachd
cable	surprise	0.109	càball
sunny	surprise	0.102	grianach
steady	surprise	0.094	seasmhach
peaceful	surprise	0.086	sìtheil
spa	surprise	0.086	spà
leisure	surprise	0.086	cur-seachad
picnic	surprise	0.078	cuirm-chnuic
tree	surprise	0.078	craobh
worm	surprise	0.055	cnuimh
truthfulness	trust	0.906	fìreantachd
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	earbsach
honor	trust	0.844	urram
honesty	trust	0.844	onair
honest	trust	0.844	onarach
truth	trust	0.844	fìrinn
truthful	trust	0.836	fìrinneach
trusting	trust	0.836	ag earbsadh
brotherhood	trust	0.820	bràithreachas
entrust	trust	0.812	earbsa
committed	trust	0.805	dealasach
loyalty	trust	0.805	dìlseachd
integrity	trust	0.805	ionracas
honorable	trust	0.805	urramach
trust	trust	0.805	earbsa
credibility	trust	0.805	creideas
faithful	trust	0.797	dìleas
sincere	trust	0.797	dhùrachdach
partnership	trust	0.789	co-bhanntachd
responsible	trust	0.789	cunntachail
true	trust	0.789	fìor
wisdom	trust	0.789	gliocas
verification	trust	0.781	dearbhadh
cooperative	trust	0.781	co-obrachail
vow	trust	0.781	bòid
oath	trust	0.781	mionnan
respectable	trust	0.773	urramach
sisterhood	trust	0.773	peatharachd
hero	trust	0.773	gaisgeach
credible	trust	0.773	creidsinneach
promise	trust	0.773	ghealladh
verified	trust	0.773	air a dhearbhadh
qualified	trust	0.766	teisteanasach
authentication	trust	0.766	dearbhadh
respected	trust	0.766	meas
compassion	trust	0.759	truas
approval	trust	0.758	aonta
moral	trust	0.758	moralta
reliability	trust	0.758	earbsachd
trusts	trust	0.758	earbsach
safekeeping	trust	0.758	cumail sàbhailte
reputable	trust	0.758	cliùiteach
love	trust	0.758	gaol
friend	trust	0.750	caraid
stable	trust	0.750	seasmhach
authentic	trust	0.750	dearbhte
competence	trust	0.750	comais
safeguard	trust	0.750	dìon
companion	trust	0.750	companach
advised	trust	0.750	chomhairlich
respect	trust	0.750	spèis
loyal	trust	0.750	dìleas
genuine	trust	0.750	fìrinneach
friendships	trust	0.750	urrasan
ally	trust	0.750	ally
proven	trust	0.742	air a dhearbhadh
freedom	trust	0.742	saorsa
respects	trust	0.742	spèis
accepting	trust	0.742	càirdeas
faith	trust	0.742	creideamh
wholesome	trust	0.742	slàn
heartfelt	trust	0.734	cridheil
unification	trust	0.734	aonadh
confirmation	trust	0.734	dearbhadh
protecting	trust	0.734	dìon
reassurance	trust	0.734	fois-inntinn
trustee	trust	0.734	urrasair
supporter	trust	0.734	neach-taic
respectful	trust	0.734	urramach
admirable	trust	0.734	ionmholta
fact	trust	0.727	fìrinn
friendship	trust	0.727	càirdeas
partners	trust	0.727	a' gabhail
confidentially	trust	0.727	gu dìomhair
confident	trust	0.727	misneachail
equality	trust	0.727	co-ionannachd
alliance	trust	0.727	caidreachas
credential	trust	0.727	teisteanais
believing	trust	0.727	a' creidsinn
excellence	trust	0.727	sàr-mhathais
agreement	trust	0.727	aonta
closeness	trust	0.719	faisg
authenticate	trust	0.719	dearbhadh
virtuous	trust	0.719	buadhach
intelligence	trust	0.719	ìnnleachd
kindred	trust	0.719	càirdeil
virtue	trust	0.719	bhuadhan
honored	trust	0.719	urram
justice	trust	0.711	ceartas
charitable	trust	0.711	carthannach
determination	trust	0.711	diongmhaltas
creditable	trust	0.711	creideach
consistency	trust	0.711	cunbhalachd
allegiance	trust	0.711	dìlseachd
cooperation	trust	0.711	co-obrachadh
guarantee	trust	0.711	barantas
dedication	trust	0.711	coisrigeadh
straightforward	trust	0.711	dìreach
cooperating	trust	0.711	a' co-obrachadh
reliable	trust	0.703	earbsach
nurture	trust	0.703	àrach
mother	trust	0.703	màthair
fulfilled	trust	0.703	choimhlionadh
admiration	trust	0.703	meas
mentor	trust	0.703	fear-comhairle
guardianship	trust	0.703	gleidhidh
assurance	trust	0.703	dearbhachd
morality	trust	0.703	moraltachd
motherhood	trust	0.703	màthaireachd
innocent	trust	0.703	neo-chiontach
reverence	trust	0.703	urram
sanctuary	trust	0.703	tearmann
friendliness	trust	0.703	càirdeil
prepared	trust	0.703	ullaichte
admire	trust	0.703	meas
protected	trust	0.703	dìon
proof	trust	0.703	dearbhadh
bodyguard	trust	0.695	maor-cuirp
skillful	trust	0.695	sgileil
marriage	trust	0.695	pòsadh
allied	trust	0.695	caidreach
morals	trust	0.695	moraltachd
humanitarian	trust	0.695	daonnachdail
pact	trust	0.695	aonta
courage	trust	0.695	misneach
accountable	trust	0.695	cunntachail
agreeable	trust	0.695	taitneach
united	trust	0.695	aonaichte
indestructible	trust	0.695	do-sheachanta
approving	trust	0.695	a' ceadachadh
guardian	trust	0.695	maor
compassionate	trust	0.695	truacanta
scientist	trust	0.695	eòlaiche
certified	trust	0.695	dearbhte
pledge	trust	0.688	gealladh
adviser	trust	0.688	comhairliche
authenticity	trust	0.688	dearbhachd
understanding	trust	0.688	tuigse
secure	trust	0.688	tèarainte
guidance	trust	0.688	stiùireadh
monogamy	trust	0.688	monogamy
valor	trust	0.688	neart
solidity	trust	0.688	daingneachd
perfection	trust	0.688	foirfeachd
believed	trust	0.688	chreid
humanity	trust	0.688	daonnachd
justifiable	trust	0.688	fìreanachadh
competent	trust	0.688	comasach
esteem	trust	0.688	meas
protector	trust	0.680	dìonadair
inspire	trust	0.680	brosnaich
hope	trust	0.680	dòchas
strongest	trust	0.680	com-pàirtichean
expertise	trust	0.680	eòlais
humble	trust	0.680	iriosal
indivisible	trust	0.680	neo-sgaraichte
official	trust	0.680	oifigeach
affirm	trust	0.680	daingneachadh
familiarity	trust	0.680	eòlas
confirmed	trust	0.680	air a dhearbhadh
diligence	trust	0.680	dìcheall
grandfather	trust	0.680	seanair
advocacy	trust	0.680	tagradh
goodness	trust	0.680	maitheas
commendable	trust	0.680	ionmholta
acceptance	trust	0.680	gabhail ris
diplomatic	trust	0.680	dioplòmasach
leader	trust	0.680	ceannard
confide	trust	0.680	earbsa
agreeing	trust	0.680	ag aontachadh
approve	trust	0.680	aontachadh
professional	trust	0.680	proifeiseanta
elders	trust	0.680	seanairean
confidential	trust	0.680	dìomhair
faultless	trust	0.672	gun lochd
believes	trust	0.672	gabhail ris
sanctify	trust	0.672	naomhaich
intelligent	trust	0.672	tuigseach
safe	trust	0.672	sàbhailte
accepted	trust	0.672	as làidire
dignity	trust	0.672	urram
unwavering	trust	0.672	gun fhiosta
encyclopedia	trust	0.672	leabhar mòr-eòlais
mastery	trust	0.672	maighstireachd
cohesive	trust	0.672	co-leanailteach
harmoniously	trust	0.672	co-sheirm
benevolence	trust	0.672	caoimhneas
healing	trust	0.672	slànachadh
accredited	trust	0.672	barrantaichte
covenant	trust	0.672	cumhnant
accountability	trust	0.664	cunntachalachd
team	trust	0.664	sgioba
authority	trust	0.664	ùghdarras
heroic	trust	0.664	gaisgeil
reliance	trust	0.664	earbsa
expert	trust	0.664	eòlaiche
communicate	trust	0.664	conaltradh
spiritual	trust	0.664	spioradail
impeccable	trust	0.664	neo-thruaillidh
specialist	trust	0.664	speisealaiche
affirmatively	trust	0.664	gu dearbha
proficient	trust	0.664	comasach
fulfillment	trust	0.664	choimhlionadh
advocate	trust	0.664	fear-tagraidh
disciple	trust	0.664	dheisciobal
attestation	trust	0.664	fianuis
merit	trust	0.664	airidheachd
supporting	trust	0.664	a' toirt taic
ambassador	trust	0.664	tosgaire
guidebook	trust	0.664	leabhar-iùil
accept	trust	0.664	gabhail ris
strengthening	trust	0.661	neartachadh
holiness	trust	0.656	naomhachd
facts	trust	0.656	fìrinnean
warranty	trust	0.656	barantas
strength	trust	0.656	neart
relationship	trust	0.656	dàimh
defended	trust	0.656	dìon
constancy	trust	0.656	seasmhach
favorable	trust	0.656	fàbharach
gentleman	trust	0.656	duin'-uasal
counsel	trust	0.656	comhairle
scientific	trust	0.656	saidheansail
structure	trust	0.656	structar
elder	trust	0.656	èildear
excellent	trust	0.656	sàr-mhath
achieve	trust	0.656	coileanadh
steadfast	trust	0.656	seasmhach
familiar	trust	0.656	eòlach
proficiency	trust	0.656	comasachd
supports	trust	0.656	a' creidsinn
counselor	trust	0.648	comhairliche
lovable	trust	0.648	gràdhach
advisable	trust	0.648	ionmholta
agreed	trust	0.648	aontachadh
heroism	trust	0.648	gaisge
rely	trust	0.648	earbsa
uphold	trust	0.648	cumail suas
brother	trust	0.648	bràthair
matrimony	trust	0.648	pòsaidh
assuredly	trust	0.648	gu cinnteach
peaceful	trust	0.648	sìtheil
saint	trust	0.648	naomh
unconditionally	trust	0.648	a' gabhail
solidarity	trust	0.648	dìlseachd
accepts	trust	0.648	taic
inspiration	trust	0.648	brosnachadh
noble	trust	0.648	uasal
successful	trust	0.648	soirbheachail
harmony	trust	0.648	co-sheirm
protective	trust	0.648	dìonach
competency	trust	0.648	comas
comrade	trust	0.648	chompanach
academic	trust	0.648	acadaimigeach
assist	trust	0.648	cuidich
worthy	trust	0.643	airidh
benefactor	trust	0.641	tabhartair
credence	trust	0.641	creideas
confidence	trust	0.641	misneachd
relationships	trust	0.641	gun chumha
ordained	trust	0.641	dh'òrduich
legal	trust	0.641	laghail
champion	trust	0.641	curaidh
lawful	trust	0.641	laghail
durability	trust	0.641	seasmhachd
judiciary	trust	0.641	breitheanais
doctor	trust	0.641	dotair
loving	trust	0.641	gaolach
assure	trust	0.641	cinnteach
establish	trust	0.641	stèidheachadh
mamma	trust	0.641	mama
kind	trust	0.641	math
unity	trust	0.641	aonachd
conscientious	trust	0.641	cogaiseach
real	trust	0.641	fìor
coexist	trust	0.641	co-bhith
leading	trust	0.641	a' stiùireadh
teacher	trust	0.641	tidsear
intimate	trust	0.634	dlùth
brotherly	trust	0.633	bràthaireil
physician	trust	0.633	lighiche
judicial	trust	0.633	breitheanais
saintly	trust	0.633	naomh
aspiration	trust	0.633	miann
conscience	trust	0.633	cogais
therapeutic	trust	0.633	teirpeach
fidelity	trust	0.633	dìlseachd
soundness	trust	0.633	fuaimneach
important	trust	0.633	cudromach
homage	trust	0.633	ùmhlachd
legitimacy	trust	0.633	dligheachas
fortitude	trust	0.633	daingneachd
deepest	trust	0.633	dàimhean
approved	trust	0.633	aontaichte
courageous	trust	0.633	treun
devotional	trust	0.633	diadhaidh
endorse	trust	0.633	daingneachadh
backbone	trust	0.633	cnàimh-droma
authorize	trust	0.633	ùghdarrachadh
practiced	trust	0.633	cleachdte
sanctification	trust	0.633	naomhachadh
hopeful	trust	0.633	dòchasach
convincing	trust	0.633	diongmhalta
bless	trust	0.633	beannaich
angel	trust	0.625	aingeal
authorization	trust	0.625	ùghdarras
assured	trust	0.625	cinnteach
purify	trust	0.625	glanadh
caretaker	trust	0.625	fear-cùraim
regard	trust	0.625	meas
profound	trust	0.625	domhainn
achievement	trust	0.625	euchd
evident	trust	0.625	follaiseach
positivity	trust	0.625	fàbharach
communication	trust	0.625	conaltradh
professorship	trust	0.625	ollamhachd
blessing	trust	0.625	beannachd
beliefs	trust	0.625	as doimhne
encourage	trust	0.625	brosnachadh
fireman	trust	0.625	fear-smàlaidh
majestic	trust	0.625	mòrail
civilized	trust	0.625	sìobhalta
certify	trust	0.625	dearbhadh
wonderful	trust	0.625	mìorbhaileach
engaged	trust	0.625	an sàs
accurate	trust	0.625	cruinn
approvement	trust	0.617	aonta
optimism	trust	0.617	dòchas
planning	trust	0.617	planadh
believer	trust	0.617	chreidmheach
advice	trust	0.617	comhairle
commend	trust	0.617	moladh
gospel	trust	0.617	soisgeul
objective	trust	0.617	amas
rational	trust	0.617	reusanta
cherish	trust	0.617	meas
constantly	trust	0.617	daonnan
haven	trust	0.617	caladh
fundamental	trust	0.617	bunaiteach
bedrock	trust	0.617	bun-chreag
accord	trust	0.617	aonta
triumphant	trust	0.617	buadhach
surety	trust	0.617	urras
testament	trust	0.617	tiomnadh
absolution	trust	0.617	fuasglaidh
truce	trust	0.617	fois
reassure	trust	0.617	fois-inntinn
appreciation	trust	0.617	meas
qualities	trust	0.617	buadhan
passionate	trust	0.617	dìoghrasach
good	trust	0.617	math
unimpeachable	trust	0.617	neo-chomasach
corroborate	trust	0.617	dearbhadh
thoughtful	trust	0.617	smuainteach
heroine	trust	0.617	bana-ghaisgeach
teach	trust	0.617	teagasg
god	trust	0.617	dhia
attentive	trust	0.617	furachail
scripture	trust	0.609	sgriobtur
civilization	trust	0.609	sìobhaltachd
magnificence	trust	0.609	maise
recommend	trust	0.609	mholadh
progression	trust	0.609	adhartas
steward	trust	0.609	stiùbhard
purification	trust	0.609	glanaidh
patron	trust	0.609	patron
praiseworthy	trust	0.609	ionmholta
heal	trust	0.609	leighis
considerate	trust	0.609	mothachail
blessings	trust	0.609	beannachdan
mediator	trust	0.609	eadar-mheadhonair
babysitter	trust	0.609	leanabh-cloinne
notary	trust	0.609	notary
awareness	trust	0.609	mothachadh
vetted	trust	0.609	chreidimh
excel	trust	0.609	excel
happy	trust	0.609	toilichte
praise	trust	0.609	moladh
brilliant	trust	0.609	sgoinneil
liking	trust	0.609	a' còrdadh
definitive	trust	0.609	deimhinne
comfort	trust	0.609	comhfhurtachd
officer	trust	0.609	oifigeach
peace	trust	0.602	sìth
serenity	trust	0.602	serenity
unquestionable	trust	0.602	gun teagamh
embrace	trust	0.602	gabhail ris
identify	trust	0.602	comharrachadh
inspired	trust	0.602	air a bhrosnachadh
steady	trust	0.602	seasmhach
nun	trust	0.602	cailleachan-dubha
guarded	trust	0.602	geàrd
symmetry	trust	0.602	co-chothromachd
mainstay	trust	0.602	prìomh-thaigh
fulfill	trust	0.602	choimhlionadh
humility	trust	0.602	irioslachd
helpful	trust	0.602	cuideachail
transcendence	trust	0.602	tar-ghnèitheachd
unconditional	trust	0.602	gun chumha
brave	trust	0.602	treun
brighten	trust	0.602	shoilleireachadh
experienced	trust	0.602	eòlach
enlightenment	trust	0.602	soillseachadh
sympathetic	trust	0.602	co-fhaireachdainn
witness	trust	0.602	fianuis
vigilant	trust	0.594	furachail
ministry	trust	0.594	ministreileachd
admiral	trust	0.594	àrd-mharaiche
vigilance	trust	0.594	faireachas
depend	trust	0.594	an urra
generosity	trust	0.594	fialaidheachd
befriend	trust	0.594	caraid
complimentary	trust	0.594	saor-thoileach
assessment	trust	0.594	measadh
fairly	trust	0.594	gu cothromach
enlighten	trust	0.594	soillsich
strengthen	trust	0.594	neartachadh
nurse	trust	0.594	banaltram
endowment	trust	0.594	buileachadh
visionary	trust	0.594	lèirsinneach
praised	trust	0.594	mholainn
eminence	trust	0.594	uaisleachd
marry	trust	0.594	pòsadh
generous	trust	0.594	fialaidh
gratitude	trust	0.594	buidheachas
sage	trust	0.594	saoi
tranquility	trust	0.594	suaimhneas
openly	trust	0.594	gu fosgailte
grant	trust	0.594	tabhartas
spouse	trust	0.594	cèile
philanthropic	trust	0.594	gràdh-daonna
regent	trust	0.594	riaghladair
substantiate	trust	0.594	dearbhadh
commendation	trust	0.594	moladh
council	trust	0.594	comhairle
efficient	trust	0.594	èifeachdach
sweetheart	trust	0.589	leannan
bylaw	trust	0.586	fo-lagh
magnificent	trust	0.586	eireachdail
designation	trust	0.586	sònrachadh
godly	trust	0.586	dhiadhaidh
seniority	trust	0.586	àrd-inbhe
conservation	trust	0.586	glèidhteachas
educational	trust	0.586	foghlaim
rooted	trust	0.586	freumhaichte
inheritance	trust	0.586	oighreachd
diplomacy	trust	0.586	dioplomaidh
mate	trust	0.586	mate
convince	trust	0.586	a chreidsinn
unfailing	trust	0.586	gun dail
share	trust	0.586	roinn
monk	trust	0.586	manach
constitutional	trust	0.586	bun-reachdail
lovely	trust	0.586	ghrinn
compliance	trust	0.586	gèilleadh
attest	trust	0.586	dearbhadh
victory	trust	0.586	buaidh
serene	trust	0.586	sàmhach
checklist	trust	0.586	liosta-sgrùdaidh
husbandry	trust	0.586	tuathanachas
enjoying	trust	0.586	a' gabhail tlachd
revere	trust	0.586	urram
tribe	trust	0.586	treubh
meritorious	trust	0.586	airidh
joyful	trust	0.586	aoibhneach
delegate	trust	0.586	tiomnaidh
helper	trust	0.586	neach-cuideachaidh
angelic	trust	0.586	aingil
ambition	trust	0.586	àrd-amas
father	trust	0.586	athair
acclaim	trust	0.586	cliù
testimony	trust	0.586	fianuis
collectively	trust	0.586	còmhla
sobriety	trust	0.586	sobrachd
prestige	trust	0.586	cliù
firmness	trust	0.586	daingneachd
structural	trust	0.578	structarail
impartiality	trust	0.578	neo-chlaonachd
navigator	trust	0.578	seòladair
judge	trust	0.578	breitheamh
shelter	trust	0.578	fasgadh
coexisting	trust	0.578	co-sheasamh
unquestioned	trust	0.578	gun cheist
careful	trust	0.578	faiceallach
obey	trust	0.578	gèilleadh
professor	trust	0.578	ollamh
convinced	trust	0.578	dearbhte
communion	trust	0.578	comanachadh
cheerfulness	trust	0.578	sunndachd
inviting	trust	0.578	a' toirt cuireadh
irrefutable	trust	0.578	neo-sheasmhach
commandant	trust	0.578	ceannard
smile	trust	0.578	gàire
authoritative	trust	0.578	ùghdarrasail
philanthropist	trust	0.578	neach-gràdh-daonna
legalized	trust	0.578	laghail
adore	trust	0.578	adhradh
upright	trust	0.578	dìreach
revival	trust	0.578	ath-bheothachadh
dutiful	trust	0.578	dleasdanach
watchdog	trust	0.578	buidheann-faire
apostle	trust	0.570	abstol
volunteers	trust	0.570	saor-thoilich
immaculate	trust	0.570	gun smal
adhering	trust	0.570	a' cumail
unquestionably	trust	0.570	gun teagamh
advise	trust	0.570	comhairle
punctual	trust	0.570	pongail
consult	trust	0.570	co-chomhairle
ordinance	trust	0.570	ordugh
complement	trust	0.570	coimhlionta
modest	trust	0.570	modhail
everlasting	trust	0.570	sìorruidh
compass	trust	0.570	combaist
heavenly	trust	0.570	nèamhaidh
determinate	trust	0.570	cinntich
counsellor	trust	0.570	comhairliche
abundance	trust	0.570	pailteas
guide	trust	0.570	treòir
earned	trust	0.570	sgrùdadh
pedigree	trust	0.570	pedigree
relative	trust	0.570	càirdeach
principal	trust	0.570	phrionnsapal
plausible	trust	0.570	so-chreidsinneach
collaborator	trust	0.570	co-obraiche
connective	trust	0.570	ceangaltach
corroboration	trust	0.570	dearbhadh
insure	trust	0.570	àrachas
pilot	trust	0.570	pìleat
unequivocal	trust	0.570	gun teagamh
matron	trust	0.570	matron
cuddle	trust	0.570	uchd
measured	trust	0.570	air a thomhas
fort	trust	0.562	dùn
treasurer	trust	0.562	ionmhasair
apostolic	trust	0.562	abstolach
save	trust	0.562	sàbhail
frankness	trust	0.562	fireantachd
insight	trust	0.562	lèirsinn
admit	trust	0.562	aideachadh
earn	trust	0.562	chosnadh
remarkable	trust	0.562	iongantach
strong	trust	0.562	làidir
content	trust	0.562	susbaint
vitality	trust	0.562	spionnadh
prize	trust	0.562	duais
vigorous	trust	0.562	sgairteil
congregation	trust	0.562	coimhthional
uplift	trust	0.562	togail suas
spotless	trust	0.562	gun spot
devout	trust	0.562	diadhaidh
soothing	trust	0.562	socair
miracle	trust	0.562	miorbhuil
cohesion	trust	0.562	co-leanailteachd
lovemaking	trust	0.562	gaol
curable	trust	0.562	curable
pleasant	trust	0.562	taitneach
jury	trust	0.562	diùraidh
pertinent	trust	0.562	iomchaidh
succeeding	trust	0.562	a' soirbheachadh
concordance	trust	0.562	co-chòrdadh
jurist	trust	0.562	neach-lagha
applaud	trust	0.562	moladh
ordination	trust	0.562	òrduchadh
compensate	trust	0.562	dìoladh
patience	trust	0.555	foighidinn
mediate	trust	0.555	eadar-mheadhonair
coach	trust	0.555	coidse
illumination	trust	0.555	soillseachadh
cultivate	trust	0.555	àiteach
providing	trust	0.555	a' solarachadh
precedence	trust	0.555	prìomhachas
exalt	trust	0.555	àrdaich
succeed	trust	0.555	soirbhich
inclusion	trust	0.555	in-ghabhail
meditate	trust	0.555	cnuasachadh
coalesce	trust	0.555	co-sheirm
betrothed	trust	0.555	rèiteach
midwife	trust	0.555	bean-ghlùine
veteran	trust	0.555	seann shaighdear
destined	trust	0.555	an dàn
auditor	trust	0.555	neach-sgrùdaidh
privacy	trust	0.555	dìomhaireachd
restorative	trust	0.555	aisirich
influential	trust	0.555	buadhach
impartial	trust	0.555	neo-chlaon
discretion	trust	0.555	roghainn
foresight	trust	0.555	ro-shealladh
congruence	trust	0.555	co-chòrdadh
worship	trust	0.555	aoradh
constant	trust	0.555	seasmhach
reunion	trust	0.555	coinneamh
intuition	trust	0.555	tuigse
reconciliation	trust	0.555	rèite
ambulance	trust	0.555	carbad-eiridinn
defender	trust	0.555	neach-dìon
greatness	trust	0.555	mòrachd
buddy	trust	0.555	caraid
vote	trust	0.555	bhòt
physicist	trust	0.555	fiosaig
prophet	trust	0.555	fàidh
prevalent	trust	0.547	cumanta
eyewitness	trust	0.547	neach-fianais
durable	trust	0.547	seasmhach
prudent	trust	0.547	ciallach
securities	trust	0.547	thèarainteachdan
salvation	trust	0.547	saoradh
govern	trust	0.547	riaghladh
law	trust	0.547	lagh
proud	trust	0.547	pròiseil
cheer	trust	0.547	gàirdeachas
reinforcement	trust	0.547	daingneachadh
promises	trust	0.547	chosnadh
invocation	trust	0.547	agairt
provide	trust	0.547	thoirt seachad
friendly	trust	0.547	càirdeil
commanding	trust	0.547	ag àithneadh
temperate	trust	0.547	measarra
conciliation	trust	0.547	rèite
convent	trust	0.547	chlochar
heritage	trust	0.547	dualchas
independence	trust	0.547	neo-eisimeileachd
rejoice	trust	0.547	gàirdeachas
engaging	trust	0.547	an sàs
readiness	trust	0.547	ullamh
registry	trust	0.547	clàir
statement	trust	0.547	aithris
liberty	trust	0.547	saorsa
forgive	trust	0.547	thoir maitheanas
ancestral	trust	0.547	sinnsear
impenetrable	trust	0.547	neo-thruaillidh
choices	trust	0.539	geallaidhean
psalms	trust	0.539	sailm
majority	trust	0.539	mòr-chuid
antidote	trust	0.539	antidote
tantamount	trust	0.539	t-suim
perfect	trust	0.539	foirfe
regularity	trust	0.539	riaghailteachd
chronicle	trust	0.539	cronail
ensemble	trust	0.539	ensemble
applause	trust	0.539	moladh
obedience	trust	0.539	ùmhlachd
aspiring	trust	0.539	miannach
watchman	trust	0.539	fear-faire
inimitable	trust	0.539	neo-ionnan
chastity	trust	0.539	diomhanas
architecture	trust	0.539	ailtireachd
stamina	trust	0.539	stamina
delightful	trust	0.539	aoibhneach
exalted	trust	0.539	àrdaichte
relevant	trust	0.539	buntainneach
reinforcements	trust	0.539	daingneachadh
proctor	trust	0.539	proctor
immovable	trust	0.539	neo-ghluasadach
instructions	trust	0.539	stiùiridhean
define	trust	0.539	mìneachadh
uncensured	trust	0.539	gun cheasnachadh
institute	trust	0.539	institiud
responsive	trust	0.539	freagarach
recovery	trust	0.539	ath-bheothachadh
obliging	trust	0.539	dleasdanas
obvious	trust	0.539	follaiseach
forefathers	trust	0.539	sinnsearan
eager	trust	0.539	èasgaidh
inoculation	trust	0.539	inoculation
admitting	trust	0.539	ag aideachadh
memorable	trust	0.539	cuimhneachail
hospital	trust	0.531	ospadal
rescue	trust	0.531	teasairginn
deed	trust	0.531	achd
princely	trust	0.531	prionnsa
retirement	trust	0.531	cluaineas
cradle	trust	0.531	chreathail
immunization	trust	0.531	banachdach
bloom	trust	0.531	fo bhlàth
candid	trust	0.531	fosgailte
evergreen	trust	0.531	sìor-uaine
ballot	trust	0.531	baileat
accompaniment	trust	0.531	coisrigeadh
verily	trust	0.531	gu firinneach
inseparable	trust	0.531	neo-sgaraichte
analyst	trust	0.531	anailisiche
strive	trust	0.531	strì
dependent	trust	0.531	eisimeil
heavens	trust	0.531	neamh
answerable	trust	0.531	freagarach
school	trust	0.531	sgoil
terms	trust	0.531	teirmean
center	trust	0.531	ionad
firstborn	trust	0.531	ciad-ghin
transcript	trust	0.531	tar-sgrìobhadh
fraternal	trust	0.531	bràithreach
omniscient	trust	0.531	uile-fhiosrach
seal	trust	0.531	seula
edification	trust	0.531	deasachadh
doubtless	trust	0.531	gun teagamh
deliverance	trust	0.531	saoradh
sponsor	trust	0.531	urrasair
expedient	trust	0.531	iomchaidh
bride	trust	0.531	bean-bainnse
refuge	trust	0.531	tèarmann
approbation	trust	0.527	approbation
chaplain	trust	0.523	seaplain
laureate	trust	0.523	laureate
liberate	trust	0.523	shaoradh
coronation	trust	0.523	crùnadh
adoration	trust	0.523	adhradh
countenance	trust	0.523	gnùis
honeymoon	trust	0.523	mìos na meala
connoisseur	trust	0.523	eòlaiche
notable	trust	0.523	ainmeil
benedictory	trust	0.523	beannachd
celebration	trust	0.523	subhachas
neighbor	trust	0.523	nàbaidh
unbroken	trust	0.523	gun bhriseadh
award	trust	0.523	duais
improvement	trust	0.523	leasachadh
hug	trust	0.523	uchd
graduation	trust	0.523	ceumnachadh
correctness	trust	0.523	ceartachd
winning	trust	0.523	buannachadh
paragon	trust	0.523	paragon
ratify	trust	0.523	daingnich
powerful	trust	0.523	cumhachdach
elevation	trust	0.523	àirde
commonwealth	trust	0.523	co-fhlaitheis
account	trust	0.523	cunntas
unimpeached	trust	0.523	neo-iompaichte
taught	trust	0.523	teagasg
salutary	trust	0.523	sòlasach
captivate	trust	0.523	glacail
dictionary	trust	0.523	faclair
nobility	trust	0.523	uaislean
ourselves	trust	0.523	roghainnean
feeling	trust	0.518	faireachdainn
amen	trust	0.516	amen
committee	trust	0.516	comataidh
reverie	trust	0.516	urram
deserve	trust	0.516	airidh
fully	trust	0.516	gu h-iomlan
compliment	trust	0.516	moladh
obstetrician	trust	0.516	obstetrician
enchanted	trust	0.516	draoidheil
inform	trust	0.516	fios
association	trust	0.516	comhluadar
credit	trust	0.516	creideas
passwords	trust	0.516	sinn fein
freely	trust	0.516	gu saor
framework	trust	0.516	frèam
nobleman	trust	0.516	duin'-uasal
formative	trust	0.516	riochdail
tender	trust	0.516	tairgse
measure	trust	0.516	tomhas
