English Word	Emotion	Emotion-Intensity-Score	Sesotho Word
greatness	surprise	0.492	boholo
exigent	surprise	0.492	exigent
prick	surprise	0.484	hlaba
variable	surprise	0.484	feto-fetoha
curiosity	surprise	0.484	bohelehele
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	e sa hlaloseheng
magician	surprise	0.484	raselamose
underestimate	surprise	0.484	nyenyefatsa
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	setlatla
zeal	surprise	0.484	cheseho
incident	surprise	0.477	ketsahalo
illumination	surprise	0.477	khanya
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	thimola
subversive	surprise	0.477	mofetoheli
gawk	surprise	0.477	gawk
fortune	surprise	0.477	lehlohonolo
strange	surprise	0.477	makatsang
dreadfully	surprise	0.477	ka tsela e tshabehang
unguarded	surprise	0.477	sa lebela
prowl	surprise	0.469	tsokotsa
reversal	surprise	0.469	phetoho
wizard	surprise	0.469	wizard
rapid	surprise	0.469	ka potlako
leery	surprise	0.469	lehloa
break	surprise	0.461	senya
slip	surprise	0.461	thella
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	qabola
coincidence	surprise	0.461	iketsahaletse feela
subito	surprise	0.461	subito
overestimate	surprise	0.453	overestimate
ordeal	surprise	0.453	tsietsi
evanescence	surprise	0.453	evanscence
merriment	surprise	0.453	monyaka
raffle	surprise	0.453	raffle
winning	surprise	0.453	ho hlola
wonderful	surprise	0.453	babatsehang
hoax	surprise	0.453	leqheka
confession	surprise	0.453	boipolelo
splendid	surprise	0.445	bokgabane
stound	surprise	0.445	tsikitlanya
perchance	surprise	0.445	monyetla
excel	surprise	0.445	ipabola
enthusiast	surprise	0.445	motho ya chesehang
gambling	surprise	0.445	papali ea chelete
feat	surprise	0.445	feat
laughter	surprise	0.445	ditsheho
brighten	surprise	0.438	phatsimisa
unique	surprise	0.438	e ikhethang
senseless	surprise	0.438	ya hlokang kelello
changeable	surprise	0.438	fetohang
splendor	surprise	0.438	bokhabane
rapt	surprise	0.438	rapetse
unintentional	surprise	0.438	e sa ikemisetsa
fascination	surprise	0.430	kgahleho
trepidation	surprise	0.430	thothomelo
lawsuit	surprise	0.430	qoso
gift	surprise	0.430	mpho
stealthy	surprise	0.430	botsoa
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	bolotsana
delighted	surprise	0.430	Nyakalletse
judgment	surprise	0.422	kahlolo
stealth	surprise	0.422	tsietsi
enchant	surprise	0.422	moloi
originality	surprise	0.422	qalo
riddle	surprise	0.422	selotho
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	e seng molaong
experiment	surprise	0.414	teko
elusive	surprise	0.414	e sa tsebeng letho
syncope	surprise	0.414	syncope
liberation	surprise	0.414	tokoloho
spirits	surprise	0.414	meea
perjury	surprise	0.414	leshano
veracity	surprise	0.414	bonnete
parade	surprise	0.406	parade
applause	surprise	0.406	litlatse
inspired	surprise	0.406	bululetsoeng
allure	surprise	0.406	hohela
eager	surprise	0.406	chesehela
gambler	surprise	0.406	motho ea bechang
fete	surprise	0.406	fete
divorce	surprise	0.398	tlhalo
guess	surprise	0.398	nahana
princely	surprise	0.398	bohosana
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	sephiri
incontinence	surprise	0.391	incontinence/
peri	surprise	0.391	peri
cheerful	surprise	0.391	thabileng
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	bophahamo
aspiration	surprise	0.391	tjantjello
buck	surprise	0.383	chelete
lose	surprise	0.383	lahleheloa
cadaver	surprise	0.383	lesapo
crowning	surprise	0.383	ho roala moqhaka
praiseworthy	surprise	0.383	thoriso
inheritance	surprise	0.383	lefa
score	surprise	0.383	Laduma
gulp	surprise	0.375	korotla
camouflaged	surprise	0.375	camouflaged
advance	surprise	0.375	tsoelo-pele
succeed	surprise	0.375	atleha
frisky	surprise	0.375	frisky
mystic	surprise	0.375	mohlolohadi
compliment	surprise	0.375	babatsa
hope	surprise	0.367	tshepo
joker	surprise	0.367	motlae
sparkle	surprise	0.367	phatsima
excavation	surprise	0.367	kepollo
sensual	surprise	0.367	tsa nama
entertainment	surprise	0.359	boithabiso
feeling	surprise	0.359	maikutlo
modify	surprise	0.352	fetola
blessings	surprise	0.352	mahlohonolo
newcomer	surprise	0.352	mocha
obit	surprise	0.352	obit/
postponement	surprise	0.352	chechiso
award	surprise	0.352	khau
clown	surprise	0.352	motlatsi
highest	surprise	0.344	phahameng ka ho fetisisa
hero	surprise	0.344	mohale
glorify	surprise	0.344	tlotlisa
proficiency	surprise	0.344	bokgoni
start	surprise	0.344	qala
wonderfully	surprise	0.344	ka tsela e makatsang
celebrity	surprise	0.344	motho ea tummeng
rekindle	surprise	0.336	tsosolosa
optimism	surprise	0.336	tshepo
sanctify	surprise	0.336	halaletsa
unbeaten	surprise	0.336	e sa otloang
prodigious	surprise	0.336	tsoileng matsoho
grin	surprise	0.336	grin
memorable	surprise	0.336	sa lebaleheng
warned	surprise	0.336	hlokomedisitse
dissolution	surprise	0.336	ho qhaqhoa
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	ho hlolloa
examination	surprise	0.320	tlhatlhobo
angel	surprise	0.320	lengeloi
present	surprise	0.320	teng
catch	surprise	0.320	tšoasa
hap	surprise	0.320	hap
saint	surprise	0.312	mohalaledi
embrace	surprise	0.312	akareletsa
flirt	surprise	0.312	bapala ka maikutlo a lerato
puma	surprise	0.312	puma
kiss	surprise	0.312	aka
liberty	surprise	0.312	tokoloho
scrimmage	surprise	0.312	crimmage
treat	surprise	0.312	tšoara
inaffable	surprise	0.312	e sa bueng
occasional	surprise	0.312	nako le nako
dismissal	surprise	0.312	ho tebela
perfection	surprise	0.305	phetheho
saintly	surprise	0.305	mohalaleli
gratify	surprise	0.305	kgotsofatsa
generosity	surprise	0.305	seatla se bulehileng
sally	surprise	0.305	sally
palpable	surprise	0.297	e utlwahalang
finally	surprise	0.297	qetellong
differently	surprise	0.297	ka tsela e fapaneng
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	mokete
favorable	surprise	0.297	e ntle
larger	surprise	0.297	kholoanyane
warn	surprise	0.297	lemosa
medal	surprise	0.289	khau
romance	surprise	0.289	marato
inviting	surprise	0.289	ho mema
greeting	surprise	0.289	tumediso
resignation	surprise	0.281	ho tlohela mosebetsi
accolade	surprise	0.281	thoholetsa
labor	surprise	0.281	mosebetsi
candid	surprise	0.281	pepenene
trip	surprise	0.281	leetong
stare	surprise	0.273	qamaka
admire	surprise	0.266	hlolla
glimmer	surprise	0.266	benyetsi
playful	surprise	0.266	e bapalang
somatic	surprise	0.266	somatic
festival	surprise	0.266	mokete
mimicry	surprise	0.266	etsisa
insolvency	surprise	0.266	ho hloka chelete
immerse	surprise	0.266	qoelisa
invite	surprise	0.266	mema
compensate	surprise	0.266	tlatsa
receiving	surprise	0.258	ho amohela
complement	surprise	0.258	tlatsana
chuckle	surprise	0.258	tsheha
laugh	surprise	0.258	tsheha
hypothesis	surprise	0.258	khopolo-taba
honeymoon	surprise	0.250	lechato
opera	surprise	0.242	opera
pleasant	surprise	0.242	monate
marry	surprise	0.242	nyala
independence	surprise	0.242	boikemelo
chant	surprise	0.234	chant/
holiness	surprise	0.234	khalalelo
assessment	surprise	0.234	tekanyetso
rhythmical	surprise	0.234	ya morethetho
hopeful	surprise	0.234	tshepo
leave	surprise	0.234	tloha
trophy	surprise	0.234	mohope
deal	surprise	0.227	sebetsana
procession	surprise	0.227	mokoloko
placard	surprise	0.227	placard
shopping	surprise	0.219	ho reka
musical	surprise	0.219	tsa mmino
cherish	surprise	0.219	baballa
good	surprise	0.219	molemo
dawn	surprise	0.211	mafube
simplify	surprise	0.211	nolofatsa
shell	surprise	0.211	kgetla
morals	surprise	0.203	boitšoaro
money	surprise	0.203	chelete
nullify	surprise	0.203	hlakisa
purity	surprise	0.203	bohloeki
sweet	surprise	0.203	monate
synchronize	surprise	0.195	amahanya
precious	surprise	0.195	ea bohlokoa
humanitarian	surprise	0.195	setho sa botho
preservative	surprise	0.195	se baballang
unfulfilled	surprise	0.195	sa phethahala
obliging	surprise	0.188	tlamehile
singularly	surprise	0.188	ka bonngwe
graduation	surprise	0.180	kabo ea mangolo
foresee	surprise	0.180	bona esale pele
pray	surprise	0.180	rapela
lovely	surprise	0.180	ratehang
thirst	surprise	0.172	lenyora
mouth	surprise	0.172	molomo
youth	surprise	0.172	bacha
sun	surprise	0.172	letsatsi
art	surprise	0.172	bonono
goodness	surprise	0.164	molemo
latent	surprise	0.156	patisitse
visor	surprise	0.156	visor
overdue	surprise	0.156	fetiloe ke nako
practiced	surprise	0.156	itloaetsa
loyal	surprise	0.148	tšepahalang
expect	surprise	0.148	lebella
wireless	surprise	0.148	waelese
destination	surprise	0.148	moo e eang teng
infant	surprise	0.141	lesea
cream	surprise	0.141	tranelate
slush	surprise	0.141	slush
quote	surprise	0.141	qotsa
playground	surprise	0.133	lebala la lipapali
vote	surprise	0.125	vouta
teach	surprise	0.125	ruta
organization	surprise	0.125	mokgatlo
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	boima
smile	surprise	0.117	pososelo
sisterhood	surprise	0.109	bokgaitsedi
cable	surprise	0.109	thapo
sunny	surprise	0.102	letsatsi
steady	surprise	0.094	tsitsitseng
peaceful	surprise	0.086	kgotsong
spa	surprise	0.086	spa
leisure	surprise	0.086	phomolo
picnic	surprise	0.078	pikiniki
tree	surprise	0.078	sefate
worm	surprise	0.055	seboko
truthfulness	trust	0.906	nnete
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	e tshepehang
honor	trust	0.844	tlotla
honesty	trust	0.844	botshepehi
honest	trust	0.844	tšepahalang
truth	trust	0.844	'nete
truthful	trust	0.836	'nete
trusting	trust	0.836	tshepo
brotherhood	trust	0.820	boena
entrust	trust	0.812	tshepetsa
committed	trust	0.805	ikemiseditse
loyalty	trust	0.805	botshepehi
integrity	trust	0.805	botshepehi
honorable	trust	0.805	tlotlehang
trust	trust	0.805	tshepo
credibility	trust	0.805	botshepehi
faithful	trust	0.797	e tshepehang
sincere	trust	0.797	tšepahalang
partnership	trust	0.789	kopanelo
responsible	trust	0.789	boikarabelo
true	trust	0.789	nnete
wisdom	trust	0.789	bohlale
verification	trust	0.781	netefatso
cooperative	trust	0.781	tšebelisano
vow	trust	0.781	boitlamo
oath	trust	0.781	kano
respectable	trust	0.773	hlomphehang
sisterhood	trust	0.773	bokgaitsedi
hero	trust	0.773	mohale
credible	trust	0.773	tshepehang
promise	trust	0.773	tshepiso
verified	trust	0.773	netefalitsoe
qualified	trust	0.766	tšoanelehang
authentication	trust	0.766	netefatso
respected	trust	0.766	hlomphuoa
compassion	trust	0.759	qenehelo
approval	trust	0.758	tumello
moral	trust	0.758	boitšoaro
reliability	trust	0.758	tsepahala
trusts	trust	0.758	tsheptjoa
safekeeping	trust	0.758	paballo
reputable	trust	0.758	ya tuma
love	trust	0.758	lerato
friend	trust	0.750	motsoalle
stable	trust	0.750	tsitsitseng
authentic	trust	0.750	ea nnete
competence	trust	0.750	bokgoni
safeguard	trust	0.750	sireletsa
companion	trust	0.750	molekane
advised	trust	0.750	eletsa
respect	trust	0.750	tlhompho
loyal	trust	0.750	tšepahalang
genuine	trust	0.750	ea sebele
friendships	trust	0.750	tshepo
ally	trust	0.750	motsoalle
proven	trust	0.742	pakiloeng
freedom	trust	0.742	tokoloho
respects	trust	0.742	tlhompho
accepting	trust	0.742	setsoalle
faith	trust	0.742	tumelo
wholesome	trust	0.742	phetse hantle
heartfelt	trust	0.734	ka pelo
unification	trust	0.734	kopanelo
confirmation	trust	0.734	netefatso
protecting	trust	0.734	sireletsang
reassurance	trust	0.734	tiisetso
trustee	trust	0.734	motshepehi
supporter	trust	0.734	motshehetsi
respectful	trust	0.734	e hlomphang
admirable	trust	0.734	ya babatsehang
fact	trust	0.727	nnete
friendship	trust	0.727	botsoalle
partners	trust	0.727	ho amohela
confidentially	trust	0.727	lekunutung
confident	trust	0.727	itshepa
equality	trust	0.727	tekano
alliance	trust	0.727	selekane
credential	trust	0.727	bopaki
believing	trust	0.727	ho dumela
excellence	trust	0.727	bokgabane
agreement	trust	0.727	tumellano
closeness	trust	0.719	katamelano
authenticate	trust	0.719	netefatsa
virtuous	trust	0.719	makhabane
intelligence	trust	0.719	bohlale
kindred	trust	0.719	leloko
virtue	trust	0.719	bokgabane
honored	trust	0.719	hlomphuoa
justice	trust	0.711	toka
charitable	trust	0.711	mohau
determination	trust	0.711	boikemisetso
creditable	trust	0.711	kolotoang
consistency	trust	0.711	tsitsinyeho
allegiance	trust	0.711	botshepehi
cooperation	trust	0.711	tšebelisano
guarantee	trust	0.711	tiisetso
dedication	trust	0.711	boinehelo
straightforward	trust	0.711	otlolohileng
cooperating	trust	0.711	tšebelisano
reliable	trust	0.703	e ka tšeptjoang
nurture	trust	0.703	hodisa
mother	trust	0.703	mme
fulfilled	trust	0.703	phethahala
admiration	trust	0.703	ho hlolloa
mentor	trust	0.703	motataisi
guardianship	trust	0.703	tlhokomelo
assurance	trust	0.703	tiisetso
morality	trust	0.703	boitšoaro
motherhood	trust	0.703	bomme
innocent	trust	0.703	hlokang molato
reverence	trust	0.703	tlhompho
sanctuary	trust	0.703	sehalalelo
friendliness	trust	0.703	botsoalle
prepared	trust	0.703	lokisitsoe
admire	trust	0.703	hlolla
protected	trust	0.703	sirelelitsoe
proof	trust	0.703	bopaki
bodyguard	trust	0.695	molebeli
skillful	trust	0.695	hloahloa
marriage	trust	0.695	lenyalo
allied	trust	0.695	selekaneng
morals	trust	0.695	boitšoaro
humanitarian	trust	0.695	setho sa botho
pact	trust	0.695	selekane
courage	trust	0.695	sebete
accountable	trust	0.695	ikarabellang
agreeable	trust	0.695	amohelehile
united	trust	0.695	kopanetsoe
indestructible	trust	0.695	e sa senyeheng
approving	trust	0.695	amohela
guardian	trust	0.695	mohlokomedi
compassionate	trust	0.695	qenehelo
scientist	trust	0.695	rasaense
certified	trust	0.695	pakiloeng
pledge	trust	0.688	boitlamo
adviser	trust	0.688	moeletsi
authenticity	trust	0.688	bonnete
understanding	trust	0.688	kutloisiso
secure	trust	0.688	sireletsehileng
guidance	trust	0.688	tataiso
monogamy	trust	0.688	molekane a le mong
valor	trust	0.688	sebete
solidity	trust	0.688	botsitso
perfection	trust	0.688	phetheho
believed	trust	0.688	dumela
humanity	trust	0.688	botho
justifiable	trust	0.688	lokafatsa
competent	trust	0.688	bokgoni
esteem	trust	0.688	hlonepha
protector	trust	0.680	mosireletsi
inspire	trust	0.680	susumetsa
hope	trust	0.680	tshepo
strongest	trust	0.680	balekane
expertise	trust	0.680	botsebi
humble	trust	0.680	ikokobeditse
indivisible	trust	0.680	e sa bonahaleng
official	trust	0.680	ofisiri
affirm	trust	0.680	tiisa
familiarity	trust	0.680	tloaelano
confirmed	trust	0.680	tiisitsoe
diligence	trust	0.680	tlhoafalo
grandfather	trust	0.680	ntate-moholo
advocacy	trust	0.680	bobuelli
goodness	trust	0.680	molemo
commendable	trust	0.680	babatsehang
acceptance	trust	0.680	kamohelo
diplomatic	trust	0.680	diplomatic
leader	trust	0.680	moetapele
confide	trust	0.680	tshollela
agreeing	trust	0.680	ho dumellana
approve	trust	0.680	amohela
professional	trust	0.680	setsebi
elders	trust	0.680	baholo
confidential	trust	0.680	lekunutu
faultless	trust	0.672	e hlokang molato
believes	trust	0.672	amoheloa
sanctify	trust	0.672	halaletsa
intelligent	trust	0.672	bohlale
safe	trust	0.672	bolokehileng
accepted	trust	0.672	matla ka ho fetisisa
dignity	trust	0.672	seriti
unwavering	trust	0.672	e sa sisinyeheng
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	boqhetseke
cohesive	trust	0.672	momahano
harmoniously	trust	0.672	ka kutloano
benevolence	trust	0.672	mohau
healing	trust	0.672	phodiso
accredited	trust	0.672	amohetsoe
covenant	trust	0.672	selekane
accountability	trust	0.664	boikarabello
team	trust	0.664	sehlopha
authority	trust	0.664	bolaoli
heroic	trust	0.664	mohale
reliance	trust	0.664	tshepo
expert	trust	0.664	setsebi
communicate	trust	0.664	buisana
spiritual	trust	0.664	tsa moya
impeccable	trust	0.664	e hlokang sekoa
specialist	trust	0.664	setsebi
affirmatively	trust	0.664	ka tieo
proficient	trust	0.664	hloahloa
fulfillment	trust	0.664	phethahatso
advocate	trust	0.664	buella
disciple	trust	0.664	morutuwa
attestation	trust	0.664	bopaki
merit	trust	0.664	boleng
supporting	trust	0.664	tshehetso
ambassador	trust	0.664	lenqosa
guidebook	trust	0.664	buka ea tataiso
accept	trust	0.664	amohela
strengthening	trust	0.661	matlafatsa
holiness	trust	0.656	khalalelo
facts	trust	0.656	lintlha
warranty	trust	0.656	tiisetso
strength	trust	0.656	matla
relationship	trust	0.656	kamano
defended	trust	0.656	sireletsa
constancy	trust	0.656	kamehla
favorable	trust	0.656	e ntle
gentleman	trust	0.656	mohlomphehi
counsel	trust	0.656	keletso
scientific	trust	0.656	saense
structure	trust	0.656	sebopeho
elder	trust	0.656	moholo
excellent	trust	0.656	e kgabane
achieve	trust	0.656	finyella
steadfast	trust	0.656	tiileng
familiar	trust	0.656	tloaelane
proficiency	trust	0.656	bokgoni
supports	trust	0.656	e dumelang
counselor	trust	0.648	moeletsi
lovable	trust	0.648	ratehang
advisable	trust	0.648	bohlale
agreed	trust	0.648	dumelana
heroism	trust	0.648	bohale
rely	trust	0.648	itshetleha
uphold	trust	0.648	phahamisa
brother	trust	0.648	moena
matrimony	trust	0.648	lenyalo
assuredly	trust	0.648	ka sebele
peaceful	trust	0.648	kgotsong
saint	trust	0.648	mohalaledi
unconditionally	trust	0.648	amohela
solidarity	trust	0.648	bonngoe
accepts	trust	0.648	tshehetso
inspiration	trust	0.648	pululelo
noble	trust	0.648	kgabane
successful	trust	0.648	atlehile
harmony	trust	0.648	kutloano
protective	trust	0.648	sireletsang
competency	trust	0.648	bokgoni
comrade	trust	0.648	motsoalle
academic	trust	0.648	thuto
assist	trust	0.648	thusa
worthy	trust	0.643	tšoanelehang
benefactor	trust	0.641	mothusi
credence	trust	0.641	tumelo
confidence	trust	0.641	tshepo
relationships	trust	0.641	ntle le maemo
ordained	trust	0.641	hlomamisitsoe
legal	trust	0.641	molao
champion	trust	0.641	mmampodi
lawful	trust	0.641	molaong
durability	trust	0.641	durability
judiciary	trust	0.641	boahloli
doctor	trust	0.641	ngaka
loving	trust	0.641	lerato
assure	trust	0.641	tiisetsa
establish	trust	0.641	theha
mamma	trust	0.641	mama
kind	trust	0.641	mosa
unity	trust	0.641	bonngoe
conscientious	trust	0.641	hlokolosi
real	trust	0.641	ea sebele
coexist	trust	0.641	phelisana
leading	trust	0.641	etellang pele
teacher	trust	0.641	tichere
intimate	trust	0.634	haufi-ufi
brotherly	trust	0.633	bara ba motho
physician	trust	0.633	ngaka
judicial	trust	0.633	tsa boahloli
saintly	trust	0.633	mohalaleli
aspiration	trust	0.633	tjantjello
conscience	trust	0.633	letsoalo
therapeutic	trust	0.633	kalafi
fidelity	trust	0.633	botshepehi
soundness	trust	0.633	ho phela hantle
important	trust	0.633	bohlokoa
homage	trust	0.633	tlhompho
legitimacy	trust	0.633	legitimacy
fortitude	trust	0.633	fortitude
deepest	trust	0.633	likamano
approved	trust	0.633	amohetsoe
courageous	trust	0.633	sebete
devotional	trust	0.633	boinehelo
endorse	trust	0.633	tshehetsa
backbone	trust	0.633	mokokotlo
authorize	trust	0.633	lumella
practiced	trust	0.633	itloaetsa
sanctification	trust	0.633	khalaletso
hopeful	trust	0.633	tshepo
convincing	trust	0.633	khodisa
bless	trust	0.633	hlohonolofatsa
angel	trust	0.625	lengeloi
authorization	trust	0.625	tumello
assured	trust	0.625	tiisitsoe
purify	trust	0.625	hloekisa
caretaker	trust	0.625	mohlokomedi
regard	trust	0.625	tlhompho
profound	trust	0.625	tebile
achievement	trust	0.625	phihlello
evident	trust	0.625	hlakile
positivity	trust	0.625	boemo bo botle
communication	trust	0.625	puisano
professorship	trust	0.625	boprofesa
blessing	trust	0.625	tlhohonolofatso
beliefs	trust	0.625	tebileng ka ho fetisisa
encourage	trust	0.625	khothatsa
fireman	trust	0.625	ratimamollo
majestic	trust	0.625	e kgolohadi
civilized	trust	0.625	hlabolohile
certify	trust	0.625	tiisa
wonderful	trust	0.625	babatsehang
engaged	trust	0.625	phathahane
accurate	trust	0.625	e nepahetseng
approvement	trust	0.617	tumello
optimism	trust	0.617	tshepo
planning	trust	0.617	thero
believer	trust	0.617	molumeli
advice	trust	0.617	keletso
commend	trust	0.617	babatsa
gospel	trust	0.617	evangeli
objective	trust	0.617	sepheo
rational	trust	0.617	kelello
cherish	trust	0.617	baballa
constantly	trust	0.617	ka mehla
haven	trust	0.617	sebaka sa phomolo
fundamental	trust	0.617	motheo
bedrock	trust	0.617	lefika
accord	trust	0.617	tumellano
triumphant	trust	0.617	mohlodi
surety	trust	0.617	tiisetso
testament	trust	0.617	testamente
absolution	trust	0.617	absolution
truce	trust	0.617	thulano
reassure	trust	0.617	tiisetsa
appreciation	trust	0.617	kananelo
qualities	trust	0.617	makhabane
passionate	trust	0.617	tjantjello
good	trust	0.617	molemo
unimpeachable	trust	0.617	ya se nang molato
corroborate	trust	0.617	tiisa
thoughtful	trust	0.617	e nahanelang
heroine	trust	0.617	heroine
teach	trust	0.617	ruta
god	trust	0.617	modimo
attentive	trust	0.617	ela hloko
scripture	trust	0.609	mangolo
civilization	trust	0.609	tlhabologo
magnificence	trust	0.609	kganya
recommend	trust	0.609	khothaletsa
progression	trust	0.609	tsoelopele
steward	trust	0.609	motsamaisi
purification	trust	0.609	tlhoekiso
patron	trust	0.609	mohlokomedi
praiseworthy	trust	0.609	thoriso
heal	trust	0.609	fodisa
considerate	trust	0.609	nahanela
blessings	trust	0.609	mahlohonolo
mediator	trust	0.609	motsereganyi
babysitter	trust	0.609	mohlokomedi wa bana
notary	trust	0.609	notary
awareness	trust	0.609	tlhokomeliso
vetted	trust	0.609	litumelo
excel	trust	0.609	ipabola
happy	trust	0.609	thabileng
praise	trust	0.609	thoriso
brilliant	trust	0.609	kganya
liking	trust	0.609	rata
definitive	trust	0.609	ka tieo
comfort	trust	0.609	matšeliso
officer	trust	0.609	ofisiri
peace	trust	0.602	kgotso
serenity	trust	0.602	khutso
unquestionable	trust	0.602	e sa belaetseng
embrace	trust	0.602	akareletsa
identify	trust	0.602	tsebahatsa
inspired	trust	0.602	bululetsoeng
steady	trust	0.602	tsitsitseng
nun	trust	0.602	moitlami
guarded	trust	0.602	lebela
symmetry	trust	0.602	tekano
mainstay	trust	0.602	motheo
fulfill	trust	0.602	phethahatsa
humility	trust	0.602	boikokobetso
helpful	trust	0.602	thusa
transcendence	trust	0.602	fetisetso
unconditional	trust	0.602	ntle le maemo
brave	trust	0.602	sebete
brighten	trust	0.602	phatsimisa
experienced	trust	0.602	boiphihlelo
enlightenment	trust	0.602	temoso
sympathetic	trust	0.602	kutloelo bohloko
witness	trust	0.602	paki
vigilant	trust	0.594	fadimehile
ministry	trust	0.594	tshebeletso
admiral	trust	0.594	moemeli
vigilance	trust	0.594	fadimeha
depend	trust	0.594	itshetlehile
generosity	trust	0.594	seatla se bulehileng
befriend	trust	0.594	motsoalle
complimentary	trust	0.594	thoholetso
assessment	trust	0.594	tekanyetso
fairly	trust	0.594	ka toka
enlighten	trust	0.594	bonesa
strengthen	trust	0.594	matlafatsa
nurse	trust	0.594	mooki
endowment	trust	0.594	matlotlo
visionary	trust	0.594	ea bonang lipono
praised	trust	0.594	rorisoa
eminence	trust	0.594	bophahamo
marry	trust	0.594	nyala
generous	trust	0.594	seatla se bulehileng
gratitude	trust	0.594	teboho
sage	trust	0.594	masene
tranquility	trust	0.594	khutso
openly	trust	0.594	pepeneneng
grant	trust	0.594	fana
spouse	trust	0.594	molekane
philanthropic	trust	0.594	phedisano
regent	trust	0.594	regent
substantiate	trust	0.594	tiisa
commendation	trust	0.594	pabatso
council	trust	0.594	lekhotla
efficient	trust	0.594	e sebetsang hantle
sweetheart	trust	0.589	moratuwa
bylaw	trust	0.586	molao oa molao
magnificent	trust	0.586	kgabane
designation	trust	0.586	qoollo
godly	trust	0.586	bomodimo
seniority	trust	0.586	boholo
conservation	trust	0.586	paballo
educational	trust	0.586	thuto
rooted	trust	0.586	metse ka metso
inheritance	trust	0.586	lefa
diplomacy	trust	0.586	dipuisano
mate	trust	0.586	molekane
convince	trust	0.586	kgodisa
unfailing	trust	0.586	e sa hloleheng
share	trust	0.586	arolelana
monk	trust	0.586	moitlami
constitutional	trust	0.586	molaotheo
lovely	trust	0.586	ratehang
compliance	trust	0.586	tumellano
attest	trust	0.586	paka
victory	trust	0.586	tlholo
serene	trust	0.586	khutsitseng
checklist	trust	0.586	lenane la tlhahlobo
husbandry	trust	0.586	temothuo
enjoying	trust	0.586	ho thabela
revere	trust	0.586	hlonepha
tribe	trust	0.586	morabe
meritorious	trust	0.586	meritorious
joyful	trust	0.586	thabileng
delegate	trust	0.586	moemeli
helper	trust	0.586	mothusi
angelic	trust	0.586	mangeloi
ambition	trust	0.586	tjantjello
father	trust	0.586	ntate
acclaim	trust	0.586	thoholetsa
testimony	trust	0.586	bopaki
collectively	trust	0.586	ka kopanelo
sobriety	trust	0.586	botsoala
prestige	trust	0.586	botumo
firmness	trust	0.586	ho tiea
structural	trust	0.578	sebopeho
impartiality	trust	0.578	ho hloka leeme
navigator	trust	0.578	motsamaisa sekepe
judge	trust	0.578	moahlodi
shelter	trust	0.578	bodulo
coexisting	trust	0.578	phelisana
unquestioned	trust	0.578	e sa belaetseng
careful	trust	0.578	hlokolosi
obey	trust	0.578	mamela
professor	trust	0.578	moprofesa
convinced	trust	0.578	khodisehile
communion	trust	0.578	selallo
cheerfulness	trust	0.578	nyakallo
inviting	trust	0.578	ho mema
irrefutable	trust	0.578	e sa hanetsoeng
commandant	trust	0.578	molaoli
smile	trust	0.578	pososelo
authoritative	trust	0.578	e nang le matla
philanthropist	trust	0.578	philanthropist
legalized	trust	0.578	ngolisoa ka molao
adore	trust	0.578	khumamela
upright	trust	0.578	e otlolohileng
revival	trust	0.578	tsoseletso
dutiful	trust	0.578	e nang le boikarabelo
watchdog	trust	0.578	molebeli
apostle	trust	0.570	moapostola
volunteers	trust	0.570	baithaopi
immaculate	trust	0.570	e sa hlwekang
adhering	trust	0.570	ho khomarela
unquestionably	trust	0.570	ntle le pelaelo
advise	trust	0.570	eletsa
punctual	trust	0.570	boloka nako
consult	trust	0.570	rerisana
ordinance	trust	0.570	taelo
complement	trust	0.570	tlatsana
modest	trust	0.570	boitlhompho
everlasting	trust	0.570	ka ho sa feleng
compass	trust	0.570	sesupa-tsela
heavenly	trust	0.570	ya lehodimo
determinate	trust	0.570	determinate
counsellor	trust	0.570	moeletsi
abundance	trust	0.570	bongata
guide	trust	0.570	tataisa
earned	trust	0.570	hlophisoa
pedigree	trust	0.570	leloko
relative	trust	0.570	mong ka
principal	trust	0.570	mosuoe-hlooho
plausible	trust	0.570	e utlwahalang
collaborator	trust	0.570	mothusi
connective	trust	0.570	kgokahanyo
corroboration	trust	0.570	tiisetso
insure	trust	0.570	inshorense
pilot	trust	0.570	mofofisi wa sefofane
unequivocal	trust	0.570	e sa tsitsang
matron	trust	0.570	matron
cuddle	trust	0.570	kopela
measured	trust	0.570	lekantsoeng
fort	trust	0.562	qhobosheane
treasurer	trust	0.562	ramatlotlo
apostolic	trust	0.562	boapostola
save	trust	0.562	boloka
frankness	trust	0.562	ho bua pepenene
insight	trust	0.562	temohisiso
admit	trust	0.562	dumela
earn	trust	0.562	fumana chelete
remarkable	trust	0.562	tsotehang
strong	trust	0.562	e matla
content	trust	0.562	dikahare
