English Word	Emotion	Emotion-Intensity-Score	Tajik Word
mysterious	surprise	0.586	пурасрор
randomly	surprise	0.586	тасодуфӣ
wild	surprise	0.586	ваҳшӣ
deceit	surprise	0.586	фиреб
bonus	surprise	0.586	бонус
pitfall	surprise	0.586	дом
uncanny	surprise	0.586	ғайриоддӣ
wondrous	surprise	0.586	аҷиб
premature	surprise	0.578	бармаҳал
stagger	surprise	0.578	ҳайрон
rejoicing	surprise	0.578	шодмонй
godsend	surprise	0.578	худованд
jubilant	surprise	0.578	шодмон
electric	surprise	0.578	электрик
raving	surprise	0.578	девонавор
bizarre	surprise	0.578	аҷиб
death	surprise	0.578	марг
fluke	surprise	0.578	ваҳшат
oddity	surprise	0.578	аҷиб
dynamic	surprise	0.570	динамикӣ
dismay	surprise	0.570	ваҳшат
revenge	surprise	0.570	қасос гирифтан
nefarious	surprise	0.562	зишт
fascinate	surprise	0.562	мафтун кардан
jerk	surprise	0.562	ҷавҳар
ecstatic	surprise	0.562	ваҷд
reward	surprise	0.562	мукофот
uncover	surprise	0.562	ошкор кардан
reappear	surprise	0.562	аз нав пайдо мешаванд
zany	surprise	0.555	зино
whim	surprise	0.555	ҳавас
thaumaturgy	surprise	0.555	тавматургия
conjure	surprise	0.555	тасаввур кардан
crescendo	surprise	0.555	крессендо
rescue	surprise	0.547	наҷот
daze	surprise	0.547	парешон
heroism	surprise	0.547	кахрамонй
illuminate	surprise	0.547	равшан кардан
winner	surprise	0.547	ғолиб
ejaculation	surprise	0.547	эякуляция
thwart	surprise	0.547	монеъ шудан
rarity	surprise	0.547	камёфт
unbridled	surprise	0.547	беандоза
tantalizing	surprise	0.547	дилгиркунанда
punch	surprise	0.539	мушт
cheer	surprise	0.539	шод
treason	surprise	0.539	хиёнат
violation	surprise	0.539	вайрон кардан
celebration	surprise	0.539	ҷашн
illusion	surprise	0.539	иллюзия
marvel	surprise	0.539	ҳайрат
lucky	surprise	0.539	бахт
lunge	surprise	0.539	ланг
interrupt	surprise	0.539	халалдор кардан
insult	surprise	0.539	таҳқир кардан
concealed	surprise	0.531	пинҳон
snag	surprise	0.531	банд
sensation	surprise	0.531	ҳиссиёт
banger	surprise	0.531	бангер
fearfully	surprise	0.531	бо тарс
affront	surprise	0.531	таҳқир кардан
jest	surprise	0.531	шӯхӣ
undiscovered	surprise	0.523	кашфнашуда
liberate	surprise	0.523	озод кардан
veer	surprise	0.523	веер
abandonment	surprise	0.523	партофтан
immediacy	surprise	0.523	фаврӣ
improvise	surprise	0.523	импровизация
victimized	surprise	0.523	қурбон гардид
scorpion	surprise	0.523	каждум
majestic	surprise	0.523	бузургвор
wonder	surprise	0.523	ҳайрон
rejoice	surprise	0.523	шод бошед
tickle	surprise	0.516	хичак кардан
chance	surprise	0.516	имконият
yelp	surprise	0.516	дод
howl	surprise	0.516	нола
stealthily	surprise	0.516	дуздона
unintentionally	surprise	0.508	нохост
magnificent	surprise	0.508	бошукӯҳ
reflex	surprise	0.508	рефлекс
garish	surprise	0.508	гаранг
transcendence	surprise	0.508	транссендентӣ
rave	surprise	0.508	табъи
luck	surprise	0.508	бахт
swerve	surprise	0.508	каҷ кардан
pop	surprise	0.508	поп
enliven	surprise	0.500	зинда кардан
slayer	surprise	0.500	қотил
remarkable	surprise	0.500	назаррас
infrequent	surprise	0.500	кам-кам
pang	surprise	0.500	азоб
erotic	surprise	0.500	эротикӣ
misbehavior	surprise	0.500	рафтори нодуруст
diversion	surprise	0.500	диверсификатсия
heroic	surprise	0.500	кахрамонона
alertness	surprise	0.500	ҳушёрӣ
marvelous	surprise	0.500	аҷиб
fainting	surprise	0.500	беҳуш шудан
embarrassment	surprise	0.500	хиҷолат
nab	surprise	0.492	наб
birthday	surprise	0.492	таваллуд
camouflage	surprise	0.492	камуфляж
unutterable	surprise	0.492	ифоданашаванда
chimera	surprise	0.492	кимера
trump	surprise	0.492	Трамп
decoy	surprise	0.492	фиреб
infarct	surprise	0.492	инфаркт
greatness	surprise	0.492	бузургӣ
exigent	surprise	0.492	талабкунанда
prick	surprise	0.484	шикан
variable	surprise	0.484	тағйирёбанда
curiosity	surprise	0.484	кунҷковӣ
daemon	surprise	0.484	демон
inexpressible	surprise	0.484	ифоданашаванда
magician	surprise	0.484	ҷодугар
underestimate	surprise	0.484	кам баҳо додан
fanfare	surprise	0.484	фанфара
horde	surprise	0.484	лашкар
zeal	surprise	0.484	гайрат
incident	surprise	0.477	ҳодиса
illumination	surprise	0.477	равшанӣ
chicane	surprise	0.477	шикан
sneeze	surprise	0.477	атса задан
subversive	surprise	0.477	вайронкунанда
gawk	surprise	0.477	гавҳар
fortune	surprise	0.477	бахт
strange	surprise	0.477	аҷиб
dreadfully	surprise	0.477	даҳшатнок
unguarded	surprise	0.477	беэҳтиёт
prowl	surprise	0.469	овора
reversal	surprise	0.469	баръакс
wizard	surprise	0.469	ҷодугар
rapid	surprise	0.469	зуд
leery	surprise	0.469	бепарво
break	surprise	0.461	танаффус
slip	surprise	0.461	лағжиш
divergent	surprise	0.461	гуногун
hilarious	surprise	0.461	хандаовар
coincidence	surprise	0.461	тасодуф
subito	surprise	0.461	субито
overestimate	surprise	0.453	аз ҳад зиёд баҳо додан
ordeal	surprise	0.453	озмоиш
evanescence	surprise	0.453	бепарвоӣ
merriment	surprise	0.453	шухй
raffle	surprise	0.453	лотерея
winning	surprise	0.453	ғолибият
wonderful	surprise	0.453	аҷиб
hoax	surprise	0.453	шухии фиребомез
confession	surprise	0.453	икрор шудан
splendid	surprise	0.445	олиҷаноб
stound	surprise	0.445	устувор
perchance	surprise	0.445	эҳтимол
excel	surprise	0.445	аъло
enthusiast	surprise	0.445	хаваскор
gambling	surprise	0.445	қиморбозӣ
feat	surprise	0.445	feat
laughter	surprise	0.445	ханда
brighten	surprise	0.438	равшан кардан
unique	surprise	0.438	беназир
senseless	surprise	0.438	бемаънӣ
changeable	surprise	0.438	тағйирёбанда
splendor	surprise	0.438	шукӯҳ
rapt	surprise	0.438	ҳаяҷон
unintentional	surprise	0.438	нохост
fascination	surprise	0.430	мафтуни
trepidation	surprise	0.430	ваҳшат
lawsuit	surprise	0.430	даъво
gift	surprise	0.430	тӯҳфа
stealthy	surprise	0.430	пинҳонӣ
fiesta	surprise	0.430	фиеста
intrigue	surprise	0.430	интрига
delighted	surprise	0.430	Хушҳол
judgment	surprise	0.422	ҳукм
stealth	surprise	0.422	дуздӣ
enchant	surprise	0.422	ҷоду кардан
originality	surprise	0.422	аслият
riddle	surprise	0.422	муаммо
quicksilver	surprise	0.422	нуқраи зуд
illegitimate	surprise	0.414	ғайриқонунӣ
experiment	surprise	0.414	озмоиш
elusive	surprise	0.414	дастнорас
syncope	surprise	0.414	синкоп
liberation	surprise	0.414	озодшавй
spirits	surprise	0.414	рӯҳҳо
perjury	surprise	0.414	шаҳодати дурӯғ
veracity	surprise	0.414	дурустӣ
parade	surprise	0.406	парад
applause	surprise	0.406	чапакзанй
inspired	surprise	0.406	илҳом бахшиданд
allure	surprise	0.406	љолиб
eager	surprise	0.406	майл
gambler	surprise	0.406	қиморбоз
fete	surprise	0.406	ид
divorce	surprise	0.398	талоқ
guess	surprise	0.398	тахмин
princely	surprise	0.398	шоҳзода
burlesque	surprise	0.398	бурлеск
secrecy	surprise	0.398	махфият
incontinence	surprise	0.391	беэътиноӣ
peri	surprise	0.391	пери
cheerful	surprise	0.391	шодравон
hermaphrodite	surprise	0.391	гермафродит
supremacy	surprise	0.391	волоият
aspiration	surprise	0.391	саъю кушиш
buck	surprise	0.383	доллар
lose	surprise	0.383	гум кардан
cadaver	surprise	0.383	ҷасад
crowning	surprise	0.383	тоҷгузорӣ
praiseworthy	surprise	0.383	шоёни таъриф
inheritance	surprise	0.383	мерос
score	surprise	0.383	Ҳисоб
gulp	surprise	0.375	хӯрдан
camouflaged	surprise	0.375	камуфляж карда шудааст
advance	surprise	0.375	пешакй
succeed	surprise	0.375	муваффак шаванд
frisky	surprise	0.375	шустушӯй
mystic	surprise	0.375	мистик
compliment	surprise	0.375	таъриф
hope	surprise	0.367	умед
joker	surprise	0.367	шӯхӣ
sparkle	surprise	0.367	дурахш
excavation	surprise	0.367	кофтуков
sensual	surprise	0.367	шаҳвонӣ
entertainment	surprise	0.359	вақтхушӣ
feeling	surprise	0.359	эҳсос
modify	surprise	0.352	тағир диҳед
blessings	surprise	0.352	баракат
newcomer	surprise	0.352	навомада
obit	surprise	0.352	обут
postponement	surprise	0.352	ба таъхир андохтан
award	surprise	0.352	мукофот
clown	surprise	0.352	масхарабоз
highest	surprise	0.344	баландтарин
hero	surprise	0.344	қаҳрамон
glorify	surprise	0.344	ҷалол додан
proficiency	surprise	0.344	махорат
start	surprise	0.344	оғоз
wonderfully	surprise	0.344	аҷиб
celebrity	surprise	0.344	машхур
rekindle	surprise	0.336	дубора афрӯхт
optimism	surprise	0.336	оптимизм
sanctify	surprise	0.336	муқаддас кардан
unbeaten	surprise	0.336	маглубнашуда
prodigious	surprise	0.336	олиҷаноб
grin	surprise	0.336	табассум
memorable	surprise	0.336	хотирмон
warned	surprise	0.336	огоҳ кард
dissolution	surprise	0.336	парокандашавӣ
hypertrophy	surprise	0.328	гипертрофия
admiration	surprise	0.328	мафтуни
examination	surprise	0.320	имтихон
angel	surprise	0.320	фаришта
present	surprise	0.320	ҳозир
catch	surprise	0.320	сайд кардан
hap	surprise	0.320	хап
saint	surprise	0.312	муқаддас
embrace	surprise	0.312	ба оғӯш гирифтан
flirt	surprise	0.312	флирт кардан
puma	surprise	0.312	пума
kiss	surprise	0.312	буса
liberty	surprise	0.312	озодй
scrimmage	surprise	0.312	задухурд
treat	surprise	0.312	табобат кардан
inaffable	surprise	0.312	нотавон
occasional	surprise	0.312	баъзан
dismissal	surprise	0.312	аз кор озод кардан
perfection	surprise	0.305	комилият
saintly	surprise	0.305	муқаддасона
gratify	surprise	0.305	қаноатманд кардан
generosity	surprise	0.305	саховатмандӣ
sally	surprise	0.305	салли
palpable	surprise	0.297	намоён
finally	surprise	0.297	нихоят
differently	surprise	0.297	ба таври дигар
polarity	surprise	0.297	қутбӣ
ceremony	surprise	0.297	маросим
favorable	surprise	0.297	мусоид
larger	surprise	0.297	калонтар
warn	surprise	0.297	огоҳ кун
medal	surprise	0.289	медал
romance	surprise	0.289	романтика
inviting	surprise	0.289	даъваткунанда
greeting	surprise	0.289	салом
resignation	surprise	0.281	истеъфо
accolade	surprise	0.281	таъриф
labor	surprise	0.281	мехнат
candid	surprise	0.281	ошкоро
trip	surprise	0.281	сафар
stare	surprise	0.273	нигоҳ кардан
admire	surprise	0.266	таъриф кардан
glimmer	surprise	0.266	дурахшанда
playful	surprise	0.266	бозича
somatic	surprise	0.266	соматикӣ
festival	surprise	0.266	фестиваль
mimicry	surprise	0.266	тақлид
insolvency	surprise	0.266	муфлисӣ
immerse	surprise	0.266	ғарқ кардан
invite	surprise	0.266	даъват
compensate	surprise	0.266	ҷуброн кунанд
receiving	surprise	0.258	кабул кардан
complement	surprise	0.258	мукаммалкунанда
chuckle	surprise	0.258	хандидан
laugh	surprise	0.258	ханда
hypothesis	surprise	0.258	гипотеза
honeymoon	surprise	0.250	моҳи асал
opera	surprise	0.242	опера
pleasant	surprise	0.242	гуворо
marry	surprise	0.242	издивоҷ кардан
independence	surprise	0.242	истиклолият
chant	surprise	0.234	суруд
holiness	surprise	0.234	муқаддасӣ
assessment	surprise	0.234	арзёбӣ
rhythmical	surprise	0.234	ритмикй
hopeful	surprise	0.234	умедбахш
leave	surprise	0.234	тарк кунед
trophy	surprise	0.234	кубок
deal	surprise	0.227	муомила
procession	surprise	0.227	раҳпаймоӣ
placard	surprise	0.227	плакат
shopping	surprise	0.219	харид
musical	surprise	0.219	мусиқӣ
cherish	surprise	0.219	азиз
good	surprise	0.219	хуб
dawn	surprise	0.211	субҳ
simplify	surprise	0.211	содда кардан
shell	surprise	0.211	ниҳонӣ
morals	surprise	0.203	ахлок
money	surprise	0.203	пул
nullify	surprise	0.203	бекор кардан
purity	surprise	0.203	покӣ
sweet	surprise	0.203	ширин
synchronize	surprise	0.195	ҳамоҳанг созед
precious	surprise	0.195	қиматбаҳо
humanitarian	surprise	0.195	башардӯстона
preservative	surprise	0.195	консервант
unfulfilled	surprise	0.195	иҷронашуда
obliging	surprise	0.188	ӯҳдадор
singularly	surprise	0.188	ба таври алоҳида
graduation	surprise	0.180	хатм
foresee	surprise	0.180	пешбини кардан
pray	surprise	0.180	дуо кунед
lovely	surprise	0.180	зебо
thirst	surprise	0.172	ташнагӣ
mouth	surprise	0.172	даҳон
youth	surprise	0.172	чавонон
sun	surprise	0.172	офтоб
art	surprise	0.172	мод
goodness	surprise	0.164	некӣ
latent	surprise	0.156	нихонй
visor	surprise	0.156	визор
overdue	surprise	0.156	мухлаташ гузаштааст
practiced	surprise	0.156	амал карда
loyal	surprise	0.148	содик
expect	surprise	0.148	интизор
wireless	surprise	0.148	бесим
destination	surprise	0.148	таъинот
infant	surprise	0.141	навзод
cream	surprise	0.141	крем
slush	surprise	0.141	лағжиш
quote	surprise	0.141	иқтибос
playground	surprise	0.133	майдончаи бозӣ
vote	surprise	0.125	овоз додан
teach	surprise	0.125	таълим додан
organization	surprise	0.125	ташкилот
dolphin	surprise	0.117	дельфин
weight	surprise	0.117	вазн
smile	surprise	0.117	табассум
sisterhood	surprise	0.109	хохарй
cable	surprise	0.109	кабел
sunny	surprise	0.102	офтобй
steady	surprise	0.094	устувор
peaceful	surprise	0.086	осоишта
spa	surprise	0.086	курорт
leisure	surprise	0.086	истирохат
picnic	surprise	0.078	пикник
tree	surprise	0.078	дарахт
worm	surprise	0.055	кирм
truthfulness	trust	0.906	ростқавлӣ
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	боваринок
honor	trust	0.844	шараф
honesty	trust	0.844	ростқавлӣ
honest	trust	0.844	поквичдон
truth	trust	0.844	ҳақиқат
truthful	trust	0.836	ростгӯй
trusting	trust	0.836	эътимод доштан
brotherhood	trust	0.820	бародарй
entrust	trust	0.812	бовар кардан
committed	trust	0.805	содир карда шудааст
loyalty	trust	0.805	садоқат
integrity	trust	0.805	якдилй
honorable	trust	0.805	шарафманд
trust	trust	0.805	эътимод
credibility	trust	0.805	эътимоднокӣ
faithful	trust	0.797	вафодор
sincere	trust	0.797	самимона
partnership	trust	0.789	шарикӣ
responsible	trust	0.789	масъул
true	trust	0.789	ҳақиқат
wisdom	trust	0.789	хирад
verification	trust	0.781	тафтиш
cooperative	trust	0.781	кооператив
vow	trust	0.781	қасам
oath	trust	0.781	савганд
respectable	trust	0.773	мӯҳтарам
sisterhood	trust	0.773	хохарй
hero	trust	0.773	қаҳрамон
credible	trust	0.773	боварибахш
promise	trust	0.773	ваъда
verified	trust	0.773	санҷида шуд
qualified	trust	0.766	соҳибихтисос
authentication	trust	0.766	аутентификатсия
respected	trust	0.766	эҳтиром
compassion	trust	0.759	дилсӯзӣ
approval	trust	0.758	тасдиқ
moral	trust	0.758	ахлоқӣ
reliability	trust	0.758	эътимоднокӣ
trusts	trust	0.758	боваринок
safekeeping	trust	0.758	нигоҳдорӣ
reputable	trust	0.758	обруманд
love	trust	0.758	ишк
friend	trust	0.750	дуст
stable	trust	0.750	устувор
authentic	trust	0.750	асил
competence	trust	0.750	салоҳият
safeguard	trust	0.750	муҳофизат кардан
companion	trust	0.750	шарик
advised	trust	0.750	маслихат дод
respect	trust	0.750	эҳтиром
loyal	trust	0.750	содик
genuine	trust	0.750	ҳақиқӣ
friendships	trust	0.750	боварй дорад
ally	trust	0.750	иттифоқчӣ
proven	trust	0.742	собит шудааст
freedom	trust	0.742	озодй
respects	trust	0.742	эҳтиром мекунад
accepting	trust	0.742	дустй
faith	trust	0.742	имон
wholesome	trust	0.742	солим
heartfelt	trust	0.734	самимона
unification	trust	0.734	муттаҳидшавӣ
confirmation	trust	0.734	тасдиқ
protecting	trust	0.734	мухофизат кардан
reassurance	trust	0.734	итминон додан
trustee	trust	0.734	боваринок
supporter	trust	0.734	тарафдор
respectful	trust	0.734	эҳтиромона
admirable	trust	0.734	шоёни таъриф
fact	trust	0.727	факт
friendship	trust	0.727	дустй
partners	trust	0.727	кабул кардан
confidentially	trust	0.727	махфй
confident	trust	0.727	дилпур
equality	trust	0.727	баробарй
alliance	trust	0.727	иттифоқ
credential	trust	0.727	эътимоднома
believing	trust	0.727	бовар кардан
excellence	trust	0.727	аъло
agreement	trust	0.727	созиш
closeness	trust	0.719	наздикӣ
authenticate	trust	0.719	тасдиқ кардан
virtuous	trust	0.719	некӯкор
intelligence	trust	0.719	разведка
kindred	trust	0.719	хешу табор
virtue	trust	0.719	фазилат
honored	trust	0.719	шарафманд
justice	trust	0.711	адолат
charitable	trust	0.711	хайрхоҳ
determination	trust	0.711	азми
creditable	trust	0.711	эътиборнок
consistency	trust	0.711	мувофиқат
allegiance	trust	0.711	садоқат
cooperation	trust	0.711	хамкорй
guarantee	trust	0.711	кафолат
dedication	trust	0.711	бахшида
straightforward	trust	0.711	рост
cooperating	trust	0.711	ҳамкорӣ мекунанд
reliable	trust	0.703	боэътимод
nurture	trust	0.703	тарбия кардан
mother	trust	0.703	модар
fulfilled	trust	0.703	ичро гардид
admiration	trust	0.703	мафтуни
mentor	trust	0.703	мураббӣ
guardianship	trust	0.703	васоят
assurance	trust	0.703	кафолат
morality	trust	0.703	ахлок
motherhood	trust	0.703	модар будан
innocent	trust	0.703	бегуноҳ
reverence	trust	0.703	эҳтиром
sanctuary	trust	0.703	паноҳгоҳ
friendliness	trust	0.703	дустй
prepared	trust	0.703	тайёр карда шудааст
admire	trust	0.703	таъриф кардан
protected	trust	0.703	ҳифз шудааст
proof	trust	0.703	далел
bodyguard	trust	0.695	посбон
skillful	trust	0.695	мохир
marriage	trust	0.695	издивоҷ
allied	trust	0.695	иттифоқчӣ
morals	trust	0.695	ахлок
humanitarian	trust	0.695	башардӯстона
pact	trust	0.695	паймон
courage	trust	0.695	далерй
accountable	trust	0.695	масъулиятнок
agreeable	trust	0.695	мақбул
united	trust	0.695	муттадид
indestructible	trust	0.695	вайроннашаванда
approving	trust	0.695	тасдик кардан
guardian	trust	0.695	парастор
compassionate	trust	0.695	дилсӯз
scientist	trust	0.695	олим
certified	trust	0.695	тасдиқ карда шудааст
pledge	trust	0.688	гарав
adviser	trust	0.688	мушовир
authenticity	trust	0.688	ҳаққоният
understanding	trust	0.688	фаҳмиш
secure	trust	0.688	бехатар
guidance	trust	0.688	роҳнамоӣ
monogamy	trust	0.688	моногамия
valor	trust	0.688	шучоат
solidity	trust	0.688	устуворӣ
perfection	trust	0.688	комилият
believed	trust	0.688	бовар кард
humanity	trust	0.688	инсоният
justifiable	trust	0.688	асоснок
competent	trust	0.688	салоҳиятдор
esteem	trust	0.688	эҳтиром
protector	trust	0.680	муҳофиз
inspire	trust	0.680	илҳом бахшанд
hope	trust	0.680	умед
strongest	trust	0.680	шарикон
expertise	trust	0.680	тахассус
humble	trust	0.680	хоксор
indivisible	trust	0.680	тақсимнашаванда
official	trust	0.680	расмй
affirm	trust	0.680	тасдик кардан
familiarity	trust	0.680	ошноӣ
confirmed	trust	0.680	тасдиқ кард
diligence	trust	0.680	гайрат
grandfather	trust	0.680	бобо
advocacy	trust	0.680	таргибот
goodness	trust	0.680	некӣ
commendable	trust	0.680	шоёни таъриф
acceptance	trust	0.680	қабул
diplomatic	trust	0.680	дипломатй
leader	trust	0.680	рохбар
confide	trust	0.680	бовар кун
agreeing	trust	0.680	розй шудан
approve	trust	0.680	тасдик кардан
professional	trust	0.680	касбй
elders	trust	0.680	пирон
confidential	trust	0.680	махфй
faultless	trust	0.672	беайб
believes	trust	0.672	кабул карда шуд
sanctify	trust	0.672	муқаддас кардан
intelligent	trust	0.672	доно
safe	trust	0.672	бехатар
accepted	trust	0.672	пурқувваттарин
dignity	trust	0.672	шаъну шараф
unwavering	trust	0.672	бемайлон
encyclopedia	trust	0.672	энсиклопедия
mastery	trust	0.672	махорат
cohesive	trust	0.672	муттаҳид
harmoniously	trust	0.672	мутаносиб
benevolence	trust	0.672	хайрхохй
healing	trust	0.672	шифо
accredited	trust	0.672	аккредитатсия шудааст
covenant	trust	0.672	ахд
accountability	trust	0.664	масъулиятшиносӣ
team	trust	0.664	даста
authority	trust	0.664	ҳокимият
heroic	trust	0.664	кахрамонона
reliance	trust	0.664	такя кардан
expert	trust	0.664	мутахассис
communicate	trust	0.664	муошират кунед
spiritual	trust	0.664	рӯҳонӣ
impeccable	trust	0.664	бенуқсон
specialist	trust	0.664	мутахассис
affirmatively	trust	0.664	ба таври мусбат
proficient	trust	0.664	кордон
fulfillment	trust	0.664	иҷро
advocate	trust	0.664	ҳимоятгар
disciple	trust	0.664	шогирд
attestation	trust	0.664	аттестация
merit	trust	0.664	шоиста
supporting	trust	0.664	дастгирй мекунад
ambassador	trust	0.664	сафир
guidebook	trust	0.664	дастур
accept	trust	0.664	кабул
strengthening	trust	0.661	мустахкам кардан
holiness	trust	0.656	муқаддасӣ
facts	trust	0.656	фактхо
warranty	trust	0.656	кафолат
strength	trust	0.656	қувват
relationship	trust	0.656	муносибат
defended	trust	0.656	дифоъ кард
constancy	trust	0.656	доимӣ
favorable	trust	0.656	мусоид
gentleman	trust	0.656	ҷаноб
counsel	trust	0.656	машварат
scientific	trust	0.656	илмй
structure	trust	0.656	сохтор
elder	trust	0.656	пир
excellent	trust	0.656	аъло
achieve	trust	0.656	ноил гарданд
steadfast	trust	0.656	устувор
familiar	trust	0.656	шинос
proficiency	trust	0.656	махорат
supports	trust	0.656	бовар дорад
counselor	trust	0.648	машваратчй
lovable	trust	0.648	дӯстдошта
advisable	trust	0.648	тавсияшаванда
agreed	trust	0.648	розй шуд
heroism	trust	0.648	кахрамонй
rely	trust	0.648	такя кардан
uphold	trust	0.648	дастгирй кунанд
brother	trust	0.648	бародар
matrimony	trust	0.648	никоҳ
assuredly	trust	0.648	бешубха
peaceful	trust	0.648	осоишта
saint	trust	0.648	муқаддас
unconditionally	trust	0.648	кабул мекунад
solidarity	trust	0.648	якдилй
accepts	trust	0.648	дастгирй мекунад
inspiration	trust	0.648	илҳом
noble	trust	0.648	бузургвор
successful	trust	0.648	муваффакиятнок
harmony	trust	0.648	ҳамоҳангӣ
protective	trust	0.648	муҳофизаткунанда
competency	trust	0.648	салоҳият
comrade	trust	0.648	рафик
academic	trust	0.648	академик
assist	trust	0.648	ёрй расонанд
worthy	trust	0.643	сазовор
benefactor	trust	0.641	хайрхоҳ
credence	trust	0.641	эътимод
confidence	trust	0.641	боварй
relationships	trust	0.641	бечунучаро
ordained	trust	0.641	таъин шудааст
legal	trust	0.641	қонунӣ
champion	trust	0.641	чемпион
lawful	trust	0.641	қонунӣ
durability	trust	0.641	устуворӣ
judiciary	trust	0.641	суд
doctor	trust	0.641	духтур
loving	trust	0.641	дӯстдошта
assure	trust	0.641	итминон додан
establish	trust	0.641	барпо намояд
mamma	trust	0.641	модар
kind	trust	0.641	навъ
unity	trust	0.641	ягонагй
conscientious	trust	0.641	бошуур
real	trust	0.641	воқеӣ
coexist	trust	0.641	ҳамзистӣ
leading	trust	0.641	рохбарй мекунад
teacher	trust	0.641	муаллим
intimate	trust	0.634	маҳрамона
brotherly	trust	0.633	бародарона
physician	trust	0.633	духтур
judicial	trust	0.633	судй
saintly	trust	0.633	муқаддасона
aspiration	trust	0.633	саъю кушиш
conscience	trust	0.633	вичдон
therapeutic	trust	0.633	табобатӣ
fidelity	trust	0.633	вафодорӣ
soundness	trust	0.633	солим
important	trust	0.633	муҳим
homage	trust	0.633	эҳтиром
legitimacy	trust	0.633	қонуният
fortitude	trust	0.633	матонат
deepest	trust	0.633	муносибатхо
approved	trust	0.633	тасдик карда шуд
courageous	trust	0.633	далер
devotional	trust	0.633	вафодор
endorse	trust	0.633	тасдик кардан
backbone	trust	0.633	сутунмӯҳра
authorize	trust	0.633	ваколат додан
practiced	trust	0.633	амал карда
sanctification	trust	0.633	муқаддасгардонӣ
hopeful	trust	0.633	умедбахш
convincing	trust	0.633	боварибахш
bless	trust	0.633	муборак
angel	trust	0.625	фаришта
authorization	trust	0.625	иҷозат
assured	trust	0.625	итминон дод
purify	trust	0.625	пок кардан
caretaker	trust	0.625	посбон
regard	trust	0.625	бо назардошти
profound	trust	0.625	амиқ
achievement	trust	0.625	дастовард
evident	trust	0.625	аён
positivity	trust	0.625	мусбат
communication	trust	0.625	муошират
professorship	trust	0.625	профессорӣ
blessing	trust	0.625	баракат
beliefs	trust	0.625	амиқтарин
encourage	trust	0.625	ташвиқ намояд
fireman	trust	0.625	оташнишон
majestic	trust	0.625	бузургвор
civilized	trust	0.625	мутамаддин
certify	trust	0.625	тасдиқ кунед
wonderful	trust	0.625	аҷиб
engaged	trust	0.625	машғуланд
accurate	trust	0.625	дақиқ
approvement	trust	0.617	тасдик
optimism	trust	0.617	оптимизм
planning	trust	0.617	банақшагирӣ
believer	trust	0.617	муъмин
advice	trust	0.617	маслиҳат
commend	trust	0.617	таъриф кардан
gospel	trust	0.617	хушхабар
objective	trust	0.617	максаднок
rational	trust	0.617	оқилона
cherish	trust	0.617	азиз
constantly	trust	0.617	доимо
haven	trust	0.617	паноҳгоҳ
fundamental	trust	0.617	асосй
bedrock	trust	0.617	санглох
accord	trust	0.617	созиш
triumphant	trust	0.617	зафарбахш
surety	trust	0.617	кафолат
testament	trust	0.617	васиятнома
absolution	trust	0.617	озодшавй
truce	trust	0.617	сулхнома
reassure	trust	0.617	таскин додан
appreciation	trust	0.617	қадрдонӣ
qualities	trust	0.617	сифатҳо
passionate	trust	0.617	дилчасп
good	trust	0.617	хуб
unimpeachable	trust	0.617	беасос
corroborate	trust	0.617	тасдиқ мекунанд
thoughtful	trust	0.617	андешаманд
heroine	trust	0.617	кахрамон
teach	trust	0.617	таълим додан
god	trust	0.617	худо
attentive	trust	0.617	бодиққат
scripture	trust	0.609	оят
civilization	trust	0.609	тамаддун
magnificence	trust	0.609	азамат
recommend	trust	0.609	тавсия
progression	trust	0.609	пешравй
steward	trust	0.609	идоракунанда
purification	trust	0.609	поксозӣ
patron	trust	0.609	сарпараст
praiseworthy	trust	0.609	шоёни таъриф
heal	trust	0.609	шифо
considerate	trust	0.609	гамхорона
blessings	trust	0.609	баракат
mediator	trust	0.609	миёнарав
babysitter	trust	0.609	парастор
notary	trust	0.609	нотариус
awareness	trust	0.609	огоҳӣ
vetted	trust	0.609	эътиқодҳо
excel	trust	0.609	аъло
happy	trust	0.609	хушбахт
praise	trust	0.609	ситоиш
brilliant	trust	0.609	олиҷаноб
liking	trust	0.609	писанд омадан
definitive	trust	0.609	катъй
comfort	trust	0.609	роҳат
officer	trust	0.609	офицер
peace	trust	0.602	сулх
serenity	trust	0.602	оромӣ
unquestionable	trust	0.602	бешубха
embrace	trust	0.602	ба оғӯш гирифтан
identify	trust	0.602	муайян кунанд
inspired	trust	0.602	илҳом бахшиданд
steady	trust	0.602	устувор
nun	trust	0.602	роҳиба
guarded	trust	0.602	посбонй мекард
symmetry	trust	0.602	симметрия
mainstay	trust	0.602	такьягохи асосй
fulfill	trust	0.602	ичро намояд
humility	trust	0.602	хоксорй
helpful	trust	0.602	муфид
transcendence	trust	0.602	транссендентӣ
unconditional	trust	0.602	бечунучаро
brave	trust	0.602	далер
brighten	trust	0.602	равшан кардан
experienced	trust	0.602	тачрибадор
enlightenment	trust	0.602	маърифат
sympathetic	trust	0.602	дилсуз
witness	trust	0.602	шоҳид
vigilant	trust	0.594	ҳушёр
ministry	trust	0.594	вазорат
admiral	trust	0.594	адмирал
vigilance	trust	0.594	хушьёрй
depend	trust	0.594	вобаста аст
generosity	trust	0.594	саховатмандӣ
befriend	trust	0.594	дуст доштан
complimentary	trust	0.594	бепул
