English Word	Emotion	Emotion-Intensity-Score	Polish Word
displeased	sadness	0.516	niezadowolony
weakness	sadness	0.516	słabość
unfriendly	sadness	0.516	nieprzyjazny
decayed	sadness	0.516	zepsuty
accident	sadness	0.516	wypadek
retard	sadness	0.516	opóźniać
sin	sadness	0.516	grzech
elimination	sadness	0.516	eliminacja
blindness	sadness	0.516	ślepota
dumps	sadness	0.516	depresja
unlucky	sadness	0.516	nieszczęśliwy
sore	sadness	0.516	obolały
insecure	sadness	0.509	niepewny
dictatorship	sadness	0.509	dyktatura
unrequited	sadness	0.509	nie wynagrodzony
regrettable	sadness	0.509	godny pożałowania
complain	sadness	0.509	skarżyć się
lose	sadness	0.509	stracić
witchcraft	sadness	0.508	czary
howl	sadness	0.500	wycie
anxiety	sadness	0.500	lęk
mortality	sadness	0.500	śmiertelność
messedup	sadness	0.500	pomieszany
aggravating	sadness	0.500	obciążający
chronic	sadness	0.500	chroniczny
discomfort	sadness	0.500	dyskomfort
atherosclerosis	sadness	0.500	miażdżyca
injurious	sadness	0.500	szkodliwy
prosecute	sadness	0.500	zaskarżyć
nauseous	sadness	0.500	nudny
ungodly	sadness	0.500	bezbożny
rot	sadness	0.500	gnić
cringe	sadness	0.500	wzdrygać się
gonorrhea	sadness	0.500	rzeżączka
frowning	sadness	0.500	marszcząc brwi
mad	sadness	0.500	szalony
dolor	sadness	0.500	smutek
intolerant	sadness	0.500	nietolerancyjny
deport	sadness	0.500	deportować
evict	sadness	0.500	eksmitować
explode	sadness	0.500	eksplodować
difficulty	sadness	0.500	trudność
exclusion	sadness	0.500	wykluczenie
negative	sadness	0.500	negatywny
disrespectful	sadness	0.500	lekceważący
bankruptcy	sadness	0.500	bankructwo
senile	sadness	0.500	starczy
unfair	sadness	0.500	niesprawiedliwy
disturbed	sadness	0.500	zaniepokojony
battled	sadness	0.500	bitwa
cytomegalovirus	sadness	0.500	wirus cytomegalii
bier	sadness	0.500	mary
impossible	sadness	0.500	niemożliwy
drugged	sadness	0.500	odurzony
weary	sadness	0.500	zmęczony
aftermath	sadness	0.500	następstwa
offended	sadness	0.500	urażony
crash	sadness	0.500	rozbić się
coma	sadness	0.500	śpiączka
endemic	sadness	0.500	endemiczny
damper	sadness	0.500	amortyzator
rob	sadness	0.491	obrabować
derogation	sadness	0.491	derogacja
recession	sadness	0.485	recesja
shriek	sadness	0.485	wrzask
repress	sadness	0.484	stłumić
offense	sadness	0.484	wykroczenie
nasty	sadness	0.484	paskudny
evasion	sadness	0.484	uchylanie się
hospital	sadness	0.484	szpital
disturbance	sadness	0.484	niepokojenie
reprisal	sadness	0.484	akcja odwetowa
inadequate	sadness	0.484	niewystarczający
arsenic	sadness	0.484	arsen
sabotage	sadness	0.484	sabotaż
wince	sadness	0.484	grymas twarzy
broke	sadness	0.484	zepsuł się
criticism	sadness	0.484	krytyka
insult	sadness	0.484	zniewaga
adversity	sadness	0.484	nieszczęście
resign	sadness	0.484	rezygnować
frailty	sadness	0.484	słabość
weariness	sadness	0.484	zmęczenie
coward	sadness	0.484	tchórz
worn	sadness	0.484	noszony
wrongful	sadness	0.484	bezprawny
moan	sadness	0.484	jęk
beg	sadness	0.484	błagać
infectious	sadness	0.483	zakaźny
dishonest	sadness	0.482	nieuczciwy
decay	sadness	0.482	rozkład
dissolution	sadness	0.480	rozpuszczenie
lowest	sadness	0.478	najniższy
unhealthy	sadness	0.474	niezdrowy
irritation	sadness	0.470	podrażnienie
sedition	sadness	0.469	bunt
penalty	sadness	0.469	rzut karny
expulsion	sadness	0.469	wydalenie
ail	sadness	0.469	chorować
disapproval	sadness	0.469	dezaprobata
collusion	sadness	0.469	zmowa
dashed	sadness	0.469	przerywany
criticize	sadness	0.469	krytykować
vulnerability	sadness	0.469	słaby punkt
pernicious	sadness	0.469	zgubny
fallout	sadness	0.469	opad
conflict	sadness	0.469	konflikt
illegal	sadness	0.469	nielegalny
unfavorable	sadness	0.469	niekorzystny
collapse	sadness	0.469	upadek
moody	sadness	0.469	kapryśny
segregate	sadness	0.469	segregować
frustrate	sadness	0.469	paraliżować
recidivism	sadness	0.469	recydywa
penal	sadness	0.469	karny
leftout	sadness	0.469	pominięty
perversion	sadness	0.469	perwersja
measles	sadness	0.469	odra
uncaring	sadness	0.469	niedbały
domination	sadness	0.469	dominacja
unfortunate	sadness	0.469	niefortunny
convict	sadness	0.469	skazać
uneasiness	sadness	0.469	niepokój
frayed	sadness	0.467	postrzępiony
infamy	sadness	0.464	hańba
plunder	sadness	0.461	grabież
depreciated	sadness	0.460	amortyzowane
wane	sadness	0.456	słabnąć
badly	sadness	0.455	źle
unlawful	sadness	0.455	bezprawny
tribulation	sadness	0.453	męka
gone	sadness	0.453	odszedł
surrender	sadness	0.453	poddać się
discriminate	sadness	0.453	dyskryminować
refugee	sadness	0.453	uchodźca
memorials	sadness	0.453	pamiętnik
inhospitable	sadness	0.453	nieprzyjazny
criticise	sadness	0.453	krytykować
frown	sadness	0.453	marszczyć brwi
perplexity	sadness	0.453	zakłopotanie
disapprove	sadness	0.453	potępiać
upheaval	sadness	0.453	przewrót
wreck	sadness	0.453	wrak
confiscate	sadness	0.453	konfiskować
secluded	sadness	0.453	odosobniony
invade	sadness	0.453	najechać
inability	sadness	0.453	niemożność
avalanche	sadness	0.453	lawina
fell	sadness	0.453	spadł
scarcity	sadness	0.453	niedostatek
doldrums	sadness	0.453	chandra
vulgarity	sadness	0.453	wulgarność
bittersweet	sadness	0.453	słodko-gorzki
foreclose	sadness	0.453	wykluczać
revolver	sadness	0.453	rewolwer
worse	sadness	0.453	gorzej
wrongly	sadness	0.453	niewłaściwie
despotism	sadness	0.453	despotyzm
lowly	sadness	0.448	pokorny
guillotine	sadness	0.446	gilotyna
lone	sadness	0.446	samotny
encumbrance	sadness	0.441	obciążenie
annulment	sadness	0.440	unieważnienie
delirious	sadness	0.439	bredzący
badday	sadness	0.439	zły dzień
confinement	sadness	0.439	uwięzienie
bummer	sadness	0.439	porażka
disagreement	sadness	0.438	niezgoda
emotional	sadness	0.438	emocjonalny
lethargy	sadness	0.438	letarg
paucity	sadness	0.438	niedostatek
sympathize	sadness	0.438	współczuć
apathetic	sadness	0.438	apatyczny
forbid	sadness	0.438	zakazać
stigma	sadness	0.438	piętno
departure	sadness	0.438	wyjazd
underpaid	sadness	0.438	niedopłacony
appendicitis	sadness	0.438	zapalenie wyrostka robaczkowego
futile	sadness	0.438	daremny
imprudent	sadness	0.438	nieroztropny
unattainable	sadness	0.438	nieosiągalny
pensive	sadness	0.438	zamyślony
ghetto	sadness	0.438	getto
farewell	sadness	0.438	pożegnanie
cancellation	sadness	0.438	anulowanie
problem	sadness	0.438	problem
disapproving	sadness	0.438	krzywy
absent	sadness	0.438	nieobecny
animosity	sadness	0.438	animozja
disconnected	sadness	0.438	niepowiązany
detainee	sadness	0.438	aresztowany
bum	sadness	0.438	tyłek
diminish	sadness	0.438	zmniejszać
insolvency	sadness	0.438	niewypłacalność
lunacy	sadness	0.438	obłęd
rejects	sadness	0.438	odrzuca
indigent	sadness	0.438	biedny
disapproved	sadness	0.438	Odrzucona
darkened	sadness	0.438	przyciemnione
insignificant	sadness	0.438	nieistotny
dislocated	sadness	0.438	zwichnięty
fugitive	sadness	0.438	zbieg
abscess	sadness	0.438	ropień
blues	sadness	0.438	blues
coercion	sadness	0.438	przymus
restriction	sadness	0.438	ograniczenie
deflate	sadness	0.438	siadać
bothering	sadness	0.435	niepokojące
disqualified	sadness	0.435	zdyskwalifikowany
tripping	sadness	0.429	dreptanie
sunk	sadness	0.426	zatopiony
draining	sadness	0.424	opróżnianie
retribution	sadness	0.424	zemsta
varicella	sadness	0.424	ospa wietrzna
lastday	sadness	0.424	ostatni dzień
haunted	sadness	0.422	nawiedzany
cutting	sadness	0.422	ciąć
cyst	sadness	0.422	torbiel
neuralgia	sadness	0.422	nerwoból
wrongdoing	sadness	0.422	wykroczenie
thief	sadness	0.422	złodziej
dispassionate	sadness	0.422	beznamiętny
beggar	sadness	0.422	żebrak
unwelcome	sadness	0.422	niepożądany
rip	sadness	0.422	rozerwać
deviation	sadness	0.422	odchylenie
jarring	sadness	0.422	rażący
unequal	sadness	0.422	nierówny
cardiomyopathy	sadness	0.422	kardiomiopatia
bad	sadness	0.422	zły
scarce	sadness	0.422	deficytowy
insolvent	sadness	0.422	niewypłacalny
falling	sadness	0.422	spadający
handicap	sadness	0.422	upośledzenie
difficulties	sadness	0.421	trudności
invader	sadness	0.420	najeźdźca
drab	sadness	0.420	bezbarwny
fall	sadness	0.418	spadek
illegitimate	sadness	0.416	nieślubny
expel	sadness	0.414	usunąć
meaningless	sadness	0.409	bez znaczenia
darkness	sadness	0.409	ciemność
syncope	sadness	0.407	omdlenie
wildfire	sadness	0.406	pożar
enmity	sadness	0.406	wrogość
feudalism	sadness	0.406	feudalizm
obnoxious	sadness	0.406	obrzydliwy
subjected	sadness	0.406	poddany
confine	sadness	0.406	ograniczać
fury	sadness	0.406	Furia
bitch	sadness	0.406	suka
darken	sadness	0.406	zaciemniać
precarious	sadness	0.406	niepewny
hoax	sadness	0.406	żart
fault	sadness	0.406	wada
fatigued	sadness	0.406	zmęczony
stroke	sadness	0.406	uderzenie
unsatisfied	sadness	0.405	niezadowolony
spank	sadness	0.403	zbić
sigh	sadness	0.402	westchnienie
deluge	sadness	0.402	potop
spinster	sadness	0.400	stara panna
blue	sadness	0.400	niebieski
owing	sadness	0.398	należny
needalife	sadness	0.398	potrzebuję życia
pointless	sadness	0.394	bezcelowy
embarrass	sadness	0.394	zawstydzić
pitfall	sadness	0.394	pułapka
seriousness	sadness	0.394	powaga
refused	sadness	0.391	odrzucony
cage	sadness	0.391	klatka szybowa
noose	sadness	0.391	pętla
punch	sadness	0.391	dziurkacz
stretcher	sadness	0.391	nosze
monsoon	sadness	0.391	monsun
condescension	sadness	0.391	łaskawość
reproach	sadness	0.391	zarzut
trickery	sadness	0.391	naciągnięcie
rue	sadness	0.391	żałować
inefficient	sadness	0.391	nieskuteczny
dwarfed	sadness	0.391	karłowaty
ravenous	sadness	0.391	wygłodniały
feeble	sadness	0.391	słaby
ineptitude	sadness	0.391	niestosowność
ifonly	sadness	0.391	gdyby tylko
brute	sadness	0.391	bydlę
exhausted	sadness	0.391	wyczerpany
daemon	sadness	0.391	demon
debt	sadness	0.391	dług
banshee	sadness	0.391	banshee
coldness	sadness	0.391	chłód
insulting	sadness	0.391	obraźliwy
subvert	sadness	0.384	obalić
jealousy	sadness	0.382	zazdrość
struggle	sadness	0.379	walka
miss	sadness	0.379	tęsknić
geriatric	sadness	0.379	geriatryczny
inexcusable	sadness	0.379	niewybaczalny
ashes	sadness	0.377	proch
entangled	sadness	0.377	uwikłany
descent	sadness	0.377	zejście
funk	sadness	0.375	boj
wasting	sadness	0.375	zmarnowanie
overcast	sadness	0.375	pochmurny
exhaustion	sadness	0.375	wyczerpanie
inferior	sadness	0.375	gorszy
disqualify	sadness	0.375	zdyskwalifikować
sympathy	sadness	0.375	współczucie
prostitution	sadness	0.375	prostytucja
dispel	sadness	0.375	rozwiać
slump	sadness	0.375	kryzys
scar	sadness	0.375	blizna
goodbye	sadness	0.375	do widzenia
landslide	sadness	0.375	osuwisko
inconsiderate	sadness	0.375	nieuprzejmy
parting	sadness	0.375	rozstanie
blackness	sadness	0.375	czerń
murky	sadness	0.375	mroczny
noncompliance	sadness	0.375	niezgodność
sucks	sadness	0.375	do bani
withdraw	sadness	0.375	wycofać
rabid	sadness	0.375	wściekły
oust	sadness	0.375	wyrugować
unattractive	sadness	0.373	nieładny
delay	sadness	0.373	opóźnienie
apologize	sadness	0.370	przepraszać
crazy	sadness	0.368	zwariowany
bastard	sadness	0.366	bękart
deteriorated	sadness	0.365	pogorszył się
inter	sadness	0.364	pochować
empty	sadness	0.364	pusty
mocking	sadness	0.363	szyderstwo
adder	sadness	0.361	sumator
misunderstanding	sadness	0.359	nieporozumienie
fuss	sadness	0.359	zamieszanie
plaintive	sadness	0.359	żałosny
servile	sadness	0.359	służalczy
obesity	sadness	0.359	otyłość
disconnect	sadness	0.359	rozłączyć się
tremor	sadness	0.359	drżenie
flounder	sadness	0.359	flądra
defendant	sadness	0.359	pozwany
unable	sadness	0.359	niezdolny
fainting	sadness	0.359	półomdlały
unemployed	sadness	0.359	bezrobotni
hunter	sadness	0.359	Łowca
idiocy	sadness	0.359	idiotyzm
corse	sadness	0.359	cose
inefficiency	sadness	0.359	nieskuteczność
lockup	sadness	0.359	zamknąć
consecration	sadness	0.359	poświęcenie
unsuccessful	sadness	0.359	nieudany
arraignment	sadness	0.359	postawienie w stan oskarżenia
fruitless	sadness	0.359	bezowocny
numbness	sadness	0.359	drętwienie
affront	sadness	0.359	afront
hindering	sadness	0.359	przeszkadzać
austere	sadness	0.359	surowy
unpopular	sadness	0.359	niepopularny
perpetrator	sadness	0.359	sprawca
wrangling	sadness	0.359	kłótnie
taunt	sadness	0.359	kpina
doubt	sadness	0.359	wątpić
unrest	sadness	0.351	niepokój
intervention	sadness	0.348	interwencja
wimpy	sadness	0.348	wimpy
spoiler	sadness	0.348	spojler
waste	sadness	0.348	marnotrawstwo
absentee	sadness	0.348	bumelant
flaw	sadness	0.347	wada
litigate	sadness	0.344	procesować się
blindly	sadness	0.344	ślepo
militia	sadness	0.344	milicja
lawsuit	sadness	0.344	pozew sądowy
uninvited	sadness	0.344	nieproszony
uninspired	sadness	0.344	banalny
furrow	sadness	0.344	bruzda
cumbersome	sadness	0.344	nieporęczny
specter	sadness	0.344	widmo
desert	sadness	0.344	pustynia
lagging	sadness	0.344	otulina
attenuation	sadness	0.344	osłabienie
forfeit	sadness	0.344	utracić
plea	sadness	0.344	zarzut
thrash	sadness	0.344	prać
resigned	sadness	0.344	zrezygnowany
detention	sadness	0.344	pozbawienie wolności
surgery	sadness	0.344	Chirurgia
intercede	sadness	0.344	interweniować
stained	sadness	0.344	poplamione
unaccountable	sadness	0.339	niezrozumiały
myopia	sadness	0.339	krótkowzroczność
mishap	sadness	0.338	nieszczęście
probation	sadness	0.336	staż
severance	sadness	0.333	odcięcie
disagreeing	sadness	0.333	nie zgadzając się
unacknowledged	sadness	0.328	niepotwierdzony
dependence	sadness	0.328	zależność
unacceptable	sadness	0.328	gorszący
leave	sadness	0.328	Odejdź
bondage	sadness	0.328	niewola
bacteria	sadness	0.328	bakteria
sterile	sadness	0.328	jałowy
adrift	sadness	0.328	dryfujący
endless	sadness	0.328	nieskończony
incompetent	sadness	0.328	niekompetentny
soreness	sadness	0.328	ból
nether	sadness	0.328	dolny
nepotism	sadness	0.328	nepotyzm
squall	sadness	0.328	szkwał
disallowed	sadness	0.328	niedozwolone
scold	sadness	0.327	nakrzyczeć
flaccid	sadness	0.324	wiotki
hobo	sadness	0.323	włóczęga
fragile	sadness	0.319	kruchy
stingy	sadness	0.319	skąpy
sue	sadness	0.318	pozwać
scarcely	sadness	0.318	ledwie
mistake	sadness	0.312	błąd
committal	sadness	0.312	zobowiązanie
nonsensical	sadness	0.312	bezsensowny
inhibit	sadness	0.312	hamować
skid	sadness	0.312	poślizg
wan	sadness	0.312	blady
defy	sadness	0.312	przeciwstawiać się
fatty	sadness	0.312	tłuszczowy
clouded	sadness	0.312	zachmurzony
ulcer	sadness	0.312	wrzód
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	efemeryczność
hamstring	sadness	0.312	ścięgno udowe
thresh	sadness	0.312	namłócić
conceal	sadness	0.311	ukryć
blemish	sadness	0.310	skaza
resisting	sadness	0.309	oporowy
sympathetic	sadness	0.307	współczujący
bugaboo	sadness	0.304	panika
opium	sadness	0.303	opium
confess	sadness	0.303	wyznać
alas	sadness	0.302	Niestety
mislead	sadness	0.297	wprowadzić w błąd
suppress	sadness	0.297	stłumić
inappropriate	sadness	0.297	nieodpowiedni
discontinuity	sadness	0.297	Nieciągłość
wrinkled	sadness	0.297	pomarszczony
dull	sadness	0.297	nieciekawy
weak	sadness	0.297	słaby
halting	sadness	0.297	postojowy
incompatible	sadness	0.297	niekompatybilny
migraine	sadness	0.297	migrena
subsidence	sadness	0.297	osiadanie
setback	sadness	0.297	wpadka
toocold	sadness	0.297	za zimno
incase	sadness	0.297	w razie
hermit	sadness	0.296	pustelnik
moving	sadness	0.295	poruszający
shrink	sadness	0.295	kurczyć
shiver	sadness	0.291	dreszcz
constraint	sadness	0.288	ograniczenie
unimportant	sadness	0.288	nieważny
tramp	sadness	0.288	Tramp
rubble	sadness	0.282	gruz
down	sadness	0.281	na dół
taint	sadness	0.281	skaza
flop	sadness	0.281	brzdęknięcie
wearily	sadness	0.281	znużony
overdue	sadness	0.281	zaległy
excluding	sadness	0.281	nie licząc
confession	sadness	0.281	wyznanie
grey	sadness	0.281	szary
senseless	sadness	0.281	bezsensowny
unseat	sadness	0.281	usadzić
remove	sadness	0.281	usunąć
revoke	sadness	0.281	unieważnić
shortage	sadness	0.281	niedobór
apathy	sadness	0.281	apatia
adverse	sadness	0.281	niekorzystny
negro	sadness	0.281	Murzyn
timid	sadness	0.281	bojaźliwy
flinch	sadness	0.281	wzdrygnąć się
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	zrzędliwy
knell	sadness	0.275	podzwonne
throb	sadness	0.273	pulsować
confusion	sadness	0.273	dezorientacja
soldier	sadness	0.273	żołnierz
jurisprudence	sadness	0.273	prawoznawstwo
humbled	sadness	0.273	Upokorzony
gray	sadness	0.269	szary
lax	sadness	0.266	niedbały
mixedemotions	sadness	0.266	mieszane uczucia
obstacle	sadness	0.266	przeszkoda
slur	sadness	0.266	łuk
unrealistic	sadness	0.266	nierealistyczny
drifted	sadness	0.266	dryfował
leaving	sadness	0.266	odjazd
shack	sadness	0.266	buda
eternity	sadness	0.266	wieczność
remiss	sadness	0.266	niedbały
inconvenient	sadness	0.263	niewygodny
restrict	sadness	0.259	ograniczać
misrepresentation	sadness	0.259	przekręcanie
stagnant	sadness	0.259	zastały
disservice	sadness	0.258	niedźwiedzia przysługa
wilderness	sadness	0.255	pustynia
nosun	sadness	0.255	brak słońca
backwater	sadness	0.255	łacha
tempest	sadness	0.250	nawałnica
pine	sadness	0.250	sosna
humbug	sadness	0.250	humbug
bang	sadness	0.250	huk
speculation	sadness	0.250	spekulacja
labored	sadness	0.250	pracował
incomplete	sadness	0.250	niekompletny
gullible	sadness	0.250	łatwowierny
undying	sadness	0.250	nieśmiertelny
anchorage	sadness	0.250	zamocowanie
unexplained	sadness	0.250	niewyjaśnione
error	sadness	0.250	błąd
wasteful	sadness	0.250	rozrzutny
communism	sadness	0.250	komunizm
uneducated	sadness	0.250	niewykształcony
melodrama	sadness	0.242	melodramat
demonstrative	sadness	0.242	wskazujący
rainyday	sadness	0.242	deszczowy dzień
necessity	sadness	0.236	konieczność
boredom	sadness	0.235	nuda
foggy	sadness	0.234	mglisty
sentence	sadness	0.234	wyrok
misty	sadness	0.234	mglisty
cancel	sadness	0.234	anulować
void	sadness	0.234	próżnia
cloudy	sadness	0.234	pochmurny
blockade	sadness	0.234	blokada
pale	sadness	0.234	blady
trash	sadness	0.234	śmieci
uninteresting	sadness	0.234	nieinteresujący
hollow	sadness	0.234	dziurawy
healing	sadness	0.234	gojenie : zdrowienie
depart	sadness	0.234	odjazd
burke	sadness	0.234	burke
warp	sadness	0.234	osnowa
case	sadness	0.228	walizka
rainy	sadness	0.227	deszczowy
uninterested	sadness	0.223	niezainteresowany
onerous	sadness	0.223	uciążliwy
bottom	sadness	0.223	na dole
fasting	sadness	0.220	post
boooo	sadness	0.219	buuuu
dole	sadness	0.219	zasiłek
pious	sadness	0.219	pobożny
indifference	sadness	0.219	obojętność
coping	sadness	0.219	korona
discolored	sadness	0.219	przebarwiony
thirst	sadness	0.219	pragnienie
blunder	sadness	0.219	pomyłka
cocaine	sadness	0.218	kokaina
tough	sadness	0.212	trudny
revolution	sadness	0.203	rewolucja
hoary	sadness	0.203	oszroniony
chilly	sadness	0.203	chłodno
sluggish	sadness	0.203	powolny
yucky	sadness	0.203	obrzydliwe
fat	sadness	0.203	tłuszcz
lower	sadness	0.203	niżej
sprain	sadness	0.203	zwichnięcie
chargeable	sadness	0.203	podlegający opłacie
arid	sadness	0.203	jałowy
wanting	sadness	0.202	brakujący
progression	sadness	0.201	postęp
closure	sadness	0.195	zamknięcie
unbeaten	sadness	0.193	nie pobity
rack	sadness	0.188	stojak
halter	sadness	0.188	kantar
rumor	sadness	0.188	plotka
tease	sadness	0.188	podjudzać
invalid	sadness	0.188	nieważny
cataract	sadness	0.188	zaćma
meh	sadness	0.188	ja
heartfelt	sadness	0.188	serdeczny
retirement	sadness	0.188	emerytura
splitting	sadness	0.188	rozdzielać
interrupted	sadness	0.188	przerwane
oddity	sadness	0.188	kuriozum
cold	sadness	0.188	przeziębienie
veal	sadness	0.188	cielęcina
concerned	sadness	0.184	zainteresowany
sarcasm	sadness	0.181	sarkazm
strip	sadness	0.179	rozebrać się
divided	sadness	0.172	podzielony
feeling	sadness	0.172	uczucie
overload	sadness	0.172	przeciążać
sap	sadness	0.172	sok roślinny
memories	sadness	0.172	wspomnienia
esteem	sadness	0.172	szacunek
cupping	sadness	0.172	bańki
eschew	sadness	0.172	unikać
destination	sadness	0.170	przeznaczenie
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	ograniczony
rain	sadness	0.163	deszcz
willful	sadness	0.160	samowolny
untitled	sadness	0.157	nieuprawny
stint	sadness	0.156	skąpić
cross	sadness	0.156	krzyż
weeds	sadness	0.156	chwasty
pare	sadness	0.155	obciąć
snort	sadness	0.154	parsknięcie
procession	sadness	0.152	procesja
inconsequential	sadness	0.152	niekonsekwentny
tax	sadness	0.142	podatek
emo	sadness	0.141	emo
tolerate	sadness	0.141	tolerować
mug	sadness	0.141	kubek
overpriced	sadness	0.141	zawyżone
weight	sadness	0.141	waga
touchy	sadness	0.140	drażliwy
kennel	sadness	0.130	psiarnia
grounded	sadness	0.130	uziemiony
unpaid	sadness	0.125	nie zapłacony
socialist	sadness	0.125	socjalista
meek	sadness	0.125	cichy
clouds	sadness	0.125	chmury
margin	sadness	0.125	margines
theocratic	sadness	0.125	teokratyczny
stillness	sadness	0.125	bezruch
sisterhood	sadness	0.125	siostrzeństwo
terrific	sadness	0.125	przerażający
commemorate	sadness	0.125	uczcić
late	sadness	0.125	późno
default	sadness	0.121	domyślna
lace	sadness	0.118	Sznurówka
unpublished	sadness	0.116	nieopublikowane
interested	sadness	0.114	zainteresowany
fortress	sadness	0.110	twierdza
lush	sadness	0.109	bujny
harry	sadness	0.109	złupić
ultimate	sadness	0.109	ostateczny
priesthood	sadness	0.109	kapłaństwo
orchestra	sadness	0.109	orkiestra
rating	sadness	0.109	ocena
fleece	sadness	0.109	runo
sanctify	sadness	0.108	uświęcać
income	sadness	0.100	dochód
winning	sadness	0.094	zwycięski
boo	sadness	0.094	gwizd
quiet	sadness	0.094	cichy
sonnet	sadness	0.094	sonet
vainly	sadness	0.091	na próżno
hug	sadness	0.078	uścisk
opera	sadness	0.078	opera
humble	sadness	0.078	pokorny
hut	sadness	0.078	Chata
ovation	sadness	0.078	owacja
wet	sadness	0.078	mokro
motivating	sadness	0.078	motywujący
treat	sadness	0.076	leczyć
hymn	sadness	0.064	hymn
honest	sadness	0.062	uczciwy
relics	sadness	0.061	zwłoki
couch	sadness	0.060	kanapa
waffle	sadness	0.047	wafel
shell	sadness	0.045	powłoka
musical	sadness	0.045	musical
savor	sadness	0.034	smak
napkin	sadness	0.031	serwetka
vote	sadness	0.031	głosować
sing	sadness	0.017	śpiewać
mother	sadness	0.016	matka
music	sadness	0.016	muzyka
nutritious	sadness	0.015	pożywny
lovely	sadness	0.009	śliczny
sweetheart	sadness	0.000	kochanie
romance	sadness	0.000	romans
liquor	sadness	0.000	trunek
art	sadness	0.000	sztuka
surprise	surprise	0.930	niespodzianka
explode	surprise	0.906	eksplodować
flabbergast	surprise	0.906	oszołomić
explosion	surprise	0.898	eksplozja
ambush	surprise	0.883	zasadzka
explosive	surprise	0.883	materiał wybuchowy
eruption	surprise	0.883	wybuch
surprisingly	surprise	0.875	zaskakująco
startle	surprise	0.875	przestraszyć
shockingly	surprise	0.875	niemożliwie
frighten	surprise	0.875	przestraszyć
surprised	surprise	0.867	zaskoczony
frightened	surprise	0.867	przerażony
surprising	surprise	0.867	zaskakujący
outburst	surprise	0.859	wybuch
thrilling	surprise	0.859	porywający
miracle	surprise	0.859	cud
blast	surprise	0.852	podmuch
astonishingly	surprise	0.852	zdumiewająco
alarm	surprise	0.852	alarm
shock	surprise	0.844	zaszokować
thunderstruck	surprise	0.844	oszołomiony
jolt	surprise	0.844	wstrząs
dazzle	surprise	0.836	oślepiać
bang	surprise	0.836	huk
catastrophe	surprise	0.836	katastrofa
fright	surprise	0.836	strach
unexpectedly	surprise	0.836	niespodziewanie
startling	surprise	0.828	zaskakujący
suddenly	surprise	0.828	nagle
emergency	surprise	0.828	nagły wypadek
bewilderment	surprise	0.828	oszołomienie
stunned	surprise	0.820	oszołomiony
astound	surprise	0.820	zdumieć
jackpot	surprise	0.812	pula
earthquake	surprise	0.812	trzęsienie ziemi
disaster	surprise	0.812	katastrofa
astonishment	surprise	0.805	zdziwienie
climax	surprise	0.805	punkt kulminacyjny
aghast	surprise	0.805	przerażony
astonish	surprise	0.805	zadziwić
scare	surprise	0.797	przestraszyć
awestruck	surprise	0.797	oniemiały z wrażenia
erupt	surprise	0.789	wybuchać
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	zawołać
amazement	surprise	0.781	zdumienie
abduction	surprise	0.773	uprowadzenie
alarming	surprise	0.773	niepokojące
detonate	surprise	0.773	detonować
raid	surprise	0.773	nalot
miraculous	surprise	0.773	cudowny
invade	surprise	0.773	najechać
kidnap	surprise	0.766	porwać kogoś
unpredictable	surprise	0.758	nieobliczalny
stupefy	surprise	0.758	ogłupiać
dumfound	surprise	0.758	głupkowaty
overwhelming	surprise	0.758	przytłaczający
erratic	surprise	0.750	niekonsekwentny
unimaginable	surprise	0.750	niewyobrażalny
accident	surprise	0.750	wypadek
outrageous	surprise	0.750	skandaliczny
horror	surprise	0.742	przerażenie
amaze	surprise	0.742	zadziwiać
blitz	surprise	0.742	ciężkie bombardowanie
bewilder	surprise	0.742	dezorientować
flinch	surprise	0.742	wzdrygnąć się
petrify	surprise	0.742	paraliżować
wreck	surprise	0.742	wrak
slaughter	surprise	0.742	ubój
frenetic	surprise	0.734	szalony
crash	surprise	0.734	rozbić się
frantic	surprise	0.734	oszalały
stupefaction	surprise	0.734	zdumienie
excitement	surprise	0.734	podniecenie
riotous	surprise	0.727	rozbrykany
outcry	surprise	0.727	wrzask
vanished	surprise	0.727	zniknął
moonstruck	surprise	0.727	chory umysłowo
sudden	surprise	0.727	nagły
awe	surprise	0.719	groza
scream	surprise	0.719	krzyk
breathless	surprise	0.719	zdyszany
sabotage	surprise	0.719	sabotaż
shriek	surprise	0.719	wrzask
unanticipated	surprise	0.719	nieoczekiwany
bewildered	surprise	0.719	oszołomiony
manslaughter	surprise	0.719	zabójstwo
amazedness	surprise	0.719	zdumienie
rupture	surprise	0.719	pęknięcie
unexpected	surprise	0.711	nieoczekiwany
electrify	surprise	0.711	elektryzować
uncontrollable	surprise	0.711	niepowstrzymany
shot	surprise	0.711	strzał
avalanche	surprise	0.711	lawina
gasp	surprise	0.711	łapanie tchu
stun	surprise	0.711	oszołomić
slam	surprise	0.703	zatrzasnąć
abrupt	surprise	0.703	nagły
intruder	surprise	0.703	intruz
unforeseen	surprise	0.703	nieprzewidziany
suspense	surprise	0.703	niepewność
devastation	surprise	0.703	dewastacja
surge	surprise	0.703	wzrost
excite	surprise	0.695	podniecać
dumfounder	surprise	0.695	głupiec
