English Word	Emotion	Emotion-Intensity-Score	Latvian Word
unattractive	sadness	0.373	nepievilcīgs
delay	sadness	0.373	kavēšanās
apologize	sadness	0.370	atvainoties
crazy	sadness	0.368	traks
bastard	sadness	0.366	bastards
deteriorated	sadness	0.365	pasliktinājies
inter	sadness	0.364	starp
empty	sadness	0.364	tukšs
mocking	sadness	0.363	ņirgāšanās
adder	sadness	0.361	papildinātājs
misunderstanding	sadness	0.359	pārpratums
fuss	sadness	0.359	satraukums
plaintive	sadness	0.359	žēlojošs
servile	sadness	0.359	verdzisks
obesity	sadness	0.359	aptaukošanās
disconnect	sadness	0.359	atvienot
tremor	sadness	0.359	trīce
flounder	sadness	0.359	plekste
defendant	sadness	0.359	apsūdzētais
unable	sadness	0.359	nevar
fainting	sadness	0.359	ģībonis
unemployed	sadness	0.359	bezdarbnieki
hunter	sadness	0.359	mednieks
idiocy	sadness	0.359	idiotisms
corse	sadness	0.359	korse
inefficiency	sadness	0.359	neefektivitāte
lockup	sadness	0.359	bloķēšana
consecration	sadness	0.359	iesvētīšana
unsuccessful	sadness	0.359	neveiksmīgi
arraignment	sadness	0.359	apsūdzība
fruitless	sadness	0.359	neauglīgs
numbness	sadness	0.359	nejutīgums
affront	sadness	0.359	aizvainojoši
hindering	sadness	0.359	kavējot
austere	sadness	0.359	askētisks
unpopular	sadness	0.359	nepopulārs
perpetrator	sadness	0.359	pāridarītājs
wrangling	sadness	0.359	strīdēties
taunt	sadness	0.359	ņirgāšanās
doubt	sadness	0.359	šaubīties
unrest	sadness	0.351	nemieri
intervention	sadness	0.348	iejaukšanās
wimpy	sadness	0.348	drūms
spoiler	sadness	0.348	spoileris
waste	sadness	0.348	atkritumi
absentee	sadness	0.348	prombūtnē esošais
flaw	sadness	0.347	trūkums
litigate	sadness	0.344	tiesāties
blindly	sadness	0.344	akli
militia	sadness	0.344	milicija
lawsuit	sadness	0.344	tiesas prāva
uninvited	sadness	0.344	neaicināts
uninspired	sadness	0.344	neiedvesmas
furrow	sadness	0.344	vaga
cumbersome	sadness	0.344	apgrūtinoši
specter	sadness	0.344	rēgs
desert	sadness	0.344	tuksnesis
lagging	sadness	0.344	atpaliek
attenuation	sadness	0.344	vājināšanās
forfeit	sadness	0.344	konfiscēt
plea	sadness	0.344	lūgums
thrash	sadness	0.344	thrash
resigned	sadness	0.344	atkāpās no amata
detention	sadness	0.344	aizturēšana
surgery	sadness	0.344	operācija
intercede	sadness	0.344	aizlūgt
stained	sadness	0.344	notraipīts
unaccountable	sadness	0.339	neatskaitāms
myopia	sadness	0.339	tuvredzība
mishap	sadness	0.338	nelaime
probation	sadness	0.336	pārbaudes laiks
severance	sadness	0.333	atlaišana
disagreeing	sadness	0.333	nepiekrītot
unacknowledged	sadness	0.328	neatzīts
dependence	sadness	0.328	atkarību
unacceptable	sadness	0.328	nepieņemami
leave	sadness	0.328	atstāt
bondage	sadness	0.328	verdzība
bacteria	sadness	0.328	baktērijas
sterile	sadness	0.328	sterils
adrift	sadness	0.328	dreifēt
endless	sadness	0.328	bezgalīgs
incompetent	sadness	0.328	nekompetents
soreness	sadness	0.328	sāpīgums
nether	sadness	0.328	nether
nepotism	sadness	0.328	nepotisms
squall	sadness	0.328	brāzmains
disallowed	sadness	0.328	nav atļauts
scold	sadness	0.327	aizrādīt
flaccid	sadness	0.324	ļengans
hobo	sadness	0.323	klaiņotājs
fragile	sadness	0.319	trausls
stingy	sadness	0.319	skops
sue	sadness	0.318	iesūdzēt
scarcely	sadness	0.318	diez vai
mistake	sadness	0.312	kļūda
committal	sadness	0.312	apņemšanās
nonsensical	sadness	0.312	nejēdzīgi
inhibit	sadness	0.312	kavēt
skid	sadness	0.312	buksēt
wan	sadness	0.312	wan
defy	sadness	0.312	izaicināt
fatty	sadness	0.312	taukains
clouded	sadness	0.312	apmākusies
ulcer	sadness	0.312	čūla
nostalgia	sadness	0.312	nostalģija
evanescence	sadness	0.312	izzušana
hamstring	sadness	0.312	paceles cīpsla
thresh	sadness	0.312	kult
conceal	sadness	0.311	noslēpt
blemish	sadness	0.310	plankums
resisting	sadness	0.309	pretojoties
sympathetic	sadness	0.307	simpātisks
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	opijs
confess	sadness	0.303	atzīties
alas	sadness	0.302	diemžēl
mislead	sadness	0.297	maldināt
suppress	sadness	0.297	apspiest
inappropriate	sadness	0.297	nepiemērots
discontinuity	sadness	0.297	pārtraukums
wrinkled	sadness	0.297	saburzīts
dull	sadness	0.297	blāvi
weak	sadness	0.297	vājš
halting	sadness	0.297	apstāšanās
incompatible	sadness	0.297	nesaderīgi
migraine	sadness	0.297	migrēna
subsidence	sadness	0.297	iegrimšana
setback	sadness	0.297	neveiksme
toocold	sadness	0.297	pārāk auksti
incase	sadness	0.297	gadījumā
hermit	sadness	0.296	vientuļnieks
moving	sadness	0.295	pārvietojas
shrink	sadness	0.295	sarukt
shiver	sadness	0.291	drebuļi
constraint	sadness	0.288	ierobežojums
unimportant	sadness	0.288	mazsvarīgi
tramp	sadness	0.288	klaidonis
rubble	sadness	0.282	šķembas
down	sadness	0.281	uz leju
taint	sadness	0.281	piesārņojums
flop	sadness	0.281	flops
wearily	sadness	0.281	noguris
overdue	sadness	0.281	nokavēts
excluding	sadness	0.281	izņemot
confession	sadness	0.281	grēksūdze
grey	sadness	0.281	pelēks
senseless	sadness	0.281	bezjēdzīgi
unseat	sadness	0.281	nosēdināt
remove	sadness	0.281	noņemt
revoke	sadness	0.281	atsaukt
shortage	sadness	0.281	trūkums
apathy	sadness	0.281	apātija
adverse	sadness	0.281	nelabvēlīgs
negro	sadness	0.281	nēģeris
timid	sadness	0.281	kautrīgs
flinch	sadness	0.281	raustīties
scrapie	sadness	0.281	skrepi slimība
grumpy	sadness	0.281	kašķīgs
knell	sadness	0.275	klaudīt
throb	sadness	0.273	pulsēt
confusion	sadness	0.273	apjukums
soldier	sadness	0.273	karavīrs
jurisprudence	sadness	0.273	jurisprudence
humbled	sadness	0.273	pazemots
gray	sadness	0.269	pelēks
lax	sadness	0.266	vaļīgs
mixedemotions	sadness	0.266	dalītas jūtas
obstacle	sadness	0.266	šķērslis
slur	sadness	0.266	netīrība
unrealistic	sadness	0.266	nereāli
drifted	sadness	0.266	dreifēja
leaving	sadness	0.266	aizejot
shack	sadness	0.266	būda
eternity	sadness	0.266	mūžība
remiss	sadness	0.266	atlaist
inconvenient	sadness	0.263	neērti
restrict	sadness	0.259	ierobežot
misrepresentation	sadness	0.259	maldināšana
stagnant	sadness	0.259	stagnējošs
disservice	sadness	0.258	ļaundarība
wilderness	sadness	0.255	tuksnesī
nosun	sadness	0.255	nosun
backwater	sadness	0.255	aizmugure
tempest	sadness	0.250	vētra
pine	sadness	0.250	priede
humbug	sadness	0.250	humbug
bang	sadness	0.250	sprādziens
speculation	sadness	0.250	spekulācijas
labored	sadness	0.250	strādājis
incomplete	sadness	0.250	nepilnīgs
gullible	sadness	0.250	lētticīgs
undying	sadness	0.250	nemirstīgs
anchorage	sadness	0.250	enkurvieta
unexplained	sadness	0.250	neizskaidrojams
error	sadness	0.250	kļūda
wasteful	sadness	0.250	izšķērdīgs
communism	sadness	0.250	komunisms
uneducated	sadness	0.250	neizglītots
melodrama	sadness	0.242	melodrāma
demonstrative	sadness	0.242	demonstratīvs
rainyday	sadness	0.242	lietaina diena
necessity	sadness	0.236	nepieciešamība
boredom	sadness	0.235	garlaicība
foggy	sadness	0.234	miglains
sentence	sadness	0.234	teikums
misty	sadness	0.234	miglains
cancel	sadness	0.234	atcelt
void	sadness	0.234	nederīgs
cloudy	sadness	0.234	duļķains
blockade	sadness	0.234	blokāde
pale	sadness	0.234	bāla
trash	sadness	0.234	atkritumi
uninteresting	sadness	0.234	neinteresanti
hollow	sadness	0.234	dobi
healing	sadness	0.234	dziedināšana
depart	sadness	0.234	aizbraukt
burke	sadness	0.234	burke
warp	sadness	0.234	velku
case	sadness	0.228	lietu
rainy	sadness	0.227	lietains
uninterested	sadness	0.223	neinteresanti
onerous	sadness	0.223	apgrūtinoši
bottom	sadness	0.223	apakšā
fasting	sadness	0.220	badošanās
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	dievbijīgs
indifference	sadness	0.219	vienaldzība
coping	sadness	0.219	tikt galā
discolored	sadness	0.219	mainījusi krāsu
thirst	sadness	0.219	slāpes
blunder	sadness	0.219	kļūda
cocaine	sadness	0.218	kokaīns
tough	sadness	0.212	grūts
revolution	sadness	0.203	revolūcija
hoary	sadness	0.203	sirsnīgs
chilly	sadness	0.203	vēss
sluggish	sadness	0.203	gausa
yucky	sadness	0.203	jauks
fat	sadness	0.203	tauki
lower	sadness	0.203	zemāks
sprain	sadness	0.203	sastiepums
chargeable	sadness	0.203	maksas
arid	sadness	0.203	sauss
wanting	sadness	0.202	vēlas
progression	sadness	0.201	progresēšanu
closure	sadness	0.195	slēgšana
unbeaten	sadness	0.193	nepārspēts
rack	sadness	0.188	plaukts
halter	sadness	0.188	pavadas
rumor	sadness	0.188	baumas
tease	sadness	0.188	ķircināt
invalid	sadness	0.188	nederīgs
cataract	sadness	0.188	katarakta
meh	sadness	0.188	meh
heartfelt	sadness	0.188	sirsnīgs
retirement	sadness	0.188	pensionēšanās
splitting	sadness	0.188	sadalīšana
interrupted	sadness	0.188	pārtrauca
oddity	sadness	0.188	dīvainība
cold	sadness	0.188	auksts
veal	sadness	0.188	teļa gaļa
concerned	sadness	0.184	attiecīgajām
sarcasm	sadness	0.181	sarkasms
strip	sadness	0.179	sloksne
divided	sadness	0.172	sadalīts
feeling	sadness	0.172	sajūta
overload	sadness	0.172	pārslodze
sap	sadness	0.172	sula
memories	sadness	0.172	atmiņas
esteem	sadness	0.172	cieņa
cupping	sadness	0.172	kausēšana
eschew	sadness	0.172	izvairīties
destination	sadness	0.170	galamērķis
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	ierobežots
rain	sadness	0.163	lietus
willful	sadness	0.160	apzināti
untitled	sadness	0.157	bez nosaukuma
stint	sadness	0.156	skopoties
cross	sadness	0.156	krusts
weeds	sadness	0.156	nezāles
pare	sadness	0.155	pare
snort	sadness	0.154	šņāc
procession	sadness	0.152	gājiens
inconsequential	sadness	0.152	nenozīmīgs
tax	sadness	0.142	nodoklis
emo	sadness	0.141	emo
tolerate	sadness	0.141	paciest
mug	sadness	0.141	krūze
overpriced	sadness	0.141	pārcenots
weight	sadness	0.141	svars
touchy	sadness	0.140	aizkustinošs
kennel	sadness	0.130	audzētava
grounded	sadness	0.130	iezemēts
unpaid	sadness	0.125	neapmaksāts
socialist	sadness	0.125	sociālists
meek	sadness	0.125	lēnprātīgs
clouds	sadness	0.125	mākoņi
margin	sadness	0.125	starpība
theocratic	sadness	0.125	teokrātisks
stillness	sadness	0.125	klusums
sisterhood	sadness	0.125	māsu draudze
terrific	sadness	0.125	lieliski
commemorate	sadness	0.125	pieminēt
late	sadness	0.125	vēlu
default	sadness	0.121	noklusējuma
lace	sadness	0.118	mežģīnes
unpublished	sadness	0.116	nepublicēts
interested	sadness	0.114	interesē
fortress	sadness	0.110	cietoksnis
lush	sadness	0.109	sulīgs
harry	sadness	0.109	Harijs
ultimate	sadness	0.109	galīgais
priesthood	sadness	0.109	priesterība
orchestra	sadness	0.109	orķestris
rating	sadness	0.109	reitings
fleece	sadness	0.109	vilnas
sanctify	sadness	0.108	svētīt
income	sadness	0.100	ienākumiem
winning	sadness	0.094	uzvarot
boo	sadness	0.094	buu
quiet	sadness	0.094	kluss
sonnet	sadness	0.094	sonets
vainly	sadness	0.091	veltīgi
hug	sadness	0.078	apskāviens
opera	sadness	0.078	opera
humble	sadness	0.078	pazemīgs
hut	sadness	0.078	būda
ovation	sadness	0.078	ovācijas
wet	sadness	0.078	slapjš
motivating	sadness	0.078	motivējoša
treat	sadness	0.076	ārstēt
hymn	sadness	0.064	himna
honest	sadness	0.062	godīgs
relics	sadness	0.061	relikvijas
couch	sadness	0.060	dīvāns
waffle	sadness	0.047	vafele
shell	sadness	0.045	apvalks
musical	sadness	0.045	muzikāls
savor	sadness	0.034	izgaršot
napkin	sadness	0.031	salvete
vote	sadness	0.031	balsot
sing	sadness	0.017	dziedāt
mother	sadness	0.016	māte
music	sadness	0.016	mūzika
nutritious	sadness	0.015	barojošs
lovely	sadness	0.009	jauki
sweetheart	sadness	0.000	mīļā
romance	sadness	0.000	romantika
liquor	sadness	0.000	dzēriens
art	sadness	0.000	art
surprise	surprise	0.930	pārsteigums
explode	surprise	0.906	eksplodēt
flabbergast	surprise	0.906	satriekts
explosion	surprise	0.898	sprādziens
ambush	surprise	0.883	slazds
explosive	surprise	0.883	sprādzienbīstams
eruption	surprise	0.883	izvirdums
surprisingly	surprise	0.875	pārsteidzoši
startle	surprise	0.875	satriekt
shockingly	surprise	0.875	šokējoši
frighten	surprise	0.875	biedēt
surprised	surprise	0.867	pārsteigts
frightened	surprise	0.867	nobijies
surprising	surprise	0.867	pārsteidzoši
outburst	surprise	0.859	uzliesmojums
thrilling	surprise	0.859	saviļņojoši
miracle	surprise	0.859	brīnums
blast	surprise	0.852	sprādziens
astonishingly	surprise	0.852	pārsteidzoši
alarm	surprise	0.852	modinātājs
shock	surprise	0.844	šoks
thunderstruck	surprise	0.844	dārdēja pērkons
jolt	surprise	0.844	grūdiens
dazzle	surprise	0.836	apžilbināt
bang	surprise	0.836	sprādziens
catastrophe	surprise	0.836	katastrofa
fright	surprise	0.836	bailes
unexpectedly	surprise	0.836	negaidīti
startling	surprise	0.828	satriecoši
suddenly	surprise	0.828	pēkšņi
emergency	surprise	0.828	ārkārtas
bewilderment	surprise	0.828	apjukums
stunned	surprise	0.820	apdullināts
astound	surprise	0.820	pārsteigt
jackpot	surprise	0.812	džekpots
earthquake	surprise	0.812	zemestrīce
disaster	surprise	0.812	katastrofa
astonishment	surprise	0.805	izbrīns
climax	surprise	0.805	kulminācija
aghast	surprise	0.805	satriekts
astonish	surprise	0.805	pārsteigt
scare	surprise	0.797	biedēt
awestruck	surprise	0.797	satriekts
erupt	surprise	0.789	izlauzties
bomb	surprise	0.789	bumba
exclaim	surprise	0.789	iesaukties
amazement	surprise	0.781	izbrīns
abduction	surprise	0.773	nolaupīšana
alarming	surprise	0.773	satraucoši
detonate	surprise	0.773	detonēt
raid	surprise	0.773	reids
miraculous	surprise	0.773	brīnumaini
invade	surprise	0.773	iebrukt
kidnap	surprise	0.766	nolaupīšana
unpredictable	surprise	0.758	neparedzams
stupefy	surprise	0.758	apdullina
dumfound	surprise	0.758	mēmi atrasts
overwhelming	surprise	0.758	milzīgs
erratic	surprise	0.750	nepastāvīgs
unimaginable	surprise	0.750	neiedomājami
accident	surprise	0.750	nelaimes gadījums
outrageous	surprise	0.750	nežēlīgi
horror	surprise	0.742	šausmas
amaze	surprise	0.742	pārsteigt
blitz	surprise	0.742	blice
bewilder	surprise	0.742	apjukums
flinch	surprise	0.742	raustīties
petrify	surprise	0.742	pārakmeņot
wreck	surprise	0.742	vraks
slaughter	surprise	0.742	nokaušana
frenetic	surprise	0.734	trakulīgs
crash	surprise	0.734	avārija
frantic	surprise	0.734	izmisīgs
stupefaction	surprise	0.734	apdullināšana
excitement	surprise	0.734	uztraukums
riotous	surprise	0.727	nemierīgs
outcry	surprise	0.727	kliedziens
vanished	surprise	0.727	pazuda
moonstruck	surprise	0.727	mēnessērdzīgs
sudden	surprise	0.727	pēkšņi
awe	surprise	0.719	bijība
scream	surprise	0.719	kliedziens
breathless	surprise	0.719	bez elpas
sabotage	surprise	0.719	sabotāža
shriek	surprise	0.719	kliedziens
unanticipated	surprise	0.719	neparedzēts
bewildered	surprise	0.719	apmulsis
manslaughter	surprise	0.719	slepkavība
amazedness	surprise	0.719	izbrīns
rupture	surprise	0.719	plīsums
unexpected	surprise	0.711	negaidīti
electrify	surprise	0.711	elektrificēt
uncontrollable	surprise	0.711	nekontrolējams
shot	surprise	0.711	šāviens
avalanche	surprise	0.711	lavīna
gasp	surprise	0.711	elsot
stun	surprise	0.711	apdullināt
slam	surprise	0.703	slam
abrupt	surprise	0.703	pēkšņi
intruder	surprise	0.703	iebrucējs
unforeseen	surprise	0.703	neparedzēti
suspense	surprise	0.703	neziņa
devastation	surprise	0.703	postījumi
surge	surprise	0.703	pārspriegums
excite	surprise	0.695	satraukt
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	kliegt
unprecedented	surprise	0.695	bezprecedenta
strike	surprise	0.695	streikot
volatility	surprise	0.695	nepastāvība
urgent	surprise	0.695	steidzams
stab	surprise	0.695	durt
disturbance	surprise	0.688	traucējums
carnage	surprise	0.688	asinspirts
incredible	surprise	0.688	neticami
spectacular	surprise	0.688	iespaidīgs
thrill	surprise	0.680	aizraušanās
recklessness	surprise	0.680	neapdomība
clamor	surprise	0.680	klaigas
monstrous	surprise	0.680	zvērīgi
slap	surprise	0.680	iepļaukāt
inexplicable	surprise	0.672	neizskaidrojams
terrorist	surprise	0.672	terorists
exciting	surprise	0.672	aizraujoši
accidental	surprise	0.672	nejauši
accidentally	surprise	0.672	nejauši
striking	surprise	0.672	uzkrītoši
captivate	surprise	0.672	valdzināt
exhilaration	surprise	0.672	uzmundrināšana
topple	surprise	0.664	apgāzties
dire	surprise	0.664	šausmīgi
revolution	surprise	0.664	revolūcija
volcano	surprise	0.664	vulkāns
freakish	surprise	0.664	dīvains
revolt	surprise	0.656	sacelšanās
bloodshed	surprise	0.656	asinsizliešana
sneak	surprise	0.656	ložņāt
unspeakable	surprise	0.656	neizsakāms
incendiary	surprise	0.656	aizdedzinošs
epidemic	surprise	0.648	epidēmija
violent	surprise	0.648	vardarbīgs
disruption	surprise	0.648	traucējumus
amazingly	surprise	0.648	apbrīnojami
mutiny	surprise	0.648	dumpis
spellbound	surprise	0.648	apburts
cyclone	surprise	0.648	ciklons
unsuspecting	surprise	0.648	nenojaušot
attacking	surprise	0.648	uzbrūkot
unintended	surprise	0.648	neparedzēti
shout	surprise	0.641	kliegt
indescribable	surprise	0.641	neaprakstāmi
tumult	surprise	0.641	satraukums
improvisation	surprise	0.641	improvizācija
wildfire	surprise	0.641	meža ugunsgrēks
excitation	surprise	0.641	uzbudinājums
screech	surprise	0.641	čīkstēt
enthusiasm	surprise	0.641	entuziasms
uncertain	surprise	0.633	nenoteikts
plunder	surprise	0.633	izlaupīt
gape	surprise	0.633	aplaimot
treachery	surprise	0.633	nodevība
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomālija
presto	surprise	0.633	Presto
apparition	surprise	0.633	parādīšanās
wonderment	surprise	0.625	brīnums
slaughtering	surprise	0.625	kaušana
trick	surprise	0.625	triks
mystery	surprise	0.625	noslēpums
murderous	surprise	0.625	slepkavniecisks
distress	surprise	0.625	ciešanas
sorcery	surprise	0.625	burvestība
excited	surprise	0.625	satraukti
tempest	surprise	0.625	vētra
urgency	surprise	0.625	steidzamība
inimaginable	surprise	0.617	neiedomājami
intrusive	surprise	0.617	uzmācīgs
quickness	surprise	0.617	ātrdarbība
intense	surprise	0.617	intensīva
trickery	surprise	0.617	viltība
vanish	surprise	0.617	pazust
prank	surprise	0.617	palaidnība
murder	surprise	0.617	slepkavība
thief	surprise	0.609	zaglis
blindfold	surprise	0.609	aizsietām acīm
unstable	surprise	0.609	nestabils
strangle	surprise	0.609	nožņaugt
coup	surprise	0.609	apvērsums
magical	surprise	0.609	maģisks
shatter	surprise	0.609	satricināt
splash	surprise	0.609	šļakatām
stupor	surprise	0.602	stupors
inconceivable	surprise	0.602	neiedomājami
betray	surprise	0.602	nodot
defy	surprise	0.602	izaicināt
jubilee	surprise	0.602	jubileja
assail	surprise	0.602	uzbrukums
deluge	surprise	0.602	plūdi
tackle	surprise	0.602	risināt
monstrosity	surprise	0.594	zvērība
lightning	surprise	0.594	zibens
stupendous	surprise	0.594	satriecoši
shrill	surprise	0.594	kliedzošs
mishap	surprise	0.594	nelaime
alerts	surprise	0.594	brīdinājumus
mysterious	surprise	0.586	noslēpumaini
randomly	surprise	0.586	nejauši
wild	surprise	0.586	mežonīgs
deceit	surprise	0.586	viltība
bonus	surprise	0.586	bonuss
pitfall	surprise	0.586	slazds
uncanny	surprise	0.586	dīvaini
wondrous	surprise	0.586	brīnišķīgi
premature	surprise	0.578	priekšlaicīga
stagger	surprise	0.578	satricināt
rejoicing	surprise	0.578	priecājoties
godsend	surprise	0.578	Dieva dāvana
jubilant	surprise	0.578	gavilējošs
electric	surprise	0.578	elektrisks
raving	surprise	0.578	trakojošs
bizarre	surprise	0.578	dīvaini
death	surprise	0.578	nāvi
fluke	surprise	0.578	nejauši
oddity	surprise	0.578	dīvainība
dynamic	surprise	0.570	dinamisks
dismay	surprise	0.570	izbailes
revenge	surprise	0.570	atriebība
nefarious	surprise	0.562	nelietīgs
fascinate	surprise	0.562	apburt
jerk	surprise	0.562	paraut
ecstatic	surprise	0.562	ekstātisks
reward	surprise	0.562	atlīdzība
uncover	surprise	0.562	atklāt
reappear	surprise	0.562	atkal parādīties
zany	surprise	0.555	stulbs
whim	surprise	0.555	kaprīze
thaumaturgy	surprise	0.555	tauturģija
conjure	surprise	0.555	uzburt
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	glābšana
daze	surprise	0.547	apmulsums
heroism	surprise	0.547	varonība
illuminate	surprise	0.547	apgaismot
winner	surprise	0.547	uzvarētājs
ejaculation	surprise	0.547	ejakulācija
thwart	surprise	0.547	traucēt
rarity	surprise	0.547	retums
unbridled	surprise	0.547	nesavaldīgs
tantalizing	surprise	0.547	vilinošs
punch	surprise	0.539	sitiens
cheer	surprise	0.539	uzmundrināt
treason	surprise	0.539	nodevība
violation	surprise	0.539	pārkāpums
celebration	surprise	0.539	svinības
illusion	surprise	0.539	ilūzija
marvel	surprise	0.539	brīnīties
lucky	surprise	0.539	paveicies
lunge	surprise	0.539	izklupiens
interrupt	surprise	0.539	pārtraukt
insult	surprise	0.539	apvainojums
concealed	surprise	0.531	slēpts
snag	surprise	0.531	aizķerties
sensation	surprise	0.531	sensācija
banger	surprise	0.531	blāķis
fearfully	surprise	0.531	bailīgi
affront	surprise	0.531	aizvainojoši
jest	surprise	0.531	joks
undiscovered	surprise	0.523	neatklāti
liberate	surprise	0.523	atbrīvot
veer	surprise	0.523	novirzīties
abandonment	surprise	0.523	pamešana
immediacy	surprise	0.523	tūlītējums
improvise	surprise	0.523	improvizēt
victimized	surprise	0.523	upuris
scorpion	surprise	0.523	skorpions
majestic	surprise	0.523	majestātisks
wonder	surprise	0.523	brīnums
rejoice	surprise	0.523	priecājies
tickle	surprise	0.516	kutināt
chance	surprise	0.516	iespēja
yelp	surprise	0.516	kliegt
howl	surprise	0.516	gaudot
stealthily	surprise	0.516	zagšus
unintentionally	surprise	0.508	netīšām
magnificent	surprise	0.508	lielisks
reflex	surprise	0.508	reflekss
garish	surprise	0.508	spilgts
transcendence	surprise	0.508	transcendence
rave	surprise	0.508	trakot
luck	surprise	0.508	veiksme
swerve	surprise	0.508	novirzīties
pop	surprise	0.508	pop
enliven	surprise	0.500	atdzīvināt
slayer	surprise	0.500	slepkava
remarkable	surprise	0.500	ievērojams
infrequent	surprise	0.500	reti
pang	surprise	0.500	pang
erotic	surprise	0.500	erotisks
misbehavior	surprise	0.500	nepareiza uzvedība
diversion	surprise	0.500	novirzīšanās
heroic	surprise	0.500	varonīgs
alertness	surprise	0.500	modrība
marvelous	surprise	0.500	brīnišķīgi
fainting	surprise	0.500	ģībonis
embarrassment	surprise	0.500	apmulsums
nab	surprise	0.492	nab
birthday	surprise	0.492	dzimšanas diena
camouflage	surprise	0.492	maskēšanās
unutterable	surprise	0.492	neizsakāms
chimera	surprise	0.492	himēra
trump	surprise	0.492	trumpis
decoy	surprise	0.492	māneklis
infarct	surprise	0.492	infarkts
greatness	surprise	0.492	diženums
exigent	surprise	0.492	prasīgs
prick	surprise	0.484	iedurt
variable	surprise	0.484	mainīgs
curiosity	surprise	0.484	zinātkāre
daemon	surprise	0.484	dēmons
inexpressible	surprise	0.484	neizsakāms
magician	surprise	0.484	burvis
underestimate	surprise	0.484	novērtēt par zemu
fanfare	surprise	0.484	fanfaras
horde	surprise	0.484	orda
zeal	surprise	0.484	dedzība
incident	surprise	0.477	incidents
illumination	surprise	0.477	apgaismojums
chicane	surprise	0.477	šikāns
sneeze	surprise	0.477	šķaudīt
subversive	surprise	0.477	graujošs
gawk	surprise	0.477	gawk
fortune	surprise	0.477	laime
strange	surprise	0.477	dīvaini
dreadfully	surprise	0.477	drausmīgi
unguarded	surprise	0.477	neapsargāts
prowl	surprise	0.469	ložņāt
reversal	surprise	0.469	apvērsums
wizard	surprise	0.469	vednis
rapid	surprise	0.469	straujš
leery	surprise	0.469	jautrs
break	surprise	0.461	pārtraukums
slip	surprise	0.461	paslīdēt
divergent	surprise	0.461	atšķiras
hilarious	surprise	0.461	jautrs
coincidence	surprise	0.461	sakritība
subito	surprise	0.461	subito
overestimate	surprise	0.453	pārvērtēt
ordeal	surprise	0.453	pārbaudījums
evanescence	surprise	0.453	izzušana
merriment	surprise	0.453	jautrība
raffle	surprise	0.453	izloze
winning	surprise	0.453	uzvarot
wonderful	surprise	0.453	brīnišķīgi
hoax	surprise	0.453	mānīšana
confession	surprise	0.453	grēksūdze
splendid	surprise	0.445	lieliski
stound	surprise	0.445	stulbi
perchance	surprise	0.445	iespējams
excel	surprise	0.445	Excel
enthusiast	surprise	0.445	entuziasts
gambling	surprise	0.445	azartspēles
feat	surprise	0.445	varoņdarbs
laughter	surprise	0.445	smiekli
brighten	surprise	0.438	padarīt gaišāku
unique	surprise	0.438	unikāla
senseless	surprise	0.438	bezjēdzīgi
changeable	surprise	0.438	maināms
splendor	surprise	0.438	krāšņums
rapt	surprise	0.438	aizrautīgs
unintentional	surprise	0.438	netīšām
fascination	surprise	0.430	valdzinājums
trepidation	surprise	0.430	satraukums
lawsuit	surprise	0.430	tiesas prāva
gift	surprise	0.430	dāvana
stealthy	surprise	0.430	zaglīgs
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	sajūsmā
judgment	surprise	0.422	spriedums
stealth	surprise	0.422	slepus
enchant	surprise	0.422	apburt
originality	surprise	0.422	oriģinalitāte
riddle	surprise	0.422	mīkla
quicksilver	surprise	0.422	ātrais sudrabs
illegitimate	surprise	0.414	neleģitīms
experiment	surprise	0.414	eksperiments
elusive	surprise	0.414	nenotverams
syncope	surprise	0.414	sinkope
liberation	surprise	0.414	atbrīvošanās
spirits	surprise	0.414	stiprie alkoholiskie dzērieni
perjury	surprise	0.414	nepatiesa liecība
veracity	surprise	0.414	patiesumu
parade	surprise	0.406	parāde
applause	surprise	0.406	aplausi
inspired	surprise	0.406	iedvesmoja
allure	surprise	0.406	vilinājums
eager	surprise	0.406	dedzīgs
gambler	surprise	0.406	spēlmanis
fete	surprise	0.406	svētki
divorce	surprise	0.398	šķiršanās
guess	surprise	0.398	uzmini
princely	surprise	0.398	princis
burlesque	surprise	0.398	burleska
secrecy	surprise	0.398	slepenība
incontinence	surprise	0.391	nesaturēšana
peri	surprise	0.391	peri
cheerful	surprise	0.391	jautrs
hermaphrodite	surprise	0.391	hermafrodīts
supremacy	surprise	0.391	pārākums
aspiration	surprise	0.391	tiekšanās
buck	surprise	0.383	buks
lose	surprise	0.383	zaudēt
cadaver	surprise	0.383	līķis
crowning	surprise	0.383	kronēšana
praiseworthy	surprise	0.383	slavējams
inheritance	surprise	0.383	mantojums
score	surprise	0.383	rezultāts
gulp	surprise	0.375	rāviens
camouflaged	surprise	0.375	maskējies
advance	surprise	0.375	iepriekš
succeed	surprise	0.375	izdodas
frisky	surprise	0.375	jautrs
mystic	surprise	0.375	mistisks
