English Word	Emotion	Emotion-Intensity-Score	Uyghur Word
hero	surprise	0.344	قەھرىمان
glorify	surprise	0.344	ئۇلۇغلاڭ
proficiency	surprise	0.344	ماھارەت
start	surprise	0.344	باشلاش
wonderfully	surprise	0.344	ئاجايىپ
celebrity	surprise	0.344	داڭلىق شەخس
rekindle	surprise	0.336	rekindle
optimism	surprise	0.336	ئۈمىدۋارلىق
sanctify	surprise	0.336	پاكلاش
unbeaten	surprise	0.336	unbeaten
prodigious	surprise	0.336	prodigious
grin	surprise	0.336	grin
memorable	surprise	0.336	ئۇنتۇلغۇسىز
warned	surprise	0.336	ئاگاھلاندۇردى
dissolution	surprise	0.336	تارقىتىۋېتىش
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	قايىل
examination	surprise	0.320	تەكشۈرۈش
angel	surprise	0.320	پەرىشتە
present	surprise	0.320	ھازىر
catch	surprise	0.320	تۇتۇش
hap	surprise	0.320	hap
saint	surprise	0.312	ئەۋلىيا
embrace	surprise	0.312	قۇچاقلاش
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	سۆيۈش
liberty	surprise	0.312	ئەركىنلىك
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	داۋالاش
inaffable	surprise	0.312	inaffable
occasional	surprise	0.312	ئاندا-ساندا
dismissal	surprise	0.312	ئىشتىن بوشىتىش
perfection	surprise	0.305	مۇكەممەللىك
saintly	surprise	0.305	ئەۋلىيا
gratify	surprise	0.305	رازى
generosity	surprise	0.305	كەڭ قورساقلىق
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	ئاخىرى
differently	surprise	0.297	باشقىچە
polarity	surprise	0.297	قۇتۇپ
ceremony	surprise	0.297	مۇراسىم
favorable	surprise	0.297	پايدىلىق
larger	surprise	0.297	چوڭراق
warn	surprise	0.297	ئاگاھلاندۇرۇش
medal	surprise	0.289	مېدال
romance	surprise	0.289	romance
inviting	surprise	0.289	تەكلىپ قىلىش
greeting	surprise	0.289	سالام
resignation	surprise	0.281	ئىستىپا بېرىش
accolade	surprise	0.281	ئالقىش
labor	surprise	0.281	ئەمگەك
candid	surprise	0.281	كاندىدات
trip	surprise	0.281	سەپەر
stare	surprise	0.273	قاراپ بېقىڭ
admire	surprise	0.266	admire
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	playful
somatic	surprise	0.266	somatic
festival	surprise	0.266	فېستىۋال
mimicry	surprise	0.266	تەقلىد قىلىش
insolvency	surprise	0.266	ۋەيران بولۇش
immerse	surprise	0.266	چۆمۈلدۈرۈش
invite	surprise	0.266	تەكلىپ قىلىڭ
compensate	surprise	0.266	تۆلەم
receiving	surprise	0.258	قوبۇل قىلىش
complement	surprise	0.258	تولۇقلاش
chuckle	surprise	0.258	chuckle
laugh	surprise	0.258	كۈلۈش
hypothesis	surprise	0.258	قىياس
honeymoon	surprise	0.250	شېرىن ئاي
opera	surprise	0.242	ئوپېرا
pleasant	surprise	0.242	يېقىملىق
marry	surprise	0.242	توي قىلىڭ
independence	surprise	0.242	مۇستەقىللىق
chant	surprise	0.234	chant
holiness	surprise	0.234	مۇقەددەسلىك
assessment	surprise	0.234	باھالاش
rhythmical	surprise	0.234	رېتىملىق
hopeful	surprise	0.234	ئۈمىدۋار
leave	surprise	0.234	كەت
trophy	surprise	0.234	لوڭقا
deal	surprise	0.227	deal
procession	surprise	0.227	نامايىش
placard	surprise	0.227	پىلاكات
shopping	surprise	0.219	مال سېتىۋېلىش
musical	surprise	0.219	مۇزىكا
cherish	surprise	0.219	قەدىرلەڭ
good	surprise	0.219	ياخشى
dawn	surprise	0.211	تاڭ
simplify	surprise	0.211	ئاددىيلاشتۇرۇڭ
shell	surprise	0.211	shell
morals	surprise	0.203	ئەخلاق
money	surprise	0.203	پۇل
nullify	surprise	0.203	ئىناۋەتسىز
purity	surprise	0.203	ساپلىق
sweet	surprise	0.203	تاتلىق
synchronize	surprise	0.195	ماس قەدەملەش
precious	surprise	0.195	قىممەتلىك
humanitarian	surprise	0.195	ئىنسانپەرۋەرلىك
preservative	surprise	0.195	ساقلىغۇچى
unfulfilled	surprise	0.195	ئەمەلگە ئاشمىدى
obliging	surprise	0.188	مەجبۇرى
singularly	surprise	0.188	يەككە ھالەتتە
graduation	surprise	0.180	ئوقۇش پۈتتۈرۈش
foresee	surprise	0.180	foresee
pray	surprise	0.180	دۇئا قىلىڭ
lovely	surprise	0.180	سۆيۈملۈك
thirst	surprise	0.172	ئۇسسۇزلۇق
mouth	surprise	0.172	ئېغىز
youth	surprise	0.172	ياش
sun	surprise	0.172	قۇياش
art	surprise	0.172	سەنئەت
goodness	surprise	0.164	ياخشىلىق
latent	surprise	0.156	يوشۇرۇن
visor	surprise	0.156	visor
overdue	surprise	0.156	ۋاقتى ئۆتۈپ كەتتى
practiced	surprise	0.156	مەشىق قىلدى
loyal	surprise	0.148	سادىق
expect	surprise	0.148	ئۈمىد
wireless	surprise	0.148	سىمسىز
destination	surprise	0.148	مەنزىل
infant	surprise	0.141	بوۋاق
cream	surprise	0.141	قايماق
slush	surprise	0.141	slush
quote	surprise	0.141	نەقىل
playground	surprise	0.133	ئويۇن مەيدانى
vote	surprise	0.125	بېلەت تاشلاش
teach	surprise	0.125	ئوقۇتۇش
organization	surprise	0.125	تەشكىلات
dolphin	surprise	0.117	دېلفىن
weight	surprise	0.117	ئېغىرلىقى
smile	surprise	0.117	كۈلۈمسىرەڭ
sisterhood	surprise	0.109	ئاچا-سىڭىل
cable	surprise	0.109	سىم
sunny	surprise	0.102	ئاپتاپپەرەس
steady	surprise	0.094	مۇقىم
peaceful	surprise	0.086	تىنچ
spa	surprise	0.086	spa
leisure	surprise	0.086	دەم ئېلىش
picnic	surprise	0.078	picnic
tree	surprise	0.078	دەرەخ
worm	surprise	0.055	قۇرت
truthfulness	trust	0.906	راستچىللىق
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	ئىشەنچلىك
honor	trust	0.844	شەرەپ
honesty	trust	0.844	سەمىمىيلىك
honest	trust	0.844	سەمىمىي
truth	trust	0.844	ھەقىقەت
truthful	trust	0.836	راستچىل
trusting	trust	0.836	ئىشەنچلىك
brotherhood	trust	0.820	قېرىنداشلىق
entrust	trust	0.812	ھاۋالە
committed	trust	0.805	ۋەدە بەردى
loyalty	trust	0.805	ۋاپادارلىق
integrity	trust	0.805	سەمىمىيەت
honorable	trust	0.805	ھۆرمەتلىك
trust	trust	0.805	ئىشەنچ
credibility	trust	0.805	ئىشەنچلىك
faithful	trust	0.797	سادىق
sincere	trust	0.797	سەمىمىي
partnership	trust	0.789	ھەمكارلىق
responsible	trust	0.789	مەسئۇل
true	trust	0.789	true
wisdom	trust	0.789	ھېكمەت
verification	trust	0.781	دەلىللەش
cooperative	trust	0.781	ھەمكارلىق
vow	trust	0.781	قەسەم
oath	trust	0.781	قەسەم
respectable	trust	0.773	ھۆرمەتلىك
sisterhood	trust	0.773	ئاچا-سىڭىل
hero	trust	0.773	قەھرىمان
credible	trust	0.773	ئىشەنچلىك
promise	trust	0.773	ۋەدە
verified	trust	0.773	دەلىللەندى
qualified	trust	0.766	لاياقەتلىك
authentication	trust	0.766	دەلىللەش
respected	trust	0.766	ھۆرمەتلەندى
compassion	trust	0.759	رەھىمدىل
approval	trust	0.758	تەستىق
moral	trust	0.758	ئەخلاق
reliability	trust	0.758	ئىشەنچلىك
trusts	trust	0.758	ئىشەنچلىك
safekeeping	trust	0.758	بىخەتەر ساقلاش
reputable	trust	0.758	نوپۇزلۇق
love	trust	0.758	مۇھەببەت
friend	trust	0.750	دوستى
stable	trust	0.750	مۇقىم
authentic	trust	0.750	true
competence	trust	0.750	ئىقتىدار
safeguard	trust	0.750	بىخەتەرلىك
companion	trust	0.750	ھەمراھى
advised	trust	0.750	نەسىھەت قىلدى
respect	trust	0.750	ھۆرمەت
loyal	trust	0.750	سادىق
genuine	trust	0.750	ھەقىقىي
friendships	trust	0.750	ھاۋالە
ally	trust	0.750	ئىتتىپاقداش
proven	trust	0.742	ئىسپاتلاندى
freedom	trust	0.742	ئەركىنلىك
respects	trust	0.742	ھۆرمەت قىلىدۇ
accepting	trust	0.742	دوستلۇق
faith	trust	0.742	ئېتىقاد
wholesome	trust	0.742	ياخشى
heartfelt	trust	0.734	چىن يۈرەك
unification	trust	0.734	unification
confirmation	trust	0.734	جەزملەشتۈرۈش
protecting	trust	0.734	قوغداش
reassurance	trust	0.734	خاتىرجەملىك
trustee	trust	0.734	ھاۋالە قىلغۇچى
supporter	trust	0.734	قوللىغۇچى
respectful	trust	0.734	ھۆرمەتلىك
admirable	trust	0.734	ئالقىشلىق
fact	trust	0.727	ئەمەلىيەت
friendship	trust	0.727	دوستلۇق
partners	trust	0.727	قوبۇل قىلىش
confidentially	trust	0.727	مەخپىي
confident	trust	0.727	ئۆزىگە ئىشىنىدۇ
equality	trust	0.727	باراۋەرلىك
alliance	trust	0.727	ئىتتىپاق
credential	trust	0.727	كىنىشكا
believing	trust	0.727	ئىشىنىش
excellence	trust	0.727	مۇنەۋۋەر
agreement	trust	0.727	كېلىشىم
closeness	trust	0.719	يېقىنلىق
authenticate	trust	0.719	دەلىللەش
virtuous	trust	0.719	پەزىلەتلىك
intelligence	trust	0.719	ئەقىل
kindred	trust	0.719	تۇغقان
virtue	trust	0.719	پەزىلەت
honored	trust	0.719	ھۆرمەتلەندى
justice	trust	0.711	ئادالەت
charitable	trust	0.711	خەير-ساخاۋەت
determination	trust	0.711	قەتئىيلىك
creditable	trust	0.711	ئىشەنچلىك
consistency	trust	0.711	ئىزچىللىق
allegiance	trust	0.711	ساداقەت
cooperation	trust	0.711	ھەمكارلىق
guarantee	trust	0.711	كاپالەت
dedication	trust	0.711	بېغىشلاش
straightforward	trust	0.711	تۈز
cooperating	trust	0.711	ھەمكارلىشىش
reliable	trust	0.703	ئىشەنچلىك
nurture	trust	0.703	بېقىش
mother	trust	0.703	ئانا
fulfilled	trust	0.703	ئەمەلگە ئاشتى
admiration	trust	0.703	قايىل
mentor	trust	0.703	يېتەكچى
guardianship	trust	0.703	ۋەسىيلىك
assurance	trust	0.703	كاپالەت
morality	trust	0.703	ئەخلاق
motherhood	trust	0.703	ئانىلىق
innocent	trust	0.703	گۇناھسىز
reverence	trust	0.703	ھۆرمەت
sanctuary	trust	0.703	مۇقەددەس جاي
friendliness	trust	0.703	دوستلۇق
prepared	trust	0.703	تەييارلاندى
admire	trust	0.703	admire
protected	trust	0.703	قوغدالدى
proof	trust	0.703	ئىسپات
bodyguard	trust	0.695	قوغدىغۇچى
skillful	trust	0.695	ماھارەتلىك
marriage	trust	0.695	نىكاھ
allied	trust	0.695	ئىتتىپاقداش
morals	trust	0.695	ئەخلاق
humanitarian	trust	0.695	ئىنسانپەرۋەرلىك
pact	trust	0.695	شەرتنامە
courage	trust	0.695	جاسارەت
accountable	trust	0.695	جاۋابكار
agreeable	trust	0.695	ماقۇل
united	trust	0.695	united
indestructible	trust	0.695	يىمىرىلمەس
approving	trust	0.695	تەستىق
guardian	trust	0.695	ۋەسىي
compassionate	trust	0.695	رەھىمدىل
scientist	trust	0.695	ئالىم
certified	trust	0.695	گۇۋاھنامىسى
pledge	trust	0.688	گۆرۈ
adviser	trust	0.688	مەسلىھەتچى
authenticity	trust	0.688	چىنلىق
understanding	trust	0.688	چۈشىنىش
secure	trust	0.688	بىخەتەر
guidance	trust	0.688	يېتەكلەش
monogamy	trust	0.688	كۆپ خوتۇنلۇق بولۇش
valor	trust	0.688	valor
solidity	trust	0.688	پۇختا
perfection	trust	0.688	مۇكەممەللىك
believed	trust	0.688	ئىشەندى
humanity	trust	0.688	ئىنسانىيەت
justifiable	trust	0.688	يوللۇق
competent	trust	0.688	ئىقتىدارلىق
esteem	trust	0.688	ھۆرمەت
protector	trust	0.680	قوغدىغۇچى
inspire	trust	0.680	ئىلھام
hope	trust	0.680	ئۈمىد
strongest	trust	0.680	ھەمكارلاشقۇچىلار
expertise	trust	0.680	مۇتەخەسسىس
humble	trust	0.680	كەمتەرلىك
indivisible	trust	0.680	ئايرىلالمايدۇ
official	trust	0.680	official
affirm	trust	0.680	جەزملەشتۈرۈڭ
familiarity	trust	0.680	تونۇش
confirmed	trust	0.680	جەزملەشتۈرۈلدى
diligence	trust	0.680	تىرىشچانلىق
grandfather	trust	0.680	بوۋا
advocacy	trust	0.680	تەشەببۇس قىلىش
goodness	trust	0.680	ياخشىلىق
commendable	trust	0.680	ماختاشقا ئەرزىيدۇ
acceptance	trust	0.680	قوبۇل قىلىش
diplomatic	trust	0.680	دىپلوماتىك
leader	trust	0.680	رەھبەر
confide	trust	0.680	سىرداش
agreeing	trust	0.680	ماقۇل
approve	trust	0.680	تەستىق
professional	trust	0.680	كەسپى
elders	trust	0.680	ئاقساقاللار
confidential	trust	0.680	مەخپىي
faultless	trust	0.672	نۇقسانسىز
believes	trust	0.672	قوبۇل قىلىندى
sanctify	trust	0.672	پاكلاش
intelligent	trust	0.672	ئەقىللىق
safe	trust	0.672	بىخەتەر
accepted	trust	0.672	ئەڭ كۈچلۈك
dignity	trust	0.672	ئىززەت-ھۆرمەت
unwavering	trust	0.672	تەۋرەنمەس
encyclopedia	trust	0.672	ئېنسىكلوپېدىيە
mastery	trust	0.672	خوجايىن
cohesive	trust	0.672	cohesive
harmoniously	trust	0.672	ئىناق
benevolence	trust	0.672	ئاق كۆڭۈل
healing	trust	0.672	شىپالىق
accredited	trust	0.672	ئېتىراپ قىلىنغان
covenant	trust	0.672	ئەھدە
accountability	trust	0.664	جاۋابكارلىق
team	trust	0.664	team
authority	trust	0.664	ھوقۇق
heroic	trust	0.664	قەھرىمان
reliance	trust	0.664	تايىنىش
expert	trust	0.664	مۇتەخەسسىس
communicate	trust	0.664	ئالاقىلىشىڭ
spiritual	trust	0.664	مەنىۋى
impeccable	trust	0.664	نۇقسانسىز
specialist	trust	0.664	مۇتەخەسسىس
affirmatively	trust	0.664	مۇئەييەنلەشتۈردى
proficient	trust	0.664	ماھىر
fulfillment	trust	0.664	ئەمەلگە ئاشۇرۇش
advocate	trust	0.664	ئادۋوكات
disciple	trust	0.664	شاگىرتى
attestation	trust	0.664	attestation
merit	trust	0.664	لايىق
supporting	trust	0.664	قوللاش
ambassador	trust	0.664	باش ئەلچى
guidebook	trust	0.664	يېتەكچى كىتاب
accept	trust	0.664	قوبۇل قىلىڭ
strengthening	trust	0.661	كۈچەيتىش
holiness	trust	0.656	مۇقەددەسلىك
facts	trust	0.656	پاكىت
warranty	trust	0.656	كاپالەت
strength	trust	0.656	كۈچ
relationship	trust	0.656	مۇناسىۋەت
defended	trust	0.656	ئاقلىدى
constancy	trust	0.656	تۇراقلىق
favorable	trust	0.656	پايدىلىق
gentleman	trust	0.656	ئەپەندى
counsel	trust	0.656	مەسلىھەت
scientific	trust	0.656	ئىلمىي
structure	trust	0.656	قۇرۇلما
elder	trust	0.656	ئاقساقال
excellent	trust	0.656	مۇنەۋۋەر
achieve	trust	0.656	ئېرىشىش
steadfast	trust	0.656	قەتئىي
familiar	trust	0.656	تونۇش
proficiency	trust	0.656	ماھارەت
supports	trust	0.656	ئىشىنىدۇ
counselor	trust	0.648	مەسلىھەتچى
lovable	trust	0.648	سۆيۈملۈك
advisable	trust	0.648	مۇۋاپىق
agreed	trust	0.648	ماقۇل بولدى
heroism	trust	0.648	قەھرىمانلىق
rely	trust	0.648	تايىنىش
uphold	trust	0.648	قوللاش
brother	trust	0.648	ئاكا
matrimony	trust	0.648	نىكاھ
assuredly	trust	0.648	ئەلۋەتتە
peaceful	trust	0.648	تىنچ
saint	trust	0.648	ئەۋلىيا
unconditionally	trust	0.648	قوبۇل قىلىدۇ
solidarity	trust	0.648	ئىتتىپاقلىق
accepts	trust	0.648	قوللايدۇ
inspiration	trust	0.648	ئىلھام
noble	trust	0.648	ئالىيجاناب
successful	trust	0.648	مۇۋەپپەقىيەتلىك
harmony	trust	0.648	ئىناقلىق
protective	trust	0.648	قوغدىغۇچى
competency	trust	0.648	ئىقتىدار
comrade	trust	0.648	يولداش
academic	trust	0.648	ئاكادېمىك
assist	trust	0.648	ياردەم
worthy	trust	0.643	لايىق
benefactor	trust	0.641	ساخاۋەتچى
credence	trust	0.641	ئىشەنچ
confidence	trust	0.641	ئىشەنچ
relationships	trust	0.641	شەرتسىز
ordained	trust	0.641	بۇيرۇلغان
legal	trust	0.641	قانۇنلۇق
champion	trust	0.641	چېمپىيون
lawful	trust	0.641	قانۇنلۇق
durability	trust	0.641	چىدامچانلىقى
judiciary	trust	0.641	ئەدلىيە
doctor	trust	0.641	دوختۇر
loving	trust	0.641	ياخشى كۆرىدىغان
assure	trust	0.641	كاپالەتلىك قىلىڭ
establish	trust	0.641	ئورنىتىش
mamma	trust	0.641	mamma
kind	trust	0.641	kind
unity	trust	0.641	ئىتتىپاقلىق
conscientious	trust	0.641	ۋىجدانلىق
real	trust	0.641	real
coexist	trust	0.641	تەڭ مەۋجۇت
leading	trust	0.641	رەھبەرلىك
teacher	trust	0.641	ئوقۇتقۇچى
intimate	trust	0.634	يېقىن
brotherly	trust	0.633	قېرىنداش
physician	trust	0.633	دوختۇر
judicial	trust	0.633	ئەدلىيە
saintly	trust	0.633	ئەۋلىيا
aspiration	trust	0.633	ئارزۇ
conscience	trust	0.633	ۋىجدان
therapeutic	trust	0.633	داۋالاش
fidelity	trust	0.633	ساداقەت
soundness	trust	0.633	ساغلام
important	trust	0.633	مۇھىم
homage	trust	0.633	ھۆرمەت بىلدۈرۈش
legitimacy	trust	0.633	قانۇنلۇق
fortitude	trust	0.633	قەيسەرلىك
deepest	trust	0.633	مۇناسىۋەتلەر
approved	trust	0.633	تەستىقلاندى
courageous	trust	0.633	جاسارەتلىك
devotional	trust	0.633	تەقۋادار
endorse	trust	0.633	تەستىق
backbone	trust	0.633	غول
authorize	trust	0.633	ھوقۇق بېرىش
practiced	trust	0.633	مەشىق قىلدى
sanctification	trust	0.633	پاكلىنىش
hopeful	trust	0.633	ئۈمىدۋار
convincing	trust	0.633	قايىل قىلارلىق
bless	trust	0.633	بەخت تىلەڭ
angel	trust	0.625	پەرىشتە
authorization	trust	0.625	ھوقۇق بېرىش
assured	trust	0.625	كاپالەتلىك قىلدى
purify	trust	0.625	پاكلاش
caretaker	trust	0.625	پەرۋىش قىلغۇچى
regard	trust	0.625	ھۆرمەت
profound	trust	0.625	چوڭقۇر
achievement	trust	0.625	مۇۋەپپەقىيەت
evident	trust	0.625	ئېنىق
positivity	trust	0.625	ئاكتىپلىق
communication	trust	0.625	ئالاقىلىشىش
professorship	trust	0.625	پروفېسسور
blessing	trust	0.625	بەخت
beliefs	trust	0.625	ئەڭ چوڭقۇر
encourage	trust	0.625	رىغبەتلەندۈرۈش
fireman	trust	0.625	ئوت ئۆچۈرگۈچى
majestic	trust	0.625	ھەيۋەتلىك
civilized	trust	0.625	مەدەنىيەتلىك
certify	trust	0.625	گۇۋاھنامە
wonderful	trust	0.625	ئاجايىپ
engaged	trust	0.625	شۇغۇللانغان
accurate	trust	0.625	توغرا
approvement	trust	0.617	تەستىق
optimism	trust	0.617	ئۈمىدۋارلىق
planning	trust	0.617	پىلانلاش
believer	trust	0.617	ئېتىقادچى
advice	trust	0.617	مەسلىھەت
commend	trust	0.617	ماختاش
gospel	trust	0.617	خۇش خەۋەر
objective	trust	0.617	ئوبيېكتىپ
rational	trust	0.617	مۇۋاپىق
cherish	trust	0.617	قەدىرلەڭ
constantly	trust	0.617	توختىماي
haven	trust	0.617	haven
fundamental	trust	0.617	fundamental
bedrock	trust	0.617	bedrock
accord	trust	0.617	ماقۇل
triumphant	trust	0.617	غەلىبە
surety	trust	0.617	كېپىللىك
testament	trust	0.617	ۋەسىيەت
absolution	trust	0.617	ئەمەلدىن قالدۇرۇش
truce	trust	0.617	سۈلھى
reassure	trust	0.617	خاتىرجەم
appreciation	trust	0.617	مىننەتدارلىق
qualities	trust	0.617	سۈپەتلەر
passionate	trust	0.617	قىزغىن
good	trust	0.617	ياخشى
unimpeachable	trust	0.617	تەسەۋۋۇر قىلغىلى بولمايدۇ
corroborate	trust	0.617	دەلىللەش
thoughtful	trust	0.617	ئويلانغان
heroine	trust	0.617	قەھرىمان
teach	trust	0.617	ئوقۇتۇش
god	trust	0.617	تەڭرى
attentive	trust	0.617	دىققەت
scripture	trust	0.609	مۇقەددەس كىتاب
civilization	trust	0.609	مەدەنىيەت
magnificence	trust	0.609	ھەيۋەتلىك
recommend	trust	0.609	تەۋسىيە قىلىڭ
progression	trust	0.609	ئىلگىرىلەش
steward	trust	0.609	باشقۇرغۇچى
purification	trust	0.609	ساپلاشتۇرۇش
patron	trust	0.609	patron
praiseworthy	trust	0.609	ماختاشقا ئەرزىيدۇ
heal	trust	0.609	ساقاي
considerate	trust	0.609	ئويلاڭ
blessings	trust	0.609	بەخت
mediator	trust	0.609	مۇرەسسەچى
babysitter	trust	0.609	بالا باققۇچى
notary	trust	0.609	ھۆكۈمەت گۇۋاھلىقى خادىملىرى
awareness	trust	0.609	تونۇش
vetted	trust	0.609	ئېتىقاد
excel	trust	0.609	مۇنەۋۋەر
happy	trust	0.609	خۇشال
praise	trust	0.609	ھەمدۇسانا
brilliant	trust	0.609	پارلاق
liking	trust	0.609	ياقتۇرۇش
definitive	trust	0.609	ئېنىق
comfort	trust	0.609	راھەت
officer	trust	0.609	ئەمەلدار
peace	trust	0.602	تىنچلىق
serenity	trust	0.602	خاتىرجەملىك
unquestionable	trust	0.602	شۈبھىسىز
embrace	trust	0.602	قۇچاقلاش
identify	trust	0.602	پەرقلەندۈرۈش
inspired	trust	0.602	ئىلھام
steady	trust	0.602	مۇقىم
nun	trust	0.602	راھىبە
guarded	trust	0.602	قوغدىلىدۇ
symmetry	trust	0.602	سىممېترىك
mainstay	trust	0.602	mainstay
fulfill	trust	0.602	ئەمەلگە ئاشۇرۇڭ
humility	trust	0.602	كەمتەرلىك
helpful	trust	0.602	پايدىلىق
transcendence	trust	0.602	ھالقىش
unconditional	trust	0.602	شەرتسىز
brave	trust	0.602	باتۇر
brighten	trust	0.602	يورۇق
experienced	trust	0.602	تەجرىبىلىك
enlightenment	trust	0.602	مەرىپەت
sympathetic	trust	0.602	ھېسداشلىق قىلىدۇ
witness	trust	0.602	گۇۋاھچى
vigilant	trust	0.594	ھوشيار
ministry	trust	0.594	مىنىستىرلىق
admiral	trust	0.594	admiral
vigilance	trust	0.594	ھوشيارلىق
depend	trust	0.594	تايىنىش
generosity	trust	0.594	كەڭ قورساقلىق
befriend	trust	0.594	دوست
complimentary	trust	0.594	ماختاش
assessment	trust	0.594	باھالاش
fairly	trust	0.594	ئادىل
enlighten	trust	0.594	enlighten
strengthen	trust	0.594	كۈچەيتىڭ
nurse	trust	0.594	سېستىرا
endowment	trust	0.594	endowment
visionary	trust	0.594	يىراقنى كۆرەر
praised	trust	0.594	ماختىدى
eminence	trust	0.594	eminence
marry	trust	0.594	توي قىلىڭ
generous	trust	0.594	كەڭ قورساق
gratitude	trust	0.594	مىننەتدارلىق
sage	trust	0.594	sage
tranquility	trust	0.594	خاتىرجەملىك
openly	trust	0.594	ئوچۇق
grant	trust	0.594	grant
spouse	trust	0.594	جورىسى
philanthropic	trust	0.594	ساخاۋەتچى
regent	trust	0.594	regent
substantiate	trust	0.594	substantiate
commendation	trust	0.594	ماختاش
council	trust	0.594	كېڭەش
efficient	trust	0.594	ئۈنۈملۈك
sweetheart	trust	0.589	سۆيۈملۈكۈم
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	ھەيۋەتلىك
designation	trust	0.586	بەلگىلەش
godly	trust	0.586	تەقۋادار
seniority	trust	0.586	ياشانغانلار
conservation	trust	0.586	قوغداش
educational	trust	0.586	مائارىپ
rooted	trust	0.586	يىلتىز تارتقان
inheritance	trust	0.586	مىراس
diplomacy	trust	0.586	دىپلوماتىيىسى
mate	trust	0.586	mate
convince	trust	0.586	قايىل قىلىش
unfailing	trust	0.586	مەغلۇب بولدى
share	trust	0.586	share
monk	trust	0.586	راھىب
constitutional	trust	0.586	ئاساسىي قانۇن
lovely	trust	0.586	سۆيۈملۈك
compliance	trust	0.586	ماسلىشىش
attest	trust	0.586	attest
victory	trust	0.586	غەلىبە
serene	trust	0.586	خاتىرجەم
checklist	trust	0.586	تەكشۈرۈش تىزىملىكى
husbandry	trust	0.586	باقمىچىلىق
enjoying	trust	0.586	ھۇزۇرلىنىۋاتىدۇ
revere	trust	0.586	ھۆرمەت
tribe	trust	0.586	قەبىلە
meritorious	trust	0.586	شەرەپلىك
joyful	trust	0.586	خۇشال
delegate	trust	0.586	ۋەكىل
helper	trust	0.586	ياردەمچى
angelic	trust	0.586	پەرىشتە
ambition	trust	0.586	ئۇلۇغۋار
father	trust	0.586	دادىسى
acclaim	trust	0.586	ئالقىش
testimony	trust	0.586	گۇۋاھلىق
collectively	trust	0.586	كوللىكتىپ
sobriety	trust	0.586	سەگەكلىك
prestige	trust	0.586	ئابرۇي
firmness	trust	0.586	مۇستەھكەم
structural	trust	0.578	قۇرۇلما
impartiality	trust	0.578	تەرەپسىز
navigator	trust	0.578	navigator
judge	trust	0.578	سوتچى
shelter	trust	0.578	پاناھلىنىش ئورنى
coexisting	trust	0.578	تەڭ مەۋجۇت
unquestioned	trust	0.578	شەكسىز
careful	trust	0.578	ئېھتىيات قىلىڭ
obey	trust	0.578	ئىتائەت قىلىڭ
professor	trust	0.578	پروفېسسور
convinced	trust	0.578	قايىل قىلدى
communion	trust	0.578	ئورتاقلىشىش
cheerfulness	trust	0.578	خۇشخۇي
inviting	trust	0.578	تەكلىپ قىلىش
irrefutable	trust	0.578	ئەسلىگە كەلتۈرگىلى بولمايدۇ
commandant	trust	0.578	قوماندان
smile	trust	0.578	كۈلۈمسىرەڭ
authoritative	trust	0.578	نوپۇزلۇق
philanthropist	trust	0.578	ساخاۋەتچى
legalized	trust	0.578	قانۇنلاشتۇرۇلدى
adore	trust	0.578	adore
upright	trust	0.578	تىك
revival	trust	0.578	گۈللىنىش
dutiful	trust	0.578	مەسئۇلىيەتچان
watchdog	trust	0.578	watchdog
apostle	trust	0.570	ئەلچى
volunteers	trust	0.570	پىدائىيلار
immaculate	trust	0.570	پاك
adhering	trust	0.570	چىڭ تۇرۇش
unquestionably	trust	0.570	شۈبھىسىزكى
advise	trust	0.570	مەسلىھەت بېرىڭ
punctual	trust	0.570	ۋاقىت
consult	trust	0.570	مەسلىھەت سوراڭ
ordinance	trust	0.570	بۇيرۇق
complement	trust	0.570	تولۇقلاش
modest	trust	0.570	ھايالىق
everlasting	trust	0.570	مەڭگۈلۈك
compass	trust	0.570	كومپاس
heavenly	trust	0.570	ئەرشتىكى
determinate	trust	0.570	determinate
counsellor	trust	0.570	مەسلىھەتچى
abundance	trust	0.570	مول
guide	trust	0.570	يېتەكچى
earned	trust	0.570	vetted
pedigree	trust	0.570	pedigree
relative	trust	0.570	تۇغقان
principal	trust	0.570	مەكتەپ مۇدىرى
plausible	trust	0.570	مۇمكىن
collaborator	trust	0.570	ھەمكارلاشقۇچى
connective	trust	0.570	ئۇلىغۇچ
corroboration	trust	0.570	دەلىللەش
insure	trust	0.570	سۇغۇرتا
pilot	trust	0.570	ئۇچقۇچى
unequivocal	trust	0.570	شەكسىز
matron	trust	0.570	matron
cuddle	trust	0.570	قۇچاقلاش
measured	trust	0.570	ئۆلچەملىك
fort	trust	0.562	fort
treasurer	trust	0.562	خەزىنىچى
apostolic	trust	0.562	ئەلچى
save	trust	0.562	تېجەڭ
frankness	trust	0.562	راستىنى ئېيتقاندا
insight	trust	0.562	چۈشىنىش
admit	trust	0.562	ئېتىراپ قىلىڭ
earn	trust	0.562	تاپ
