English Word	Emotion	Emotion-Intensity-Score	Estonian Word
bacteria	sadness	0.328	bakterid
sterile	sadness	0.328	steriilsed
adrift	sadness	0.328	triivima
endless	sadness	0.328	lõputu
incompetent	sadness	0.328	ebakompetentne
soreness	sadness	0.328	valulikkus
nether	sadness	0.328	allapoole
nepotism	sadness	0.328	onupojapoliitika
squall	sadness	0.328	tuisk
disallowed	sadness	0.328	keelatud
scold	sadness	0.327	noomida
flaccid	sadness	0.324	lõtv
hobo	sadness	0.323	hulkur
fragile	sadness	0.319	habras
stingy	sadness	0.319	ihne
sue	sadness	0.318	kohtusse kaevata
scarcely	sadness	0.318	vaevalt
mistake	sadness	0.312	viga
committal	sadness	0.312	pühendunud
nonsensical	sadness	0.312	mõttetu
inhibit	sadness	0.312	pärssida
skid	sadness	0.312	libisemine
wan	sadness	0.312	wan
defy	sadness	0.312	trotsima
fatty	sadness	0.312	paksuke
clouded	sadness	0.312	hägune
ulcer	sadness	0.312	haavand
nostalgia	sadness	0.312	nostalgia
evanescence	sadness	0.312	kadumine
hamstring	sadness	0.312	hamstring
thresh	sadness	0.312	peksma
conceal	sadness	0.311	varjata
blemish	sadness	0.310	plekk
resisting	sadness	0.309	vastupanu osutades
sympathetic	sadness	0.307	sümpaatne
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	oopium
confess	sadness	0.303	tunnistama
alas	sadness	0.302	paraku
mislead	sadness	0.297	eksitada
suppress	sadness	0.297	maha suruma
inappropriate	sadness	0.297	sobimatu
discontinuity	sadness	0.297	katkestus
wrinkled	sadness	0.297	kortsus
dull	sadness	0.297	tuim
weak	sadness	0.297	nõrk
halting	sadness	0.297	peatumine
incompatible	sadness	0.297	Sobimatu
migraine	sadness	0.297	migreen
subsidence	sadness	0.297	vajumine
setback	sadness	0.297	tagasilöök
toocold	sadness	0.297	liiga külm
incase	sadness	0.297	juhul kui
hermit	sadness	0.296	erak
moving	sadness	0.295	liigub
shrink	sadness	0.295	kahanema
shiver	sadness	0.291	värisema
constraint	sadness	0.288	piirang
unimportant	sadness	0.288	tähtsusetu
tramp	sadness	0.288	tramp
rubble	sadness	0.282	killustik
down	sadness	0.281	alla
taint	sadness	0.281	rämps
flop	sadness	0.281	flopp
wearily	sadness	0.281	väsinult
overdue	sadness	0.281	hilinenud
excluding	sadness	0.281	välja arvatud
confession	sadness	0.281	ülestunnistus
grey	sadness	0.281	hall
senseless	sadness	0.281	mõttetu
unseat	sadness	0.281	istmest lahti võtma
remove	sadness	0.281	eemaldada
revoke	sadness	0.281	tühistada
shortage	sadness	0.281	puudus
apathy	sadness	0.281	apaatia
adverse	sadness	0.281	ebasoodne
negro	sadness	0.281	neegri
timid	sadness	0.281	pelglik
flinch	sadness	0.281	võpatama
scrapie	sadness	0.281	skreipi
grumpy	sadness	0.281	tõre
knell	sadness	0.275	põlvili
throb	sadness	0.273	tuikama
confusion	sadness	0.273	segadus
soldier	sadness	0.273	sõdur
jurisprudence	sadness	0.273	kohtupraktika
humbled	sadness	0.273	alandatud
gray	sadness	0.269	hall
lax	sadness	0.266	lõtv
mixedemotions	sadness	0.266	segased tunded
obstacle	sadness	0.266	takistuseks
slur	sadness	0.266	lärm
unrealistic	sadness	0.266	ebareaalne
drifted	sadness	0.266	triivinud
leaving	sadness	0.266	lahkudes
shack	sadness	0.266	onn
eternity	sadness	0.266	igavik
remiss	sadness	0.266	maha jätma
inconvenient	sadness	0.263	ebamugav
restrict	sadness	0.259	piirata
misrepresentation	sadness	0.259	valeandmete esitamine
stagnant	sadness	0.259	seisma jäänud
disservice	sadness	0.258	karuteene
wilderness	sadness	0.255	kõrbes
nosun	sadness	0.255	nosun
backwater	sadness	0.255	tagavesi
tempest	sadness	0.250	torm
pine	sadness	0.250	mänd
humbug	sadness	0.250	humbug
bang	sadness	0.250	pauk
speculation	sadness	0.250	spekulatsioon
labored	sadness	0.250	vaeva näinud
incomplete	sadness	0.250	mittetäielik
gullible	sadness	0.250	kergeusklik
undying	sadness	0.250	surematu
anchorage	sadness	0.250	ankrukoht
unexplained	sadness	0.250	seletamatu
error	sadness	0.250	viga
wasteful	sadness	0.250	raiskav
communism	sadness	0.250	kommunism
uneducated	sadness	0.250	harimatu
melodrama	sadness	0.242	melodraama
demonstrative	sadness	0.242	demonstratiivne
rainyday	sadness	0.242	vihmane päev
necessity	sadness	0.236	vajadus
boredom	sadness	0.235	igavus
foggy	sadness	0.234	udune
sentence	sadness	0.234	lause
misty	sadness	0.234	udune
cancel	sadness	0.234	tühistada
void	sadness	0.234	tühine
cloudy	sadness	0.234	pilvine
blockade	sadness	0.234	blokaad
pale	sadness	0.234	kahvatu
trash	sadness	0.234	prügikast
uninteresting	sadness	0.234	ebahuvitav
hollow	sadness	0.234	õõnes
healing	sadness	0.234	paranemine
depart	sadness	0.234	lahkuma
burke	sadness	0.234	burke
warp	sadness	0.234	lõime
case	sadness	0.228	juhtum
rainy	sadness	0.227	vihmane
uninterested	sadness	0.223	huvitu
onerous	sadness	0.223	koormav
bottom	sadness	0.223	põhja
fasting	sadness	0.220	paastumine
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	vaga
indifference	sadness	0.219	ükskõiksus
coping	sadness	0.219	toimetulek
discolored	sadness	0.219	värvunud
thirst	sadness	0.219	janu
blunder	sadness	0.219	eksimine
cocaine	sadness	0.218	kokaiin
tough	sadness	0.212	karm
revolution	sadness	0.203	revolutsioon
hoary	sadness	0.203	äge
chilly	sadness	0.203	külm
sluggish	sadness	0.203	loid
yucky	sadness	0.203	nõme
fat	sadness	0.203	rasv
lower	sadness	0.203	madalam
sprain	sadness	0.203	nikastus
chargeable	sadness	0.203	tasuline
arid	sadness	0.203	kuivad
wanting	sadness	0.202	soovides
progression	sadness	0.201	progresseerumist
closure	sadness	0.195	sulgemine
unbeaten	sadness	0.193	löömata
rack	sadness	0.188	hammas
halter	sadness	0.188	päitsed
rumor	sadness	0.188	kuulujutt
tease	sadness	0.188	kiusama
invalid	sadness	0.188	kehtetu
cataract	sadness	0.188	katarakt
meh	sadness	0.188	meh
heartfelt	sadness	0.188	südamlik
retirement	sadness	0.188	pensionile jäämine
splitting	sadness	0.188	poolitamine
interrupted	sadness	0.188	katkestatud
oddity	sadness	0.188	veidrus
cold	sadness	0.188	külm
veal	sadness	0.188	vasikaliha
concerned	sadness	0.184	mures
sarcasm	sadness	0.181	sarkasm
strip	sadness	0.179	riba
divided	sadness	0.172	jagatud
feeling	sadness	0.172	tunne
overload	sadness	0.172	ülekoormus
sap	sadness	0.172	mahl
memories	sadness	0.172	mälestusi
esteem	sadness	0.172	lugupidamine
cupping	sadness	0.172	kuputamine
eschew	sadness	0.172	vältima
destination	sadness	0.170	sihtkoht
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	piiratud
rain	sadness	0.163	vihma
willful	sadness	0.160	tahtlik
untitled	sadness	0.157	pealkirjata
stint	sadness	0.156	periood
cross	sadness	0.156	rist
weeds	sadness	0.156	umbrohi
pare	sadness	0.155	pare
snort	sadness	0.154	norskama
procession	sadness	0.152	rongkäik
inconsequential	sadness	0.152	ebaoluline
tax	sadness	0.142	maks
emo	sadness	0.141	emo
tolerate	sadness	0.141	taluma
mug	sadness	0.141	kruus
overpriced	sadness	0.141	ülehinnatud
weight	sadness	0.141	kaal
touchy	sadness	0.140	tundlik
kennel	sadness	0.130	kennel
grounded	sadness	0.130	maandatud
unpaid	sadness	0.125	tasumata
socialist	sadness	0.125	sotsialistlik
meek	sadness	0.125	leebe
clouds	sadness	0.125	pilved
margin	sadness	0.125	marginaal
theocratic	sadness	0.125	teokraatlik
stillness	sadness	0.125	vaikus
sisterhood	sadness	0.125	õdekond
terrific	sadness	0.125	suurepärane
commemorate	sadness	0.125	mälestama
late	sadness	0.125	hilja
default	sadness	0.121	vaikimisi
lace	sadness	0.118	pits
unpublished	sadness	0.116	avaldamata
interested	sadness	0.114	huvitatud
fortress	sadness	0.110	kindlus
lush	sadness	0.109	lopsakas
harry	sadness	0.109	Harry
ultimate	sadness	0.109	ülim
priesthood	sadness	0.109	preesterlus
orchestra	sadness	0.109	orkester
rating	sadness	0.109	hinnang
fleece	sadness	0.109	fliis
sanctify	sadness	0.108	pühitsema
income	sadness	0.100	tulu
winning	sadness	0.094	võitnud
boo	sadness	0.094	boo
quiet	sadness	0.094	vaikne
sonnet	sadness	0.094	sonett
vainly	sadness	0.091	asjatult
hug	sadness	0.078	kallistama
opera	sadness	0.078	ooper
humble	sadness	0.078	alandlik
hut	sadness	0.078	onn
ovation	sadness	0.078	ovatsioonid
wet	sadness	0.078	märg
motivating	sadness	0.078	motiveeriv
treat	sadness	0.076	ravida
hymn	sadness	0.064	hümn
honest	sadness	0.062	aus
relics	sadness	0.061	säilmed
couch	sadness	0.060	diivan
waffle	sadness	0.047	vahvel
shell	sadness	0.045	kest
musical	sadness	0.045	muusikaline
savor	sadness	0.034	maitsta
napkin	sadness	0.031	salvrätik
vote	sadness	0.031	hääletada
sing	sadness	0.017	laulma
mother	sadness	0.016	ema
music	sadness	0.016	muusika
nutritious	sadness	0.015	toitev
lovely	sadness	0.009	armas
sweetheart	sadness	0.000	kullake
romance	sadness	0.000	romantikat
liquor	sadness	0.000	likööri
art	sadness	0.000	art
surprise	surprise	0.930	üllatus
explode	surprise	0.906	plahvatada
flabbergast	surprise	0.906	hämmastunud
explosion	surprise	0.898	plahvatus
ambush	surprise	0.883	varitsus
explosive	surprise	0.883	plahvatusohtlik
eruption	surprise	0.883	purse
surprisingly	surprise	0.875	üllatavalt
startle	surprise	0.875	ehmatama
shockingly	surprise	0.875	šokeerivalt
frighten	surprise	0.875	hirmutama
surprised	surprise	0.867	üllatunud
frightened	surprise	0.867	hirmunud
surprising	surprise	0.867	üllatav
outburst	surprise	0.859	puhang
thrilling	surprise	0.859	haarav
miracle	surprise	0.859	ime
blast	surprise	0.852	lööklaine
astonishingly	surprise	0.852	hämmastavalt
alarm	surprise	0.852	äratus
shock	surprise	0.844	šokk
thunderstruck	surprise	0.844	äikest löönud
jolt	surprise	0.844	põrutada
dazzle	surprise	0.836	pimestada
bang	surprise	0.836	pauk
catastrophe	surprise	0.836	katastroofi
fright	surprise	0.836	ehmatus
unexpectedly	surprise	0.836	ootamatult
startling	surprise	0.828	jahmatav
suddenly	surprise	0.828	äkki
emergency	surprise	0.828	hädaolukord
bewilderment	surprise	0.828	hämmeldust
stunned	surprise	0.820	uimastatud
astound	surprise	0.820	hämmastab
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	maavärin
disaster	surprise	0.812	katastroofi
astonishment	surprise	0.805	hämmastus
climax	surprise	0.805	haripunkt
aghast	surprise	0.805	jahmunud
astonish	surprise	0.805	hämmastama
scare	surprise	0.797	hirmutama
awestruck	surprise	0.797	vapustatud
erupt	surprise	0.789	purskama
bomb	surprise	0.789	pomm
exclaim	surprise	0.789	hüüatama
amazement	surprise	0.781	hämmastus
abduction	surprise	0.773	röövimine
alarming	surprise	0.773	murettekitav
detonate	surprise	0.773	plahvatada
raid	surprise	0.773	haarang
miraculous	surprise	0.773	imeline
invade	surprise	0.773	vallutama
kidnap	surprise	0.766	röövida
unpredictable	surprise	0.758	ettearvamatu
stupefy	surprise	0.758	uimane
dumfound	surprise	0.758	lolliks leitud
overwhelming	surprise	0.758	valdav
erratic	surprise	0.750	korrapäratu
unimaginable	surprise	0.750	kujuteldamatu
accident	surprise	0.750	õnnetus
outrageous	surprise	0.750	ennekuulmatu
horror	surprise	0.742	õudus
amaze	surprise	0.742	hämmastama
blitz	surprise	0.742	välk
bewilder	surprise	0.742	segaduses
flinch	surprise	0.742	võpatama
petrify	surprise	0.742	kivistuma
wreck	surprise	0.742	vrakk
slaughter	surprise	0.742	tapmine
frenetic	surprise	0.734	meeletu
crash	surprise	0.734	krahh
frantic	surprise	0.734	meeletu
stupefaction	surprise	0.734	uimastamine
excitement	surprise	0.734	põnevust
riotous	surprise	0.727	märatsev
outcry	surprise	0.727	kisa
vanished	surprise	0.727	kadunud
moonstruck	surprise	0.727	kuuhädaline
sudden	surprise	0.727	ootamatu
awe	surprise	0.719	aukartust
scream	surprise	0.719	karjuda
breathless	surprise	0.719	hingetu
sabotage	surprise	0.719	sabotaaži
shriek	surprise	0.719	karjuda
unanticipated	surprise	0.719	ootamatu
bewildered	surprise	0.719	hämmeldunud
manslaughter	surprise	0.719	tapmine
amazedness	surprise	0.719	hämmastus
rupture	surprise	0.719	rebend
unexpected	surprise	0.711	ootamatu
electrify	surprise	0.711	elektrifitseerida
uncontrollable	surprise	0.711	kontrollimatu
shot	surprise	0.711	tulistas
avalanche	surprise	0.711	laviin
gasp	surprise	0.711	ahhetama
stun	surprise	0.711	uimastada
slam	surprise	0.703	slam
abrupt	surprise	0.703	äkiline
intruder	surprise	0.703	sissetungija
unforeseen	surprise	0.703	ettenägematu
suspense	surprise	0.703	põnevus
devastation	surprise	0.703	laastamine
surge	surprise	0.703	tõusulaine
excite	surprise	0.695	erutada
dumfounder	surprise	0.695	dumfoder
yell	surprise	0.695	karjuda
unprecedented	surprise	0.695	enneolematu
strike	surprise	0.695	streikima
volatility	surprise	0.695	volatiilsus
urgent	surprise	0.695	kiireloomuline
stab	surprise	0.695	torkima
disturbance	surprise	0.688	häirimine
carnage	surprise	0.688	tapatalgud
incredible	surprise	0.688	uskumatu
spectacular	surprise	0.688	suurejooneline
thrill	surprise	0.680	põnevus
recklessness	surprise	0.680	hoolimatus
clamor	surprise	0.680	kära
monstrous	surprise	0.680	koletu
slap	surprise	0.680	laks
inexplicable	surprise	0.672	seletamatu
terrorist	surprise	0.672	terrorist
exciting	surprise	0.672	põnev
accidental	surprise	0.672	juhuslik
accidentally	surprise	0.672	kogemata
striking	surprise	0.672	silmatorkav
captivate	surprise	0.672	köitma
exhilaration	surprise	0.672	virgutus
topple	surprise	0.664	ümber kukkuda
dire	surprise	0.664	kohutav
revolution	surprise	0.664	revolutsioon
volcano	surprise	0.664	vulkaan
freakish	surprise	0.664	veider
revolt	surprise	0.656	vastuhakk
bloodshed	surprise	0.656	verevalamine
sneak	surprise	0.656	hiilima
unspeakable	surprise	0.656	kirjeldamatu
incendiary	surprise	0.656	sütitav
epidemic	surprise	0.648	epideemia
violent	surprise	0.648	vägivaldne
disruption	surprise	0.648	katkestus
amazingly	surprise	0.648	hämmastavalt
mutiny	surprise	0.648	mäss
spellbound	surprise	0.648	lummatud
cyclone	surprise	0.648	tsüklon
unsuspecting	surprise	0.648	pahaaimamatu
attacking	surprise	0.648	rünnata
unintended	surprise	0.648	tahtmatu
shout	surprise	0.641	karjuda
indescribable	surprise	0.641	kirjeldamatu
tumult	surprise	0.641	möll
improvisation	surprise	0.641	improvisatsioon
wildfire	surprise	0.641	kulutuli
excitation	surprise	0.641	erutus
screech	surprise	0.641	kriiskama
enthusiasm	surprise	0.641	entusiasmi
uncertain	surprise	0.633	ebakindel
plunder	surprise	0.633	rüüstama
gape	surprise	0.633	haigutama
treachery	surprise	0.633	reetmine
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomaalia
presto	surprise	0.633	presto
apparition	surprise	0.633	ilmumine
wonderment	surprise	0.625	imestus
slaughtering	surprise	0.625	tapmine
trick	surprise	0.625	trikk
mystery	surprise	0.625	müsteerium
murderous	surprise	0.625	mõrvarlik
distress	surprise	0.625	ahastus
sorcery	surprise	0.625	nõidus
excited	surprise	0.625	erutatud
tempest	surprise	0.625	torm
urgency	surprise	0.625	kiireloomulisus
inimaginable	surprise	0.617	kujuteldamatu
intrusive	surprise	0.617	pealetükkiv
quickness	surprise	0.617	kiirust
intense	surprise	0.617	intensiivne
trickery	surprise	0.617	trikitamine
vanish	surprise	0.617	kaduma
prank	surprise	0.617	jant
murder	surprise	0.617	mõrva
thief	surprise	0.609	varas
blindfold	surprise	0.609	silmside
unstable	surprise	0.609	ebastabiilne
strangle	surprise	0.609	kägistama
coup	surprise	0.609	riigipööre
magical	surprise	0.609	maagiline
shatter	surprise	0.609	purustada
splash	surprise	0.609	pritsmed
stupor	surprise	0.602	stuupor
inconceivable	surprise	0.602	mõeldamatu
betray	surprise	0.602	reeda
defy	surprise	0.602	trotsima
jubilee	surprise	0.602	juubel
assail	surprise	0.602	rünnak
deluge	surprise	0.602	veeuputus
tackle	surprise	0.602	tegelema
monstrosity	surprise	0.594	koletisus
lightning	surprise	0.594	välk
stupendous	surprise	0.594	vapustav
shrill	surprise	0.594	kriiskav
mishap	surprise	0.594	äpardus
alerts	surprise	0.594	hoiatused
mysterious	surprise	0.586	salapärane
randomly	surprise	0.586	juhuslikult
wild	surprise	0.586	metsik
deceit	surprise	0.586	pettus
bonus	surprise	0.586	boonus
pitfall	surprise	0.586	lõksu
uncanny	surprise	0.586	kummaline
wondrous	surprise	0.586	imeline
premature	surprise	0.578	enneaegne
stagger	surprise	0.578	koperdama
rejoicing	surprise	0.578	rõõmustav
godsend	surprise	0.578	jumala õnn
jubilant	surprise	0.578	juubeldav
electric	surprise	0.578	elektriline
raving	surprise	0.578	raevutsev
bizarre	surprise	0.578	veider
death	surprise	0.578	surma
fluke	surprise	0.578	juhus
oddity	surprise	0.578	veidrus
dynamic	surprise	0.570	dünaamiline
dismay	surprise	0.570	nördimus
revenge	surprise	0.570	kättemaks
nefarious	surprise	0.562	alatu
fascinate	surprise	0.562	võluma
jerk	surprise	0.562	jõnks
ecstatic	surprise	0.562	ekstaatiline
reward	surprise	0.562	auhind
uncover	surprise	0.562	paljastama
reappear	surprise	0.562	uuesti ilmuma
zany	surprise	0.555	tobe
whim	surprise	0.555	kapriis
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	võluma
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	päästa
daze	surprise	0.547	oimetuks
heroism	surprise	0.547	kangelaslikkus
illuminate	surprise	0.547	valgustama
winner	surprise	0.547	võitja
ejaculation	surprise	0.547	ejakulatsioon
thwart	surprise	0.547	nurjata
rarity	surprise	0.547	haruldus
unbridled	surprise	0.547	ohjeldamatu
tantalizing	surprise	0.547	ahvatlev
punch	surprise	0.539	löök
cheer	surprise	0.539	rõõmustama
treason	surprise	0.539	riigireetmine
violation	surprise	0.539	rikkumine
celebration	surprise	0.539	tähistamine
illusion	surprise	0.539	illusioon
marvel	surprise	0.539	imestama
lucky	surprise	0.539	õnnelik
lunge	surprise	0.539	sööst
interrupt	surprise	0.539	vahele segama
insult	surprise	0.539	solvang
concealed	surprise	0.531	varjatud
snag	surprise	0.531	tüügas
sensation	surprise	0.531	sensatsioon
banger	surprise	0.531	paugutaja
fearfully	surprise	0.531	kartlikult
affront	surprise	0.531	solvav
jest	surprise	0.531	nalja
undiscovered	surprise	0.523	avastamata
liberate	surprise	0.523	vabastada
veer	surprise	0.523	kalduma
abandonment	surprise	0.523	hülgamine
immediacy	surprise	0.523	vahetu
improvise	surprise	0.523	improviseerima
victimized	surprise	0.523	ohvriks langenud
scorpion	surprise	0.523	skorpion
majestic	surprise	0.523	majesteetlik
wonder	surprise	0.523	imestama
rejoice	surprise	0.523	rõõmustama
tickle	surprise	0.516	kõditama
chance	surprise	0.516	juhus
yelp	surprise	0.516	kisa
howl	surprise	0.516	ulguma
stealthily	surprise	0.516	vargsi
unintentionally	surprise	0.508	tahtmatult
magnificent	surprise	0.508	suurepärane
reflex	surprise	0.508	refleks
garish	surprise	0.508	räige
transcendence	surprise	0.508	transtsendents
rave	surprise	0.508	märatsema
luck	surprise	0.508	õnne
swerve	surprise	0.508	kõrvale kalduma
pop	surprise	0.508	pop
enliven	surprise	0.500	elavdada
slayer	surprise	0.500	tapja
remarkable	surprise	0.500	tähelepanuväärne
infrequent	surprise	0.500	harva
pang	surprise	0.500	pang
erotic	surprise	0.500	erootiline
misbehavior	surprise	0.500	väärkäitumine
diversion	surprise	0.500	ümbersuunamine
heroic	surprise	0.500	kangelaslik
alertness	surprise	0.500	erksus
marvelous	surprise	0.500	imeline
fainting	surprise	0.500	minestamine
embarrassment	surprise	0.500	piinlikkust
nab	surprise	0.492	nab
birthday	surprise	0.492	sünnipäev
camouflage	surprise	0.492	kamuflaaž
unutterable	surprise	0.492	väljaütlematu
chimera	surprise	0.492	kimäär
trump	surprise	0.492	trump
decoy	surprise	0.492	peibutis
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	ülevus
exigent	surprise	0.492	nõudlik
prick	surprise	0.484	torkima
variable	surprise	0.484	muutuv
curiosity	surprise	0.484	uudishimu
daemon	surprise	0.484	deemon
inexpressible	surprise	0.484	väljendamatu
magician	surprise	0.484	mustkunstnik
underestimate	surprise	0.484	alahinnata
fanfare	surprise	0.484	fanfaar
horde	surprise	0.484	hord
zeal	surprise	0.484	innukus
incident	surprise	0.477	intsident
illumination	surprise	0.477	valgustus
chicane	surprise	0.477	šikaan
sneeze	surprise	0.477	aevastama
subversive	surprise	0.477	õõnestav
gawk	surprise	0.477	gawk
fortune	surprise	0.477	varandus
strange	surprise	0.477	imelik
dreadfully	surprise	0.477	kohutavalt
unguarded	surprise	0.477	valveta
prowl	surprise	0.469	luurama
reversal	surprise	0.469	ümberpööramine
wizard	surprise	0.469	viisard
rapid	surprise	0.469	kiire
leery	surprise	0.469	naljakas
break	surprise	0.461	murda
slip	surprise	0.461	libisemine
divergent	surprise	0.461	lahknev
hilarious	surprise	0.461	naljakas
coincidence	surprise	0.461	kokkusattumus
subito	surprise	0.461	subito
overestimate	surprise	0.453	üle hindama
ordeal	surprise	0.453	katsumus
evanescence	surprise	0.453	kadumine
merriment	surprise	0.453	lust
raffle	surprise	0.453	loosimine
winning	surprise	0.453	võitnud
wonderful	surprise	0.453	imeline
hoax	surprise	0.453	pettus
confession	surprise	0.453	ülestunnistus
splendid	surprise	0.445	suurepärane
stound	surprise	0.445	tormakas
perchance	surprise	0.445	juhus
excel	surprise	0.445	excel
enthusiast	surprise	0.445	entusiast
gambling	surprise	0.445	hasartmängud
feat	surprise	0.445	feat
laughter	surprise	0.445	naer
brighten	surprise	0.438	heledamaks muuta
unique	surprise	0.438	ainulaadne
senseless	surprise	0.438	mõttetu
changeable	surprise	0.438	muutlikud
splendor	surprise	0.438	hiilgus
rapt	surprise	0.438	rabatud
unintentional	surprise	0.438	tahtmatu
fascination	surprise	0.430	vaimustus
trepidation	surprise	0.430	ehmatus
lawsuit	surprise	0.430	kohtuasi
gift	surprise	0.430	kingitus
stealthy	surprise	0.430	vargsi
fiesta	surprise	0.430	pidu
intrigue	surprise	0.430	intriig
delighted	surprise	0.430	rõõmustas
judgment	surprise	0.422	kohtuotsus
stealth	surprise	0.422	vargsi
enchant	surprise	0.422	võluma
originality	surprise	0.422	originaalsus
riddle	surprise	0.422	mõistatus
quicksilver	surprise	0.422	kiirhõbe
illegitimate	surprise	0.414	ebaseaduslik
experiment	surprise	0.414	katse
elusive	surprise	0.414	tabamatu
syncope	surprise	0.414	minestus
liberation	surprise	0.414	vabanemine
spirits	surprise	0.414	vaimud
perjury	surprise	0.414	valevande andmine
veracity	surprise	0.414	tõepärasust
parade	surprise	0.406	paraad
applause	surprise	0.406	aplaus
inspired	surprise	0.406	inspireeritud
allure	surprise	0.406	võlu
eager	surprise	0.406	innukas
gambler	surprise	0.406	mängur
fete	surprise	0.406	pidu
divorce	surprise	0.398	lahutust
guess	surprise	0.398	arvan
princely	surprise	0.398	vürstilik
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	salastatus
incontinence	surprise	0.391	uriinipidamatus
peri	surprise	0.391	peri
cheerful	surprise	0.391	rõõmsameelne
hermaphrodite	surprise	0.391	hermafrodiit
supremacy	surprise	0.391	ülemvõimu
aspiration	surprise	0.391	püüdlus
buck	surprise	0.383	taala
lose	surprise	0.383	kaotada
cadaver	surprise	0.383	laip
crowning	surprise	0.383	kroonimine
praiseworthy	surprise	0.383	kiiduväärt
inheritance	surprise	0.383	pärand
score	surprise	0.383	skoor
gulp	surprise	0.375	ahmima
camouflaged	surprise	0.375	maskeeritud
advance	surprise	0.375	ettemaks
succeed	surprise	0.375	õnnestub
frisky	surprise	0.375	särtsakas
mystic	surprise	0.375	müstik
compliment	surprise	0.375	kompliment
hope	surprise	0.367	lootust
joker	surprise	0.367	naljamees
sparkle	surprise	0.367	särama
excavation	surprise	0.367	väljakaevamine
sensual	surprise	0.367	sensuaalne
entertainment	surprise	0.359	meelelahutus
feeling	surprise	0.359	tunne
modify	surprise	0.352	muutma
blessings	surprise	0.352	õnnistusi
newcomer	surprise	0.352	uustulnuk
obit	surprise	0.352	obit
postponement	surprise	0.352	edasilükkamine
award	surprise	0.352	auhind
clown	surprise	0.352	kloun
highest	surprise	0.344	kõrgeim
hero	surprise	0.344	kangelane
glorify	surprise	0.344	ülistama
proficiency	surprise	0.344	oskust
start	surprise	0.344	alustada
wonderfully	surprise	0.344	imeliselt
celebrity	surprise	0.344	kuulsus
rekindle	surprise	0.336	uuesti süttima
optimism	surprise	0.336	optimism
sanctify	surprise	0.336	pühitsema
unbeaten	surprise	0.336	löömata
prodigious	surprise	0.336	imeline
grin	surprise	0.336	muigama
memorable	surprise	0.336	meeldejääv
warned	surprise	0.336	hoiatas
dissolution	surprise	0.336	lahustumine
hypertrophy	surprise	0.328	hüpertroofia
admiration	surprise	0.328	imetlust
examination	surprise	0.320	läbivaatus
angel	surprise	0.320	ingel
present	surprise	0.320	kohal
catch	surprise	0.320	püüda
hap	surprise	0.320	juh
saint	surprise	0.312	pühak
embrace	surprise	0.312	embama
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	suudlema
liberty	surprise	0.312	vabadus
scrimmage	surprise	0.312	rüselus
treat	surprise	0.312	ravida
inaffable	surprise	0.312	vastutulelik
occasional	surprise	0.312	aeg-ajalt
dismissal	surprise	0.312	vallandamine
perfection	surprise	0.305	täiuslikkus
saintly	surprise	0.305	pühalik
gratify	surprise	0.305	rõõmustada
generosity	surprise	0.305	suuremeelsus
sally	surprise	0.305	sally
palpable	surprise	0.297	käegakatsutav
finally	surprise	0.297	lõpuks
differently	surprise	0.297	erinevalt
polarity	surprise	0.297	polaarsus
ceremony	surprise	0.297	tseremoonia
favorable	surprise	0.297	soodne
larger	surprise	0.297	suurem
warn	surprise	0.297	hoiatama
medal	surprise	0.289	medal
romance	surprise	0.289	romantikat
inviting	surprise	0.289	kutsuv
greeting	surprise	0.289	tervitus
resignation	surprise	0.281	tagasiastumine
accolade	surprise	0.281	tunnustus
labor	surprise	0.281	töö
candid	surprise	0.281	avameelne
trip	surprise	0.281	reis
stare	surprise	0.273	VAHTIMA
admire	surprise	0.266	imetleda
glimmer	surprise	0.266	särama
playful	surprise	0.266	mänguline
somatic	surprise	0.266	somaatiline
festival	surprise	0.266	festival
mimicry	surprise	0.266	miimika
insolvency	surprise	0.266	maksejõuetus
immerse	surprise	0.266	kastma
invite	surprise	0.266	kutsuda
compensate	surprise	0.266	kompenseerida
receiving	surprise	0.258	saamine
complement	surprise	0.258	täiendada
chuckle	surprise	0.258	naerma
laugh	surprise	0.258	naerma
hypothesis	surprise	0.258	hüpotees
honeymoon	surprise	0.250	mesinädalad
opera	surprise	0.242	ooper
pleasant	surprise	0.242	meeldiv
marry	surprise	0.242	abielluda
independence	surprise	0.242	iseseisvus
chant	surprise	0.234	laulda
holiness	surprise	0.234	pühadus
assessment	surprise	0.234	hindamine
rhythmical	surprise	0.234	rütmiline
hopeful	surprise	0.234	lootusrikas
leave	surprise	0.234	lahkuda
trophy	surprise	0.234	trofee
deal	surprise	0.227	tegeleda
procession	surprise	0.227	rongkäik
placard	surprise	0.227	plakat
shopping	surprise	0.219	ostlemine
musical	surprise	0.219	muusikaline
cherish	surprise	0.219	kalliks pidama
good	surprise	0.219	hea
dawn	surprise	0.211	koit
