English Word	Emotion	Emotion-Intensity-Score	Georgian Word
runaway	sadness	0.562	გაიქეცი
punitive	sadness	0.562	დამსჯელი
pessimist	sadness	0.562	პესიმისტი
pauper	sadness	0.562	გაჭირვებული
rheumatism	sadness	0.562	რევმატიზმი
comatose	sadness	0.562	კომატოზური
deceitful	sadness	0.562	მატყუარა
expire	sadness	0.562	ვადა გასდის
injury	sadness	0.562	ტრავმა
departed	sadness	0.558	გაემგზავრა
martyr	sadness	0.556	მოწამე
smite	sadness	0.555	დარტყმა
memorial	sadness	0.547	მემორიალი
plague	sadness	0.547	ჭირი
bummed	sadness	0.547	დაბნეული
isolated	sadness	0.547	იზოლირებული
shot	sadness	0.547	დახვრიტეს
malaria	sadness	0.547	მალარია
resignation	sadness	0.547	გადადგომა
hydrocephalus	sadness	0.547	ჰიდროცეფალია
bomber	sadness	0.547	ბომბდამშენი
chagrin	sadness	0.547	წყენა
reject	sadness	0.547	უარყოს
pity	sadness	0.547	სამწუხაროა
shun	sadness	0.547	ერიდებიან
hanging	sadness	0.547	ჩამოკიდებული
absence	sadness	0.547	არარსებობა
unfulfilled	sadness	0.547	შეუსრულებელი
disillusionment	sadness	0.547	იმედგაცრუება
imissyou	sadness	0.547	მენატრები
malaise	sadness	0.547	სისუსტე
discourage	sadness	0.547	იმედგაცრუება
unkind	sadness	0.547	არაკეთილსინდისიერი
glum	sadness	0.547	გლუვი
surrendering	sadness	0.547	დანებება
nefarious	sadness	0.546	ბოროტი
incrimination	sadness	0.545	ინკრიმინაცია
concussion	sadness	0.545	ტვინის შერყევა
groan	sadness	0.545	კვნესა
dark	sadness	0.545	ბნელი
weakly	sadness	0.544	სუსტად
aching	sadness	0.544	მტკივა
discontent	sadness	0.543	უკმაყოფილება
undertaker	sadness	0.538	მესაფლავე
assailant	sadness	0.536	თავდამსხმელი
deterioration	sadness	0.536	გაუარესება
inflict	sadness	0.531	მიაყენოს
theft	sadness	0.531	ქურდობა
dispossessed	sadness	0.531	უპატრონო
prisoner	sadness	0.531	პატიმარი
embarrassment	sadness	0.531	უხერხულობა
inimical	sadness	0.531	მტრული
requiem	sadness	0.531	რეკვიემი
neurosis	sadness	0.531	ნევროზი
ache	sadness	0.531	მტკივა
penance	sadness	0.531	მონანიება
console	sadness	0.531	კონსოლი
embolism	sadness	0.531	ემბოლია
disgust	sadness	0.531	ზიზღი
epitaph	sadness	0.531	ეპიტაფია
confined	sadness	0.531	შემოფარგლული
disparity	sadness	0.531	უთანასწორობა
sullen	sadness	0.531	დაბნეული
attacking	sadness	0.531	თავდასხმა
antisocial	sadness	0.531	ანტისოციალური
tarnish	sadness	0.531	დაბინდვა
homesick	sadness	0.531	მონატრებული
fooled	sadness	0.531	მოატყუა
outburst	sadness	0.531	გამოხტომა
sick	sadness	0.531	ავადმყოფი
forfeiture	sadness	0.531	კონფისკაცია
sorely	sadness	0.531	მტკივნეულად
unpleasant	sadness	0.530	უსიამოვნო
grievance	sadness	0.530	წყენა
forgotten	sadness	0.530	დავიწყებული
relapse	sadness	0.530	რეციდივი
disable	sadness	0.529	გამორთვა
defenseless	sadness	0.526	დაუცველი
ridicule	sadness	0.518	დაცინვა
defunct	sadness	0.518	გაუქმებული
sequestration	sadness	0.516	სეკვესტრი
hideous	sadness	0.516	ამაზრზენი
misfortune	sadness	0.516	უბედურება
delusion	sadness	0.516	ბოდვა
stripped	sadness	0.516	გაშიშვლებული
stifled	sadness	0.516	დაახრჩო
vegetative	sadness	0.516	მცენარეული
wither	sadness	0.516	გახმება
displeased	sadness	0.516	უკმაყოფილო
weakness	sadness	0.516	სისუსტე
unfriendly	sadness	0.516	არამეგობრული
decayed	sadness	0.516	გაფუჭებული
accident	sadness	0.516	უბედური შემთხვევა
retard	sadness	0.516	ჩამორჩენილი
sin	sadness	0.516	ცოდვა
elimination	sadness	0.516	აღმოფხვრა
blindness	sadness	0.516	სიბრმავე
dumps	sadness	0.516	ნაგავსაყრელები
unlucky	sadness	0.516	უიღბლო
sore	sadness	0.516	მტკივნეული
insecure	sadness	0.509	არასაიმედო
dictatorship	sadness	0.509	დიქტატურა
unrequited	sadness	0.509	უპასუხო
regrettable	sadness	0.509	სამწუხარო
complain	sadness	0.509	ჩივიან
lose	sadness	0.509	დაკარგავს
witchcraft	sadness	0.508	ჯადოქრობა
howl	sadness	0.500	ყმუილი
anxiety	sadness	0.500	შფოთვა
mortality	sadness	0.500	სიკვდილიანობა
messedup	sadness	0.500	არეული
aggravating	sadness	0.500	დამამძიმებელი
chronic	sadness	0.500	ქრონიკული
discomfort	sadness	0.500	დისკომფორტი
atherosclerosis	sadness	0.500	ათეროსკლეროზი
injurious	sadness	0.500	მავნე
prosecute	sadness	0.500	დევნა
nauseous	sadness	0.500	გულისრევა
ungodly	sadness	0.500	უღმერთო
rot	sadness	0.500	ლპობა
cringe	sadness	0.500	შეჭმუხნული
gonorrhea	sadness	0.500	გონორეა
frowning	sadness	0.500	წარბშეკრული
mad	sadness	0.500	შეშლილი
dolor	sadness	0.500	დოლორ
intolerant	sadness	0.500	შეუწყნარებელი
deport	sadness	0.500	დეპორტაცია
evict	sadness	0.500	გამოსახლება
explode	sadness	0.500	აფეთქდეს
difficulty	sadness	0.500	სირთულე
exclusion	sadness	0.500	გამორიცხვა
negative	sadness	0.500	უარყოფითი
disrespectful	sadness	0.500	უპატივცემულო
bankruptcy	sadness	0.500	გაკოტრება
senile	sadness	0.500	მოხუცებული
unfair	sadness	0.500	უსამართლო
disturbed	sadness	0.500	შეწუხებული
battled	sadness	0.500	იბრძოდა
cytomegalovirus	sadness	0.500	ციტომეგალოვირუსი
bier	sadness	0.500	ბიერი
impossible	sadness	0.500	შეუძლებელია
drugged	sadness	0.500	ნარკოტიკული
weary	sadness	0.500	დაღლილი
aftermath	sadness	0.500	შემდგომი
offended	sadness	0.500	განაწყენებული
crash	sadness	0.500	ავარია
coma	sadness	0.500	კომა
endemic	sadness	0.500	ენდემური
damper	sadness	0.500	დემპერი
rob	sadness	0.491	გაძარცვავენ
derogation	sadness	0.491	დეროგაცია
recession	sadness	0.485	რეცესია
shriek	sadness	0.485	ყვირილი
repress	sadness	0.484	რეპრესიები
offense	sadness	0.484	დანაშაული
nasty	sadness	0.484	საზიზღარი
evasion	sadness	0.484	მორიდება
hospital	sadness	0.484	საავადმყოფო
disturbance	sadness	0.484	არეულობა
reprisal	sadness	0.484	შურისძიება
inadequate	sadness	0.484	არაადეკვატური
arsenic	sadness	0.484	დარიშხანი
sabotage	sadness	0.484	დივერსია
wince	sadness	0.484	გაწბილება
broke	sadness	0.484	გატეხა
criticism	sadness	0.484	კრიტიკა
insult	sadness	0.484	შეურაცხყოფა
adversity	sadness	0.484	უბედურება
resign	sadness	0.484	გადადგეს
frailty	sadness	0.484	სისუსტე
weariness	sadness	0.484	დაღლილობა
coward	sadness	0.484	მშიშარა
worn	sadness	0.484	ნახმარი
wrongful	sadness	0.484	არასწორი
moan	sadness	0.484	კვნესა
beg	sadness	0.484	ევედრება
infectious	sadness	0.483	ინფექციური
dishonest	sadness	0.482	უპატიოსნო
decay	sadness	0.482	გაფუჭება
dissolution	sadness	0.480	დაშლა
lowest	sadness	0.478	უმდაბლესი
unhealthy	sadness	0.474	არაჯანსაღი
irritation	sadness	0.470	გაღიზიანება
sedition	sadness	0.469	ამბოხება
penalty	sadness	0.469	ჯარიმა
expulsion	sadness	0.469	გაძევება
ail	sadness	0.469	ავადმყოფი
disapproval	sadness	0.469	უარყოფა
collusion	sadness	0.469	შეთქმულება
dashed	sadness	0.469	წყვეტილი
criticize	sadness	0.469	აკრიტიკებენ
vulnerability	sadness	0.469	დაუცველობა
pernicious	sadness	0.469	დამღუპველი
fallout	sadness	0.469	ჩამოყრა
conflict	sadness	0.469	კონფლიქტი
illegal	sadness	0.469	უკანონო
unfavorable	sadness	0.469	არახელსაყრელი
collapse	sadness	0.469	კოლაფსი
moody	sadness	0.469	განწყობილი
segregate	sadness	0.469	გამოყოფა
frustrate	sadness	0.469	იმედგაცრუება
recidivism	sadness	0.469	რეციდივიზმი
penal	sadness	0.469	სასჯელი
leftout	sadness	0.469	დატოვებული
perversion	sadness	0.469	გარყვნილება
measles	sadness	0.469	წითელა
uncaring	sadness	0.469	უყურადღებო
domination	sadness	0.469	ბატონობა
unfortunate	sadness	0.469	უბედური
convict	sadness	0.469	მსჯავრდებული
uneasiness	sadness	0.469	უხერხულობა
frayed	sadness	0.467	გაფუჭებული
infamy	sadness	0.464	სირცხვილი
plunder	sadness	0.461	ძარცვა
depreciated	sadness	0.460	გაუფასურდა
wane	sadness	0.456	იკლებს
badly	sadness	0.455	ცუდად
unlawful	sadness	0.455	უკანონო
tribulation	sadness	0.453	გასაჭირი
gone	sadness	0.453	წავიდა
surrender	sadness	0.453	დანებება
discriminate	sadness	0.453	დისკრიმინაცია
refugee	sadness	0.453	ლტოლვილი
memorials	sadness	0.453	მემორიალი
inhospitable	sadness	0.453	არასტუმართმოყვარე
criticise	sadness	0.453	აკრიტიკებენ
frown	sadness	0.453	წარბის შეკვრა
perplexity	sadness	0.453	დაბნეულობა
disapprove	sadness	0.453	უარყოფა
upheaval	sadness	0.453	აჯანყება
wreck	sadness	0.453	დანგრევა
confiscate	sadness	0.453	ჩამოართმევენ
secluded	sadness	0.453	განმარტოებული
invade	sadness	0.453	შეჭრა
inability	sadness	0.453	უუნარობა
avalanche	sadness	0.453	ზვავი
fell	sadness	0.453	დაეცა
scarcity	sadness	0.453	სიმცირე
doldrums	sadness	0.453	სისულელეები
vulgarity	sadness	0.453	ვულგარულობა
bittersweet	sadness	0.453	მწარე
foreclose	sadness	0.453	ჩამორთმევა
revolver	sadness	0.453	რევოლვერი
worse	sadness	0.453	უარესი
wrongly	sadness	0.453	არასწორად
despotism	sadness	0.453	დესპოტიზმი
lowly	sadness	0.448	მდაბალი
guillotine	sadness	0.446	გილიოტინი
lone	sadness	0.446	მარტოხელა
encumbrance	sadness	0.441	ტვირთამწეობა
annulment	sadness	0.440	გაუქმება
delirious	sadness	0.439	ბოდვითი
badday	sadness	0.439	ცუდი დღე
confinement	sadness	0.439	ჩაკეტვა
bummer	sadness	0.439	ბუმბერაზი
disagreement	sadness	0.438	უთანხმოება
emotional	sadness	0.438	ემოციური
lethargy	sadness	0.438	ლეთარგია
paucity	sadness	0.438	სიმცირე
sympathize	sadness	0.438	თანაუგრძნობს
apathetic	sadness	0.438	აპათიური
forbid	sadness	0.438	აკრძალოს
stigma	sadness	0.438	სტიგმა
departure	sadness	0.438	გამგზავრება
underpaid	sadness	0.438	ნაკლებანაზღაურებადი
appendicitis	sadness	0.438	აპენდიციტი
futile	sadness	0.438	უშედეგო
imprudent	sadness	0.438	გაუფრთხილებელი
unattainable	sadness	0.438	მიუღწეველი
pensive	sadness	0.438	დაფიქრებული
ghetto	sadness	0.438	გეტო
farewell	sadness	0.438	დამშვიდობება
cancellation	sadness	0.438	გაუქმება
problem	sadness	0.438	პრობლემა
disapproving	sadness	0.438	უკმაყოფილო
absent	sadness	0.438	არდამსწრე
animosity	sadness	0.438	მტრობა
disconnected	sadness	0.438	გათიშული
detainee	sadness	0.438	დაკავებული
bum	sadness	0.438	ბოზი
diminish	sadness	0.438	მცირდება
insolvency	sadness	0.438	გადახდისუუნარობა
lunacy	sadness	0.438	სიგიჟე
rejects	sadness	0.438	უარყოფს
indigent	sadness	0.438	გაჭირვებული
disapproved	sadness	0.438	არ მოიწონა
darkened	sadness	0.438	ჩაბნელებული
insignificant	sadness	0.438	უმნიშვნელო
dislocated	sadness	0.438	დისლოცირებული
fugitive	sadness	0.438	გაქცეული
abscess	sadness	0.438	აბსცესი
blues	sadness	0.438	ბლუზი
coercion	sadness	0.438	იძულება
restriction	sadness	0.438	შეზღუდვა
deflate	sadness	0.438	გაფუჭება
bothering	sadness	0.435	აწუხებს
disqualified	sadness	0.435	დისკვალიფიცირებული
tripping	sadness	0.429	ტრიალებდა
sunk	sadness	0.426	ჩაიძირა
draining	sadness	0.424	დრენაჟი
retribution	sadness	0.424	ანგარიშსწორება
varicella	sadness	0.424	ვარიცელა
lastday	sadness	0.424	ბოლო დღე
haunted	sadness	0.422	მოსვენებული
cutting	sadness	0.422	ჭრის
cyst	sadness	0.422	კისტა
neuralgia	sadness	0.422	ნევრალგია
wrongdoing	sadness	0.422	არასწორი ქმედება
thief	sadness	0.422	ქურდი
dispassionate	sadness	0.422	უპასუხისმგებლო
beggar	sadness	0.422	მათხოვარი
unwelcome	sadness	0.422	არასასურველი
rip	sadness	0.422	ნათელში იყოს
deviation	sadness	0.422	გადახრა
jarring	sadness	0.422	ჟრუანტელი
unequal	sadness	0.422	არათანაბარი
cardiomyopathy	sadness	0.422	კარდიომიოპათია
bad	sadness	0.422	ცუდი
scarce	sadness	0.422	მწირი
insolvent	sadness	0.422	გადახდისუუნარო
falling	sadness	0.422	დაცემა
handicap	sadness	0.422	ინვალიდობა
difficulties	sadness	0.421	სირთულეები
invader	sadness	0.420	დამპყრობელი
drab	sadness	0.420	წვრილმანი
fall	sadness	0.418	შემოდგომა
illegitimate	sadness	0.416	არალეგიტიმური
expel	sadness	0.414	განდევნა
meaningless	sadness	0.409	უაზრო
darkness	sadness	0.409	სიბნელე
syncope	sadness	0.407	სინკოპე
wildfire	sadness	0.406	ტყის ხანძარი
enmity	sadness	0.406	მტრობა
feudalism	sadness	0.406	ფეოდალიზმი
obnoxious	sadness	0.406	საზიზღარი
subjected	sadness	0.406	დაექვემდებარა
confine	sadness	0.406	შემოიფარგლება
fury	sadness	0.406	მრისხანება
bitch	sadness	0.406	ძუა
darken	sadness	0.406	დაბნელდება
precarious	sadness	0.406	საეჭვო
hoax	sadness	0.406	ხუმრობა
fault	sadness	0.406	ბრალია
fatigued	sadness	0.406	დაღლილი
stroke	sadness	0.406	ინსულტი
unsatisfied	sadness	0.405	უკმაყოფილო
spank	sadness	0.403	ტყაპუნი
sigh	sadness	0.402	შვებით
deluge	sadness	0.402	წარღვნა
spinster	sadness	0.400	სპინსტერი
blue	sadness	0.400	ლურჯი
owing	sadness	0.398	დავალიანება
needalife	sadness	0.398	საჭირო სიცოცხლე
pointless	sadness	0.394	უაზრო
embarrass	sadness	0.394	შერცხვენა
pitfall	sadness	0.394	ხაფანგში
seriousness	sadness	0.394	სერიოზულობა
refused	sadness	0.391	უარი თქვა
cage	sadness	0.391	გალია
noose	sadness	0.391	მარყუჟი
punch	sadness	0.391	დარტყმა
stretcher	sadness	0.391	საკაცე
monsoon	sadness	0.391	მუსონი
condescension	sadness	0.391	დათმობა
reproach	sadness	0.391	საყვედური
trickery	sadness	0.391	მოტყუება
rue	sadness	0.391	rue
inefficient	sadness	0.391	არაეფექტური
dwarfed	sadness	0.391	ჯუჯა
ravenous	sadness	0.391	მტაცებელი
feeble	sadness	0.391	სუსტი
ineptitude	sadness	0.391	უუნარობა
ifonly	sadness	0.391	მხოლოდ
brute	sadness	0.391	უხეში
exhausted	sadness	0.391	დაქანცული
daemon	sadness	0.391	დემონი
debt	sadness	0.391	ვალი
banshee	sadness	0.391	ბანში
coldness	sadness	0.391	სიცივე
insulting	sadness	0.391	შეურაცხმყოფელი
subvert	sadness	0.384	დაამხო
jealousy	sadness	0.382	ეჭვიანობა
struggle	sadness	0.379	ბრძოლა
miss	sadness	0.379	მის
geriatric	sadness	0.379	გერიატრიული
inexcusable	sadness	0.379	უპატიებელი
ashes	sadness	0.377	ფერფლი
entangled	sadness	0.377	ჩახლართული
descent	sadness	0.377	დაღმართი
funk	sadness	0.375	ფანკი
wasting	sadness	0.375	გაფლანგვა
overcast	sadness	0.375	მოღრუბლული
exhaustion	sadness	0.375	დაღლილობა
inferior	sadness	0.375	დაქვეითებული
disqualify	sadness	0.375	დისკვალიფიკაცია
sympathy	sadness	0.375	თანაგრძნობა
prostitution	sadness	0.375	პროსტიტუცია
dispel	sadness	0.375	გაფანტავს
slump	sadness	0.375	ვარდნა
scar	sadness	0.375	ნაწიბუროვანი
goodbye	sadness	0.375	ნახვამდის
landslide	sadness	0.375	მეწყერი
inconsiderate	sadness	0.375	დაუფიქრებელი
parting	sadness	0.375	განშორება
blackness	sadness	0.375	შავთვალება
murky	sadness	0.375	ბუნდოვანი
noncompliance	sadness	0.375	შეუსაბამობა
sucks	sadness	0.375	წოვს
withdraw	sadness	0.375	ამოღება
rabid	sadness	0.375	გაცოფებული
oust	sadness	0.375	განდევნა
unattractive	sadness	0.373	არამიმზიდველი
delay	sadness	0.373	დაგვიანებით
apologize	sadness	0.370	ბოდიში მოიხადე
crazy	sadness	0.368	გიჟი
bastard	sadness	0.366	ნაბიჭვარი
deteriorated	sadness	0.365	გაუარესდა
inter	sadness	0.364	ინტერ
empty	sadness	0.364	ცარიელი
mocking	sadness	0.363	დამცინავი
adder	sadness	0.361	შემკრები
misunderstanding	sadness	0.359	გაუგებრობა
fuss	sadness	0.359	აურზაური
plaintive	sadness	0.359	საბრალო
servile	sadness	0.359	სერვილური
obesity	sadness	0.359	სიმსუქნე
disconnect	sadness	0.359	გათიშვა
tremor	sadness	0.359	თრთოლა
flounder	sadness	0.359	ფლაკონი
defendant	sadness	0.359	მოპასუხე
unable	sadness	0.359	არ შეუძლია
fainting	sadness	0.359	გაბრუება
unemployed	sadness	0.359	უმუშევარი
hunter	sadness	0.359	მონადირე
idiocy	sadness	0.359	იდიოტიზმი
corse	sadness	0.359	კორსი
inefficiency	sadness	0.359	არაეფექტურობა
lockup	sadness	0.359	ჩაკეტვა
consecration	sadness	0.359	კურთხევა
unsuccessful	sadness	0.359	წარუმატებელი
arraignment	sadness	0.359	სასამართლო განხილვა
fruitless	sadness	0.359	უნაყოფო
numbness	sadness	0.359	დაბუჟება
affront	sadness	0.359	შეურაცხყოფა
hindering	sadness	0.359	ხელს უშლის
austere	sadness	0.359	მკაცრი
unpopular	sadness	0.359	არაპოპულარული
perpetrator	sadness	0.359	დამნაშავე
wrangling	sadness	0.359	ჩხუბი
taunt	sadness	0.359	დაცინვა
doubt	sadness	0.359	ეჭვი
unrest	sadness	0.351	არეულობა
intervention	sadness	0.348	ჩარევა
wimpy	sadness	0.348	დაღლილი
spoiler	sadness	0.348	სპოილერი
waste	sadness	0.348	დახარჯვა
absentee	sadness	0.348	დაუსწრებელი
flaw	sadness	0.347	ნაკლი
litigate	sadness	0.344	სასამართლოში
blindly	sadness	0.344	ბრმად
militia	sadness	0.344	მილიცია
lawsuit	sadness	0.344	სარჩელი
uninvited	sadness	0.344	დაუპატიჟებელი
uninspired	sadness	0.344	შთაგონებული
furrow	sadness	0.344	ბეწვი
cumbersome	sadness	0.344	უხერხული
specter	sadness	0.344	აჩრდილი
desert	sadness	0.344	უდაბნო
lagging	sadness	0.344	ჩამორჩენილი
attenuation	sadness	0.344	შესუსტება
forfeit	sadness	0.344	დაკარგვის
plea	sadness	0.344	საპროცესო
thrash	sadness	0.344	თრეში
resigned	sadness	0.344	გადადგა
detention	sadness	0.344	დაკავება
surgery	sadness	0.344	ოპერაცია
intercede	sadness	0.344	შუამდგომლობს
stained	sadness	0.344	შეღებილი
unaccountable	sadness	0.339	უანგარიშო
myopia	sadness	0.339	მიოპია
mishap	sadness	0.338	უბედურება
probation	sadness	0.336	გამოსაცდელი
severance	sadness	0.333	შეწყვეტა
disagreeing	sadness	0.333	არ ეთანხმება
unacknowledged	sadness	0.328	არაღიარებული
dependence	sadness	0.328	დამოკიდებულება
unacceptable	sadness	0.328	მიუღებელი
leave	sadness	0.328	დატოვება
bondage	sadness	0.328	მონობა
bacteria	sadness	0.328	ბაქტერიები
sterile	sadness	0.328	სტერილური
adrift	sadness	0.328	ადრიფტი
endless	sadness	0.328	გაუთავებელი
incompetent	sadness	0.328	არაკომპეტენტური
soreness	sadness	0.328	მტკივნეულობა
nether	sadness	0.328	არცერთი
nepotism	sadness	0.328	ნეპოტიზმი
squall	sadness	0.328	შხუილი
disallowed	sadness	0.328	დაუშვებელია
scold	sadness	0.327	გაკიცხვა
flaccid	sadness	0.324	ფლაკონი
hobo	sadness	0.323	ჰობო
fragile	sadness	0.319	მყიფე
stingy	sadness	0.319	ძუნწი
sue	sadness	0.318	სარჩელი
scarcely	sadness	0.318	ძლივს
mistake	sadness	0.312	შეცდომა
committal	sadness	0.312	ვალდებულება
nonsensical	sadness	0.312	უაზრო
inhibit	sadness	0.312	დათრგუნავს
skid	sadness	0.312	სრიალი
wan	sadness	0.312	მათ
defy	sadness	0.312	ეწინააღმდეგება
fatty	sadness	0.312	ცხიმოვანი
clouded	sadness	0.312	მოღრუბლული
ulcer	sadness	0.312	წყლული
nostalgia	sadness	0.312	ნოსტალგია
evanescence	sadness	0.312	ევანესცენცია
hamstring	sadness	0.312	ბარძაყის ძვალი
thresh	sadness	0.312	თლილი
conceal	sadness	0.311	დამალვა
blemish	sadness	0.310	ნაკლი
resisting	sadness	0.309	წინააღმდეგობის გაწევა
sympathetic	sadness	0.307	სიმპატიური
bugaboo	sadness	0.304	ბუგაბუ
opium	sadness	0.303	ოპიუმი
confess	sadness	0.303	აღიარება
alas	sadness	0.302	ვაი
mislead	sadness	0.297	შეცდომაში შეყვანა
suppress	sadness	0.297	ჩაახშო
inappropriate	sadness	0.297	შეუსაბამო
discontinuity	sadness	0.297	უწყვეტობა
wrinkled	sadness	0.297	ნაოჭებიანი
dull	sadness	0.297	მოსაწყენი
weak	sadness	0.297	სუსტი
halting	sadness	0.297	შეჩერება
incompatible	sadness	0.297	შეუთავსებელი
migraine	sadness	0.297	შაკიკი
subsidence	sadness	0.297	ჩაძირვა
setback	sadness	0.297	უკანდახევა
toocold	sadness	0.297	ძალიან ცივი
incase	sadness	0.297	შემთხვევაში
hermit	sadness	0.296	მოღუშული
moving	sadness	0.295	მოძრავი
shrink	sadness	0.295	შეკუმშვა
shiver	sadness	0.291	კანკალი
constraint	sadness	0.288	შეზღუდვა
unimportant	sadness	0.288	უმნიშვნელო
tramp	sadness	0.288	მაწანწალა
rubble	sadness	0.282	ნანგრევები
down	sadness	0.281	ქვემოთ
taint	sadness	0.281	დაბინძურება
flop	sadness	0.281	ფლოპი
wearily	sadness	0.281	მობეზრებულად
overdue	sadness	0.281	ვადაგადაცილებული
excluding	sadness	0.281	გარდა
confession	sadness	0.281	აღიარება
grey	sadness	0.281	ნაცრისფერი
senseless	sadness	0.281	უაზრო
unseat	sadness	0.281	დასაჯდომი
remove	sadness	0.281	ამოღება
revoke	sadness	0.281	გაუქმება
shortage	sadness	0.281	დეფიციტი
apathy	sadness	0.281	აპათია
adverse	sadness	0.281	არასასურველი
negro	sadness	0.281	ზანგი
timid	sadness	0.281	მორცხვი
flinch	sadness	0.281	აკანკალება
scrapie	sadness	0.281	სკრაპი
grumpy	sadness	0.281	გაბუტული
knell	sadness	0.275	დაჩოქება
throb	sadness	0.273	throb
confusion	sadness	0.273	დაბნეულობა
soldier	sadness	0.273	ჯარისკაცი
jurisprudence	sadness	0.273	იურისპრუდენცია
humbled	sadness	0.273	დამდაბლებული
gray	sadness	0.269	ნაცრისფერი
lax	sadness	0.266	მოდუნებული
mixedemotions	sadness	0.266	შერეული ემოციები
obstacle	sadness	0.266	დაბრკოლება
slur	sadness	0.266	შეურაცხყოფა
unrealistic	sadness	0.266	არარეალური
drifted	sadness	0.266	დრიფტი
leaving	sadness	0.266	ტოვებს
shack	sadness	0.266	ქოხი
eternity	sadness	0.266	მარადისობა
remiss	sadness	0.266	გამოტოვება
inconvenient	sadness	0.263	მოუხერხებელი
restrict	sadness	0.259	შეზღუდოს
misrepresentation	sadness	0.259	არასწორი წარმოდგენა
stagnant	sadness	0.259	სტაგნაცია
disservice	sadness	0.258	უსარგებლობა
wilderness	sadness	0.255	უდაბნო
nosun	sadness	0.255	ნოსუნ
backwater	sadness	0.255	უკანა წყალი
tempest	sadness	0.250	ქარიშხალი
pine	sadness	0.250	ფიჭვი
humbug	sadness	0.250	თავმდაბალი
bang	sadness	0.250	bang
speculation	sadness	0.250	სპეკულაცია
labored	sadness	0.250	შრომობდა
incomplete	sadness	0.250	არასრული
gullible	sadness	0.250	გულკეთილი
undying	sadness	0.250	უკვდავი
anchorage	sadness	0.250	სამაგრი
unexplained	sadness	0.250	აუხსნელი
error	sadness	0.250	შეცდომა
wasteful	sadness	0.250	მფლანგველი
communism	sadness	0.250	კომუნიზმი
uneducated	sadness	0.250	გაუნათლებელი
melodrama	sadness	0.242	მელოდრამა
demonstrative	sadness	0.242	დემონსტრაციული
rainyday	sadness	0.242	წვიმიანი დღე
necessity	sadness	0.236	აუცილებლობა
boredom	sadness	0.235	მოწყენილობა
foggy	sadness	0.234	ნისლიანი
sentence	sadness	0.234	სასჯელი
misty	sadness	0.234	დაბურული
cancel	sadness	0.234	გააუქმოს
void	sadness	0.234	ბათილად
cloudy	sadness	0.234	მოღრუბლული
blockade	sadness	0.234	ბლოკადა
pale	sadness	0.234	ფერმკრთალი
trash	sadness	0.234	ნაგავი
uninteresting	sadness	0.234	უინტერესო
hollow	sadness	0.234	ღრუ
healing	sadness	0.234	სამკურნალო
depart	sadness	0.234	გამგზავრება
burke	sadness	0.234	ბურკი
warp	sadness	0.234	დეფორმაცია
case	sadness	0.228	საქმე
rainy	sadness	0.227	წვიმიანი
uninterested	sadness	0.223	უინტერესო
onerous	sadness	0.223	დამღლელი
bottom	sadness	0.223	ქვედა
fasting	sadness	0.220	მარხვა
boooo	sadness	0.219	ბუუუ
dole	sadness	0.219	დოლი
pious	sadness	0.219	ღვთისმოსავი
indifference	sadness	0.219	გულგრილობა
coping	sadness	0.219	დაძლევა
discolored	sadness	0.219	გაუფერულდა
thirst	sadness	0.219	წყურვილი
blunder	sadness	0.219	შეცდომა
cocaine	sadness	0.218	კოკაინი
tough	sadness	0.212	მკაცრი
revolution	sadness	0.203	რევოლუცია
hoary	sadness	0.203	ხახიანი
chilly	sadness	0.203	გრილი
sluggish	sadness	0.203	დუნე
yucky	sadness	0.203	მხიარული
fat	sadness	0.203	მსუქანი
lower	sadness	0.203	ქვედა
sprain	sadness	0.203	დაჭიმვა
chargeable	sadness	0.203	ფასიანი
arid	sadness	0.203	არიდული
wanting	sadness	0.202	მსურველი
progression	sadness	0.201	პროგრესირება
closure	sadness	0.195	დახურვა
unbeaten	sadness	0.193	დაუმარცხებელი
rack	sadness	0.188	თარო
halter	sadness	0.188	ლაგამი
rumor	sadness	0.188	ჭორი
tease	sadness	0.188	ცელქი
invalid	sadness	0.188	არასწორი
cataract	sadness	0.188	კატარაქტა
meh	sadness	0.188	მეჰ
heartfelt	sadness	0.188	გულწრფელი
retirement	sadness	0.188	საპენსიო
splitting	sadness	0.188	გაყოფა
interrupted	sadness	0.188	შეაწყვეტინა
oddity	sadness	0.188	უცნაურობა
cold	sadness	0.188	ცივი
veal	sadness	0.188	ხბოს ხორცი
concerned	sadness	0.184	შეშფოთებული
sarcasm	sadness	0.181	სარკაზმი
strip	sadness	0.179	ზოლები
divided	sadness	0.172	გაყოფილი
feeling	sadness	0.172	განცდა
overload	sadness	0.172	გადატვირთვა
sap	sadness	0.172	წვენი
memories	sadness	0.172	მოგონებები
esteem	sadness	0.172	პატივისცემა
cupping	sadness	0.172	ჩასხმა
eschew	sadness	0.172	მოერიდე
destination	sadness	0.170	დანიშნულების ადგილი
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	შეზღუდული
rain	sadness	0.163	წვიმა
willful	sadness	0.160	განზრახ
untitled	sadness	0.157	უსათაურო
stint	sadness	0.156	სტაჟირება
cross	sadness	0.156	ჯვარი
weeds	sadness	0.156	სარეველა
pare	sadness	0.155	გაპარვა
snort	sadness	0.154	ხვრინვა
procession	sadness	0.152	მსვლელობა
inconsequential	sadness	0.152	უაზრო
tax	sadness	0.142	გადასახადი
