English Word	Emotion	Emotion-Intensity-Score	Maltese Word
unaccountable	sadness	0.339	bla kont
myopia	sadness	0.339	mijopija
mishap	sadness	0.338	inċident
probation	sadness	0.336	probation
severance	sadness	0.333	qtugħ
disagreeing	sadness	0.333	ma taqbilx
unacknowledged	sadness	0.328	mhux rikonoxxut
dependence	sadness	0.328	dipendenza
unacceptable	sadness	0.328	inaċċettabbli
leave	sadness	0.328	jitlaq
bondage	sadness	0.328	jasar
bacteria	sadness	0.328	batterji
sterile	sadness	0.328	sterili
adrift	sadness	0.328	deriva
endless	sadness	0.328	bla tmiem
incompetent	sadness	0.328	inkompetenti
soreness	sadness	0.328	uġigħ
nether	sadness	0.328	qiegħ
nepotism	sadness	0.328	nepotiżmu
squall	sadness	0.328	squall
disallowed	sadness	0.328	mhux permess
scold	sadness	0.327	ċanfar
flaccid	sadness	0.324	flaċida
hobo	sadness	0.323	hobo
fragile	sadness	0.319	fraġli
stingy	sadness	0.319	stingy
sue	sadness	0.318	jfittex
scarcely	sadness	0.318	bilkemm
mistake	sadness	0.312	żball
committal	sadness	0.312	impenn
nonsensical	sadness	0.312	bla sens
inhibit	sadness	0.312	jinibixxi
skid	sadness	0.312	skid
wan	sadness	0.312	wan
defy	sadness	0.312	jisfidaw
fatty	sadness	0.312	xaħmi
clouded	sadness	0.312	imsaħħab
ulcer	sadness	0.312	ulċera
nostalgia	sadness	0.312	nostalġija
evanescence	sadness	0.312	evanescence
hamstring	sadness	0.312	hamstring
thresh	sadness	0.312	dris
conceal	sadness	0.311	jaħbi
blemish	sadness	0.310	tbajja
resisting	sadness	0.309	jirreżistu
sympathetic	sadness	0.307	simpatiku
bugaboo	sadness	0.304	bugaboo
opium	sadness	0.303	oppju
confess	sadness	0.303	nistqarr
alas	sadness	0.302	sfortunatament
mislead	sadness	0.297	iqarraq
suppress	sadness	0.297	jrażżnu
inappropriate	sadness	0.297	mhux xieraq
discontinuity	sadness	0.297	diskontinwità
wrinkled	sadness	0.297	imkemmxa
dull	sadness	0.297	matt
weak	sadness	0.297	dgħajfa
halting	sadness	0.297	waqfien
incompatible	sadness	0.297	inkompatibbli
migraine	sadness	0.297	emigranja
subsidence	sadness	0.297	sussidenza
setback	sadness	0.297	intopp
toocold	sadness	0.297	kiesaħ wisq
incase	sadness	0.297	fil-kas
hermit	sadness	0.296	eremita
moving	sadness	0.295	jiċċaqilqu
shrink	sadness	0.295	tiċkien
shiver	sadness	0.291	tregħid
constraint	sadness	0.288	restrizzjoni
unimportant	sadness	0.288	mhux importanti
tramp	sadness	0.288	tramp
rubble	sadness	0.282	tas-sejjieħ
down	sadness	0.281	isfel
taint	sadness	0.281	tbajja
flop	sadness	0.281	flop
wearily	sadness	0.281	wearily
overdue	sadness	0.281	misshom
excluding	sadness	0.281	esklużi
confession	sadness	0.281	qrar
grey	sadness	0.281	griż
senseless	sadness	0.281	bla sens
unseat	sadness	0.281	unseat
remove	sadness	0.281	neħħi
revoke	sadness	0.281	tirrevoka
shortage	sadness	0.281	nuqqas
apathy	sadness	0.281	apatija
adverse	sadness	0.281	avvers
negro	sadness	0.281	negro
timid	sadness	0.281	timida
flinch	sadness	0.281	tfixkel
scrapie	sadness	0.281	scrapie
grumpy	sadness	0.281	qarmeċ
knell	sadness	0.275	tinħarbat
throb	sadness	0.273	tħabbat
confusion	sadness	0.273	konfużjoni
soldier	sadness	0.273	suldat
jurisprudence	sadness	0.273	ġurisprudenza
humbled	sadness	0.273	umiljat
gray	sadness	0.269	griż
lax	sadness	0.266	laxk
mixedemotions	sadness	0.266	emozzjonijiet imħallta
obstacle	sadness	0.266	ostaklu
slur	sadness	0.266	slur
unrealistic	sadness	0.266	mhux realistiku
drifted	sadness	0.266	drifted
leaving	sadness	0.266	jitlaq
shack	sadness	0.266	barrakka
eternity	sadness	0.266	eternità
remiss	sadness	0.266	traskurat
inconvenient	sadness	0.263	inkonvenjenti
restrict	sadness	0.259	jirrestrinġu
misrepresentation	sadness	0.259	misrappreżentazzjoni
stagnant	sadness	0.259	staġnat
disservice	sadness	0.258	diżservizz
wilderness	sadness	0.255	deżert
nosun	sadness	0.255	nosun
backwater	sadness	0.255	backwater
tempest	sadness	0.250	tempesta
pine	sadness	0.250	arżnu
humbug	sadness	0.250	humbug
bang	sadness	0.250	bang
speculation	sadness	0.250	spekulazzjoni
labored	sadness	0.250	maħduma
incomplete	sadness	0.250	mhux kompluta
gullible	sadness	0.250	gullible
undying	sadness	0.250	bla mewt
anchorage	sadness	0.250	ankraġġ
unexplained	sadness	0.250	mhux spjegat
error	sadness	0.250	żball
wasteful	sadness	0.250	ħela
communism	sadness	0.250	komuniżmu
uneducated	sadness	0.250	bla edukazzjoni
melodrama	sadness	0.242	melodramma
demonstrative	sadness	0.242	dimostrattiv
rainyday	sadness	0.242	ġurnata bix-xita
necessity	sadness	0.236	ħtieġa
boredom	sadness	0.235	dwejjaq
foggy	sadness	0.234	ċpar
sentence	sadness	0.234	sentenza
misty	sadness	0.234	ċpar
cancel	sadness	0.234	tikkanċella
void	sadness	0.234	vojt
cloudy	sadness	0.234	imsaħħab
blockade	sadness	0.234	imblokk
pale	sadness	0.234	pallida
trash	sadness	0.234	żibel
uninteresting	sadness	0.234	mhux interessanti
hollow	sadness	0.234	vojta
healing	sadness	0.234	fejqan
depart	sadness	0.234	jitlaq
burke	sadness	0.234	burke
warp	sadness	0.234	medd
case	sadness	0.228	każ
rainy	sadness	0.227	xita
uninterested	sadness	0.223	mhux interessat
onerous	sadness	0.223	oneruż
bottom	sadness	0.223	qiegħ
fasting	sadness	0.220	sawm
boooo	sadness	0.219	boooo
dole	sadness	0.219	dole
pious	sadness	0.219	pious
indifference	sadness	0.219	indifferenza
coping	sadness	0.219	ilaħħqu
discolored	sadness	0.219	ikkulurit
thirst	sadness	0.219	għatx
blunder	sadness	0.219	tfixkil
cocaine	sadness	0.218	kokaina
tough	sadness	0.212	iebsa
revolution	sadness	0.203	rivoluzzjoni
hoary	sadness	0.203	ċawla
chilly	sadness	0.203	kiesaħ
sluggish	sadness	0.203	kajman
yucky	sadness	0.203	yucky
fat	sadness	0.203	xaħam
lower	sadness	0.203	aktar baxxi
sprain	sadness	0.203	sprain
chargeable	sadness	0.203	taxxabbli
arid	sadness	0.203	aridu
wanting	sadness	0.202	jixtiequ
progression	sadness	0.201	progressjoni
closure	sadness	0.195	għeluq
unbeaten	sadness	0.193	bla telfa
rack	sadness	0.188	rack
halter	sadness	0.188	halter
rumor	sadness	0.188	xnigħat
tease	sadness	0.188	tease
invalid	sadness	0.188	invalidu
cataract	sadness	0.188	katarretti
meh	sadness	0.188	meh
heartfelt	sadness	0.188	mill-qalb
retirement	sadness	0.188	irtirar
splitting	sadness	0.188	qsim
interrupted	sadness	0.188	interrott
oddity	sadness	0.188	strambi
cold	sadness	0.188	kiesaħ
veal	sadness	0.188	vitella
concerned	sadness	0.184	kkonċernati
sarcasm	sadness	0.181	sarkasm
strip	sadness	0.179	strixxa
divided	sadness	0.172	maqsuma
feeling	sadness	0.172	tħossok
overload	sadness	0.172	tagħbija żejda
sap	sadness	0.172	jdgħajjef
memories	sadness	0.172	memorji
esteem	sadness	0.172	stima
cupping	sadness	0.172	cupping
eschew	sadness	0.172	jaħrab
destination	sadness	0.170	destinazzjoni
nosnow	sadness	0.169	nosnow
limited	sadness	0.167	limitati
rain	sadness	0.163	xita
willful	sadness	0.160	volontarju
untitled	sadness	0.157	bla titolu
stint	sadness	0.156	stint
cross	sadness	0.156	jaqsam
weeds	sadness	0.156	ħaxix ħażin
pare	sadness	0.155	pare
snort	sadness	0.154	snort
procession	sadness	0.152	purċissjoni
inconsequential	sadness	0.152	inkonsegwenzjali
tax	sadness	0.142	taxxa
emo	sadness	0.141	emo
tolerate	sadness	0.141	jittollera
mug	sadness	0.141	mug
overpriced	sadness	0.141	eżaġerat
weight	sadness	0.141	piż
touchy	sadness	0.140	imissu
kennel	sadness	0.130	kennel
grounded	sadness	0.130	ertjat
unpaid	sadness	0.125	mhux imħallsa
socialist	sadness	0.125	soċjalista
meek	sadness	0.125	meek
clouds	sadness	0.125	sħab
margin	sadness	0.125	marġini
theocratic	sadness	0.125	teokratiku
stillness	sadness	0.125	kwiet
sisterhood	sadness	0.125	aħwa
terrific	sadness	0.125	terrific
commemorate	sadness	0.125	jikkommemoraw
late	sadness	0.125	tard
default	sadness	0.121	default
lace	sadness	0.118	bizzilla
unpublished	sadness	0.116	mhux ippubblikat
interested	sadness	0.114	interessati
fortress	sadness	0.110	fortizza
lush	sadness	0.109	lush
harry	sadness	0.109	Harry
ultimate	sadness	0.109	aħħari
priesthood	sadness	0.109	saċerdozju
orchestra	sadness	0.109	orkestra
rating	sadness	0.109	klassifikazzjoni
fleece	sadness	0.109	suf
sanctify	sadness	0.108	qaddis
income	sadness	0.100	dħul
winning	sadness	0.094	rebbieħa
boo	sadness	0.094	boo
quiet	sadness	0.094	kwiet
sonnet	sadness	0.094	sunet
vainly	sadness	0.091	vainly
hug	sadness	0.078	tgħanniqa
opera	sadness	0.078	opra
humble	sadness	0.078	umli
hut	sadness	0.078	għarix
ovation	sadness	0.078	ovazzjoni
wet	sadness	0.078	imxarrab
motivating	sadness	0.078	motivanti
treat	sadness	0.076	kura
hymn	sadness	0.064	innu
honest	sadness	0.062	onest
relics	sadness	0.061	fdalijiet
couch	sadness	0.060	sufan
waffle	sadness	0.047	waffle
shell	sadness	0.045	qoxra
musical	sadness	0.045	mużikali
savor	sadness	0.034	nduqu
napkin	sadness	0.031	srievet
vote	sadness	0.031	jivvota
sing	sadness	0.017	tkanta
mother	sadness	0.016	omm
music	sadness	0.016	mużika
nutritious	sadness	0.015	nutrittivi
lovely	sadness	0.009	sabiħ
sweetheart	sadness	0.000	ħelwa
romance	sadness	0.000	rumanz
liquor	sadness	0.000	xorb alkoħoliku
art	sadness	0.000	art
surprise	surprise	0.930	sorpriża
explode	surprise	0.906	tisplodi
flabbergast	surprise	0.906	flabbergast
explosion	surprise	0.898	splużjoni
ambush	surprise	0.883	ambush
explosive	surprise	0.883	splussiv
eruption	surprise	0.883	eruzzjoni
surprisingly	surprise	0.875	sorpriżament
startle	surprise	0.875	starke
shockingly	surprise	0.875	xokkanti
frighten	surprise	0.875	imbeżża’
surprised	surprise	0.867	sorpriż
frightened	surprise	0.867	imbeżża
surprising	surprise	0.867	sorprendenti
outburst	surprise	0.859	faqqa
thrilling	surprise	0.859	thrilling
miracle	surprise	0.859	miraklu
blast	surprise	0.852	blast
astonishingly	surprise	0.852	tal-għaġeb
alarm	surprise	0.852	allarm
shock	surprise	0.844	xokk
thunderstruck	surprise	0.844	maqbuda bir-ragħad
jolt	surprise	0.844	skoss
dazzle	surprise	0.836	tgħammix
bang	surprise	0.836	bang
catastrophe	surprise	0.836	diżastru
fright	surprise	0.836	biża
unexpectedly	surprise	0.836	bla mistenni
startling	surprise	0.828	startling
suddenly	surprise	0.828	f'daqqa waħda
emergency	surprise	0.828	emerġenza
bewilderment	surprise	0.828	tfixkil
stunned	surprise	0.820	stordut
astound	surprise	0.820	istagħġeb
jackpot	surprise	0.812	jackpot
earthquake	surprise	0.812	terremot
disaster	surprise	0.812	diżastru
astonishment	surprise	0.805	stagħġib
climax	surprise	0.805	il-qofol
aghast	surprise	0.805	aghast
astonish	surprise	0.805	tiskanta
scare	surprise	0.797	biża
awestruck	surprise	0.797	imwerwer
erupt	surprise	0.789	tispara
bomb	surprise	0.789	bomba
exclaim	surprise	0.789	exclaim
amazement	surprise	0.781	istagħġib
abduction	surprise	0.773	ħtif
alarming	surprise	0.773	allarmanti
detonate	surprise	0.773	tisplodi
raid	surprise	0.773	rejd
miraculous	surprise	0.773	mirakoluża
invade	surprise	0.773	tinvadi
kidnap	surprise	0.766	ħtif
unpredictable	surprise	0.758	imprevedibbli
stupefy	surprise	0.758	stupef
dumfound	surprise	0.758	mistħoqq
overwhelming	surprise	0.758	kbira
erratic	surprise	0.750	erratiku
unimaginable	surprise	0.750	inkonċepibbli
accident	surprise	0.750	aċċident
outrageous	surprise	0.750	skandaluż
horror	surprise	0.742	orrur
amaze	surprise	0.742	tiskanta
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	mħawda
flinch	surprise	0.742	tfixkel
petrify	surprise	0.742	petrify
wreck	surprise	0.742	relitt
slaughter	surprise	0.742	qatla
frenetic	surprise	0.734	frenetiku
crash	surprise	0.734	ħabta
frantic	surprise	0.734	sfrenat
stupefaction	surprise	0.734	stupefazzjoni
excitement	surprise	0.734	eċċitament
riotous	surprise	0.727	rewwixta
outcry	surprise	0.727	għajta
vanished	surprise	0.727	spiċċat
moonstruck	surprise	0.727	qamar
sudden	surprise	0.727	f'daqqa
awe	surprise	0.719	Awe
scream	surprise	0.719	scream
breathless	surprise	0.719	bla nifs
sabotage	surprise	0.719	sabotaġġ
shriek	surprise	0.719	tgħajjat
unanticipated	surprise	0.719	mhux antiċipat
bewildered	surprise	0.719	mħawda
manslaughter	surprise	0.719	qtil involontarju
amazedness	surprise	0.719	istagħġib
rupture	surprise	0.719	qsim
unexpected	surprise	0.711	mhux mistennija
electrify	surprise	0.711	elettrifika
uncontrollable	surprise	0.711	inkontrollabbli
shot	surprise	0.711	sparatura
avalanche	surprise	0.711	valanga
gasp	surprise	0.711	gasp
stun	surprise	0.711	jistordu
slam	surprise	0.703	slam
abrupt	surprise	0.703	f'daqqa
intruder	surprise	0.703	intruż
unforeseen	surprise	0.703	mhux previst
suspense	surprise	0.703	suspense
devastation	surprise	0.703	devastazzjoni
surge	surprise	0.703	żieda qawwija
excite	surprise	0.695	eċitati
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	jgħajtu
unprecedented	surprise	0.695	bla preċedent
strike	surprise	0.695	strajk
volatility	surprise	0.695	volatilità
urgent	surprise	0.695	urġenti
stab	surprise	0.695	sikkina
disturbance	surprise	0.688	disturb
carnage	surprise	0.688	qatgħa
incredible	surprise	0.688	inkredibbli
spectacular	surprise	0.688	spettakolari
thrill	surprise	0.680	eċċitament
recklessness	surprise	0.680	imprudenza
clamor	surprise	0.680	clamor
monstrous	surprise	0.680	mostruż
slap	surprise	0.680	slap
inexplicable	surprise	0.672	inspjegabbli
terrorist	surprise	0.672	terroristiku
exciting	surprise	0.672	eċċitanti
accidental	surprise	0.672	aċċidentali
accidentally	surprise	0.672	aċċidentalment
striking	surprise	0.672	impressjonanti
captivate	surprise	0.672	captivate
exhilaration	surprise	0.672	ferħ
topple	surprise	0.664	titwaqqa
dire	surprise	0.664	dire
revolution	surprise	0.664	rivoluzzjoni
volcano	surprise	0.664	vulkan
freakish	surprise	0.664	freakish
revolt	surprise	0.656	rewwixta
bloodshed	surprise	0.656	tixrid tad-demm
sneak	surprise	0.656	sneak
unspeakable	surprise	0.656	ma titkellem
incendiary	surprise	0.656	inċendjarju
epidemic	surprise	0.648	epidemija
violent	surprise	0.648	vjolenti
disruption	surprise	0.648	tfixkil
amazingly	surprise	0.648	tal-għaġeb
mutiny	surprise	0.648	ammutinament
spellbound	surprise	0.648	spellbound
cyclone	surprise	0.648	ċiklun
unsuspecting	surprise	0.648	bla suspett
attacking	surprise	0.648	jattakkaw
unintended	surprise	0.648	mhux intenzjonat
shout	surprise	0.641	għajjat
indescribable	surprise	0.641	indeskrivibbli
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	improvizzazzjoni
wildfire	surprise	0.641	nirien mifruxa
excitation	surprise	0.641	eċċitazzjoni
screech	surprise	0.641	screech
enthusiasm	surprise	0.641	entużjażmu
uncertain	surprise	0.633	inċert
plunder	surprise	0.633	serq
gape	surprise	0.633	gape
treachery	surprise	0.633	tradiment
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomalija
presto	surprise	0.633	presto
apparition	surprise	0.633	dehra
wonderment	surprise	0.625	stagħġib
slaughtering	surprise	0.625	qtil
trick	surprise	0.625	trick
mystery	surprise	0.625	misteru
murderous	surprise	0.625	qattiel
distress	surprise	0.625	dwejjaq
sorcery	surprise	0.625	sħaħra
excited	surprise	0.625	eċċitati
tempest	surprise	0.625	tempesta
urgency	surprise	0.625	urġenza
inimaginable	surprise	0.617	inkonċepibbli
intrusive	surprise	0.617	intrużiva
quickness	surprise	0.617	ħeffa
intense	surprise	0.617	intensa
trickery	surprise	0.617	qarrieqa
vanish	surprise	0.617	jgħibu
prank	surprise	0.617	prank
murder	surprise	0.617	qtil
thief	surprise	0.609	ħalliel
blindfold	surprise	0.609	blindfold
unstable	surprise	0.609	instabbli
strangle	surprise	0.609	strangle
coup	surprise	0.609	kolp ta’ stat
magical	surprise	0.609	maġika
shatter	surprise	0.609	tifrik
splash	surprise	0.609	tixrid
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	inkonċepibbli
betray	surprise	0.602	ittradixxi
defy	surprise	0.602	jisfidaw
jubilee	surprise	0.602	ġublew
assail	surprise	0.602	jattakkaw
deluge	surprise	0.602	pataflun
tackle	surprise	0.602	tindirizza
monstrosity	surprise	0.594	mostrużità
lightning	surprise	0.594	sajjetti
stupendous	surprise	0.594	stupend
shrill	surprise	0.594	shrill
mishap	surprise	0.594	inċident
alerts	surprise	0.594	twissijiet
mysterious	surprise	0.586	misterjuża
randomly	surprise	0.586	bl-addoċċ
wild	surprise	0.586	selvaġġ
deceit	surprise	0.586	qerq
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	nasba
uncanny	surprise	0.586	strambi
wondrous	surprise	0.586	meraviljuż
premature	surprise	0.578	prematur
stagger	surprise	0.578	tħawwad
rejoicing	surprise	0.578	ferħan
godsend	surprise	0.578	godsend
jubilant	surprise	0.578	ferħana
electric	surprise	0.578	elettriku
raving	surprise	0.578	raving
bizarre	surprise	0.578	stramba
death	surprise	0.578	mewt
fluke	surprise	0.578	fluke
oddity	surprise	0.578	strambi
dynamic	surprise	0.570	dinamiku
dismay	surprise	0.570	dispjaċir
revenge	surprise	0.570	vendetta
nefarious	surprise	0.562	nefarious
fascinate	surprise	0.562	jaffaxxina
jerk	surprise	0.562	jerk
ecstatic	surprise	0.562	ecstatic
reward	surprise	0.562	premju
uncover	surprise	0.562	tikxef
reappear	surprise	0.562	jerġgħu jidhru
zany	surprise	0.555	zany
whim	surprise	0.555	kapriċċ
thaumaturgy	surprise	0.555	it-taumaturġija
conjure	surprise	0.555	iħeġġu
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	salvataġġ
daze	surprise	0.547	daze
heroism	surprise	0.547	erojiżmu
illuminate	surprise	0.547	idawwal
winner	surprise	0.547	rebbieħ
ejaculation	surprise	0.547	eġakulazzjoni
thwart	surprise	0.547	ifixkel
rarity	surprise	0.547	rarità
unbridled	surprise	0.547	bla rażan
tantalizing	surprise	0.547	tantalizing
punch	surprise	0.539	punch
cheer	surprise	0.539	ferħ
treason	surprise	0.539	tradiment
violation	surprise	0.539	ksur
celebration	surprise	0.539	ċelebrazzjoni
illusion	surprise	0.539	illużjoni
marvel	surprise	0.539	meravilja
lucky	surprise	0.539	xortik tajba
lunge	surprise	0.539	lunge
interrupt	surprise	0.539	tinterrompi
insult	surprise	0.539	insult
concealed	surprise	0.531	moħbija
snag	surprise	0.531	snag
sensation	surprise	0.531	sensazzjoni
banger	surprise	0.531	banger
fearfully	surprise	0.531	bil-biża’
affront	surprise	0.531	affront
jest	surprise	0.531	ċajta
undiscovered	surprise	0.523	mhux skoperti
liberate	surprise	0.523	jillibera
veer	surprise	0.523	devjazzjoni
abandonment	surprise	0.523	abbandun
immediacy	surprise	0.523	immedjatezza
improvise	surprise	0.523	improvisa
victimized	surprise	0.523	vittimizzati
scorpion	surprise	0.523	skorpjun
majestic	surprise	0.523	majestuż
wonder	surprise	0.523	nistaqsi
rejoice	surprise	0.523	tiċċelebra
tickle	surprise	0.516	tikkek
chance	surprise	0.516	ċans
yelp	surprise	0.516	Yelp
howl	surprise	0.516	howl
stealthily	surprise	0.516	b’mod mistiku
unintentionally	surprise	0.508	bla ħsieb
magnificent	surprise	0.508	magnífico
reflex	surprise	0.508	rifless
garish	surprise	0.508	garish
transcendence	surprise	0.508	traxxendenza
rave	surprise	0.508	rave
luck	surprise	0.508	xortih
swerve	surprise	0.508	swerve
pop	surprise	0.508	pop
enliven	surprise	0.500	ħajjar
slayer	surprise	0.500	qattiel
remarkable	surprise	0.500	notevoli
infrequent	surprise	0.500	mhux frekwenti
pang	surprise	0.500	pang
erotic	surprise	0.500	erotic
misbehavior	surprise	0.500	imġieba ħażina
diversion	surprise	0.500	devjazzjoni
heroic	surprise	0.500	erojku
alertness	surprise	0.500	viġilanza
marvelous	surprise	0.500	meraviljuż
fainting	surprise	0.500	ħass ħażin
embarrassment	surprise	0.500	imbarazzament
nab	surprise	0.492	nab
birthday	surprise	0.492	għeluq snin
camouflage	surprise	0.492	kamuflaġġ
unutterable	surprise	0.492	li ma jingħadx
chimera	surprise	0.492	kimera
trump	surprise	0.492	trump
decoy	surprise	0.492	sejjer
infarct	surprise	0.492	infart
greatness	surprise	0.492	kobor
exigent	surprise	0.492	esiġenti
prick	surprise	0.484	prick
variable	surprise	0.484	varjabbli
curiosity	surprise	0.484	kurżità
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	inesprimibbli
magician	surprise	0.484	magician
underestimate	surprise	0.484	jissottovaluta
fanfare	surprise	0.484	fanfara
horde	surprise	0.484	horde
zeal	surprise	0.484	ħeġġa
incident	surprise	0.477	inċident
illumination	surprise	0.477	illuminazzjoni
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	tagħtas
subversive	surprise	0.477	sovversiv
gawk	surprise	0.477	gawk
fortune	surprise	0.477	fortuna
strange	surprise	0.477	stramba
dreadfully	surprise	0.477	tal-biża’
unguarded	surprise	0.477	mhux imħarsa
prowl	surprise	0.469	prowl
reversal	surprise	0.469	treġġigħ lura
wizard	surprise	0.469	wizard
rapid	surprise	0.469	rapidu
leery	surprise	0.469	imqareb
break	surprise	0.461	waqfa
slip	surprise	0.461	slip
divergent	surprise	0.461	diverġenti
hilarious	surprise	0.461	tad-daħq
coincidence	surprise	0.461	koinċidenza
subito	surprise	0.461	subito
overestimate	surprise	0.453	stima żżejjed
ordeal	surprise	0.453	prova
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	ferriment
raffle	surprise	0.453	tombola
winning	surprise	0.453	rebbieħa
wonderful	surprise	0.453	mill-isbaħ
hoax	surprise	0.453	ingann
confession	surprise	0.453	qrar
splendid	surprise	0.445	mill-isbaħ
stound	surprise	0.445	tieqaf
perchance	surprise	0.445	forsi
excel	surprise	0.445	jisbqu
enthusiast	surprise	0.445	entużjast
gambling	surprise	0.445	logħob tal-azzard
feat	surprise	0.445	proeza
laughter	surprise	0.445	daħk
brighten	surprise	0.438	jdawwal
unique	surprise	0.438	uniku
senseless	surprise	0.438	bla sens
changeable	surprise	0.438	jinbidlu
splendor	surprise	0.438	Splendor
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	mhux intenzjonat
fascination	surprise	0.430	faxxinu
trepidation	surprise	0.430	trepidation
lawsuit	surprise	0.430	kawża
gift	surprise	0.430	rigal
stealthy	surprise	0.430	stealthy
fiesta	surprise	0.430	festa
intrigue	surprise	0.430	intriċċi
delighted	surprise	0.430	ferħan
judgment	surprise	0.422	ġudizzju
stealth	surprise	0.422	stealth
enchant	surprise	0.422	iskanta
originality	surprise	0.422	oriġinalità
riddle	surprise	0.422	riddle
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	illeġittimu
experiment	surprise	0.414	esperiment
elusive	surprise	0.414	elużiva
syncope	surprise	0.414	sinkope
liberation	surprise	0.414	liberazzjoni
spirits	surprise	0.414	spirti
perjury	surprise	0.414	falza
veracity	surprise	0.414	veraċità
parade	surprise	0.406	parata
applause	surprise	0.406	ċapċip
inspired	surprise	0.406	ispirati
allure	surprise	0.406	allure
eager	surprise	0.406	ħerqana
gambler	surprise	0.406	lagħab
fete	surprise	0.406	fete
divorce	surprise	0.398	divorzju
guess	surprise	0.398	raden
princely	surprise	0.398	prinċpjuż
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	segretezza
incontinence	surprise	0.391	inkontinenza
peri	surprise	0.391	peri
cheerful	surprise	0.391	ferrieħa
hermaphrodite	surprise	0.391	ermafrodita
supremacy	surprise	0.391	supremazija
aspiration	surprise	0.391	aspirazzjoni
buck	surprise	0.383	buck
lose	surprise	0.383	titlef
cadaver	surprise	0.383	kadavru
crowning	surprise	0.383	inkurunament
praiseworthy	surprise	0.383	ta’ min ifaħħar
inheritance	surprise	0.383	wirt
score	surprise	0.383	punteġġ
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kamuflat
advance	surprise	0.375	bil-quddiem
succeed	surprise	0.375	tirnexxi
frisky	surprise	0.375	frisky
mystic	surprise	0.375	mistiku
compliment	surprise	0.375	kumpliment
hope	surprise	0.367	tama
joker	surprise	0.367	ċajtier
sparkle	surprise	0.367	sparkle
excavation	surprise	0.367	tħaffir
sensual	surprise	0.367	senswali
entertainment	surprise	0.359	divertiment
feeling	surprise	0.359	tħossok
modify	surprise	0.352	timmodifika
blessings	surprise	0.352	tberik
newcomer	surprise	0.352	ġdid
obit	surprise	0.352	obit
postponement	surprise	0.352	posponiment
award	surprise	0.352	għotja
clown	surprise	0.352	buffu
highest	surprise	0.344	l-ogħla
hero	surprise	0.344	eroj
glorify	surprise	0.344	jigglorifika
proficiency	surprise	0.344	profiċjenza
start	surprise	0.344	tibda
wonderfully	surprise	0.344	mill-isbaħ
celebrity	surprise	0.344	ċelebrità
rekindle	surprise	0.336	qajjem mill-ġdid
optimism	surprise	0.336	ottimiżmu
sanctify	surprise	0.336	qaddis
unbeaten	surprise	0.336	bla telfa
prodigious	surprise	0.336	prodiġjuż
grin	surprise	0.336	grin
memorable	surprise	0.336	memorabbli
warned	surprise	0.336	avżat
dissolution	surprise	0.336	xoljiment
hypertrophy	surprise	0.328	ipertrofija
admiration	surprise	0.328	ammirazzjoni
examination	surprise	0.320	eżami
angel	surprise	0.320	anġlu
present	surprise	0.320	rigal
catch	surprise	0.320	qabda
hap	surprise	0.320	hap
saint	surprise	0.312	qaddis
embrace	surprise	0.312	tħaddan
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	bewsa
liberty	surprise	0.312	libertà
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	kura
inaffable	surprise	0.312	inaffabbli
occasional	surprise	0.312	okkażjonali
dismissal	surprise	0.312	tkeċċija
perfection	surprise	0.305	perfezzjoni
saintly	surprise	0.305	qaddis
gratify	surprise	0.305	tissodisfa
generosity	surprise	0.305	ġenerożità
sally	surprise	0.305	sally
palpable	surprise	0.297	palpabbli
finally	surprise	0.297	finalment
differently	surprise	0.297	differenti
polarity	surprise	0.297	polarità
ceremony	surprise	0.297	ċerimonja
favorable	surprise	0.297	favorevoli
larger	surprise	0.297	akbar
warn	surprise	0.297	twissi
medal	surprise	0.289	midalja
romance	surprise	0.289	rumanz
inviting	surprise	0.289	tistieden
greeting	surprise	0.289	Tislijiet
resignation	surprise	0.281	riżenja
accolade	surprise	0.281	rikonoxxenza
labor	surprise	0.281	xogħol
candid	surprise	0.281	sinċier
trip	surprise	0.281	vjaġġ
stare	surprise	0.273	stare
admire	surprise	0.266	jammiraw
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	jilgħab
somatic	surprise	0.266	somatika
festival	surprise	0.266	festival
mimicry	surprise	0.266	imitazzjoni
insolvency	surprise	0.266	insolvenza
immerse	surprise	0.266	għaddas
invite	surprise	0.266	jistieden
compensate	surprise	0.266	tikkumpensa
receiving	surprise	0.258	jirċievi
complement	surprise	0.258	jikkumplimentaw
chuckle	surprise	0.258	tiċkeċċa
