English Word	Emotion	Emotion-Intensity-Score	Finnish Word
surge	surprise	0.703	aalto
excite	surprise	0.695	kiihottaa
dumfounder	surprise	0.695	dumfounder
yell	surprise	0.695	huutaa
unprecedented	surprise	0.695	ennennäkemätön
strike	surprise	0.695	lakko
volatility	surprise	0.695	volatiliteetti
urgent	surprise	0.695	kiireellinen
stab	surprise	0.695	puukottaa
disturbance	surprise	0.688	häiriötä
carnage	surprise	0.688	verilöyly
incredible	surprise	0.688	uskomaton
spectacular	surprise	0.688	näyttävä
thrill	surprise	0.680	jännitystä
recklessness	surprise	0.680	piittaamattomuudesta
clamor	surprise	0.680	meteli
monstrous	surprise	0.680	hirviömäinen
slap	surprise	0.680	isku
inexplicable	surprise	0.672	selittämätön
terrorist	surprise	0.672	terroristi
exciting	surprise	0.672	jännittävä
accidental	surprise	0.672	vahingossa
accidentally	surprise	0.672	vahingossa
striking	surprise	0.672	näyttävä
captivate	surprise	0.672	valloittaa
exhilaration	surprise	0.672	iloisuus
topple	surprise	0.664	kaatua
dire	surprise	0.664	kauheaa
revolution	surprise	0.664	vallankumous
volcano	surprise	0.664	tulivuori
freakish	surprise	0.664	omituinen
revolt	surprise	0.656	kapina
bloodshed	surprise	0.656	verenvuodatusta
sneak	surprise	0.656	hiipiä
unspeakable	surprise	0.656	sanoinkuvaamaton
incendiary	surprise	0.656	sytyttävä
epidemic	surprise	0.648	epideeminen
violent	surprise	0.648	väkivaltainen
disruption	surprise	0.648	häiriötä
amazingly	surprise	0.648	mahtavasti
mutiny	surprise	0.648	kapina
spellbound	surprise	0.648	haltioissaan
cyclone	surprise	0.648	sykloni
unsuspecting	surprise	0.648	hyväuskoinen
attacking	surprise	0.648	hyökkäämällä
unintended	surprise	0.648	tahatonta
shout	surprise	0.641	huutaa
indescribable	surprise	0.641	sanoinkuvaamaton
tumult	surprise	0.641	melua
improvisation	surprise	0.641	improvisaatio
wildfire	surprise	0.641	metsäpalo
excitation	surprise	0.641	jännitystä
screech	surprise	0.641	kirkua
enthusiasm	surprise	0.641	innostusta
uncertain	surprise	0.633	epävarma
plunder	surprise	0.633	ryöstää
gape	surprise	0.633	aukko
treachery	surprise	0.633	petosta
agape	surprise	0.633	agape
anomaly	surprise	0.633	poikkeavuus
presto	surprise	0.633	presto
apparition	surprise	0.633	ilmestys
wonderment	surprise	0.625	ihmettelyä
slaughtering	surprise	0.625	teurastus
trick	surprise	0.625	temppu
mystery	surprise	0.625	mysteeri
murderous	surprise	0.625	murhaaja
distress	surprise	0.625	tuskaa
sorcery	surprise	0.625	noituus
excited	surprise	0.625	innoissaan
tempest	surprise	0.625	myrsky
urgency	surprise	0.625	kiireellisyys
inimaginable	surprise	0.617	käsittämätöntä
intrusive	surprise	0.617	tunkeileva
quickness	surprise	0.617	nopeus
intense	surprise	0.617	intensiivistä
trickery	surprise	0.617	huijausta
vanish	surprise	0.617	kadota
prank	surprise	0.617	kepponen
murder	surprise	0.617	murhata
thief	surprise	0.609	varas
blindfold	surprise	0.609	sidottu silmät
unstable	surprise	0.609	epävakaa
strangle	surprise	0.609	kuristaa
coup	surprise	0.609	vallankaappaus
magical	surprise	0.609	maaginen
shatter	surprise	0.609	särkyä
splash	surprise	0.609	roiskua
stupor	surprise	0.602	stupor
inconceivable	surprise	0.602	käsittämätöntä
betray	surprise	0.602	pettää
defy	surprise	0.602	uhmata
jubilee	surprise	0.602	juhlapäivä
assail	surprise	0.602	hyökätä
deluge	surprise	0.602	hukuttaa
tackle	surprise	0.602	puuttua
monstrosity	surprise	0.594	hirviö
lightning	surprise	0.594	salama
stupendous	surprise	0.594	mahtava
shrill	surprise	0.594	kimeä
mishap	surprise	0.594	vahinko
alerts	surprise	0.594	hälytyksiä
mysterious	surprise	0.586	salaperäinen
randomly	surprise	0.586	satunnaisesti
wild	surprise	0.586	villi
deceit	surprise	0.586	petos
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	sudenkuoppa
uncanny	surprise	0.586	outoa
wondrous	surprise	0.586	ihmeellinen
premature	surprise	0.578	ennenaikaista
stagger	surprise	0.578	porrastaa
rejoicing	surprise	0.578	iloitsee
godsend	surprise	0.578	jumalan lahja
jubilant	surprise	0.578	riemukas
electric	surprise	0.578	sähköinen
raving	surprise	0.578	raivoaa
bizarre	surprise	0.578	outoa
death	surprise	0.578	kuolema
fluke	surprise	0.578	onnea
oddity	surprise	0.578	kummajainen
dynamic	surprise	0.570	dynaaminen
dismay	surprise	0.570	tyrmistystä
revenge	surprise	0.570	kosto
nefarious	surprise	0.562	ilkeä
fascinate	surprise	0.562	kiehtoa
jerk	surprise	0.562	ääliö
ecstatic	surprise	0.562	hurmioitunut
reward	surprise	0.562	palkinto
uncover	surprise	0.562	paljastaa
reappear	surprise	0.562	ilmestyä uudelleen
zany	surprise	0.555	hassu
whim	surprise	0.555	päähänpisto
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	loihtia
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	pelastaa
daze	surprise	0.547	hämmentyä
heroism	surprise	0.547	sankaruus
illuminate	surprise	0.547	valaista
winner	surprise	0.547	voittaja
ejaculation	surprise	0.547	siemensyöksy
thwart	surprise	0.547	estää
rarity	surprise	0.547	harvinaisuus
unbridled	surprise	0.547	hillitön
tantalizing	surprise	0.547	ärsyttävä
punch	surprise	0.539	booli
cheer	surprise	0.539	hurrata
treason	surprise	0.539	maanpetoksesta
violation	surprise	0.539	rikkominen
celebration	surprise	0.539	juhla
illusion	surprise	0.539	illuusio
marvel	surprise	0.539	ihmettele
lucky	surprise	0.539	onnekas
lunge	surprise	0.539	syöksy
interrupt	surprise	0.539	keskeyttää
insult	surprise	0.539	loukkaus
concealed	surprise	0.531	piilotettu
snag	surprise	0.531	repiä
sensation	surprise	0.531	tunne
banger	surprise	0.531	makkara
fearfully	surprise	0.531	peloissaan
affront	surprise	0.531	loukkaus
jest	surprise	0.531	vitsi
undiscovered	surprise	0.523	löytämättä
liberate	surprise	0.523	vapauttaa
veer	surprise	0.523	kääntyä
abandonment	surprise	0.523	hylkääminen
immediacy	surprise	0.523	välittömyys
improvise	surprise	0.523	improvisoida
victimized	surprise	0.523	uhriksi joutunut
scorpion	surprise	0.523	skorpioni
majestic	surprise	0.523	majesteettinen
wonder	surprise	0.523	ihme
rejoice	surprise	0.523	iloitse
tickle	surprise	0.516	kutittaa
chance	surprise	0.516	mahdollisuus
yelp	surprise	0.516	älähtää
howl	surprise	0.516	ulvoa
stealthily	surprise	0.516	vaivihkaa
unintentionally	surprise	0.508	tahattomasti
magnificent	surprise	0.508	upea
reflex	surprise	0.508	refleksi
garish	surprise	0.508	räikeä
transcendence	surprise	0.508	transsendenssi
rave	surprise	0.508	rave
luck	surprise	0.508	onnea
swerve	surprise	0.508	väistää
pop	surprise	0.508	pop-
enliven	surprise	0.500	elävöittää
slayer	surprise	0.500	tappaja
remarkable	surprise	0.500	huomattava
infrequent	surprise	0.500	harvoin
pang	surprise	0.500	pang
erotic	surprise	0.500	eroottinen
misbehavior	surprise	0.500	kurittomuus
diversion	surprise	0.500	poikkeaminen
heroic	surprise	0.500	sankarillinen
alertness	surprise	0.500	valppautta
marvelous	surprise	0.500	ihmeellistä
fainting	surprise	0.500	pyörtyminen
embarrassment	surprise	0.500	hämmennystä
nab	surprise	0.492	napata
birthday	surprise	0.492	syntymäpäivä
camouflage	surprise	0.492	naamiointi
unutterable	surprise	0.492	sanoinkuvaamaton
chimera	surprise	0.492	kimeera
trump	surprise	0.492	valtti
decoy	surprise	0.492	houkutus
infarct	surprise	0.492	infarkti
greatness	surprise	0.492	suuruutta
exigent	surprise	0.492	vaativa
prick	surprise	0.484	ääliö
variable	surprise	0.484	muuttuja
curiosity	surprise	0.484	uteliaisuus
daemon	surprise	0.484	demoni
inexpressible	surprise	0.484	sanoinkuvaamaton
magician	surprise	0.484	taikuri
underestimate	surprise	0.484	aliarvioida
fanfare	surprise	0.484	fanfaari
horde	surprise	0.484	lauma
zeal	surprise	0.484	intoa
incident	surprise	0.477	tapaus
illumination	surprise	0.477	valaistus
chicane	surprise	0.477	juoni
sneeze	surprise	0.477	aivastaa
subversive	surprise	0.477	kumouksellinen
gawk	surprise	0.477	gawk
fortune	surprise	0.477	onni
strange	surprise	0.477	outo
dreadfully	surprise	0.477	hirveästi
unguarded	surprise	0.477	vartioimaton
prowl	surprise	0.469	vaania
reversal	surprise	0.469	kääntyminen
wizard	surprise	0.469	velho
rapid	surprise	0.469	nopea
leery	surprise	0.469	varovainen
break	surprise	0.461	tauko
slip	surprise	0.461	lipsahdus
divergent	surprise	0.461	poikkeava
hilarious	surprise	0.461	hilpeä
coincidence	surprise	0.461	yhteensattuma
subito	surprise	0.461	subito
overestimate	surprise	0.453	yliarvioida
ordeal	surprise	0.453	koettelemus
evanescence	surprise	0.453	katoaminen
merriment	surprise	0.453	iloa
raffle	surprise	0.453	arpajaiset
winning	surprise	0.453	voittaa
wonderful	surprise	0.453	ihana
hoax	surprise	0.453	huijaus
confession	surprise	0.453	tunnustus
splendid	surprise	0.445	loistava
stound	surprise	0.445	järkyttävä
perchance	surprise	0.445	kenties
excel	surprise	0.445	excel
enthusiast	surprise	0.445	harrastaja
gambling	surprise	0.445	uhkapelaaminen
feat	surprise	0.445	feat
laughter	surprise	0.445	nauru
brighten	surprise	0.438	kirkastaa
unique	surprise	0.438	ainutlaatuinen
senseless	surprise	0.438	järjetön
changeable	surprise	0.438	vaihdettavissa
splendor	surprise	0.438	loistoa
rapt	surprise	0.438	haltioitunut
unintentional	surprise	0.438	tahatonta
fascination	surprise	0.430	lumoa
trepidation	surprise	0.430	pelko
lawsuit	surprise	0.430	oikeusjuttu
gift	surprise	0.430	lahja
stealthy	surprise	0.430	viekas
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	juonittelu
delighted	surprise	0.430	iloinen
judgment	surprise	0.422	tuomio
stealth	surprise	0.422	varkain
enchant	surprise	0.422	lumoaa
originality	surprise	0.422	omaperäisyys
riddle	surprise	0.422	arvoitus
quicksilver	surprise	0.422	nopea hopea
illegitimate	surprise	0.414	laitonta
experiment	surprise	0.414	koe
elusive	surprise	0.414	käsittämätön
syncope	surprise	0.414	pyörtymä
liberation	surprise	0.414	vapautuminen
spirits	surprise	0.414	henget
perjury	surprise	0.414	väärä valaistus
veracity	surprise	0.414	totuudenmukaisuus
parade	surprise	0.406	paraati
applause	surprise	0.406	suosionosoitukset
inspired	surprise	0.406	inspiroitunut
allure	surprise	0.406	viehätys
eager	surprise	0.406	innokas
gambler	surprise	0.406	peluri
fete	surprise	0.406	juhla
divorce	surprise	0.398	avioero
guess	surprise	0.398	arvaus
princely	surprise	0.398	ruhtinaallinen
burlesque	surprise	0.398	burleski
secrecy	surprise	0.398	salassapito
incontinence	surprise	0.391	inkontinenssi
peri	surprise	0.391	peri
cheerful	surprise	0.391	iloinen
hermaphrodite	surprise	0.391	hermafrodiitti
supremacy	surprise	0.391	ylivalta
aspiration	surprise	0.391	pyrkimys
buck	surprise	0.383	pukki
lose	surprise	0.383	menettää
cadaver	surprise	0.383	ruumis
crowning	surprise	0.383	kruunaus
praiseworthy	surprise	0.383	kiitettävää
inheritance	surprise	0.383	perinnön
score	surprise	0.383	pisteet
gulp	surprise	0.375	kulaus
camouflaged	surprise	0.375	naamioitunut
advance	surprise	0.375	etukäteen
succeed	surprise	0.375	menestyä
frisky	surprise	0.375	pirteä
mystic	surprise	0.375	mystinen
compliment	surprise	0.375	kohteliaisuus
hope	surprise	0.367	toivoa
joker	surprise	0.367	jokeri
sparkle	surprise	0.367	kimallus
excavation	surprise	0.367	kaivaus
sensual	surprise	0.367	aistillinen
entertainment	surprise	0.359	viihde
feeling	surprise	0.359	tunne
modify	surprise	0.352	muuttaa
blessings	surprise	0.352	siunauksia
newcomer	surprise	0.352	tulokas
obit	surprise	0.352	obit
postponement	surprise	0.352	lykkäys
award	surprise	0.352	myöntää
clown	surprise	0.352	klovni
highest	surprise	0.344	korkein
hero	surprise	0.344	sankari
glorify	surprise	0.344	ylistää
proficiency	surprise	0.344	pätevyys
start	surprise	0.344	alkaa
wonderfully	surprise	0.344	ihanasti
celebrity	surprise	0.344	julkkis
rekindle	surprise	0.336	sytyttää uudelleen
optimism	surprise	0.336	optimismia
sanctify	surprise	0.336	pyhittää
unbeaten	surprise	0.336	lyömätön
prodigious	surprise	0.336	ihmeellinen
grin	surprise	0.336	virne
memorable	surprise	0.336	mieleenpainuva
warned	surprise	0.336	varoitti
dissolution	surprise	0.336	liukeneminen
hypertrophy	surprise	0.328	hypertrofia
admiration	surprise	0.328	ihailua
examination	surprise	0.320	tutkimus
angel	surprise	0.320	enkeli
present	surprise	0.320	esittää
catch	surprise	0.320	ottaa kiinni
hap	surprise	0.320	hap
saint	surprise	0.312	pyhimys
embrace	surprise	0.312	omaksua
flirt	surprise	0.312	flirttailla
puma	surprise	0.312	puma
kiss	surprise	0.312	suudella
liberty	surprise	0.312	vapautta
scrimmage	surprise	0.312	tappelu
treat	surprise	0.312	kohdella
inaffable	surprise	0.312	epämiellyttävä
occasional	surprise	0.312	satunnaista
dismissal	surprise	0.312	hylkääminen
perfection	surprise	0.305	täydellisyyttä
saintly	surprise	0.305	pyhä
gratify	surprise	0.305	tyydyttää
generosity	surprise	0.305	anteliaisuus
sally	surprise	0.305	sally
palpable	surprise	0.297	käsin kosketeltava
finally	surprise	0.297	vihdoinkin
differently	surprise	0.297	eri tavalla
polarity	surprise	0.297	vastakkaisuus
ceremony	surprise	0.297	seremonia
favorable	surprise	0.297	suotuisa
larger	surprise	0.297	suurempi
warn	surprise	0.297	varoittaa
medal	surprise	0.289	mitali
romance	surprise	0.289	romantiikkaa
inviting	surprise	0.289	kutsuva
greeting	surprise	0.289	tervehdys
resignation	surprise	0.281	eroaminen
accolade	surprise	0.281	kunnianosoitus
labor	surprise	0.281	työvoimaa
candid	surprise	0.281	vilpitön
trip	surprise	0.281	matka
stare	surprise	0.273	tuijottaa
admire	surprise	0.266	ihailla
glimmer	surprise	0.266	pilkahdus
playful	surprise	0.266	leikkisä
somatic	surprise	0.266	somaattinen
festival	surprise	0.266	festivaali
mimicry	surprise	0.266	matkiminen
insolvency	surprise	0.266	maksukyvyttömyys
immerse	surprise	0.266	upota
invite	surprise	0.266	kutsua
compensate	surprise	0.266	kompensoida
receiving	surprise	0.258	vastaanottaminen
complement	surprise	0.258	täydentää
chuckle	surprise	0.258	hihittää
laugh	surprise	0.258	nauraa
hypothesis	surprise	0.258	hypoteesi
honeymoon	surprise	0.250	häämatka
opera	surprise	0.242	ooppera
pleasant	surprise	0.242	miellyttävä
marry	surprise	0.242	naida
independence	surprise	0.242	itsenäisyys
chant	surprise	0.234	laulaa
holiness	surprise	0.234	pyhyyttä
assessment	surprise	0.234	arviointi
rhythmical	surprise	0.234	rytminen
hopeful	surprise	0.234	toiveikas
leave	surprise	0.234	lähteä
trophy	surprise	0.234	pokaali
deal	surprise	0.227	sopimus
procession	surprise	0.227	kulkue
placard	surprise	0.227	kyltti
shopping	surprise	0.219	ostoksilla
musical	surprise	0.219	musikaali
cherish	surprise	0.219	vaalia
good	surprise	0.219	hyvä
dawn	surprise	0.211	aamunkoitto
simplify	surprise	0.211	yksinkertaistaa
shell	surprise	0.211	kuori
morals	surprise	0.203	moraalia
money	surprise	0.203	raha
nullify	surprise	0.203	mitätöidä
purity	surprise	0.203	puhtaus
sweet	surprise	0.203	makea
synchronize	surprise	0.195	synkronoida
precious	surprise	0.195	kallisarvoinen
humanitarian	surprise	0.195	humanitaarinen
preservative	surprise	0.195	säilöntäaine
unfulfilled	surprise	0.195	täyttämättä
obliging	surprise	0.188	velvoittava
singularly	surprise	0.188	yksittäin
graduation	surprise	0.180	valmistumisen
foresee	surprise	0.180	ennakoida
pray	surprise	0.180	rukoilla
lovely	surprise	0.180	ihana
thirst	surprise	0.172	jano
mouth	surprise	0.172	suuhun
youth	surprise	0.172	nuoriso
sun	surprise	0.172	aurinko
art	surprise	0.172	taide
goodness	surprise	0.164	hyvyyttä
latent	surprise	0.156	piilevä
visor	surprise	0.156	visiiri
overdue	surprise	0.156	myöhässä
practiced	surprise	0.156	harjoiteltu
loyal	surprise	0.148	uskollinen
expect	surprise	0.148	odottaa
wireless	surprise	0.148	langaton
destination	surprise	0.148	määränpäähän
infant	surprise	0.141	vauva
cream	surprise	0.141	kerma
slush	surprise	0.141	sohjoa
quote	surprise	0.141	lainata
playground	surprise	0.133	leikkikenttä
vote	surprise	0.125	äänestys
teach	surprise	0.125	opettaa
organization	surprise	0.125	organisaatio
dolphin	surprise	0.117	delfiini
weight	surprise	0.117	paino
smile	surprise	0.117	hymy
sisterhood	surprise	0.109	sisaruus
cable	surprise	0.109	kaapeli
sunny	surprise	0.102	aurinkoinen
steady	surprise	0.094	tasaista
peaceful	surprise	0.086	rauhallinen
spa	surprise	0.086	kylpylä
leisure	surprise	0.086	vapaa-
picnic	surprise	0.078	piknikki
tree	surprise	0.078	puu
worm	surprise	0.055	mato
truthfulness	trust	0.906	totuudenmukaisuus
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	luotettava
honor	trust	0.844	kunnia
honesty	trust	0.844	rehellisyys
honest	trust	0.844	rehellinen
truth	trust	0.844	totuus
truthful	trust	0.836	totuudenmukaista
trusting	trust	0.836	luottavainen
brotherhood	trust	0.820	veljeskunta
entrust	trust	0.812	uskoa
committed	trust	0.805	sitoutunut
loyalty	trust	0.805	uskollisuus
integrity	trust	0.805	eheys
honorable	trust	0.805	kunniallinen
trust	trust	0.805	luottamus
credibility	trust	0.805	uskottavuus
faithful	trust	0.797	uskollinen
sincere	trust	0.797	vilpitön
partnership	trust	0.789	kumppanuutta
responsible	trust	0.789	vastuussa
true	trust	0.789	totta
wisdom	trust	0.789	viisaus
verification	trust	0.781	todentaminen
cooperative	trust	0.781	osuuskunta
vow	trust	0.781	lupaus
oath	trust	0.781	vala
respectable	trust	0.773	kunnioitettavaa
sisterhood	trust	0.773	sisaruus
hero	trust	0.773	sankari
credible	trust	0.773	uskottava
promise	trust	0.773	lupaus
verified	trust	0.773	vahvistettu
qualified	trust	0.766	pätevä
authentication	trust	0.766	todennus
respected	trust	0.766	kunnioitetaan
compassion	trust	0.759	myötätunto
approval	trust	0.758	hyväksyminen
moral	trust	0.758	moraalinen
reliability	trust	0.758	luotettavuus
trusts	trust	0.758	luotettu
safekeeping	trust	0.758	säilytys
reputable	trust	0.758	hyvämaineinen
love	trust	0.758	rakkaus
friend	trust	0.750	ystävä
stable	trust	0.750	vakaa
authentic	trust	0.750	aito
competence	trust	0.750	pätevyyttä
safeguard	trust	0.750	suojata
companion	trust	0.750	kumppani
advised	trust	0.750	neuvoi
respect	trust	0.750	kunnioittaminen
loyal	trust	0.750	uskollinen
genuine	trust	0.750	aito
friendships	trust	0.750	luottaa
ally	trust	0.750	liittolainen
proven	trust	0.742	todistettu
freedom	trust	0.742	vapautta
respects	trust	0.742	kunnioittaa
accepting	trust	0.742	ystävyyssuhteita
faith	trust	0.742	uskoa
wholesome	trust	0.742	terveellistä
heartfelt	trust	0.734	sydämellinen
unification	trust	0.734	yhdistäminen
confirmation	trust	0.734	vahvistus
protecting	trust	0.734	suojelemassa
reassurance	trust	0.734	vakuutuksen
trustee	trust	0.734	toimitsijamies
supporter	trust	0.734	tukija
respectful	trust	0.734	kunnioittavaa
admirable	trust	0.734	ihailtavaa
fact	trust	0.727	tosiasia
friendship	trust	0.727	ystävyys
partners	trust	0.727	hyväksyminen
confidentially	trust	0.727	luottamuksellisesti
confident	trust	0.727	itsevarma
equality	trust	0.727	tasa-arvo
alliance	trust	0.727	liittouma
credential	trust	0.727	valtakirja
believing	trust	0.727	uskoen
excellence	trust	0.727	erinomaisuutta
agreement	trust	0.727	sopimus
closeness	trust	0.719	läheisyys
authenticate	trust	0.719	todentaa
virtuous	trust	0.719	hyveellinen
intelligence	trust	0.719	älykkyyttä
kindred	trust	0.719	sukulaisia
virtue	trust	0.719	hyve
honored	trust	0.719	kunnioitettu
justice	trust	0.711	oikeudenmukaisuutta
charitable	trust	0.711	hyväntekeväisyys
determination	trust	0.711	päättäväisyys
creditable	trust	0.711	ansiokas
consistency	trust	0.711	johdonmukaisuus
allegiance	trust	0.711	uskollisuutta
cooperation	trust	0.711	yhteistyötä
guarantee	trust	0.711	takuu
dedication	trust	0.711	omistautumista
straightforward	trust	0.711	suoraviivaista
cooperating	trust	0.711	yhteistyössä
reliable	trust	0.703	luotettava
nurture	trust	0.703	vaalia
mother	trust	0.703	äiti
fulfilled	trust	0.703	täyttynyt
admiration	trust	0.703	ihailua
mentor	trust	0.703	mentori
guardianship	trust	0.703	edunvalvonta
assurance	trust	0.703	vakuutus
morality	trust	0.703	moraalista
motherhood	trust	0.703	äitiys
innocent	trust	0.703	viaton
reverence	trust	0.703	kunnioitusta
sanctuary	trust	0.703	rauhoitusalue
friendliness	trust	0.703	ystävällisyys
prepared	trust	0.703	valmis
admire	trust	0.703	ihailla
protected	trust	0.703	suojattu
proof	trust	0.703	todiste
bodyguard	trust	0.695	henkivartija
skillful	trust	0.695	taitava
marriage	trust	0.695	avioliitto
allied	trust	0.695	liittolainen
morals	trust	0.695	moraalia
humanitarian	trust	0.695	humanitaarinen
pact	trust	0.695	sopimus
courage	trust	0.695	rohkeutta
accountable	trust	0.695	vastuussa
agreeable	trust	0.695	miellyttävä
united	trust	0.695	yhtenäinen
indestructible	trust	0.695	tuhoutumaton
approving	trust	0.695	hyväksyvä
guardian	trust	0.695	huoltaja
compassionate	trust	0.695	myötätuntoinen
scientist	trust	0.695	tiedemies
certified	trust	0.695	sertifioitu
pledge	trust	0.688	lupaus
adviser	trust	0.688	neuvonantaja
authenticity	trust	0.688	aitous
understanding	trust	0.688	ymmärtäminen
secure	trust	0.688	turvallinen
guidance	trust	0.688	opastusta
monogamy	trust	0.688	yksiavioisuus
valor	trust	0.688	rohkeutta
solidity	trust	0.688	lujuus
perfection	trust	0.688	täydellisyyttä
believed	trust	0.688	uskoi
humanity	trust	0.688	ihmiskunta
justifiable	trust	0.688	perusteltua
competent	trust	0.688	pätevä
esteem	trust	0.688	arvostus
protector	trust	0.680	suojelija
inspire	trust	0.680	innostaa
hope	trust	0.680	toivoa
strongest	trust	0.680	kumppaneita
expertise	trust	0.680	asiantuntemusta
humble	trust	0.680	nöyrä
indivisible	trust	0.680	jakamaton
official	trust	0.680	virallinen
affirm	trust	0.680	vahvistaa
familiarity	trust	0.680	tuttuus
confirmed	trust	0.680	vahvistettu
diligence	trust	0.680	ahkeruus
grandfather	trust	0.680	isoisä
advocacy	trust	0.680	edunvalvonta
goodness	trust	0.680	hyvyyttä
commendable	trust	0.680	kiitettävää
acceptance	trust	0.680	hyväksyminen
diplomatic	trust	0.680	diplomaattinen
leader	trust	0.680	johtaja
confide	trust	0.680	uskoa
agreeing	trust	0.680	samaa mieltä
approve	trust	0.680	hyväksyä
professional	trust	0.680	ammattilainen
elders	trust	0.680	vanhimmat
confidential	trust	0.680	salassa pidettävä
faultless	trust	0.672	virheetön
believes	trust	0.672	hyväksytty
sanctify	trust	0.672	pyhittää
intelligent	trust	0.672	älykäs
safe	trust	0.672	turvallinen
accepted	trust	0.672	vahvin
dignity	trust	0.672	ihmisarvoa
unwavering	trust	0.672	horjumaton
encyclopedia	trust	0.672	tietosanakirja
mastery	trust	0.672	mestaruus
cohesive	trust	0.672	yhtenäinen
harmoniously	trust	0.672	harmonisesti
benevolence	trust	0.672	hyväntahtoisuus
healing	trust	0.672	paranemista
accredited	trust	0.672	akkreditoitu
covenant	trust	0.672	liitto
accountability	trust	0.664	vastuullisuus
team	trust	0.664	tiimi
authority	trust	0.664	viranomainen
heroic	trust	0.664	sankarillinen
reliance	trust	0.664	riippuvuus
expert	trust	0.664	asiantuntija
communicate	trust	0.664	kommunikoida
spiritual	trust	0.664	henkistä
impeccable	trust	0.664	moitteeton
specialist	trust	0.664	asiantuntija
affirmatively	trust	0.664	myöntävästi
proficient	trust	0.664	taitava
fulfillment	trust	0.664	täyttymys
advocate	trust	0.664	edustaa
disciple	trust	0.664	opetuslapsi
attestation	trust	0.664	todistus
merit	trust	0.664	ansioita
supporting	trust	0.664	tukea
ambassador	trust	0.664	suurlähettiläs
guidebook	trust	0.664	opaskirja
accept	trust	0.664	hyväksyä
strengthening	trust	0.661	vahvistaminen
holiness	trust	0.656	pyhyyttä
facts	trust	0.656	tosiasiat
warranty	trust	0.656	takuu
strength	trust	0.656	vahvuus
relationship	trust	0.656	suhdetta
defended	trust	0.656	puolusti
constancy	trust	0.656	pysyvyys
favorable	trust	0.656	suotuisa
gentleman	trust	0.656	herrasmies
counsel	trust	0.656	asianajaja
scientific	trust	0.656	tieteellinen
structure	trust	0.656	rakenne
elder	trust	0.656	vanhin
excellent	trust	0.656	erinomainen
achieve	trust	0.656	saavuttaa
steadfast	trust	0.656	vankkumaton
familiar	trust	0.656	tuttua
proficiency	trust	0.656	pätevyys
supports	trust	0.656	uskoo
counselor	trust	0.648	neuvonantaja
lovable	trust	0.648	rakastettava
advisable	trust	0.648	suositeltavaa
agreed	trust	0.648	sovittu
heroism	trust	0.648	sankaruus
rely	trust	0.648	luottaa
uphold	trust	0.648	ylläpitää
brother	trust	0.648	veli
matrimony	trust	0.648	avioliitto
assuredly	trust	0.648	varmasti
peaceful	trust	0.648	rauhallinen
saint	trust	0.648	pyhimys
unconditionally	trust	0.648	hyväksyy
solidarity	trust	0.648	solidaarisuutta
accepts	trust	0.648	tukee
inspiration	trust	0.648	inspiraatiota
noble	trust	0.648	jalo
successful	trust	0.648	onnistunut
harmony	trust	0.648	harmonia
protective	trust	0.648	suojaava
competency	trust	0.648	pätevyyttä
comrade	trust	0.648	toveri
academic	trust	0.648	akateeminen
assist	trust	0.648	avustaa
worthy	trust	0.643	arvoinen
benefactor	trust	0.641	hyväntekijä
credence	trust	0.641	uskottavuutta
confidence	trust	0.641	luottamusta
relationships	trust	0.641	ehdoitta
ordained	trust	0.641	määrätty
legal	trust	0.641	laillinen
champion	trust	0.641	mestari
lawful	trust	0.641	laillista
durability	trust	0.641	kestävyys
judiciary	trust	0.641	oikeuslaitos
doctor	trust	0.641	lääkäri
loving	trust	0.641	rakastava
assure	trust	0.641	vakuuttaa
establish	trust	0.641	perustaa
mamma	trust	0.641	äiti
kind	trust	0.641	kiltti
unity	trust	0.641	yhtenäisyys
conscientious	trust	0.641	tunnollinen
real	trust	0.641	todellinen
coexist	trust	0.641	rinnakkain
leading	trust	0.641	johtava
teacher	trust	0.641	opettaja
intimate	trust	0.634	intiimi
brotherly	trust	0.633	veljellinen
physician	trust	0.633	lääkäri
judicial	trust	0.633	oikeudellinen
saintly	trust	0.633	pyhä
aspiration	trust	0.633	pyrkimys
conscience	trust	0.633	omatunto
therapeutic	trust	0.633	terapeuttinen
fidelity	trust	0.633	uskollisuus
soundness	trust	0.633	tervettä
important	trust	0.633	tärkeä
homage	trust	0.633	kunnianosoitus
legitimacy	trust	0.633	legitiimiys
fortitude	trust	0.633	rohkeus
deepest	trust	0.633	suhteita
approved	trust	0.633	hyväksytty
courageous	trust	0.633	rohkea
devotional	trust	0.633	hartaus-
endorse	trust	0.633	tukea
backbone	trust	0.633	selkäranka
authorize	trust	0.633	valtuuttaa
practiced	trust	0.633	harjoiteltu
sanctification	trust	0.633	pyhitys
hopeful	trust	0.633	toiveikas
convincing	trust	0.633	vakuuttava
bless	trust	0.633	siunata
angel	trust	0.625	enkeli
authorization	trust	0.625	valtuutus
assured	trust	0.625	varma
purify	trust	0.625	puhdistaa
caretaker	trust	0.625	talonmies
regard	trust	0.625	huomioon
profound	trust	0.625	syvällinen
achievement	trust	0.625	saavutus
