English Word	Emotion	Emotion-Intensity-Score	French Word
default	sadness	0.121	défaut
lace	sadness	0.118	dentelle
unpublished	sadness	0.116	inédit
interested	sadness	0.114	intéressé
fortress	sadness	0.110	forteresse
lush	sadness	0.109	luxuriant
harry	sadness	0.109	Harry
ultimate	sadness	0.109	ultime
priesthood	sadness	0.109	prêtrise
orchestra	sadness	0.109	orchestre
rating	sadness	0.109	évaluation
fleece	sadness	0.109	toison
sanctify	sadness	0.108	sanctifier
income	sadness	0.100	le revenu
winning	sadness	0.094	gagnant
boo	sadness	0.094	huer
quiet	sadness	0.094	calme
sonnet	sadness	0.094	sonnet
vainly	sadness	0.091	vainement
hug	sadness	0.078	étreinte
opera	sadness	0.078	opéra
humble	sadness	0.078	humble
hut	sadness	0.078	cabane
ovation	sadness	0.078	ovation
wet	sadness	0.078	humide
motivating	sadness	0.078	motivant
treat	sadness	0.076	traiter
hymn	sadness	0.064	hymne
honest	sadness	0.062	honnête
relics	sadness	0.061	reliques
couch	sadness	0.060	canapé
waffle	sadness	0.047	gaufre
shell	sadness	0.045	coquille
musical	sadness	0.045	musical
savor	sadness	0.034	saveur
napkin	sadness	0.031	serviette
vote	sadness	0.031	voter
sing	sadness	0.017	chanter
mother	sadness	0.016	mère
music	sadness	0.016	musique
nutritious	sadness	0.015	nutritif
lovely	sadness	0.009	joli
sweetheart	sadness	0.000	amoureux
romance	sadness	0.000	romance
liquor	sadness	0.000	alcool
art	sadness	0.000	art
surprise	surprise	0.930	surprendre
explode	surprise	0.906	exploser
flabbergast	surprise	0.906	époustoufler
explosion	surprise	0.898	explosion
ambush	surprise	0.883	embuscade
explosive	surprise	0.883	explosif
eruption	surprise	0.883	éruption
surprisingly	surprise	0.875	étonnamment
startle	surprise	0.875	surprendre
shockingly	surprise	0.875	terriblement
frighten	surprise	0.875	effrayer
surprised	surprise	0.867	surpris
frightened	surprise	0.867	effrayé
surprising	surprise	0.867	surprenant
outburst	surprise	0.859	explosion
thrilling	surprise	0.859	palpitant
miracle	surprise	0.859	miracle
blast	surprise	0.852	explosion
astonishingly	surprise	0.852	étonnamment
alarm	surprise	0.852	alarme
shock	surprise	0.844	choc
thunderstruck	surprise	0.844	abasourdi
jolt	surprise	0.844	secousse
dazzle	surprise	0.836	éblouir
bang	surprise	0.836	pan
catastrophe	surprise	0.836	catastrophe
fright	surprise	0.836	la frayeur
unexpectedly	surprise	0.836	de manière inattendue
startling	surprise	0.828	surprenant
suddenly	surprise	0.828	soudain
emergency	surprise	0.828	urgence
bewilderment	surprise	0.828	perplexité
stunned	surprise	0.820	étourdi
astound	surprise	0.820	étonner
jackpot	surprise	0.812	cagnotte
earthquake	surprise	0.812	tremblement de terre
disaster	surprise	0.812	un sinistre
astonishment	surprise	0.805	étonnement
climax	surprise	0.805	Climax
aghast	surprise	0.805	atterré
astonish	surprise	0.805	étonner
scare	surprise	0.797	effrayer
awestruck	surprise	0.797	émerveillé
erupt	surprise	0.789	éclater
bomb	surprise	0.789	bombe
exclaim	surprise	0.789	exclamer
amazement	surprise	0.781	stupéfaction
abduction	surprise	0.773	enlèvement
alarming	surprise	0.773	alarmant
detonate	surprise	0.773	exploser
raid	surprise	0.773	raid
miraculous	surprise	0.773	miraculeux
invade	surprise	0.773	envahir
kidnap	surprise	0.766	kidnapper
unpredictable	surprise	0.758	imprévisible
stupefy	surprise	0.758	abrutir
dumfound	surprise	0.758	abasourdi
overwhelming	surprise	0.758	accablant
erratic	surprise	0.750	erratique
unimaginable	surprise	0.750	inimaginable
accident	surprise	0.750	accident
outrageous	surprise	0.750	scandaleux
horror	surprise	0.742	horreur
amaze	surprise	0.742	étonner
blitz	surprise	0.742	blitz
bewilder	surprise	0.742	déconcerter
flinch	surprise	0.742	reculer
petrify	surprise	0.742	pétrifier
wreck	surprise	0.742	détruire
slaughter	surprise	0.742	abattage
frenetic	surprise	0.734	frénétique
crash	surprise	0.734	crash
frantic	surprise	0.734	frénétique
stupefaction	surprise	0.734	stupéfaction
excitement	surprise	0.734	excitation
riotous	surprise	0.727	séditieux
outcry	surprise	0.727	tollé
vanished	surprise	0.727	disparu
moonstruck	surprise	0.727	rêveur
sudden	surprise	0.727	soudain
awe	surprise	0.719	admiration
scream	surprise	0.719	pousser un cri
breathless	surprise	0.719	à bout de souffle
sabotage	surprise	0.719	sabotage
shriek	surprise	0.719	cri
unanticipated	surprise	0.719	imprévu
bewildered	surprise	0.719	déconcerté
manslaughter	surprise	0.719	homicide involontaire
amazedness	surprise	0.719	étonnement
rupture	surprise	0.719	rupture
unexpected	surprise	0.711	inattendu
electrify	surprise	0.711	électrifier
uncontrollable	surprise	0.711	incontrôlable
shot	surprise	0.711	tir
avalanche	surprise	0.711	avalanche
gasp	surprise	0.711	haleter
stun	surprise	0.711	étourdir
slam	surprise	0.703	claquer
abrupt	surprise	0.703	brusque
intruder	surprise	0.703	intrus
unforeseen	surprise	0.703	imprévu
suspense	surprise	0.703	le suspense
devastation	surprise	0.703	dévastation
surge	surprise	0.703	surtension
excite	surprise	0.695	exciter
dumfounder	surprise	0.695	idiot
yell	surprise	0.695	crier
unprecedented	surprise	0.695	sans précédent
strike	surprise	0.695	la grève
volatility	surprise	0.695	volatilité
urgent	surprise	0.695	urgent
stab	surprise	0.695	coup de couteau
disturbance	surprise	0.688	perturbation
carnage	surprise	0.688	carnage
incredible	surprise	0.688	incroyable
spectacular	surprise	0.688	spectaculaire
thrill	surprise	0.680	frisson
recklessness	surprise	0.680	insouciance
clamor	surprise	0.680	clameur
monstrous	surprise	0.680	monstrueux
slap	surprise	0.680	gifler
inexplicable	surprise	0.672	inexplicable
terrorist	surprise	0.672	terroriste
exciting	surprise	0.672	passionnant
accidental	surprise	0.672	accidentel
accidentally	surprise	0.672	accidentellement
striking	surprise	0.672	frappant
captivate	surprise	0.672	captiver
exhilaration	surprise	0.672	euphorie
topple	surprise	0.664	renverser
dire	surprise	0.664	terrible
revolution	surprise	0.664	révolution
volcano	surprise	0.664	volcan
freakish	surprise	0.664	bizarre
revolt	surprise	0.656	révolte
bloodshed	surprise	0.656	effusion de sang
sneak	surprise	0.656	se faufiler
unspeakable	surprise	0.656	indicible
incendiary	surprise	0.656	incendiaire
epidemic	surprise	0.648	épidémie
violent	surprise	0.648	violent
disruption	surprise	0.648	perturbation
amazingly	surprise	0.648	étonnamment
mutiny	surprise	0.648	mutinerie
spellbound	surprise	0.648	envoûté
cyclone	surprise	0.648	cyclone
unsuspecting	surprise	0.648	sans méfiance
attacking	surprise	0.648	attaquer
unintended	surprise	0.648	involontaire
shout	surprise	0.641	cri
indescribable	surprise	0.641	indescriptible
tumult	surprise	0.641	tumulte
improvisation	surprise	0.641	improvisation
wildfire	surprise	0.641	incendies
excitation	surprise	0.641	excitation
screech	surprise	0.641	hurler
enthusiasm	surprise	0.641	enthousiasme
uncertain	surprise	0.633	incertain
plunder	surprise	0.633	pillage
gape	surprise	0.633	bâiller
treachery	surprise	0.633	traîtrise
agape	surprise	0.633	bouche bée
anomaly	surprise	0.633	anomalie
presto	surprise	0.633	presto
apparition	surprise	0.633	apparition
wonderment	surprise	0.625	émerveillement
slaughtering	surprise	0.625	abattage
trick	surprise	0.625	tour
mystery	surprise	0.625	mystère
murderous	surprise	0.625	meurtrier
distress	surprise	0.625	détresse
sorcery	surprise	0.625	sorcellerie
excited	surprise	0.625	excité
tempest	surprise	0.625	tempête
urgency	surprise	0.625	urgence
inimaginable	surprise	0.617	inimaginable
intrusive	surprise	0.617	intrusif
quickness	surprise	0.617	rapidité
intense	surprise	0.617	intense
trickery	surprise	0.617	tromperie
vanish	surprise	0.617	disparaître
prank	surprise	0.617	canular
murder	surprise	0.617	meurtre
thief	surprise	0.609	voleur
blindfold	surprise	0.609	bandeau
unstable	surprise	0.609	instable
strangle	surprise	0.609	étrangler
coup	surprise	0.609	coup
magical	surprise	0.609	magique
shatter	surprise	0.609	briser
splash	surprise	0.609	éclaboussure
stupor	surprise	0.602	stupeur
inconceivable	surprise	0.602	inconcevable
betray	surprise	0.602	trahir
defy	surprise	0.602	defier
jubilee	surprise	0.602	jubilé
assail	surprise	0.602	assaillir
deluge	surprise	0.602	inonder
tackle	surprise	0.602	s'attaquer à
monstrosity	surprise	0.594	monstruosité
lightning	surprise	0.594	éclair
stupendous	surprise	0.594	prodigieux
shrill	surprise	0.594	aigu
mishap	surprise	0.594	mésaventure
alerts	surprise	0.594	alertes
mysterious	surprise	0.586	mystérieux
randomly	surprise	0.586	au hasard
wild	surprise	0.586	sauvage
deceit	surprise	0.586	tromperie
bonus	surprise	0.586	prime
pitfall	surprise	0.586	piège
uncanny	surprise	0.586	étrange
wondrous	surprise	0.586	merveilleux
premature	surprise	0.578	prématuré
stagger	surprise	0.578	échelonner
rejoicing	surprise	0.578	réjouissance
godsend	surprise	0.578	don du ciel
jubilant	surprise	0.578	radieux
electric	surprise	0.578	électrique
raving	surprise	0.578	délirant
bizarre	surprise	0.578	bizarre
death	surprise	0.578	décès
fluke	surprise	0.578	patte
oddity	surprise	0.578	singularité
dynamic	surprise	0.570	dynamique
dismay	surprise	0.570	consternation
revenge	surprise	0.570	vengeance
nefarious	surprise	0.562	infâme
fascinate	surprise	0.562	fasciner
jerk	surprise	0.562	secousse
ecstatic	surprise	0.562	en extase
reward	surprise	0.562	récompense
uncover	surprise	0.562	dévoiler
reappear	surprise	0.562	réapparaître
zany	surprise	0.555	loufoque
whim	surprise	0.555	caprice
thaumaturgy	surprise	0.555	thaumaturgie
conjure	surprise	0.555	conjurer
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	sauvetage
daze	surprise	0.547	hébéter
heroism	surprise	0.547	héroïsme
illuminate	surprise	0.547	éclairer
winner	surprise	0.547	gagnant
ejaculation	surprise	0.547	éjaculation
thwart	surprise	0.547	contrecarrer
rarity	surprise	0.547	rareté
unbridled	surprise	0.547	débridé
tantalizing	surprise	0.547	alléchant
punch	surprise	0.539	coup de poing
cheer	surprise	0.539	bravo
treason	surprise	0.539	trahison
violation	surprise	0.539	violation
celebration	surprise	0.539	fête
illusion	surprise	0.539	illusion
marvel	surprise	0.539	merveille
lucky	surprise	0.539	chanceux
lunge	surprise	0.539	fente
interrupt	surprise	0.539	couper la parole
insult	surprise	0.539	insulte
concealed	surprise	0.531	caché
snag	surprise	0.531	accroc
sensation	surprise	0.531	sensation
banger	surprise	0.531	pétard
fearfully	surprise	0.531	craintivement
affront	surprise	0.531	affront
jest	surprise	0.531	plaisanter
undiscovered	surprise	0.523	non découvert
liberate	surprise	0.523	libérer
veer	surprise	0.523	virer
abandonment	surprise	0.523	abandon
immediacy	surprise	0.523	immédiateté
improvise	surprise	0.523	improviser
victimized	surprise	0.523	victime
scorpion	surprise	0.523	Scorpion
majestic	surprise	0.523	majestueux
wonder	surprise	0.523	merveille
rejoice	surprise	0.523	réjouir
tickle	surprise	0.516	chatouiller
chance	surprise	0.516	chance
yelp	surprise	0.516	japper
howl	surprise	0.516	hurler
stealthily	surprise	0.516	furtivement
unintentionally	surprise	0.508	involontairement
magnificent	surprise	0.508	magnifique
reflex	surprise	0.508	réflexe
garish	surprise	0.508	criard
transcendence	surprise	0.508	transcendance
rave	surprise	0.508	délirer
luck	surprise	0.508	chance
swerve	surprise	0.508	embardée
pop	surprise	0.508	populaire
enliven	surprise	0.500	animer
slayer	surprise	0.500	tueur
remarkable	surprise	0.500	remarquable
infrequent	surprise	0.500	rare
pang	surprise	0.500	serrement
erotic	surprise	0.500	érotique
misbehavior	surprise	0.500	mauvaise conduite
diversion	surprise	0.500	dérivation
heroic	surprise	0.500	héroïque
alertness	surprise	0.500	vigilance
marvelous	surprise	0.500	merveilleux
fainting	surprise	0.500	évanouissement
embarrassment	surprise	0.500	embarras
nab	surprise	0.492	attraper
birthday	surprise	0.492	date d'anniversaire
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	indicible
chimera	surprise	0.492	chimère
trump	surprise	0.492	atout
decoy	surprise	0.492	leurre
infarct	surprise	0.492	infarctus
greatness	surprise	0.492	grandeur
exigent	surprise	0.492	exigeant
prick	surprise	0.484	piquer
variable	surprise	0.484	variable
curiosity	surprise	0.484	curiosité
daemon	surprise	0.484	démon
inexpressible	surprise	0.484	inexprimable
magician	surprise	0.484	magicien
underestimate	surprise	0.484	sous-estimer
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	horde
zeal	surprise	0.484	zèle
incident	surprise	0.477	incident
illumination	surprise	0.477	éclairage
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	éternuement
subversive	surprise	0.477	subversif
gawk	surprise	0.477	rester bouche bée
fortune	surprise	0.477	fortune
strange	surprise	0.477	étrange
dreadfully	surprise	0.477	terriblement
unguarded	surprise	0.477	non gardé
prowl	surprise	0.469	rôder
reversal	surprise	0.469	renversement
wizard	surprise	0.469	sorcier
rapid	surprise	0.469	rapide
leery	surprise	0.469	méfiant
break	surprise	0.461	Pause
slip	surprise	0.461	caleçon
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	hilarant
coincidence	surprise	0.461	hasard
subito	surprise	0.461	subitement
overestimate	surprise	0.453	surestimer
ordeal	surprise	0.453	supplice
evanescence	surprise	0.453	évanescence
merriment	surprise	0.453	gaieté
raffle	surprise	0.453	tombola
winning	surprise	0.453	gagnant
wonderful	surprise	0.453	magnifique
hoax	surprise	0.453	canular
confession	surprise	0.453	confession
splendid	surprise	0.445	splendide
stound	surprise	0.445	stupéfait
perchance	surprise	0.445	par hasard
excel	surprise	0.445	exceller
enthusiast	surprise	0.445	passionné
gambling	surprise	0.445	jeux d'argent
feat	surprise	0.445	exploit
laughter	surprise	0.445	rire
brighten	surprise	0.438	éclairer
unique	surprise	0.438	unique
senseless	surprise	0.438	insensé
changeable	surprise	0.438	changeable
splendor	surprise	0.438	splendeur
rapt	surprise	0.438	ravi
unintentional	surprise	0.438	involontaire
fascination	surprise	0.430	fascination
trepidation	surprise	0.430	inquiétude
lawsuit	surprise	0.430	procès
gift	surprise	0.430	cadeau
stealthy	surprise	0.430	furtif
fiesta	surprise	0.430	fête
intrigue	surprise	0.430	intrigue
delighted	surprise	0.430	ravi
judgment	surprise	0.422	jugement
stealth	surprise	0.422	furtivité
enchant	surprise	0.422	enchanter
originality	surprise	0.422	originalité
riddle	surprise	0.422	cribler
quicksilver	surprise	0.422	mercure
illegitimate	surprise	0.414	illégitime
experiment	surprise	0.414	expérience
elusive	surprise	0.414	insaisissable
syncope	surprise	0.414	syncope
liberation	surprise	0.414	libération
spirits	surprise	0.414	esprits
perjury	surprise	0.414	parjure
veracity	surprise	0.414	véracité
parade	surprise	0.406	parade
applause	surprise	0.406	applaudissements
inspired	surprise	0.406	inspiré
allure	surprise	0.406	séduire
eager	surprise	0.406	impatient
gambler	surprise	0.406	joueur
fete	surprise	0.406	fête
divorce	surprise	0.398	divorcer
guess	surprise	0.398	deviner
princely	surprise	0.398	princier
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	secret
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	péri
cheerful	surprise	0.391	de bonne humeur
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	suprématie
aspiration	surprise	0.391	aspiration
buck	surprise	0.383	mâle
lose	surprise	0.383	perdre
cadaver	surprise	0.383	cadavre
crowning	surprise	0.383	couronnement
praiseworthy	surprise	0.383	louable
inheritance	surprise	0.383	héritage
score	surprise	0.383	score
gulp	surprise	0.375	gorgée
camouflaged	surprise	0.375	camouflé
advance	surprise	0.375	avance
succeed	surprise	0.375	réussir
frisky	surprise	0.375	fringant
mystic	surprise	0.375	mystique
compliment	surprise	0.375	compliment
hope	surprise	0.367	espoir
joker	surprise	0.367	joker
sparkle	surprise	0.367	scintillait
excavation	surprise	0.367	les fouilles
sensual	surprise	0.367	sensuel
entertainment	surprise	0.359	divertissement
feeling	surprise	0.359	sentiment
modify	surprise	0.352	modifier
blessings	surprise	0.352	bénédictions
newcomer	surprise	0.352	nouveau venu
obit	surprise	0.352	nécrologie
postponement	surprise	0.352	report
award	surprise	0.352	décerner
clown	surprise	0.352	clown
highest	surprise	0.344	le plus élevé
hero	surprise	0.344	héros
glorify	surprise	0.344	glorifier
proficiency	surprise	0.344	compétence
start	surprise	0.344	début
wonderfully	surprise	0.344	merveilleusement
celebrity	surprise	0.344	célébrité
rekindle	surprise	0.336	raviver
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	sanctifier
unbeaten	surprise	0.336	invaincu
prodigious	surprise	0.336	prodigieux
grin	surprise	0.336	sourire
memorable	surprise	0.336	mémorable
warned	surprise	0.336	averti
dissolution	surprise	0.336	dissolution
hypertrophy	surprise	0.328	hypertrophie
admiration	surprise	0.328	admiration
examination	surprise	0.320	examen
angel	surprise	0.320	ange
present	surprise	0.320	cadeau
catch	surprise	0.320	attraper
hap	surprise	0.320	heureusement
saint	surprise	0.312	Saint
embrace	surprise	0.312	embrasse
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	embrasser
liberty	surprise	0.312	liberté
scrimmage	surprise	0.312	mêlée
treat	surprise	0.312	traiter
inaffable	surprise	0.312	inaffable
occasional	surprise	0.312	occasionnel
dismissal	surprise	0.312	congédiement
perfection	surprise	0.305	la perfection
saintly	surprise	0.305	saint
gratify	surprise	0.305	satisfaire
generosity	surprise	0.305	générosité
sally	surprise	0.305	sortie
palpable	surprise	0.297	palpable
finally	surprise	0.297	finalement
differently	surprise	0.297	différemment
polarity	surprise	0.297	polarité
ceremony	surprise	0.297	la cérémonie
favorable	surprise	0.297	favorable
larger	surprise	0.297	plus grande
warn	surprise	0.297	prévenir
medal	surprise	0.289	médaille
romance	surprise	0.289	romance
inviting	surprise	0.289	attrayant
greeting	surprise	0.289	salutation
resignation	surprise	0.281	démission
accolade	surprise	0.281	accolade
labor	surprise	0.281	travail
candid	surprise	0.281	Candide
trip	surprise	0.281	voyage
stare	surprise	0.273	regard
admire	surprise	0.266	admirer
glimmer	surprise	0.266	lueur
playful	surprise	0.266	espiègle
somatic	surprise	0.266	somatique
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimétisme
insolvency	surprise	0.266	insolvabilité
immerse	surprise	0.266	immerger
invite	surprise	0.266	inviter
compensate	surprise	0.266	compenser
receiving	surprise	0.258	recevoir
complement	surprise	0.258	complément
chuckle	surprise	0.258	glousser
laugh	surprise	0.258	rire
hypothesis	surprise	0.258	hypothèse
honeymoon	surprise	0.250	voyage de noces
opera	surprise	0.242	opéra
pleasant	surprise	0.242	agréable
marry	surprise	0.242	marier
independence	surprise	0.242	indépendance
chant	surprise	0.234	chant
holiness	surprise	0.234	sainteté
assessment	surprise	0.234	évaluation
rhythmical	surprise	0.234	rythmé
hopeful	surprise	0.234	optimiste
leave	surprise	0.234	Pars
trophy	surprise	0.234	trophée
deal	surprise	0.227	accord
procession	surprise	0.227	procession
placard	surprise	0.227	placard
shopping	surprise	0.219	achats
musical	surprise	0.219	musical
cherish	surprise	0.219	chérir
good	surprise	0.219	bien
dawn	surprise	0.211	aube
simplify	surprise	0.211	simplifier
shell	surprise	0.211	coquille
morals	surprise	0.203	morale
money	surprise	0.203	argent
nullify	surprise	0.203	annuler
purity	surprise	0.203	pureté
sweet	surprise	0.203	sucré
synchronize	surprise	0.195	synchroniser
precious	surprise	0.195	précieux
humanitarian	surprise	0.195	humanitaire
preservative	surprise	0.195	conservateur
unfulfilled	surprise	0.195	insatisfait
obliging	surprise	0.188	obligeant
singularly	surprise	0.188	singulièrement
graduation	surprise	0.180	l'obtention du diplôme
foresee	surprise	0.180	prévoir
pray	surprise	0.180	prier
lovely	surprise	0.180	joli
thirst	surprise	0.172	la soif
mouth	surprise	0.172	bouche
youth	surprise	0.172	jeunesse
sun	surprise	0.172	Soleil
art	surprise	0.172	art
goodness	surprise	0.164	bonté
latent	surprise	0.156	latent
visor	surprise	0.156	visière
overdue	surprise	0.156	en retard
practiced	surprise	0.156	exercé
loyal	surprise	0.148	loyal
expect	surprise	0.148	attendre
wireless	surprise	0.148	sans fil
destination	surprise	0.148	destination
infant	surprise	0.141	nourrisson
cream	surprise	0.141	crème
slush	surprise	0.141	neige fondu
quote	surprise	0.141	Devis
playground	surprise	0.133	terrain de jeux
vote	surprise	0.125	voter
teach	surprise	0.125	apprendre
organization	surprise	0.125	organisme
dolphin	surprise	0.117	dauphin
weight	surprise	0.117	lester
smile	surprise	0.117	le sourire
sisterhood	surprise	0.109	fraternité
cable	surprise	0.109	câble
sunny	surprise	0.102	ensoleillé
steady	surprise	0.094	constant
peaceful	surprise	0.086	pacifique
spa	surprise	0.086	spa
leisure	surprise	0.086	loisirs
picnic	surprise	0.078	pique-nique
tree	surprise	0.078	arbre
worm	surprise	0.055	Ver de terre
truthfulness	trust	0.906	véracité
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	fiable
honor	trust	0.844	honneur
honesty	trust	0.844	honnêteté
honest	trust	0.844	honnête
truth	trust	0.844	vérité
truthful	trust	0.836	véridique
trusting	trust	0.836	confiant
brotherhood	trust	0.820	fraternité
entrust	trust	0.812	confier
committed	trust	0.805	engagé
loyalty	trust	0.805	loyauté
integrity	trust	0.805	intégrité
honorable	trust	0.805	honorable
trust	trust	0.805	confiance
credibility	trust	0.805	crédibilité
faithful	trust	0.797	fidèle
sincere	trust	0.797	sincères
partnership	trust	0.789	Partenariat
responsible	trust	0.789	responsable
true	trust	0.789	vrai
wisdom	trust	0.789	sagesse
verification	trust	0.781	vérification
cooperative	trust	0.781	coopérative
vow	trust	0.781	vœu
oath	trust	0.781	serment
respectable	trust	0.773	respectable
sisterhood	trust	0.773	fraternité
hero	trust	0.773	héros
credible	trust	0.773	crédible
promise	trust	0.773	promettre
verified	trust	0.773	vérifié
qualified	trust	0.766	qualifié
authentication	trust	0.766	authentification
respected	trust	0.766	respecté
compassion	trust	0.759	compassion
approval	trust	0.758	approbation
moral	trust	0.758	moral
reliability	trust	0.758	fiabilité
trusts	trust	0.758	de confiance
safekeeping	trust	0.758	garde
reputable	trust	0.758	honorable
love	trust	0.758	aimer
friend	trust	0.750	ami
stable	trust	0.750	écurie
authentic	trust	0.750	authentique
competence	trust	0.750	compétence
safeguard	trust	0.750	sauvegarde
companion	trust	0.750	un compagnon
advised	trust	0.750	informé
respect	trust	0.750	respect
loyal	trust	0.750	loyal
genuine	trust	0.750	véritable
friendships	trust	0.750	fiducies
ally	trust	0.750	allié
proven	trust	0.742	éprouvé
freedom	trust	0.742	liberté
respects	trust	0.742	respects
accepting	trust	0.742	amitiés
faith	trust	0.742	Foi
wholesome	trust	0.742	sain
heartfelt	trust	0.734	sincère
unification	trust	0.734	unification
confirmation	trust	0.734	confirmation
protecting	trust	0.734	protéger
reassurance	trust	0.734	réconfort
trustee	trust	0.734	curateur
supporter	trust	0.734	Supporter
respectful	trust	0.734	respectueux
admirable	trust	0.734	admirable
fact	trust	0.727	fait
friendship	trust	0.727	relation amicale
partners	trust	0.727	acceptant
confidentially	trust	0.727	confidentiellement
confident	trust	0.727	sur de soi
equality	trust	0.727	égalité
alliance	trust	0.727	Alliance
credential	trust	0.727	justificatif
believing	trust	0.727	croire
excellence	trust	0.727	excellence
agreement	trust	0.727	accord
closeness	trust	0.719	proximité
authenticate	trust	0.719	authentifier
virtuous	trust	0.719	vertueux
intelligence	trust	0.719	intelligence
kindred	trust	0.719	parenté
virtue	trust	0.719	vertu
honored	trust	0.719	honoré
justice	trust	0.711	Justice
charitable	trust	0.711	charitable
determination	trust	0.711	détermination
creditable	trust	0.711	honorable
consistency	trust	0.711	cohérence
allegiance	trust	0.711	allégeance
cooperation	trust	0.711	la coopération
guarantee	trust	0.711	garantie
dedication	trust	0.711	dévouement
straightforward	trust	0.711	directe
cooperating	trust	0.711	coopérer
reliable	trust	0.703	fiable
nurture	trust	0.703	nourrir
mother	trust	0.703	mère
fulfilled	trust	0.703	rempli
admiration	trust	0.703	admiration
mentor	trust	0.703	mentor
guardianship	trust	0.703	tutelle
assurance	trust	0.703	assurance
morality	trust	0.703	moralité
motherhood	trust	0.703	maternité
innocent	trust	0.703	innocent
reverence	trust	0.703	révérence
sanctuary	trust	0.703	sanctuaire
friendliness	trust	0.703	la convivialité
prepared	trust	0.703	préparé
admire	trust	0.703	admirer
protected	trust	0.703	protégé
proof	trust	0.703	preuve
bodyguard	trust	0.695	garde du corps
skillful	trust	0.695	habile
marriage	trust	0.695	mariage
allied	trust	0.695	allié
morals	trust	0.695	morale
humanitarian	trust	0.695	humanitaire
pact	trust	0.695	pacte
courage	trust	0.695	courage
accountable	trust	0.695	redevable
agreeable	trust	0.695	agréable
united	trust	0.695	uni
indestructible	trust	0.695	indestructible
approving	trust	0.695	approuvant
guardian	trust	0.695	Gardien
compassionate	trust	0.695	compatissant
scientist	trust	0.695	scientifique
certified	trust	0.695	agréé
pledge	trust	0.688	gage
adviser	trust	0.688	conseiller
authenticity	trust	0.688	authenticité
understanding	trust	0.688	entente
secure	trust	0.688	sécurisé
guidance	trust	0.688	conseils
monogamy	trust	0.688	monogamie
valor	trust	0.688	valeur
solidity	trust	0.688	solidité
perfection	trust	0.688	la perfection
believed	trust	0.688	a cru
humanity	trust	0.688	humanité
justifiable	trust	0.688	justifiable
competent	trust	0.688	compétent
esteem	trust	0.688	estime
protector	trust	0.680	protecteur
inspire	trust	0.680	inspirer
hope	trust	0.680	espoir
strongest	trust	0.680	les partenaires
expertise	trust	0.680	compétence
humble	trust	0.680	humble
indivisible	trust	0.680	indivisible
official	trust	0.680	officiel
affirm	trust	0.680	affirmer
familiarity	trust	0.680	familiarité
confirmed	trust	0.680	confirmé
diligence	trust	0.680	diligence
grandfather	trust	0.680	grand-père
advocacy	trust	0.680	plaidoyer
goodness	trust	0.680	bonté
commendable	trust	0.680	louable
acceptance	trust	0.680	acceptation
diplomatic	trust	0.680	diplomatique
leader	trust	0.680	chef
confide	trust	0.680	confier
agreeing	trust	0.680	être d'accord
approve	trust	0.680	approuver
professional	trust	0.680	professionnelle
elders	trust	0.680	aînés
confidential	trust	0.680	confidentiel
faultless	trust	0.672	irréprochable
believes	trust	0.672	accepté
sanctify	trust	0.672	sanctifier
intelligent	trust	0.672	intelligente
safe	trust	0.672	sûr
accepted	trust	0.672	le plus fort
dignity	trust	0.672	dignité
unwavering	trust	0.672	inébranlable
encyclopedia	trust	0.672	encyclopédie
mastery	trust	0.672	la maîtrise
cohesive	trust	0.672	cohésif
harmoniously	trust	0.672	harmonieusement
benevolence	trust	0.672	bienveillance
healing	trust	0.672	guérison
accredited	trust	0.672	accrédité
covenant	trust	0.672	engagement
accountability	trust	0.664	responsabilité
team	trust	0.664	équipe
authority	trust	0.664	autorité
heroic	trust	0.664	héroïque
reliance	trust	0.664	dépendance
expert	trust	0.664	expert
communicate	trust	0.664	communiquer
spiritual	trust	0.664	spirituel
impeccable	trust	0.664	impeccable
specialist	trust	0.664	spécialiste
affirmatively	trust	0.664	affirmativement
proficient	trust	0.664	compétent
fulfillment	trust	0.664	accomplissement
advocate	trust	0.664	avocat
disciple	trust	0.664	disciple
attestation	trust	0.664	attestation
merit	trust	0.664	mérite
supporting	trust	0.664	justificatif
ambassador	trust	0.664	ambassadeur
guidebook	trust	0.664	guide
accept	trust	0.664	J'accepte
strengthening	trust	0.661	renforcement
holiness	trust	0.656	sainteté
facts	trust	0.656	les faits
warranty	trust	0.656	garantie
strength	trust	0.656	force
relationship	trust	0.656	relation
defended	trust	0.656	défendu
constancy	trust	0.656	constance
favorable	trust	0.656	favorable
gentleman	trust	0.656	gentleman
counsel	trust	0.656	Conseil
scientific	trust	0.656	scientifique
structure	trust	0.656	structure
elder	trust	0.656	aîné
excellent	trust	0.656	excellent
achieve	trust	0.656	atteindre
