English Word	Emotion	Emotion-Intensity-Score	Kannada Word
manslaughter	surprise	0.719	ನರಹತ್ಯೆ
amazedness	surprise	0.719	ವಿಸ್ಮಯ
rupture	surprise	0.719	ಛಿದ್ರ
unexpected	surprise	0.711	ಅನಿರೀಕ್ಷಿತ
electrify	surprise	0.711	ವಿದ್ಯುದೀಕರಣ
uncontrollable	surprise	0.711	ನಿಯಂತ್ರಿಸಲಾಗದ
shot	surprise	0.711	ಗುಂಡು ಹಾರಿಸಿದರು
avalanche	surprise	0.711	ಹಿಮಕುಸಿತ
gasp	surprise	0.711	ಏದುಸಿರು ಬಿಡು
stun	surprise	0.711	ದಿಗ್ಭ್ರಮೆಗೊಳಿಸು
slam	surprise	0.703	ಸ್ಲ್ಯಾಮ್
abrupt	surprise	0.703	ಥಟ್ಟನೆ
intruder	surprise	0.703	ಒಳನುಗ್ಗುವವನು
unforeseen	surprise	0.703	ಅನಿರೀಕ್ಷಿತ
suspense	surprise	0.703	ರಹಸ್ಯ
devastation	surprise	0.703	ವಿನಾಶ
surge	surprise	0.703	ಉಲ್ಬಣವು
excite	surprise	0.695	ಪ್ರಚೋದಿಸುತ್ತವೆ
dumfounder	surprise	0.695	ಡಮ್ಫೌಂಡರ್
yell	surprise	0.695	ಕೂಗು
unprecedented	surprise	0.695	ಅಭೂತಪೂರ್ವ
strike	surprise	0.695	ಮುಷ್ಕರ
volatility	surprise	0.695	ಚಂಚಲತೆ
urgent	surprise	0.695	ತುರ್ತು
stab	surprise	0.695	ಇರಿತ
disturbance	surprise	0.688	ಅಡಚಣೆ
carnage	surprise	0.688	ಹತ್ಯಾಕಾಂಡ
incredible	surprise	0.688	ನಂಬಲಾಗದ
spectacular	surprise	0.688	ಅದ್ಭುತ
thrill	surprise	0.680	ರೋಮಾಂಚನ
recklessness	surprise	0.680	ಅಜಾಗರೂಕತೆ
clamor	surprise	0.680	ಗಲಾಟೆ
monstrous	surprise	0.680	ದೈತ್ಯಾಕಾರದ
slap	surprise	0.680	ಬಡಿ
inexplicable	surprise	0.672	ವಿವರಿಸಲಾಗದ
terrorist	surprise	0.672	ಭಯೋತ್ಪಾದಕ
exciting	surprise	0.672	ಅತ್ಯಾಕರ್ಷಕ
accidental	surprise	0.672	ಆಕಸ್ಮಿಕ
accidentally	surprise	0.672	ಆಕಸ್ಮಿಕವಾಗಿ
striking	surprise	0.672	ಹೊಡೆಯುವ
captivate	surprise	0.672	ವಶಪಡಿಸಿಕೊಳ್ಳುತ್ತವೆ
exhilaration	surprise	0.672	ಉಲ್ಲಾಸ
topple	surprise	0.664	ಉರುಳಿಸು
dire	surprise	0.664	ಭೀಕರ
revolution	surprise	0.664	ಕ್ರಾಂತಿ
volcano	surprise	0.664	ಜ್ವಾಲಾಮುಖಿ
freakish	surprise	0.664	ವಿಲಕ್ಷಣ
revolt	surprise	0.656	ದಂಗೆ
bloodshed	surprise	0.656	ರಕ್ತಪಾತ
sneak	surprise	0.656	ನುಸುಳಲು
unspeakable	surprise	0.656	ಹೇಳಲಾಗದು
incendiary	surprise	0.656	ಬೆಂಕಿಯಿಡುವ
epidemic	surprise	0.648	ಸಾಂಕ್ರಾಮಿಕ
violent	surprise	0.648	ಹಿಂಸಾತ್ಮಕ
disruption	surprise	0.648	ಅಡ್ಡಿ
amazingly	surprise	0.648	ಆಶ್ಚರ್ಯಕರವಾಗಿ
mutiny	surprise	0.648	ದಂಗೆ
spellbound	surprise	0.648	ಮಂತ್ರಮುಗ್ಧನಾದ
cyclone	surprise	0.648	ಚಂಡಮಾರುತ
unsuspecting	surprise	0.648	ಅನುಮಾನಾಸ್ಪದ
attacking	surprise	0.648	ದಾಳಿ ಮಾಡುತ್ತಿದೆ
unintended	surprise	0.648	ಉದ್ದೇಶವಿಲ್ಲದ
shout	surprise	0.641	ಹುಯಿಲಿಡು
indescribable	surprise	0.641	ವರ್ಣಿಸಲಾಗದ
tumult	surprise	0.641	ಗದ್ದಲ
improvisation	surprise	0.641	ಸುಧಾರಣೆ
wildfire	surprise	0.641	ಕಾಳ್ಗಿಚ್ಚು
excitation	surprise	0.641	ಪ್ರಚೋದನೆ
screech	surprise	0.641	ಕಿರುಚಾಟ
enthusiasm	surprise	0.641	ಉತ್ಸಾಹ
uncertain	surprise	0.633	ಅನಿಶ್ಚಿತ
plunder	surprise	0.633	ಲೂಟಿ
gape	surprise	0.633	ಅಂತರ
treachery	surprise	0.633	ವಿಶ್ವಾಸಘಾತುಕತನ
agape	surprise	0.633	ಅಗಾಪೆ
anomaly	surprise	0.633	ಅಸಂಗತತೆ
presto	surprise	0.633	ಪ್ರೆಸ್ಟೊ
apparition	surprise	0.633	ಪ್ರತ್ಯಕ್ಷತೆ
wonderment	surprise	0.625	ಆಶ್ಚರ್ಯ
slaughtering	surprise	0.625	ವಧೆ
trick	surprise	0.625	ಟ್ರಿಕ್
mystery	surprise	0.625	ನಿಗೂಢ
murderous	surprise	0.625	ಕೊಲೆಗಾರ
distress	surprise	0.625	ಯಾತನೆ
sorcery	surprise	0.625	ವಾಮಾಚಾರ
excited	surprise	0.625	ಹರ್ಷ
tempest	surprise	0.625	ಚಂಡಮಾರುತ
urgency	surprise	0.625	ತುರ್ತು
inimaginable	surprise	0.617	ಊಹಿಸಲಾಗದ
intrusive	surprise	0.617	ಗೊಂದಲಮಯ
quickness	surprise	0.617	ತ್ವರಿತತೆ
intense	surprise	0.617	ತೀವ್ರ
trickery	surprise	0.617	ಕುತಂತ್ರ
vanish	surprise	0.617	ಕಣ್ಮರೆಯಾಗುತ್ತದೆ
prank	surprise	0.617	ತಮಾಷೆ
murder	surprise	0.617	ಕೊಲೆ
thief	surprise	0.609	ಕಳ್ಳ
blindfold	surprise	0.609	ಕಣ್ಣುಮುಚ್ಚಿ
unstable	surprise	0.609	ಅಸ್ಥಿರ
strangle	surprise	0.609	ಕತ್ತು ಹಿಸುಕು
coup	surprise	0.609	ದಂಗೆ
magical	surprise	0.609	ಮಾಂತ್ರಿಕ
shatter	surprise	0.609	ಚೂರುಚೂರು
splash	surprise	0.609	ಸ್ಪ್ಲಾಶ್
stupor	surprise	0.602	ಮೂರ್ಖತನ
inconceivable	surprise	0.602	ಅಚಿಂತ್ಯ
betray	surprise	0.602	ವಿಶ್ವಾಸಘಾತ
defy	surprise	0.602	ಧಿಕ್ಕರಿಸುತ್ತಾರೆ
jubilee	surprise	0.602	ಜಯಂತಿ
assail	surprise	0.602	ಆಕ್ರಮಣ
deluge	surprise	0.602	ಪ್ರಳಯ
tackle	surprise	0.602	ನಿಭಾಯಿಸಲು
monstrosity	surprise	0.594	ದೈತ್ಯಾಕಾರದ
lightning	surprise	0.594	ಮಿಂಚು
stupendous	surprise	0.594	ಅತ್ಯದ್ಭುತ
shrill	surprise	0.594	ರೋಮಾಂಚನ
mishap	surprise	0.594	ದುರ್ಘಟನೆ
alerts	surprise	0.594	ಎಚ್ಚರಿಕೆಗಳು
mysterious	surprise	0.586	ನಿಗೂಢ
randomly	surprise	0.586	ಯಾದೃಚ್ಛಿಕವಾಗಿ
wild	surprise	0.586	ಕಾಡು
deceit	surprise	0.586	ವಂಚನೆ
bonus	surprise	0.586	ಬೋನಸ್
pitfall	surprise	0.586	ಅಪಾಯ
uncanny	surprise	0.586	ವಿಲಕ್ಷಣ
wondrous	surprise	0.586	ಅದ್ಭುತ
premature	surprise	0.578	ಅಕಾಲಿಕ
stagger	surprise	0.578	ಒದ್ದಾಡುತ್ತಾರೆ
rejoicing	surprise	0.578	ಸಂತೋಷಪಡುತ್ತಿದ್ದಾರೆ
godsend	surprise	0.578	ದೈವದತ್ತ
jubilant	surprise	0.578	ಹರ್ಷೋದ್ಗಾರ
electric	surprise	0.578	ವಿದ್ಯುತ್
raving	surprise	0.578	ರೇವಿಂಗ್
bizarre	surprise	0.578	ವಿಲಕ್ಷಣ
death	surprise	0.578	ಸಾವು
fluke	surprise	0.578	ಅಳುಕು
oddity	surprise	0.578	ವಿಲಕ್ಷಣತೆ
dynamic	surprise	0.570	ಕ್ರಿಯಾತ್ಮಕ
dismay	surprise	0.570	ದಿಗ್ಭ್ರಮೆ
revenge	surprise	0.570	ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳುತ್ತಾರೆ
nefarious	surprise	0.562	ನೀಚ
fascinate	surprise	0.562	ಆಕರ್ಷಕ
jerk	surprise	0.562	ಎಳೆತ
ecstatic	surprise	0.562	ಭಾವಪರವಶನಾದ
reward	surprise	0.562	ಬಹುಮಾನ
uncover	surprise	0.562	ಬಹಿರಂಗಪಡಿಸಲು
reappear	surprise	0.562	ಮತ್ತೆ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತವೆ
zany	surprise	0.555	ದಡ್ಡ
whim	surprise	0.555	ಹುಚ್ಚಾಟಿಕೆ
thaumaturgy	surprise	0.555	ಥೌಮಟರ್ಜಿ
conjure	surprise	0.555	ಬೇಡಿಕೊಳ್ಳು
crescendo	surprise	0.555	ಕ್ರೆಸೆಂಡೋ
rescue	surprise	0.547	ಪಾರುಗಾಣಿಕಾ
daze	surprise	0.547	ಬೆರಗುಗೊಳಿಸು
heroism	surprise	0.547	ವೀರತ್ವ
illuminate	surprise	0.547	ಬೆಳಗುತ್ತವೆ
winner	surprise	0.547	ವಿಜೇತ
ejaculation	surprise	0.547	ಸ್ಖಲನ
thwart	surprise	0.547	ತಡೆಯು
rarity	surprise	0.547	ವಿರಳತೆ
unbridled	surprise	0.547	ಕಡಿವಾಣವಿಲ್ಲದ
tantalizing	surprise	0.547	ಕೆರಳಿಸುವ
punch	surprise	0.539	ಪಂಚ್
cheer	surprise	0.539	ಹುರಿದುಂಬಿಸಿ
treason	surprise	0.539	ದೇಶದ್ರೋಹ
violation	surprise	0.539	ಉಲ್ಲಂಘನೆ
celebration	surprise	0.539	ಆಚರಣೆ
illusion	surprise	0.539	ಭ್ರಮೆ
marvel	surprise	0.539	ಅದ್ಭುತ
lucky	surprise	0.539	ಅದೃಷ್ಟವಂತ
lunge	surprise	0.539	ಲುಂಜ್
interrupt	surprise	0.539	ಅಡ್ಡಿಪಡಿಸಿ
insult	surprise	0.539	ಅವಮಾನ
concealed	surprise	0.531	ಮರೆಮಾಡಲಾಗಿದೆ
snag	surprise	0.531	ಸ್ನ್ಯಾಗ್
sensation	surprise	0.531	ಸಂವೇದನೆ
banger	surprise	0.531	ಬ್ಯಾಂಗರ್
fearfully	surprise	0.531	ಭಯದಿಂದ
affront	surprise	0.531	ಮುಖಭಂಗ
jest	surprise	0.531	ತಮಾಷೆ
undiscovered	surprise	0.523	ಪತ್ತೆಯಾಗಿಲ್ಲ
liberate	surprise	0.523	ಬಿಡುಗಡೆ ಮಾಡು
veer	surprise	0.523	ವೀರ್
abandonment	surprise	0.523	ತ್ಯಜಿಸುವಿಕೆ
immediacy	surprise	0.523	ತಕ್ಷಣದ
improvise	surprise	0.523	ಸುಧಾರಿಸಿ
victimized	surprise	0.523	ಬಲಿಪಶು
scorpion	surprise	0.523	ಚೇಳು
majestic	surprise	0.523	ಭವ್ಯವಾದ
wonder	surprise	0.523	ಆಶ್ಚರ್ಯ
rejoice	surprise	0.523	ಹಿಗ್ಗು
tickle	surprise	0.516	ಕಚಗುಳಿ
chance	surprise	0.516	ಅವಕಾಶ
yelp	surprise	0.516	ಕೂಗು
howl	surprise	0.516	ಕೂಗು
stealthily	surprise	0.516	ಗುಟ್ಟಾಗಿ
unintentionally	surprise	0.508	ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
magnificent	surprise	0.508	ಭವ್ಯವಾದ
reflex	surprise	0.508	ಪ್ರತಿಫಲಿತ
garish	surprise	0.508	ಸೊಗಸುಗಾರ
transcendence	surprise	0.508	ಮೀರುವಿಕೆ
rave	surprise	0.508	ರೇವ್
luck	surprise	0.508	ಅದೃಷ್ಟ
swerve	surprise	0.508	ತಿರುಗಿಸು
pop	surprise	0.508	ಪಾಪ್
enliven	surprise	0.500	ಜೀವಂತಗೊಳಿಸು
slayer	surprise	0.500	ಸಂಹಾರಕ
remarkable	surprise	0.500	ಗಮನಾರ್ಹ
infrequent	surprise	0.500	ವಿರಳ
pang	surprise	0.500	ಸಂಕಟ
erotic	surprise	0.500	ಕಾಮಪ್ರಚೋದಕ
misbehavior	surprise	0.500	ತಪ್ಪು ನಡವಳಿಕೆ
diversion	surprise	0.500	ತಿರುವು
heroic	surprise	0.500	ವೀರೋಚಿತ
alertness	surprise	0.500	ಜಾಗರೂಕತೆ
marvelous	surprise	0.500	ಅದ್ಭುತ
fainting	surprise	0.500	ಮೂರ್ಛೆ ಹೋಗುತ್ತಿದೆ
embarrassment	surprise	0.500	ಮುಜುಗರ
nab	surprise	0.492	ನಾಬ್
birthday	surprise	0.492	ಹುಟ್ಟುಹಬ್ಬ
camouflage	surprise	0.492	ಮರೆಮಾಚುವಿಕೆ
unutterable	surprise	0.492	ಹೇಳಲಾಗದ
chimera	surprise	0.492	ಚೈಮೇರಾ
trump	surprise	0.492	ಟ್ರಂಪ್
decoy	surprise	0.492	ವಂಚನೆ
infarct	surprise	0.492	ಇನ್ಫಾರ್ಕ್ಟ್
greatness	surprise	0.492	ಹಿರಿಮೆ
exigent	surprise	0.492	ಅಗತ್ಯ
prick	surprise	0.484	ಮುಳ್ಳು
variable	surprise	0.484	ವೇರಿಯಬಲ್
curiosity	surprise	0.484	ಕುತೂಹಲ
daemon	surprise	0.484	ಡೀಮನ್
inexpressible	surprise	0.484	ವಿವರಿಸಲಾಗದ
magician	surprise	0.484	ಜಾದೂಗಾರ
underestimate	surprise	0.484	ಕಡಿಮೆ
fanfare	surprise	0.484	ಅಭಿಮಾನ
horde	surprise	0.484	ಗುಂಪು
zeal	surprise	0.484	ಹುರುಪು
incident	surprise	0.477	ಘಟನೆ
illumination	surprise	0.477	ಪ್ರಕಾಶ
chicane	surprise	0.477	ಚಿಕೇನ್
sneeze	surprise	0.477	ಸೀನು
subversive	surprise	0.477	ವಿಧ್ವಂಸಕ
gawk	surprise	0.477	ಗಾವ್ಕ್
fortune	surprise	0.477	ಅದೃಷ್ಟ
strange	surprise	0.477	ವಿಚಿತ್ರ
dreadfully	surprise	0.477	ಭಯಂಕರವಾಗಿ
unguarded	surprise	0.477	ರಕ್ಷಣೆಯಿಲ್ಲದ
prowl	surprise	0.469	ಅಲೆಯಿರಿ
reversal	surprise	0.469	ಹಿಮ್ಮುಖ
wizard	surprise	0.469	ಮಾಂತ್ರಿಕ
rapid	surprise	0.469	ಕ್ಷಿಪ್ರ
leery	surprise	0.469	ಜಿಗುಪ್ಸೆ
break	surprise	0.461	ಬ್ರೇಕ್
slip	surprise	0.461	ಸ್ಲಿಪ್
divergent	surprise	0.461	ಭಿನ್ನವಾದ
hilarious	surprise	0.461	ಉಲ್ಲಾಸದಾಯಕ
coincidence	surprise	0.461	ಕಾಕತಾಳೀಯ
subito	surprise	0.461	ಸುಬಿಟೊ
overestimate	surprise	0.453	ಅತಿಯಾಗಿ ಅಂದಾಜು ಮಾಡಿ
ordeal	surprise	0.453	ಅಗ್ನಿಪರೀಕ್ಷೆ
evanescence	surprise	0.453	ತಪ್ಪಿಸಿಕೊಳ್ಳುವಿಕೆ
merriment	surprise	0.453	ಉಲ್ಲಾಸ
raffle	surprise	0.453	ರಾಫೆಲ್
winning	surprise	0.453	ವಿಜೇತ
wonderful	surprise	0.453	ಅದ್ಭುತ
hoax	surprise	0.453	ವಂಚನೆ
confession	surprise	0.453	ತಪ್ಪೊಪ್ಪಿಗೆ
splendid	surprise	0.445	ಭವ್ಯವಾದ
stound	surprise	0.445	ಸ್ಟೌಂಡ್
perchance	surprise	0.445	ಅವಕಾಶ
excel	surprise	0.445	ಉತ್ಕೃಷ್ಟ
enthusiast	surprise	0.445	ಉತ್ಸಾಹಿ
gambling	surprise	0.445	ಜೂಜಾಟ
feat	surprise	0.445	ಸಾಧನೆ
laughter	surprise	0.445	ನಗು
brighten	surprise	0.438	ಪ್ರಕಾಶಿಸುತ್ತವೆ
unique	surprise	0.438	ಅನನ್ಯ
senseless	surprise	0.438	ಅರ್ಥಹೀನ
changeable	surprise	0.438	ಬದಲಾಯಿಸಬಹುದಾದ
splendor	surprise	0.438	ವೈಭವ
rapt	surprise	0.438	ರ್ಯಾಪ್ಟ್
unintentional	surprise	0.438	ಉದ್ದೇಶಪೂರ್ವಕವಲ್ಲದ
fascination	surprise	0.430	ಆಕರ್ಷಣೆ
trepidation	surprise	0.430	ನಡುಕ
lawsuit	surprise	0.430	ಮೊಕದ್ದಮೆ
gift	surprise	0.430	ಉಡುಗೊರೆ
stealthy	surprise	0.430	ರಹಸ್ಯವಾದ
fiesta	surprise	0.430	ಉತ್ಸವ
intrigue	surprise	0.430	ಒಳಸಂಚು
delighted	surprise	0.430	ಸಂತೋಷವಾಯಿತು
judgment	surprise	0.422	ತೀರ್ಪು
stealth	surprise	0.422	ರಹಸ್ಯ
enchant	surprise	0.422	ಮೋಡಿಮಾಡು
originality	surprise	0.422	ಸ್ವಂತಿಕೆ
riddle	surprise	0.422	ಒಗಟು
quicksilver	surprise	0.422	ತ್ವರಿತ ಬೆಳ್ಳಿ
illegitimate	surprise	0.414	ನ್ಯಾಯಸಮ್ಮತವಲ್ಲದ
experiment	surprise	0.414	ಪ್ರಯೋಗ
elusive	surprise	0.414	ತಪ್ಪಿಸಿಕೊಳ್ಳಲಾಗದ
syncope	surprise	0.414	ಸಿಂಕೋಪ್
liberation	surprise	0.414	ವಿಮೋಚನೆ
spirits	surprise	0.414	ಆತ್ಮಗಳು
perjury	surprise	0.414	ಸುಳ್ಳು ಹೇಳಿಕೆ
veracity	surprise	0.414	ಸತ್ಯಾಸತ್ಯತೆ
parade	surprise	0.406	ಮೆರವಣಿಗೆ
applause	surprise	0.406	ಚಪ್ಪಾಳೆ
inspired	surprise	0.406	ಪ್ರೇರಿತ
allure	surprise	0.406	ಆಕರ್ಷಣೆ
eager	surprise	0.406	ಉತ್ಸುಕನಾಗಿದ್ದಾನೆ
gambler	surprise	0.406	ಜೂಜುಕೋರ
fete	surprise	0.406	ಹಬ್ಬ
divorce	surprise	0.398	ವಿಚ್ಛೇದನ
guess	surprise	0.398	ಊಹೆ
princely	surprise	0.398	ರಾಜಪ್ರಭುತ್ವದ
burlesque	surprise	0.398	ದಟ್ಟವಾದ
secrecy	surprise	0.398	ರಹಸ್ಯ
incontinence	surprise	0.391	ಅಸಂಯಮ
peri	surprise	0.391	ಪೆರಿ
cheerful	surprise	0.391	ಹರ್ಷಚಿತ್ತದಿಂದ
hermaphrodite	surprise	0.391	ಹರ್ಮಾಫ್ರೋಡೈಟ್
supremacy	surprise	0.391	ಶ್ರೇಷ್ಠತೆ
aspiration	surprise	0.391	ಆಕಾಂಕ್ಷೆ
buck	surprise	0.383	ಬಕ್
lose	surprise	0.383	ಕಳೆದುಕೊಳ್ಳುತ್ತಾರೆ
cadaver	surprise	0.383	ಶವ
crowning	surprise	0.383	ಕಿರೀಟ
praiseworthy	surprise	0.383	ಪ್ರಶಂಸಾರ್ಹ
inheritance	surprise	0.383	ಉತ್ತರಾಧಿಕಾರ
score	surprise	0.383	ಅಂಕ
gulp	surprise	0.375	ಗುಟುಕು
camouflaged	surprise	0.375	ಮರೆಮಾಚಲಾಗಿದೆ
advance	surprise	0.375	ಮುನ್ನಡೆ
succeed	surprise	0.375	ಯಶಸ್ಸು
frisky	surprise	0.375	ಚುರುಕಾದ
mystic	surprise	0.375	ಅತೀಂದ್ರಿಯ
compliment	surprise	0.375	ಅಭಿನಂದನೆ
hope	surprise	0.367	ಭರವಸೆ
joker	surprise	0.367	ಜೋಕರ್
sparkle	surprise	0.367	ಮಿಂಚು
excavation	surprise	0.367	ಉತ್ಖನನ
sensual	surprise	0.367	ಇಂದ್ರಿಯ
entertainment	surprise	0.359	ಮನರಂಜನೆ
feeling	surprise	0.359	ಭಾವನೆ
modify	surprise	0.352	ಮಾರ್ಪಡಿಸಿ
blessings	surprise	0.352	ಆಶೀರ್ವಾದಗಳು
newcomer	surprise	0.352	ಹೊಸಬ
obit	surprise	0.352	ತೊಲಗಿಸು
postponement	surprise	0.352	ಮುಂದೂಡಿಕೆ
award	surprise	0.352	ಪ್ರಶಸ್ತಿ
clown	surprise	0.352	ಹಾಸ್ಯಗಾರ
highest	surprise	0.344	ಅತ್ಯಧಿಕ
hero	surprise	0.344	ನಾಯಕ
glorify	surprise	0.344	ವೈಭವೀಕರಿಸಲು
proficiency	surprise	0.344	ಪ್ರಾವೀಣ್ಯತೆ
start	surprise	0.344	ಪ್ರಾರಂಭಿಸಿ
wonderfully	surprise	0.344	ಅದ್ಭುತವಾಗಿ
celebrity	surprise	0.344	ಪ್ರಸಿದ್ಧ
rekindle	surprise	0.336	ಪುನರುಜ್ಜೀವನಗೊಳಿಸು
optimism	surprise	0.336	ಆಶಾವಾದ
sanctify	surprise	0.336	ಪವಿತ್ರಗೊಳಿಸು
unbeaten	surprise	0.336	ಅಜೇಯ
prodigious	surprise	0.336	ಅದ್ಭುತ
grin	surprise	0.336	ನಕ್ಕ
memorable	surprise	0.336	ಸ್ಮರಣೀಯ
warned	surprise	0.336	ಎಚ್ಚರಿಸಿದರು
dissolution	surprise	0.336	ವಿಸರ್ಜನೆ
hypertrophy	surprise	0.328	ಹೈಪರ್ಟ್ರೋಫಿ
admiration	surprise	0.328	ಅಭಿಮಾನ
examination	surprise	0.320	ಪರೀಕ್ಷೆ
angel	surprise	0.320	ದೇವತೆ
present	surprise	0.320	ಪ್ರಸ್ತುತ
catch	surprise	0.320	ಹಿಡಿಯಿರಿ
hap	surprise	0.320	ಸಂತೋಷ
saint	surprise	0.312	ಸಂತ
embrace	surprise	0.312	ಅಪ್ಪಿಕೊಳ್ಳುತ್ತವೆ
flirt	surprise	0.312	ಮಿಡಿ
puma	surprise	0.312	ಪೂಮಾ
kiss	surprise	0.312	ಮುತ್ತು
liberty	surprise	0.312	ಸ್ವಾತಂತ್ರ್ಯ
scrimmage	surprise	0.312	ಜಗಳ
treat	surprise	0.312	ಚಿಕಿತ್ಸೆ
inaffable	surprise	0.312	ಅಸಹನೀಯ
occasional	surprise	0.312	ಸಾಂದರ್ಭಿಕ
dismissal	surprise	0.312	ವಜಾ
perfection	surprise	0.305	ಪರಿಪೂರ್ಣತೆ
saintly	surprise	0.305	ಸಂತ
gratify	surprise	0.305	ತೃಪ್ತಿಪಡಿಸು
generosity	surprise	0.305	ಉದಾರತೆ
sally	surprise	0.305	ಸಾಲಿ
palpable	surprise	0.297	ಸ್ಪರ್ಶನೀಯ
finally	surprise	0.297	ಅಂತಿಮವಾಗಿ
differently	surprise	0.297	ವಿಭಿನ್ನವಾಗಿ
polarity	surprise	0.297	ಧ್ರುವೀಯತೆ
ceremony	surprise	0.297	ಕಾರ್ಯಕ್ರಮ
favorable	surprise	0.297	ಅನುಕೂಲಕರ
larger	surprise	0.297	ದೊಡ್ಡದು
warn	surprise	0.297	ಎಚ್ಚರಿಸುತ್ತಾರೆ
medal	surprise	0.289	ಪದಕ
romance	surprise	0.289	ಪ್ರಣಯ
inviting	surprise	0.289	ಆಹ್ವಾನಿಸುತ್ತಿದೆ
greeting	surprise	0.289	ಶುಭಾಶಯ
resignation	surprise	0.281	ರಾಜೀನಾಮೆ
accolade	surprise	0.281	ಪುರಸ್ಕಾರ
labor	surprise	0.281	ಶ್ರಮ
candid	surprise	0.281	ಸೀದಾ
trip	surprise	0.281	ಪ್ರವಾಸ
stare	surprise	0.273	ದಿಟ್ಟಿಸಿ ನೋಡು
admire	surprise	0.266	ಅಚ್ಚುಮೆಚ್ಚು
glimmer	surprise	0.266	ಮಿನುಗು
playful	surprise	0.266	ತಮಾಷೆಯ
somatic	surprise	0.266	ದೈಹಿಕ
festival	surprise	0.266	ಹಬ್ಬ
mimicry	surprise	0.266	ಮಿಮಿಕ್ರಿ
insolvency	surprise	0.266	ದಿವಾಳಿತನ
immerse	surprise	0.266	ಮುಳುಗಿಸಿ
invite	surprise	0.266	ಆಹ್ವಾನಿಸಿ
compensate	surprise	0.266	ಸರಿದೂಗಿಸು
receiving	surprise	0.258	ಪಡೆಯುತ್ತಿದೆ
complement	surprise	0.258	ಪೂರಕ
chuckle	surprise	0.258	ಮುಗುಳ್ನಕ್ಕು
laugh	surprise	0.258	ನಗು
hypothesis	surprise	0.258	ಕಲ್ಪನೆ
honeymoon	surprise	0.250	ಮಧುಚಂದ್ರ
opera	surprise	0.242	ಒಪೆರಾ
pleasant	surprise	0.242	ಆಹ್ಲಾದಕರ
marry	surprise	0.242	ಮದುವೆಯಾಗು
independence	surprise	0.242	ಸ್ವಾತಂತ್ರ್ಯ
chant	surprise	0.234	ಪಠಣ
holiness	surprise	0.234	ಪವಿತ್ರತೆ
assessment	surprise	0.234	ಮೌಲ್ಯಮಾಪನ
rhythmical	surprise	0.234	ಲಯಬದ್ಧ
hopeful	surprise	0.234	ಆಶಾದಾಯಕ
leave	surprise	0.234	ಬಿಡು
trophy	surprise	0.234	ಟ್ರೋಫಿ
deal	surprise	0.227	ಒಪ್ಪಂದ
procession	surprise	0.227	ಮೆರವಣಿಗೆ
placard	surprise	0.227	ಫಲಕ
shopping	surprise	0.219	ಶಾಪಿಂಗ್
musical	surprise	0.219	ಸಂಗೀತಮಯ
cherish	surprise	0.219	ಪಾಲಿಸು
good	surprise	0.219	ಒಳ್ಳೆಯದು
dawn	surprise	0.211	ಮುಂಜಾನೆ
simplify	surprise	0.211	ಸರಳಗೊಳಿಸುವ
shell	surprise	0.211	ಶೆಲ್
morals	surprise	0.203	ನೈತಿಕತೆಗಳು
money	surprise	0.203	ಹಣ
nullify	surprise	0.203	ಶೂನ್ಯಗೊಳಿಸು
purity	surprise	0.203	ಶುದ್ಧತೆ
sweet	surprise	0.203	ಸಿಹಿ
synchronize	surprise	0.195	ಸಿಂಕ್ರೊನೈಸ್
precious	surprise	0.195	ಅತ್ಯಮೂಲ್ಯ
humanitarian	surprise	0.195	ಮಾನವೀಯ
preservative	surprise	0.195	ಸಂರಕ್ಷಕ
unfulfilled	surprise	0.195	ಈಡೇರದ
obliging	surprise	0.188	ಕಡ್ಡಾಯ
singularly	surprise	0.188	ಏಕವಚನದಲ್ಲಿ
graduation	surprise	0.180	ಪದವಿ
foresee	surprise	0.180	ಮುನ್ಸೂಚನೆ
pray	surprise	0.180	ಪ್ರಾರ್ಥಿಸು
lovely	surprise	0.180	ಸುಂದರ
thirst	surprise	0.172	ಬಾಯಾರಿಕೆ
mouth	surprise	0.172	ಬಾಯಿ
youth	surprise	0.172	ಯುವ ಜನ
sun	surprise	0.172	ಸೂರ್ಯ
art	surprise	0.172	ಕಲೆ
goodness	surprise	0.164	ಒಳ್ಳೆಯತನ
latent	surprise	0.156	ಸುಪ್ತ
visor	surprise	0.156	ಮುಖವಾಡ
overdue	surprise	0.156	ಅವಧಿ ಮೀರಿದೆ
practiced	surprise	0.156	ಅಭ್ಯಾಸ ಮಾಡಿದರು
loyal	surprise	0.148	ನಿಷ್ಠಾವಂತ
expect	surprise	0.148	ನಿರೀಕ್ಷಿಸಬಹುದು
wireless	surprise	0.148	ನಿಸ್ತಂತು
destination	surprise	0.148	ತಲುಪುವ ದಾರಿ
infant	surprise	0.141	ಶಿಶು
cream	surprise	0.141	ಕೆನೆ
slush	surprise	0.141	ಕೆಸರು
quote	surprise	0.141	ಉಲ್ಲೇಖ
playground	surprise	0.133	ಆಟದ ಮೈದಾನ
vote	surprise	0.125	ಮತ
teach	surprise	0.125	ಕಲಿಸುತ್ತಾರೆ
organization	surprise	0.125	ಸಂಸ್ಥೆ
dolphin	surprise	0.117	ಡಾಲ್ಫಿನ್
weight	surprise	0.117	ತೂಕ
smile	surprise	0.117	ಮುಗುಳ್ನಗೆ
