Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20191682,1054441071730720770,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191683,1054441043314307073,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191684,1054440937076723714,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191685,1054440880566874112,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191686,1054440852519444480,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191687,1054440818491211776,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191688,1054440765030629376,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191689,1054440619324641282,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191690,1054440618552909825,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20191691,1054440609874919425,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191692,1054440594045579267,,SNS-1-2019,,1,positive,joy,0,0,0,0,1
20191693,1054440591751368705,,SNS-1-2019,,1,negative,disgust,0,0,1,0,0
20191694,1054440414265139200,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191695,1054440310577790976,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191696,1054440302419808257,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191697,1054440282152931330,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191698,1054440238771257344,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191699,1054440162367823872,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191700,1054440132068163585,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191701,1054440126846324736,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191702,1054440047179632640,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191703,1054439871740342272,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191704,1054439804119797760,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191705,1054439786260451334,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191706,1054439650960556032,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191707,1054439631998074881,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191708,1054439592475148288,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191709,1054439584195661824,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191710,1054439583625158656,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191711,1054439466776059910,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191712,1054439405333766144,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191713,1054439375055085569,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191714,1054439364929970177,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191715,1054439356545617920,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191716,1054439233530802179,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191717,1054439059521703937,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,1
20191718,1054439022796382208,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191719,1054438849080909824,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191720,1054438794978562049,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191721,1054438651575369729,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191722,1054438626363346944,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191723,1054438561838219264,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191724,1054438512815206402,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191725,1054438460487069699,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191726,1054438456418619392,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191727,1054438367256027136,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191728,1054438320061718528,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191729,1054438181351899136,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191730,1054438048145043457,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191731,1054437992453021696,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191732,1054437960282763264,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191733,1054437641914105857,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191734,1054437624365137921,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191735,1054437608070234120,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191736,1054437577682509824,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191737,1054437495365124096,,SNS-1-2019,,1,positive,joy,0,0,0,0,1
20191738,1054437417573384192,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191739,1054437322555617280,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191740,1054437311180664832,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191741,1054437288850194432,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191742,1054437271389257728,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20191743,1054437256562393088,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191744,1054437162391867397,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191745,1054437150052229122,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191746,1054437106808950786,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191747,1054437083161464832,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191748,1054437073808179200,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191749,1054436959085645824,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191750,1054436937405267969,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191751,1054436880597557249,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191752,1054436847437393921,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191753,1054436788855554048,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191754,1054436663022313473,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191755,1054436650590322688,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191756,1054436633074982912,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191757,1054436628775735298,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191758,1054436611570708482,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191759,1054436594868981761,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191760,1054436591232532480,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191761,1054436512018915329,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191762,1054436357450407942,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191763,1054436238244098049,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191764,1054436218858061824,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191765,1054436104059936768,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191766,1054436065107501056,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191767,1054436022883377152,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191768,1054435976876036096,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191769,1054435889919729665,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191770,1054435868642078724,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191771,1054435844793229312,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191772,1054435766036774913,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191773,1054435759116242945,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191774,1054435738245316608,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191775,1054435725129728001,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191776,1054435696172285952,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191777,1054435678203928581,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191778,1054435630434918402,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191779,1054435565838458881,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191780,1054435560662728704,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191781,1054435496229777409,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191782,1054435363601686531,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191783,1054435256219156482,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191784,1054435115919724544,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191785,1054435077592150016,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191786,1054435067492229120,,SNS-1-2019,,0,positive,surprise,0,0,0,0,0
20191787,1054435015688445954,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191788,1054435008495132674,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191789,1054435004644818949,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191790,1054434968254984192,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191791,1054434945341554690,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191792,1054434768786464768,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191793,1054434596023083009,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191794,1054434545133633536,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191795,1054434329173078017,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191796,1054434264014602241,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191797,1054433804008517638,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191798,1054433740179623936,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191799,1054433703403892737,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191800,1054433643454717952,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191801,1054433523925508096,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191802,1054433505369882624,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191803,1054433501418790912,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191804,1054433267527630848,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191805,1054433219251179522,,SNS-1-2019,,0,positive,joy,0,0,0,0,1
20191806,1054433198543986688,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191807,1054433116364910597,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191808,1054433095917731840,,SNS-1-2019,,0,positive,joy,0,0,0,0,1
20191809,1054433064242348037,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191810,1054433021305217024,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191811,1054432903227150341,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191812,1054432800705859585,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191813,1054432780489240576,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191814,1054432732963581955,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191815,1054432727284531201,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191816,1054432612759015424,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191817,1054432602608812032,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191818,1054432549827764225,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191819,1054432493993189377,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191820,1054432434991874048,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191821,1054432382869213185,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191822,1054432377777348609,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191823,1054432278821171206,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191824,1054432235565342721,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191825,1054432139532472321,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191826,1054432073077927938,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191827,1054432007546118145,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191828,1054431884892127232,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191829,1054431863475970048,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191830,1054431427595563008,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191831,1054431421643808769,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191832,1054431339209023490,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191833,1054431060904345608,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191834,1054431041405009920,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191835,1054431011214385152,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191836,1054430794431848448,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191837,1054430719013990400,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191838,1054430661564612608,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191839,1054430548310048768,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191840,1054430527229435904,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191841,1054430481108946945,,SNS-1-2019,,0,positive,surprise,0,0,0,0,0
20191842,1054430473416523776,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191843,1054430438935224320,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191844,1054430388368691200,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191845,1054430321247248385,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20191846,1054430316151103490,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191847,1054430190204534784,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191848,1054430166032805889,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191849,1054430163801440258,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191850,1054430141647151104,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191851,1054430058830577665,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191852,1054429960151142400,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191853,1054429939104169984,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191854,1054429889053556737,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191855,1054429768995819520,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191856,1054429733029584899,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191857,1054429714100707328,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191858,1054429650900975619,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191859,1054429635944083456,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191860,1054429376819986437,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191861,1054429355634499584,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191862,1054429289725210625,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191863,1054429288227840006,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191864,1054429229914431488,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191865,1054429089212391430,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191866,1054428895322275842,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191867,1054428891903868928,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191868,1054428845246418944,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191869,1054846583005700096,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191870,1054833281647153152,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191871,1054803387588530179,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191872,1054803354784882688,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191873,1054791609890598912,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20191874,1054787300478074881,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191875,1054787283109511168,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191876,1054784282525384706,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191877,1054783775735980033,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191878,1054777580941963264,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191879,1054774198231617542,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191880,1054771846581837824,,SNS-1-2019,,1,positive,joy,0,0,0,0,1
20191881,1054764335963222021,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191882,1054755603543928833,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191883,1054746211901681664,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191884,1054732103135490048,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191885,1054728864872755200,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191886,1054721977368358912,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20191887,1054720629419769856,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191888,1054709094794346498,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191889,1054707998944358401,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191890,1054707230568800256,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191891,1054704175127449601,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191892,1054701201529409538,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191893,1054695684329345027,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191894,1054689569419988993,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191895,1054687978273079296,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191896,1054679767616774145,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191897,1054663728338296832,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191898,1054651789667196929,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20191899,1054609455760007169,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20191900,1054605689782501376,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191901,1054570348874788864,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191902,1054570248593121280,,SNS-1-2019,,1,neutral,joy,0,0,0,0,0
20191903,1120794650963587072,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191904,1120633108510990336,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191905,1120632312448921601,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191906,1120631918591127553,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191907,1113683908783235077,,SNS-1-2019,,1,negative,sadness,0,0,0,0,0
20191908,1113682430496509952,,SNS-1-2019,,1,negative,sadness,0,0,0,0,0
20191909,1100832147127046145,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191910,1100441752358580224,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20191911,1100441665905541120,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20191912,1099042774853259265,,SNS-1-2019,,1,neutral,disgust,0,0,0,0,0
20191913,1098908452229955584,,SNS-1-2019,,1,neutral,disgust,0,0,0,0,0
20191914,1095735074132242434,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191915,1088786021959884800,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,0
20191916,1087664326994001920,,SNS-1-2019,,0,positive,joy,0,0,0,1,0
20191917,1087649522891796480,,SNS-1-2019,,0,positive,joy,0,0,0,1,0
20191918,1086239394707714048,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,0
20191919,1085447766871101440,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191920,1084216330193199104,,SNS-1-2019,,1,positive,joy,0,0,0,1,0
20191921,1081128064472371200,,SNS-1-2019,,0,positive,joy,0,0,0,1,0
20191922,1077213451716608001,,SNS-1-2019,,1,neutral,surprise,0,0,0,0,0
20191923,1077146070285729793,,SNS-1-2019,,1,neutral,surprise,0,0,0,0,0
20191924,1074624027916939265,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191925,1066342982780112898,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191926,1062666547251105794,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191927,1062666474551160832,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191928,1062631088940552192,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191929,1062630058471407617,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191930,1060860454858383362,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,0
20191931,1060527233155108866,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191932,1060231088952524801,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,3
20191933,1060208972374757377,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,3
20191934,1059144393549139970,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191935,1058968350783651840,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191936,1058298154259542017,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191937,1057956423030763522,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191938,1057910408395272193,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191939,1057909531349577729,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191940,1057328055948058624,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191941,1056127483970498560,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191942,1056091028858515456,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191943,1055815697438257152,,SNS-1-2019,,1,negative,sadness,0,0,0,0,0
20191944,1055738562958770176,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191945,1055737788342132736,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191946,1055736430276853761,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191947,1055736420919373824,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191948,1055715215998926848,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191949,1055525059698327553,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191950,1055473467376709632,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191951,1055462489121525760,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191952,1055420795030249472,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20191953,1055398946070298624,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20191954,1055385992662867968,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191955,1055381338457587714,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191956,1055348318589669376,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191957,1055348097163972608,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191958,1055186221129822208,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191959,1055162761150373889,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,3
20191960,1055154034020175872,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191961,1055111747697291271,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191962,1055111089749405697,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191963,1055107928661938176,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191964,1055107927831392260,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20191965,1055094669766483968,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191966,1055031887725580288,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191967,1055002211258904578,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20191968,1054984442677215234,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,3
20191969,1054973353340100610,,SNS-1-2019,,1,negative,disgust,0,0,0,0,0
20191970,1080522849553649664,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20191971,1080507069399289856,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191972,1066644935603044352,,SNS-1-2019,,1,negative,fear,0,0,0,0,0
20191973,1063492958945796096,,SNS-1-2019,,1,neutral,anticipation,0,0,1,1,0
20191974,1063462970146074624,,SNS-1-2019,,1,negative,anticipation,0,0,0,1,0
20191975,1061946147126808577,,SNS-1-2019,,1,negative,sadness,0,0,0,0,0
20191976,1057585668979855360,,SNS-1-2019,,0,negative,sadness,0,0,0,0,0
20191977,1057394812142436355,,SNS-1-2019,,1,positive,trust,0,0,1,0,0
20191978,1057381272035749890,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191979,1057379929518686208,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191980,1057379738161946625,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191981,1057375488392478720,,SNS-1-2019,,1,negative,sadness,0,0,0,0,0
20191982,1057342974240194562,,SNS-1-2019,,1,positive,trust,0,0,1,0,0
20191983,1057327605504991234,,SNS-1-2019,,1,positive,trust,0,0,1,0,0
20191984,1056998582308556801,,SNS-1-2019,,1,negative,surprise,0,0,0,1,2
20191985,1056977016820547584,,SNS-1-2019,,1,negative,sadness,0,0,0,0,0
20191986,1056918059892531200,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,2
20191987,1056574958028107776,,SNS-1-2019,,1,positive,joy,0,0,1,0,2
20191988,1056518626524700673,,SNS-1-2019,,1,positive,joy,0,0,1,0,2
20191989,1056490921863327744,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20191990,1063446926958489600,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20191991,1061329827653922819,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191992,1061197011477762048,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191993,1060426051069927424,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191994,1060425915711262720,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191995,1060425902218268672,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191996,1060425882056187904,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191997,1060425860283555840,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20191998,1059890663813087232,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20191999,1059214670463152128,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192000,1059131378904776704,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192001,1059018303551750145,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192002,1058451181738119168,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192003,1058428823484665861,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192004,1058422068709113856,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192005,1058414315185823744,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192006,1058411049257500672,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192007,1058411034187304960,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192008,1058411015849852928,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
