Text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
another sunday homily brussels reject still venting frustration defenceless maltese people keep word quit rid u sardonic smile ever,,,,,,,,
budget expecting card game old maid made number one national sport,,,,,,,,
employment thousand crony fantastic salary enjoying one seems sustainable without difficulty hypocrite liar,,,,,,,,
point question enemalta going differentiate electrical consumption charge battery rest household another meter dedicated circuit,,,,,,,,
charging battery done night therefore night tariff made cheaper,,,,,,,,
nope take place country use meter benefit outweigh cost otherwise one buying like already thousand,,,,,,,,
lucky population forced purchase type car price far exceeds internal combustion type freedom choice anyone,,,,,,,,
stop writing nonsense morning wenz hu go live third world country like man delia sent back greedy impoverished country ate much dozen native take old car always grumbling anyone take like seriously tom welcome open arm grumpy old men woman find solace like psychiatric ward,,,,,,,,
true seems hear pm said one going forced buy electric car price stand today coming year price tend fall expected price electric car,,,,,,,,
omg earth shaking news prof gone president budget signed submissive subjugated maltese people biting nail unable wait discover wonderful gift brussels reject bestow paid tax money level grovelling slave people reduced reminded former budget mintoff regime labour mp would spend evening knocking bench house price gram tuna lowered cent history repeat tonight tuna respect miserable increase pension pl crony enjoy six digit salary perk rejoice landslide majority,,,,,,,,
sorry disappoint carabott well standard living thank god depend brussels reject budget hence gastric acid remain unaffected,,,,,,,,
omg really frustrated,,,,,,,,
spin,,,,,,,,
nowadays smile longer long long face,,,,,,,,
ignoramus said anything extra euro k really listening think listen budget speech,,,,,,,,
wanted eu eu dream come true like,,,,,,,,
proposing racist sob concentration camp gas chamber,,,,,,,,
nazi contrary trying feed u go read good book,,,,,,,,
well like modern society good marketing today capitalist,,,,,,,,
next definitely electric hydrogen enjoy rebate emission really energy still need produced certainly cleaner lower cost transportation get public transport commercial vehicle least especially monstrous construction one compulsory electric lpg hydrogen,,,,,,,,
heard recent electric car google tell direct sure dutch estonian similar anyway easy find,,,,,,,,
talking electric car cheapo h junk,,,,,,,,
absolutely wrong,,,,,,,,
,,,,,,,,
course even longer mechanical rubbish need constant maintenance look well aerodynamic,,,,,,,,
look like joseph easily plea glass bead couple mirror unless one insider person trust contract course,,,,,,,,
building constructor encouraged buy new machinery better position run roughshod remaining countryside could definitely decide whether pro environment pro ravenous construction,,,,,,,,
reply latter,,,,,,,,
malta became trash bin europe nice,,,,,,,,
really one hell ignoramus think first typing message check find saying total hogwash,,,,,,,,
free leave,,,,,,,,
yes free leave perhaps soon indigenous maltese made leave replace,,,,,,,,
patriotism got probably relative emigrated u uk canada australia etc immigrant diminish improve new country adoption people finding job leaving million economy guaranteeing pension,,,,,,,,
expert mixer lettuce fart may benefit mitigating circumstance low iq fault gene hence excusable,,,,,,,,
could afraid migrant inadequte wife might tempted get rid frustration sleeping migrant two play game pn shitwipe,,,,,,,,
setting academy tasked integration final stage obliteration maltese nation guess include extremist left wing academic make sure nothing make u maltese european survives believe fulfillment dream cancelling nation face earth africanizing islamicizing country,,,,,,,,
join tl leave lol let door hit way,,,,,,,,
fascist malta black flag party flag natzis fascist,,,,,,,,
everyone criticizes government perforce pn nazi intellect go far,,,,,,,,
population replacement,,,,,,,,
idea pack crap bullshit get hell,,,,,,,,
evil bile bicca blogger pn idiot,,,,,,,,
stand chance hell stay continue thorn side cretin,,,,,,,,
cretin nah mistaking dad thorn side mistaken good know flamed idiot like,,,,,,,,
since freely chose bring family member think saw father knee front african pant mother bending service another,,,,,,,,
mistaken parent mine shitwipe,,,,,,,,
james fenimore cooper wrote last mohican wonder write last maltese muscat definitely feature hero,,,,,,,,
million doubt whether enough embellish ta qali allocated afforestation meanwhile slaughter mature landmark tree continues unabated fool u,,,,,,,,
compared venturing space risking screwing cosmos pl style tree much worry say cosmopolitan true word,,,,,,,,
cosmos within reach screwing would next roadmap course coming back reality got used warping tactic whenever promise something actually mean opposite look happened master jaggler promised meritocracy transparency accountability good governance culture resignation,,,,,,,,
true,,,,,,,,
move electric car good initiative incentive need come people purchase first reducing electricity bill power,,,,,,,,
euro whole cent yup trick happened word like surplus best economy etc pn first pocket get peanut although red blinker say cover price increase,,,,,,,,
pn would give take back upping tax see difference,,,,,,,,
country like wage rise limited small country give rise side effect sure like forget payrise case adjustment previous year inflation service local product effect rise price plus another side effect malta wage like concertina give one euro one scale go scale know mean government fork every year billion euro small country like huge burden carry hence easy raise wage,,,,,,,,
wage chosen one guess ok affect country right,,,,,,,,
guess rounding figure would broken employer back shackled making hay,,,,,,,,
long budget speech big country say germany take assuming one poor minister look tired sound hoarse,,,,,,,,
idiot sorry said buy electric car force date yet set information eu want eu force u,,,,,,,,
really could walk stretch,,,,,,,,
implemented abroad applaud country denigrate hypocrite,,,,,,,,
read wrote calling hypocrite denigrate pointing practical difficulty said agree eliminating plastic liquid especially must sold container liquid food like cooking oil tomato ketchup vinegar water etc sold cleaning material like floor liquid fabric softener etc sold way much better possibly importer resort glass expensive weighs cost transport metal container might also used perhaps even carton need disposed easy solution government might hasty among first depend import must wait foreign solution first remember maltese proverb hasty cat want bet cut date mentioned minister postponed,,,,,,,,
detergent bottle made durable plastic reused multiple time glass bottle used milk excuse free continue polluting nothing bet one tying tree,,,,,,,,
type incentive house loan worst type interest saved end bank able lend money end developer jacking price basically end result money saved end pocket seller rather buyer,,,,,,,,
home ownership buyer cannot afford deposit eligible loan whilst building contractor given grant repeat grant buy new machinery continue devouring left countryside environment add fact struggling survive strive shelter head could hope loan whilst wealthy greedy speculator could rub hand grant poor getting even debilitated whilst unscrupulously greedy get firepower ruin left rock island home sadly destabilised want,,,,,,,,
yes low wage earner get loan castille paid tandem bank loan miracle work wonder insatiable building contractor managed snatch grant thus better position speculate highrises detriment naive citizen much knowing friend master good knowing master,,,,,,,,
feeble response might impress well oiled contractor minimum wage earner burdened two simultaneous loan cope ever,,,,,,,,
much absorbed political bias missed whole point issue loan intended individual could even afford save enough money pay initial deposit bargained property tell would dire situation building contractor land speculator businessmen person trust winning direct order low wage earner struggle keep going manage stay afloat,,,,,,,,
actually confusing issue involvement minimum wage earner reworded individual might cash handy potentially equity cannot w lost argument widening scenario away budget measure even environmentalist applauded course budget good pn loser would drown vicious gossip trying pick hole,,,,,,,,
reader digest ass jumping expedient conclusion propensity whoever fails impress,,,,,,,,
see lost argument plot verbosity save,,,,,,,,
much grumbling usual negative crowd budget must decent one even,,,,,,,,
internal problem reason grumble,,,,,,,,
anyone complain everyone getting something go price continuously going keep mass happy giving something,,,,,,,,
least minister voting happily surge electricity rate like gonzi pn,,,,,,,,
always go live congo price low,,,,,,,,
kind three living,,,,,,,,
look malta still undemocratic people think law want see comment well want live hide hole go ahead,,,,,,,,
yes want see banal comment,,,,,,,,
go take sure malta find someone fill space,,,,,,,,
think referring pn budget proposal,,,,,,,,
malta need pn function efficiently,,,,,,,,
new scheme see people cannot cover deposit buy house eligible government interest free loan maximum paid back year person capable save money afford deposit purchase property earth able meet monthly loan repayment year besides nowadays property worth,,,,,,,,
awake cost property deposit would deposit property worth paid back interest free year please wash face venturing comment,,,,,,,,
still replied individual afford make laon repayment get remaining balance deposit better wash face,,,,,,,,
woken yet understood scheme intended help difficulty raise amount required deposit loan problem loan repayment simply ready cash secure loan government providing cash enable get loan bank cash would give bank would grant loan required worried repaying loan simply cash get loan first place facility instead forking starting make monthly payment settle remaining interest making monthly payment bank settle full amount without fork beforehand interest free loan government geez difficult understand,,,,,,,,
difficult understand yes course earth pay k bank loan cannot even afford put front finance,,,,,,,,
sorry need minimum grey matter understand matter try patient teacher training come handy someone lump sum mean minimal fraction sum would required pay government month without additional interest pay got,,,,,,,,
greater monthly portion payable bank teacher include everything sir jocar,,,,,,,,
greater monthly portion interest else include problem paying back loan problem unavailable cash pay deposit problem eliminated,,,,,,,,
whole confusion mind know talking continue watching super one,,,,,,,,
stop talking mirror hopeless,,,,,,,,
exactly talking like talking mirror completely different wavelength,,,,,,,,
would want wavelength,,,,,,,,
pay year interest free cost individual month math wash face speak,,,,,,,,
intelligent monthly bank repayment sure stupid reality warper hoping around gullible idiot,,,,,,,,
amazed length willing go cover castille blunder think stupid short sighted local citizen ready pay monthly rent investment instead paying monthly bank loan investing property liking think measure supposed cover high earning citizen citizen minimum wage cannot afford even save property deposit,,,,,,,,
amazed many people left living rock everyone easy life others everyone live parent save purchase house apartment leaving option deposit fee go live rented place thanks scheme able afford buy house let u frank cover anyone good good,,,,,,,,
point renting month cannot afford save purchasing deposit latter probably minimum wage earner seems expect compassion side castille,,,,,,,,
ignorant one know absolutely criterion loan granted repaid happen loan granted government front finance paid chuck person involved house sell property position bank regard bank loan think speak ignorant moron,,,,,,,,
without going deep happen pay tax department find prosecuted republic malta judge happen simple happen loan granted government front finance paid every case different,,,,,,,,
generous scheme bail developer offload flat stalled plus allow extra commission,,,,,,,,
ok budget overall property help giving going exploited seller control price scheme likely virtually help genuine people mostly encourage people save anything get commitment likely able upkeep still end street meantime developer able move property generate cashflow build monstrous atrocity hold onto,,,,,,,,
practically aimed helping people currently renting cannot save payment rent high governmnet cover downpayment switch rent loan,,,,,,,,
budget malta need pn function,,,,,,,,
introduced pv panel year ago whose pay back rate running benefit grant buy battery store electricity proposal generate battery scrap would better offer different feed tariff lower newer installation create new waste actually need grid already act battery physically network nothing change expiry contract adjustment tariff would enough,,,,,,,,
absolutely spot battery use going involve hidden tax first installing second even higher five year scrap plus said system already considering government cheapest price per unit c night least give c per unit,,,,,,,,
agreed network overloaded take whatever pv produced complication simply extend paid tariff exported energy eu condition concession expires,,,,,,,,
cheer mate glad understand,,,,,,,,
financial minister failed pay due ex serviceman suffered pension reduction although national insurance contribution full,,,,,,,,
preferred everything remain yesterday given euro per week cost living soon rise erous per week foreign worker third country cheap labour decrease maltese suffering,,,,,,,,
pensioner promised free bus service disabled promise,,,,,,,,
read budget speech please,,,,,,,,
ehhhhhh way hose honorable minister scicluna read deliar try best explain hahahahahaha harm trying,,,,,,,,
look lie vasily making round behalf prime minister answer question,,,,,,,,
injustice fund get anothe injection million much monies budgeted fund overall find interesting,,,,,,,,
asking buy electric car obviously well going gain lower electricity tariff c night much going lowest tariff,,,,,,,,
problem though malta need opposition like air breed need pn function,,,,,,,,
maltees air polluted everyone breed red blue,,,,,,,,
suggestion,,,,,,,,
good work presentation make nice change copy paste text usually see local press,,,,,,,,
optimistic prediction especially vat income tax slowdown offing,,,,,,,,
prime minister finance minister talk economic sustainability well really show sustainability,,,,,,,,
teach u,,,,,,,,
question rather comment going able charge car end parking meter away residence happens single day,,,,,,,,
would tmi use preferential night tariff bit heading yet remind public labour reaction suggested another party pillar democracy work,,,,,,,,
suggested party washing wear night,,,,,,,,
muscat think lower electricity night tariff good idea forgotten labour laughed suggested opposition think people memory,,,,,,,,
preferential night tariff electricity introduced pn government pm gonzi time pl ridiculed worth wonder night tariff acceptable really know,,,,,,,,
car biggest polluter cruise ship cruise ship emits equivalent million car day often cruise ship docked grand harbour emission go towards city cottonera zabbar paola prevailing wind malta north west,,,,,,,,
stop desert truck monster going round island creating pollution cancer believe lie word,,,,,,,,
gov car going changed electric,,,,,,,,
perfect need incentive change electricity car thanks,,,,,,,,
incentive right buying importing second hand car much dirtier engine regulation allow new car relied eye nose instead believing every twisted story muscat said would realize true would make pinocchio grow whopper nose,,,,,,,,
seven year still planing nationalist budget road map joseph muscat,,,,,,,,
another tax break well,,,,,,,,
wake middle night plug car,,,,,,,,
yes greta order malta,,,,,,,,
plug go early sleep pathetic,,,,,,,,
people currently getting sick dying traffic pollution accordingly measure need taken,,,,,,,,
word muscat telling maltese could give fig wish concerning integration middle finger salute people elected let rejoice regard pollution forgot mention cruise liner ship also among heaviest air polluter perhaps many business interest area mention electric hydrogen car may imposed helpless population banning ship another matter altogether remain totally unimpressed bragging,,,,,,,,
budget rich get richer,,,,,,,,
pl castle minister already income double previous year bother common people,,,,,,,,
much ado nothing real term improvement standard living category except course privileged muscat castile entourage political appointment contract reference new setup integration truly worrying run counter wish interest maltese people implication profound far reaching muscat show lack respect preservation way life belief tradition,,,,,,,,
comment tax evasion bizarre reason cash transaction malta eu country tax evasion street level rule exception,,,,,,,,
also get c every week maltese government delegation spent one night hotel mini bar,,,,,,,,
wow growing together get black budget,,,,,,,,
equal pay equal work introduced private sector finally look like issue employer advising read ordering mostly clerical staff opposed machine operator employee discus salary perk anyone including colleague considered sharing confidential company information going prohibited abuse treating sharing salary perk information confidential company information need clearly addressed otherwise employee ensure right broken,,,,,,,,
cash worth use offshore account,,,,,,,,
budget reaction say good others say bad earnestly picked latter say really bad granpinto hamrun,,,,,,,,
budget reaction say good others say bad happen political alliance whoever comment play large part say,,,,,,,,
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,1.0,1.0,0.0,4.0,1.0,2.0,0.0,5.0
,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0
,0.0,2.0,0.0,0.0,2.0,6.0,0.0,3.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0
,1.0,1.0,0.0,1.0,2.0,1.0,1.0,7.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
,1.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0
,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,0.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0
,1.0,4.0,0.0,1.0,4.0,3.0,1.0,7.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
,3.0,5.0,2.0,3.0,6.0,1.0,1.0,6.0
,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
,0.0,2.0,0.0,3.0,0.0,5.0,0.0,2.0
,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0
,0.0,2.0,0.0,0.0,1.0,1.0,3.0,7.0
,0.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0
,1.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2.0,3.0,2.0,2.0,3.0,5.0,0.0,3.0
,2.0,4.0,1.0,2.0,5.0,1.0,2.0,6.0
,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0
,1.0,5.0,3.0,2.0,4.0,7.0,0.0,11.0
,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
,1.0,5.0,1.0,1.0,5.0,2.0,1.0,5.0
,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,5.0,4.0,3.0,8.0,1.0,6.0,3.0,12.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,5.0,0.0,2.0,8.0,2.0,3.0,9.0
,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0
,0.0,7.0,3.0,1.0,4.0,1.0,2.0,8.0
,1.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0
,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0
,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,2.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0
,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0
,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
,0.0,5.0,0.0,0.0,4.0,4.0,1.0,4.0
,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
,0.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0
,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
,1.0,5.0,0.0,0.0,5.0,3.0,1.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,1.0,3.0,2.0,1.0,0.0,5.0
,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,7.0,0.0,0.0,5.0,0.0,1.0,6.0
,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
,2.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0
,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0
,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0
,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,1.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0
,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0
,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0
,5.0,3.0,2.0,3.0,2.0,5.0,2.0,6.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0
,0.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0
,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,2.0,1.0,0.0,4.0,1.0,0.0,6.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
,3.0,10.0,2.0,7.0,9.0,3.0,4.0,12.0
,4.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0
,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0
,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0
,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0
,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0
,3.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0
,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0
,0.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0
,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0
,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
