Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20201074,1183804528484929536,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201075,1183804488534183936,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201076,1183804403519807489,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201077,1183804389393387522,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201078,1183804330534735872,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201079,1183804318606082048,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201080,1183804284707770369,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201081,1183804266852605953,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201082,1183804218785841153,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201083,1183804090494660611,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201084,1183804088368152581,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201085,1183804087386726400,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201086,1183804073927237632,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201087,1183804035792547840,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201088,1183804001277661184,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201089,1183803945883447298,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201090,1183803802803232770,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201091,1183803725036621824,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201092,1183803563836874753,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201093,1183803540646576128,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201094,1183803449122664448,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201095,1183803411768233985,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201096,1183803372350164993,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201097,1183803305035812871,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201098,1183803135749492736,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201099,1183803072088363008,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201100,1183803064387547136,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201101,1183802970217107457,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201102,1183802968971325440,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201103,1183802960003944448,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201104,1183802931545608195,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201105,1183802917750489088,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201106,1183802912276918272,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201107,1183802887207575552,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201108,1183802861110677504,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201109,1183802835357569024,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201110,1183802812523859968,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201111,1183802802373644294,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201112,1183802768932388866,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201113,1183802751362449410,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201114,1183802732366446603,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201115,1183802700846292992,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201116,1183802695569817610,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201117,1183802686484963334,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201118,1183802680738795521,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201119,1183802652704067585,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201120,1183802631862587393,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201121,1183802607661395971,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201122,1183802601487458310,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201123,1183802594663305217,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201124,1183802580582965253,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201125,1183802557313011713,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201126,1183802525977399296,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201127,1183802512828239878,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201128,1183802507862171653,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201129,1183802431051911168,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201130,1183802426081591296,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201131,1183802398176894982,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201132,1183802378883088384,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201133,1183802334540976128,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201134,1183802330468274177,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201135,1183802321865728000,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201136,1183802317029687296,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201137,1183802302106345474,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201138,1183802232724250624,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201139,1183802204953759747,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201140,1183802156517920768,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201141,1183801962803929088,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201142,1183801933041229824,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201143,1183801929593479168,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201144,1183801875432390658,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201145,1183801840586113024,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201146,1183801704573214720,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201147,1183801442500513792,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201148,1183801364973064195,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20201149,1183801318886035458,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201150,1183801156558086144,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201151,1183800985292038149,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201152,1183800783353077760,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201153,1183800403500122117,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201154,1183800361972391948,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201155,1183800221584809984,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201156,1183800203955949568,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201157,1183799976603860992,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201158,1183799875877642242,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201159,1183799858731343878,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201160,1183799685024309248,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201161,1183799522440499202,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201162,1183799457676169217,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201163,1183799434250993664,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201164,1183799381134368768,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201165,1183799367024762881,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201166,1183799353309356033,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201167,1183799253925318656,,SNS-1-2020,,1,positive,trust,0,0,0,0,0
20201168,1183799218999308288,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201169,1183798997313576961,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201170,1183798946575060994,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201171,1183798913150672905,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201172,1183798804966858753,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201173,1183798777020342275,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201174,1183798507284697090,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201175,1183798473759625217,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201176,1183798274152681473,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201177,1183798108251197440,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201178,1183797971542069249,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201179,1183797821654343680,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201180,1183797790834606083,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201181,1183797574702129152,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201182,1183797399543861253,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201183,1183797156639100928,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201184,1183797086590001153,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201185,1183797058433699840,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201186,1183797046672855041,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201187,1183797019921522689,,SNS-1-2020,,0,neutral,joy,0,0,0,0,0
20201188,1183797017103011840,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201189,1183796893425557504,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201190,1183796889872941056,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201191,1183796884772704258,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201192,1183796877516562432,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201193,1183796855358050304,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201194,1183796800752361474,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201195,1183796674835165184,,SNS-1-2020,,1,positive,anticipation,0,0,0,0,0
20201196,1183796668468289536,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201197,1183796633051586560,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201198,1183796615041245185,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201199,1183796611127877633,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201200,1183796569344217088,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201201,1183796521835335681,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201202,1183796489358852099,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201203,1183796466738958337,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201204,1183796444807024641,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201205,1183796423223054342,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201206,1183796420245118977,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201207,1183796370873946112,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201208,1183796349189414917,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201209,1183796267421458435,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201210,1183796258479267842,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201211,1183796235427307521,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201212,1183796107106832384,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201213,1183795940815179778,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201214,1183795889648951296,,SNS-1-2020,,1,negative,fear,0,1,0,0,0
20201215,1183795871974133762,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201216,1183795860779524097,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201217,1183795765958852608,,SNS-1-2020,,0,positive,joy,0,0,1,0,2
20201218,1183795714503172099,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201219,1183795438966771713,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201220,1183795361615364096,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201221,1183795107054661635,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201222,1183795087064686592,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201223,1183795019674804224,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201224,1183794816552976384,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201225,1187316645896900609,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201226,1187316631497793536,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201227,1187316572383252480,,SNS-1-2020,,0,positive,joy,0,0,0,0,1
20201228,1187315653188866049,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201229,1187314858129313792,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201230,1187314526418604034,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201231,1187314272122130432,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201232,1187313020344684544,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201233,1187263275811201025,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201234,1187234401521938432,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201235,1187079152853311489,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201236,1187079126760460289,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201237,1187079070158376960,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201238,1187079042098438145,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201239,1187079006098726913,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201240,1187078985869606917,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201241,1187078967347548163,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201242,1187078938394349568,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201243,1187070877885710338,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201244,1187051118309851138,,SNS-1-2020,,1,neutral,anticipation,0,0,0,1,0
20201245,1187038862494842882,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201246,1187038855100293121,,SNS-1-2020,,1,positive,trust,0,0,0,0,0
20201247,1187035114951315456,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201248,1187034382927908864,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201249,1187022003913592832,,SNS-1-2020,,1,negative,surprise,0,0,1,0,0
20201250,1187012411397758977,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201251,1186996951268675585,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201252,1186991585034149889,,SNS-1-2020,,1,negative,disgust,0,0,0,0,0
20201253,1186966745107578880,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201254,1186954152003473408,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201255,1186953911879589888,,SNS-1-2020,,0,positive,trust,0,0,0,0,2
20201256,1186944081932488704,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201257,1186943691048574976,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201258,1186942666245857280,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201259,1186941115028688896,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201260,1186940673540415489,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201261,1186940238062641152,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201262,1186939869752369159,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201263,1186939167701393408,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201264,1186927996667617280,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201265,1186869998670749696,,SNS-1-2020,,1,positive,trust,0,0,0,0,1
20201266,1186864568745811968,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201267,1186757620406898688,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201268,1186753342157934593,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201269,1186749315689144326,,SNS-1-2020,,1,positive,joy,0,0,1,0,0
20201270,1186746770929389568,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201271,1186745289098584064,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201272,1186735478235631624,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201273,1186728105307709441,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201274,1186726354110373888,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201275,1183794574327721989,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201276,1183794488558444550,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201277,1183794457679978496,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201278,1183794218344562688,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201279,1183794152405950464,,SNS-1-2020,,1,negative,sadness,0,1,0,0,0
20201280,1183794141773348865,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201281,1183794091940859906,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201282,1183793715539857410,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201283,1183793688209743872,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201284,1183793646379978754,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201285,1183793588339200006,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201286,1183793491962466304,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201287,1183793347732877312,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201288,1183793326304190469,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201289,1183793152005722113,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201290,1183792961626263559,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201291,1183792782873419782,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201292,1183792744348692481,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201293,1183792680217788422,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201294,1183792606469349381,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201295,1183792570159239168,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201296,1183792480178843648,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201297,1183792447144517633,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201298,1183792401955069952,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201299,1183792321093144576,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201300,1183792312230596609,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201301,1183792302076190722,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201302,1183792231624433668,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201303,1183792198195781632,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201304,1183792137340641280,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201305,1183792086509858816,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201306,1183792001977856001,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201307,1183791921405288448,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201308,1183791766698373120,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201309,1183791662235111424,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,0
20201310,1183791558929321984,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201311,1183791497885470720,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201312,1183791494672666627,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201313,1183791190140952576,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201314,1183791179856515073,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201315,1183791163259662336,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201316,1183791120632963073,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201317,1183791058238562305,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201318,1183790999165952000,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201319,1183790860560928769,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201320,1183790852218478593,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201321,1183790788502839296,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201322,1183790777748598784,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201323,1183790761462116357,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201324,1183790493890691074,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201325,1183790410679889928,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201326,1183790338751815680,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201327,1183790283479306241,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201328,1183790254949588992,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201329,1183790205947535361,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201330,1183790151975223299,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201331,1183789965131558912,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201332,1183789897779421192,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201333,1183789861179928576,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201334,1183789726316277765,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201335,1183789543926972421,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201336,1183789489581367309,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201337,1183789159598698499,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201338,1183789076069146625,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201339,1183789041386426368,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201340,1183789017772498944,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201341,1183788845864816641,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201342,1183788784841834501,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201343,1183788630378201089,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201344,1183788479358083073,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201345,1183788431232716806,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201346,1183788316442935297,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201347,1183788283731632131,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201348,1183788147538382848,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201349,1183788114235531266,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201350,1183787958987608071,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201351,1183787958236827651,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201352,1183787929329643520,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201353,1183787878565978112,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201354,1183787760265711619,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201355,1183787741395476483,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201356,1183787504694112256,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201357,1183787470493769731,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201358,1183787458607104000,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201359,1183787440907141123,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201360,1183787383965310983,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201361,1183787352373846019,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201362,1183787301526220802,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201363,1183787221146636288,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201364,1183787158974423047,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201365,1183787129782067203,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201366,1183787102934392834,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201367,1183787097607548928,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201368,1183786975469408258,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20201369,1183786606026788866,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201370,1183786221400666112,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201371,1183786056182841346,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201372,1183785694361280512,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201373,1183785496616591362,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201374,1183785478958604288,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20201375,1183785358556893184,,SNS-1-2020,,0,positive,joy,0,0,1,0,2
20201376,1183785302739111938,,SNS-1-2020,,0,positive,joy,0,0,1,0,2
20201377,1183785165769924608,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20201378,1183785049717706754,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20201379,1183785032814608384,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201380,1183784226048675840,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20201381,1183783915263320064,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201382,1183782175797325826,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201383,1183781297912762368,,SNS-1-2020,,1,positive,surprise,0,1,0,0,2
20201384,1183779759794348032,,SNS-1-2020,,1,positive,surprise,0,1,0,0,2
20201385,1183775881824739328,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201386,1183773019589808129,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201387,1183769433967382532,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201388,1183769358511886336,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201389,1183766445316100101,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201390,1183761260397187072,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201391,1183760619897528321,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201392,1183759462647119874,,SNS-1-2020,,0,positive,anticipation,0,0,0,0,2
20201393,1183758004736401409,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20201394,1183757734770024449,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20201395,1183755180493492229,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201396,1183743342577893378,,SNS-1-2020,,0,positive,joy,0,0,0,0,2
20201397,1181473655378890752,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201398,1181182043461505024,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201399,1181181565482799105,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201400,1174327241825816577,,SNS-1-2020,,1,positive,trust,0,0,0,0,1
20201401,1173880496935309317,,SNS-1-2020,,1,positive,trust,0,0,0,0,2
20201402,1173785453029408768,,SNS-1-2020,,0,positive,trust,0,0,0,0,0
20201403,1173297916179558400,,SNS-1-2020,,1,positive,trust,0,0,0,1,0
20201404,1173156629765861376,,SNS-1-2020,,1,positive,anticipation,0,0,0,1,0
20201405,1172882684462403586,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20201406,1172847902466686977,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
